"Step","phase1-reasoning - train/cosine","phase1-reasoning - train/cosine__MIN","phase1-reasoning - train/cosine__MAX"
"0","0.6399755701422691","0.6399755701422691","0.6399755701422691"
"1","0.667506068944931","0.667506068944931","0.667506068944931"
"2","0.6626833379268646","0.6626833379268646","0.6626833379268646"
"3","0.6918909177184105","0.6918909177184105","0.6918909177184105"
"4","0.6466295793652534","0.6466295793652534","0.6466295793652534"
"5","0.6507272571325302","0.6507272571325302","0.6507272571325302"
"6","0.6548065021634102","0.6548065021634102","0.6548065021634102"
"7","0.6291293799877167","0.6291293799877167","0.6291293799877167"
"8","0.6173210218548775","0.6173210218548775","0.6173210218548775"
"9","0.6474343687295914","0.6474343687295914","0.6474343687295914"
"10","0.6884601712226868","0.6884601712226868","0.6884601712226868"
"11","0.6880155652761459","0.6880155652761459","0.6880155652761459"
"12","0.6934052780270576","0.6934052780270576","0.6934052780270576"
"13","0.6315862163901329","0.6315862163901329","0.6315862163901329"
"14","0.6833785027265549","0.6833785027265549","0.6833785027265549"
"15","0.7033229246735573","0.7033229246735573","0.7033229246735573"
"16","0.6679564639925957","0.6679564639925957","0.6679564639925957"
"18","0.6697717159986496","0.6697717159986496","0.6697717159986496"
"19","0.6433144733309746","0.6433144733309746","0.6433144733309746"
"20","0.628602497279644","0.628602497279644","0.628602497279644"
"21","0.716786615550518","0.716786615550518","0.716786615550518"
"22","0.657679058611393","0.657679058611393","0.657679058611393"
"23","0.6596133261919022","0.6596133261919022","0.6596133261919022"
"24","0.6461362689733505","0.6461362689733505","0.6461362689733505"
"25","0.6501995176076889","0.6501995176076889","0.6501995176076889"
"26","0.6398612558841705","0.6398612558841705","0.6398612558841705"
"27","0.6478843912482262","0.6478843912482262","0.6478843912482262"
"28","0.639840304851532","0.639840304851532","0.639840304851532"
"29","0.6157146021723747","0.6157146021723747","0.6157146021723747"
"30","0.6500195190310478","0.6500195190310478","0.6500195190310478"
"31","0.6359023228287697","0.6359023228287697","0.6359023228287697"
"32","0.6424245908856392","0.6424245908856392","0.6424245908856392"
"33","0.6689925789833069","0.6689925789833069","0.6689925789833069"
"34","0.7162826880812645","0.7162826880812645","0.7162826880812645"
"35","0.646116204559803","0.646116204559803","0.646116204559803"
"36","0.6245591342449188","0.6245591342449188","0.6245591342449188"
"37","0.6505636274814606","0.6505636274814606","0.6505636274814606"
"38","0.6433790102601051","0.6433790102601051","0.6433790102601051"
"39","0.6566451862454414","0.6566451862454414","0.6566451862454414"
"40","0.6350009813904762","0.6350009813904762","0.6350009813904762"
"41","0.6341665089130402","0.6341665089130402","0.6341665089130402"
"42","0.6701299548149109","0.6701299548149109","0.6701299548149109"
"44","0.6742779538035393","0.6742779538035393","0.6742779538035393"
"45","0.6702841222286224","0.6702841222286224","0.6702841222286224"
"46","0.6443028748035431","0.6443028748035431","0.6443028748035431"
"47","0.6524873673915863","0.6524873673915863","0.6524873673915863"
"48","0.6525276154279709","0.6525276154279709","0.6525276154279709"
"49","0.6532722115516663","0.6532722115516663","0.6532722115516663"
"50","0.6103175804018974","0.6103175804018974","0.6103175804018974"
"51","0.6213896796107292","0.6213896796107292","0.6213896796107292"
"52","0.6579917371273041","0.6579917371273041","0.6579917371273041"
"53","0.632458820939064","0.632458820939064","0.632458820939064"
"54","0.6236728206276894","0.6236728206276894","0.6236728206276894"
"55","0.6634268313646317","0.6634268313646317","0.6634268313646317"
"56","0.6780802831053734","0.6780802831053734","0.6780802831053734"
"57","0.638261467218399","0.638261467218399","0.638261467218399"
"58","0.6782812103629112","0.6782812103629112","0.6782812103629112"
"59","0.7307948544621468","0.7307948544621468","0.7307948544621468"
"60","0.6684074178338051","0.6684074178338051","0.6684074178338051"
"61","0.6452064365148544","0.6452064365148544","0.6452064365148544"
"62","0.6362258270382881","0.6362258270382881","0.6362258270382881"
"63","0.6479387208819389","0.6479387208819389","0.6479387208819389"
"64","0.683839701116085","0.683839701116085","0.683839701116085"
"65","0.6381988674402237","0.6381988674402237","0.6381988674402237"
"66","0.6001304909586906","0.6001304909586906","0.6001304909586906"
"67","0.6814064309000969","0.6814064309000969","0.6814064309000969"
"68","0.6246369853615761","0.6246369853615761","0.6246369853615761"
