"Step","phase1-reasoning - train/loss","phase1-reasoning - train/loss__MIN","phase1-reasoning - train/loss__MAX"
"0","33.69508385658264","33.69508385658264","33.69508385658264"
"1","33.46487617492676","33.46487617492676","33.46487617492676"
"2","35.25485181808472","35.25485181808472","35.25485181808472"
"3","35.08359241485596","35.08359241485596","35.08359241485596"
"4","33.380682945251465","33.380682945251465","33.380682945251465"
"5","34.103355169296265","34.103355169296265","34.103355169296265"
"6","34.55329370498657","34.55329370498657","34.55329370498657"
"7","33.498396158218384","33.498396158218384","33.498396158218384"
"8","33.1108238697052","33.1108238697052","33.1108238697052"
"9","33.72729134559631","33.72729134559631","33.72729134559631"
"10","35.72556400299072","35.72556400299072","35.72556400299072"
"11","32.671855211257935","32.671855211257935","32.671855211257935"
"12","35.10436463356018","35.10436463356018","35.10436463356018"
"13","33.900065660476685","33.900065660476685","33.900065660476685"
"14","35.009117126464844","35.009117126464844","35.009117126464844"
"15","35.53205943107605","35.53205943107605","35.53205943107605"
"16","33.429003953933716","33.429003953933716","33.429003953933716"
"18","34.10001754760742","34.10001754760742","34.10001754760742"
"19","33.64031171798706","33.64031171798706","33.64031171798706"
"20","34.06906604766846","34.06906604766846","34.06906604766846"
"21","35.89235210418701","35.89235210418701","35.89235210418701"
"22","32.67155051231384","32.67155051231384","32.67155051231384"
"23","34.85959339141846","34.85959339141846","34.85959339141846"
"24","33.35347270965576","33.35347270965576","33.35347270965576"
"25","34.696123123168945","34.696123123168945","34.696123123168945"
"26","33.926835775375366","33.926835775375366","33.926835775375366"
"27","34.6264853477478","34.6264853477478","34.6264853477478"
"28","32.57972955703735","32.57972955703735","32.57972955703735"
"29","33.555983781814575","33.555983781814575","33.555983781814575"
"30","34.44824838638306","34.44824838638306","34.44824838638306"
"31","32.818594455718994","32.818594455718994","32.818594455718994"
"32","34.72114849090576","34.72114849090576","34.72114849090576"
"33","33.81346082687378","33.81346082687378","33.81346082687378"
"34","36.897231101989746","36.897231101989746","36.897231101989746"
"35","32.341471672058105","32.341471672058105","32.341471672058105"
"36","33.60567617416382","33.60567617416382","33.60567617416382"
"37","34.010188817977905","34.010188817977905","34.010188817977905"
"38","32.7332239151001","32.7332239151001","32.7332239151001"
"39","33.231992959976196","33.231992959976196","33.231992959976196"
"40","33.434792280197144","33.434792280197144","33.434792280197144"
"41","34.182302474975586","34.182302474975586","34.182302474975586"
"42","34.829639196395874","34.829639196395874","34.829639196395874"
"44","34.77667498588562","34.77667498588562","34.77667498588562"
"45","34.360323429107666","34.360323429107666","34.360323429107666"
"46","33.63811445236206","33.63811445236206","33.63811445236206"
"47","33.572429895401","33.572429895401","33.572429895401"
"48","33.749667167663574","33.749667167663574","33.749667167663574"
"49","34.355549812316895","34.355549812316895","34.355549812316895"
"50","33.11083936691284","33.11083936691284","33.11083936691284"
"51","31.375648260116577","31.375648260116577","31.375648260116577"
"52","34.754329681396484","34.754329681396484","34.754329681396484"
"53","33.96582055091858","33.96582055091858","33.96582055091858"
"54","33.31027793884277","33.31027793884277","33.31027793884277"
"55","34.87108898162842","34.87108898162842","34.87108898162842"
"56","34.71058654785156","34.71058654785156","34.71058654785156"
"57","32.778483629226685","32.778483629226685","32.778483629226685"
"58","34.61052918434143","34.61052918434143","34.61052918434143"
"59","37.94679832458496","37.94679832458496","37.94679832458496"
"60","37.982128858566284","37.982128858566284","37.982128858566284"
"61","34.68896842002869","34.68896842002869","34.68896842002869"
"62","35.46162557601929","35.46162557601929","35.46162557601929"
"63","33.23250150680542","33.23250150680542","33.23250150680542"
"64","35.53097200393677","35.53097200393677","35.53097200393677"
"65","33.34027171134949","33.34027171134949","33.34027171134949"
"66","32.80194687843323","32.80194687843323","32.80194687843323"
"67","34.227397203445435","34.227397203445435","34.227397203445435"
"68","32.38292932510376","32.38292932510376","32.38292932510376"
"70","34.32579255104065","34.32579255104065","34.32579255104065"
"71","33.29301953315735","33.29301953315735","33.29301953315735"
"72","36.01730728149414","36.01730728149414","36.01730728149414"
"73","33.07035827636719","33.07035827636719","33.07035827636719"
"74","33.86222863197327","33.86222863197327","33.86222863197327"
"75","33.84415650367737","33.84415650367737","33.84415650367737"
"76","36.92351055145264","36.92351055145264","36.92351055145264"
"77","34.45456504821777","34.45456504821777","34.45456504821777"
"78","33.95848321914673","33.95848321914673","33.95848321914673"
"79","33.59033393859863","33.59033393859863","33.59033393859863"
"80","33.826897859573364","33.826897859573364","33.826897859573364"
"81","33.26042675971985","33.26042675971985","33.26042675971985"
"82","36.19053649902344","36.19053649902344","36.19053649902344"
"83","34.091416358947754","34.091416358947754","34.091416358947754"
"84","34.00358438491821","34.00358438491821","34.00358438491821"
"85","32.634175062179565","32.634175062179565","32.634175062179565"
"86","32.4326286315918","32.4326286315918","32.4326286315918"
"87","34.268958568573","34.268958568573","34.268958568573"
"88","34.37826418876648","34.37826418876648","34.37826418876648"
"89","33.002005100250244","33.002005100250244","33.002005100250244"
"90","32.28082060813904","32.28082060813904","32.28082060813904"
"91","42.0576434135437","42.0576434135437","42.0576434135437"
"92","35.62188792228699","35.62188792228699","35.62188792228699"
"93","33.05579590797424","33.05579590797424","33.05579590797424"
"94","36.161497592926025","36.161497592926025","36.161497592926025"
"96","33.67155742645264","33.67155742645264","33.67155742645264"
"97","34.83964920043945","34.83964920043945","34.83964920043945"
"98","32.68547534942627","32.68547534942627","32.68547534942627"
"99","33.75011396408081","33.75011396408081","33.75011396408081"
"100","33.10957598686218","33.10957598686218","33.10957598686218"
"101","33.746824741363525","33.746824741363525","33.746824741363525"
"102","35.403244733810425","35.403244733810425","35.403244733810425"
"103","33.88539147377014","33.88539147377014","33.88539147377014"
"104","33.978707790374756","33.978707790374756","33.978707790374756"
"105","33.91180992126465","33.91180992126465","33.91180992126465"
"106","33.248133420944214","33.248133420944214","33.248133420944214"
"107","35.03867769241333","35.03867769241333","35.03867769241333"
"108","32.64659142494202","32.64659142494202","32.64659142494202"
"109","34.13445997238159","34.13445997238159","34.13445997238159"
"110","37.664886474609375","37.664886474609375","37.664886474609375"
"111","36.430498123168945","36.430498123168945","36.430498123168945"
"112","32.15055251121521","32.15055251121521","32.15055251121521"
"113","32.86220908164978","32.86220908164978","32.86220908164978"
"114","34.37118911743164","34.37118911743164","34.37118911743164"
"115","34.41523241996765","34.41523241996765","34.41523241996765"
"116","34.1425359249115","34.1425359249115","34.1425359249115"
"117","33.449204206466675","33.449204206466675","33.449204206466675"
"118","35.598061084747314","35.598061084747314","35.598061084747314"
"119","33.84314203262329","33.84314203262329","33.84314203262329"
"120","34.65585732460022","34.65585732460022","34.65585732460022"
"122","35.584200859069824","35.584200859069824","35.584200859069824"
"123","32.63465166091919","32.63465166091919","32.63465166091919"
"124","34.14685130119324","34.14685130119324","34.14685130119324"
"125","35.105462074279785","35.105462074279785","35.105462074279785"
"126","31.321903467178345","31.321903467178345","31.321903467178345"
"127","31.063714265823364","31.063714265823364","31.063714265823364"
"128","32.828603982925415","32.828603982925415","32.828603982925415"
"129","35.43023943901062","35.43023943901062","35.43023943901062"
"130","34.496071100234985","34.496071100234985","34.496071100234985"
"131","34.32259488105774","34.32259488105774","34.32259488105774"
"132","32.91455793380737","32.91455793380737","32.91455793380737"
"133","35.235198974609375","35.235198974609375","35.235198974609375"
"134","35.391767501831055","35.391767501831055","35.391767501831055"
"135","34.252609729766846","34.252609729766846","34.252609729766846"
"136","33.58067536354065","33.58067536354065","33.58067536354065"
"137","34.409080505371094","34.409080505371094","34.409080505371094"
"138","34.65564250946045","34.65564250946045","34.65564250946045"
"139","33.0091655254364","33.0091655254364","33.0091655254364"
"140","35.70647883415222","35.70647883415222","35.70647883415222"
"141","35.07409381866455","35.07409381866455","35.07409381866455"
"142","35.52397847175598","35.52397847175598","35.52397847175598"
"143","34.97277212142944","34.97277212142944","34.97277212142944"
"144","35.70978021621704","35.70978021621704","35.70978021621704"
"145","32.432998180389404","32.432998180389404","32.432998180389404"
"146","33.895063161849976","33.895063161849976","33.895063161849976"
"148","34.90438747406006","34.90438747406006","34.90438747406006"
"149","32.66544318199158","32.66544318199158","32.66544318199158"
"150","32.86768579483032","32.86768579483032","32.86768579483032"
"151","34.168559074401855","34.168559074401855","34.168559074401855"
"152","33.22877383232117","33.22877383232117","33.22877383232117"
"153","34.238495111465454","34.238495111465454","34.238495111465454"
"154","33.990121364593506","33.990121364593506","33.990121364593506"
"155","33.90997004508972","33.90997004508972","33.90997004508972"
"156","34.51039361953735","34.51039361953735","34.51039361953735"
"157","32.00812792778015","32.00812792778015","32.00812792778015"
"158","33.66586995124817","33.66586995124817","33.66586995124817"
"159","34.622390270233154","34.622390270233154","34.622390270233154"
"160","32.32411050796509","32.32411050796509","32.32411050796509"
"161","34.611101150512695","34.611101150512695","34.611101150512695"
"162","35.57821798324585","35.57821798324585","35.57821798324585"
"163","34.25888800621033","34.25888800621033","34.25888800621033"
