"Step","phase1-reasoning - train/loss","phase1-reasoning - train/loss__MIN","phase1-reasoning - train/loss__MAX"
"164","34.15121030807495","34.15121030807495","34.15121030807495"
"165","33.25969958305359","33.25969958305359","33.25969958305359"
"166","33.9928297996521","33.9928297996521","33.9928297996521"
"167","33.06355333328247","33.06355333328247","33.06355333328247"
"168","34.5253803730011","34.5253803730011","34.5253803730011"
"169","32.24953627586365","32.24953627586365","32.24953627586365"
"170","34.48100399971008","34.48100399971008","34.48100399971008"
"171","32.64658284187317","32.64658284187317","32.64658284187317"
"172","32.02345871925354","32.02345871925354","32.02345871925354"
"174","32.81282901763916","32.81282901763916","32.81282901763916"
"175","33.32695913314819","33.32695913314819","33.32695913314819"
"176","34.160154581069946","34.160154581069946","34.160154581069946"
"177","32.667288064956665","32.667288064956665","32.667288064956665"
"178","32.97693490982056","32.97693490982056","32.97693490982056"
"179","32.26798439025879","32.26798439025879","32.26798439025879"
"180","33.38243556022644","33.38243556022644","33.38243556022644"
"181","32.464014530181885","32.464014530181885","32.464014530181885"
"182","33.80818557739258","33.80818557739258","33.80818557739258"
"183","32.6176233291626","32.6176233291626","32.6176233291626"
"184","34.14586615562439","34.14586615562439","34.14586615562439"
"185","32.5973002910614","32.5973002910614","32.5973002910614"
"186","33.21680164337158","33.21680164337158","33.21680164337158"
"187","35.88086223602295","35.88086223602295","35.88086223602295"
"188","33.1882529258728","33.1882529258728","33.1882529258728"
"189","32.31115651130676","32.31115651130676","32.31115651130676"
"190","33.07270121574402","33.07270121574402","33.07270121574402"
"191","33.84419631958008","33.84419631958008","33.84419631958008"
"192","32.540640354156494","32.540640354156494","32.540640354156494"
"193","33.86047554016113","33.86047554016113","33.86047554016113"
"194","34.11790871620178","34.11790871620178","34.11790871620178"
"195","32.3886137008667","32.3886137008667","32.3886137008667"
"196","34.37539339065552","34.37539339065552","34.37539339065552"
"197","31.80463218688965","31.80463218688965","31.80463218688965"
"198","33.32829451560974","33.32829451560974","33.32829451560974"
"200","32.65543460845947","32.65543460845947","32.65543460845947"
"201","32.65600824356079","32.65600824356079","32.65600824356079"
"202","33.65418601036072","33.65418601036072","33.65418601036072"
"203","35.44025111198425","35.44025111198425","35.44025111198425"
"204","33.25928544998169","33.25928544998169","33.25928544998169"
"205","33.74708414077759","33.74708414077759","33.74708414077759"
"206","36.41714000701904","36.41714000701904","36.41714000701904"
"207","32.749879121780396","32.749879121780396","32.749879121780396"
