"Step","phase1-reasoning - tech/grad_norm","phase1-reasoning - tech/grad_norm__MIN","phase1-reasoning - tech/grad_norm__MAX"
"0","36.2252311706543","36.2252311706543","36.2252311706543"
"1","22.202896118164062","22.202896118164062","22.202896118164062"
"2","21.980852127075195","21.980852127075195","21.980852127075195"
"3","18.244895935058594","18.244895935058594","18.244895935058594"
"4","19.617727279663086","19.617727279663086","19.617727279663086"
"5","35.264488220214844","35.264488220214844","35.264488220214844"
"6","16.192733764648438","16.192733764648438","16.192733764648438"
"7","13.762733459472656","13.762733459472656","13.762733459472656"
"8","17.131845474243164","17.131845474243164","17.131845474243164"
"9","21.178829193115234","21.178829193115234","21.178829193115234"
"10","25.627195358276367","25.627195358276367","25.627195358276367"
"11","15.162888526916504","15.162888526916504","15.162888526916504"
"12","17.481496810913086","17.481496810913086","17.481496810913086"
"13","36.18880081176758","36.18880081176758","36.18880081176758"
"14","25.37137222290039","25.37137222290039","25.37137222290039"
"15","32.95927429199219","32.95927429199219","32.95927429199219"
"16","22.88619041442871","22.88619041442871","22.88619041442871"
"18","16.95147705078125","16.95147705078125","16.95147705078125"
"19","18.485109329223633","18.485109329223633","18.485109329223633"
"20","20.99781036376953","20.99781036376953","20.99781036376953"
"21","21.484947204589844","21.484947204589844","21.484947204589844"
"22","22.155099868774414","22.155099868774414","22.155099868774414"
"23","23.717975616455078","23.717975616455078","23.717975616455078"
"24","46.339778900146484","46.339778900146484","46.339778900146484"
"25","50.35333251953125","50.35333251953125","50.35333251953125"
"26","21.421363830566406","21.421363830566406","21.421363830566406"
"27","26.06514549255371","26.06514549255371","26.06514549255371"
"28","25.97408676147461","25.97408676147461","25.97408676147461"
"29","16.957414627075195","16.957414627075195","16.957414627075195"
"30","23.247148513793945","23.247148513793945","23.247148513793945"
"31","15.97756290435791","15.97756290435791","15.97756290435791"
"32","19.075817108154297","19.075817108154297","19.075817108154297"
"33","15.948995590209961","15.948995590209961","15.948995590209961"
"34","19.309398651123047","19.309398651123047","19.309398651123047"
"35","18.324607849121094","18.324607849121094","18.324607849121094"
"36","14.588550567626953","14.588550567626953","14.588550567626953"
"37","25.456884384155273","25.456884384155273","25.456884384155273"
"38","16.048526763916016","16.048526763916016","16.048526763916016"
"39","15.725512504577637","15.725512504577637","15.725512504577637"
"40","19.65119743347168","19.65119743347168","19.65119743347168"
"41","15.562529563903809","15.562529563903809","15.562529563903809"
"42","15.18216323852539","15.18216323852539","15.18216323852539"
"44","20.878154754638672","20.878154754638672","20.878154754638672"
"45","12.564475059509277","12.564475059509277","12.564475059509277"
"46","17.060754776000977","17.060754776000977","17.060754776000977"
"47","14.05097484588623","14.05097484588623","14.05097484588623"
"48","16.043668746948242","16.043668746948242","16.043668746948242"
"49","25.17266845703125","25.17266845703125","25.17266845703125"
"50","52.19279479980469","52.19279479980469","52.19279479980469"
"51","19.10049057006836","19.10049057006836","19.10049057006836"
"52","30.39032554626465","30.39032554626465","30.39032554626465"
"53","42.03207015991211","42.03207015991211","42.03207015991211"
"54","30.516010284423828","30.516010284423828","30.516010284423828"
"55","59.59906768798828","59.59906768798828","59.59906768798828"
"56","30.61212921142578","30.61212921142578","30.61212921142578"
"57","14.850939750671387","14.850939750671387","14.850939750671387"
"58","33.36067199707031","33.36067199707031","33.36067199707031"
"59","60.21025466918945","60.21025466918945","60.21025466918945"
"60","48.4216194152832","48.4216194152832","48.4216194152832"
"61","32.77121353149414","32.77121353149414","32.77121353149414"
"62","52.791412353515625","52.791412353515625","52.791412353515625"
"63","45.9452018737793","45.9452018737793","45.9452018737793"
"64","62.822811126708984","62.822811126708984","62.822811126708984"
"65","25.7399959564209","25.7399959564209","25.7399959564209"
"66","22.74222183227539","22.74222183227539","22.74222183227539"
"67","36.99344253540039","36.99344253540039","36.99344253540039"
"68","23.129362106323242","23.129362106323242","23.129362106323242"
"70","22.41399574279785","22.41399574279785","22.41399574279785"
"71","20.57468032836914","20.57468032836914","20.57468032836914"
