"Step","phase1-reasoning - train/mse","phase1-reasoning - train/mse__MIN","phase1-reasoning - train/mse__MAX"
"146","20.416815519332886","20.416815519332886","20.416815519332886"
"148","21.211812257766724","21.211812257766724","21.211812257766724"
"149","19.788345098495483","19.788345098495483","19.788345098495483"
"150","19.51801908016205","19.51801908016205","19.51801908016205"
"151","20.73515272140503","20.73515272140503","20.73515272140503"
"152","20.27060055732727","20.27060055732727","20.27060055732727"
"153","21.683151721954346","21.683151721954346","21.683151721954346"
"154","20.550753831863403","20.550753831863403","20.550753831863403"
"155","20.670865535736084","20.670865535736084","20.670865535736084"
"156","20.69613742828369","20.69613742828369","20.69613742828369"
"157","19.80493998527527","19.80493998527527","19.80493998527527"
"158","20.192017555236816","20.192017555236816","20.192017555236816"
"159","20.99114155769348","20.99114155769348","20.99114155769348"
"160","19.57993197441101","19.57993197441101","19.57993197441101"
"161","20.729485273361206","20.729485273361206","20.729485273361206"
"162","22.03295350074768","22.03295350074768","22.03295350074768"
"163","20.616832971572876","20.616832971572876","20.616832971572876"
"164","20.556657075881958","20.556657075881958","20.556657075881958"
"165","20.480700969696045","20.480700969696045","20.480700969696045"
"166","21.09220814704895","21.09220814704895","21.09220814704895"
"167","20.813697814941406","20.813697814941406","20.813697814941406"
"168","21.355265140533447","21.355265140533447","21.355265140533447"
"169","19.981616497039795","19.981616497039795","19.981616497039795"
"170","20.938470363616943","20.938470363616943","20.938470363616943"
"171","20.342733144760132","20.342733144760132","20.342733144760132"
"172","19.132572889328003","19.132572889328003","19.132572889328003"
"174","20.504059314727783","20.504059314727783","20.504059314727783"
"175","20.32382106781006","20.32382106781006","20.32382106781006"
"176","20.227885961532593","20.227885961532593","20.227885961532593"
"177","19.723403692245483","19.723403692245483","19.723403692245483"
"178","19.401150226593018","19.401150226593018","19.401150226593018"
"179","20.142419576644897","20.142419576644897","20.142419576644897"
"180","20.529133319854736","20.529133319854736","20.529133319854736"
"181","19.240540981292725","19.240540981292725","19.240540981292725"
"182","20.492933750152588","20.492933750152588","20.492933750152588"
"183","20.045459985733032","20.045459985733032","20.045459985733032"
"184","21.369114637374878","21.369114637374878","21.369114637374878"
"185","19.92455792427063","19.92455792427063","19.92455792427063"
"186","19.94492268562317","19.94492268562317","19.94492268562317"
"187","21.79836869239807","21.79836869239807","21.79836869239807"
"188","20.51757311820984","20.51757311820984","20.51757311820984"
"189","19.504542231559753","19.504542231559753","19.504542231559753"
"190","21.341858863830566","21.341858863830566","21.341858863830566"
"191","20.450552940368652","20.450552940368652","20.450552940368652"
"192","20.536603212356567","20.536603212356567","20.536603212356567"
"193","21.062997579574585","21.062997579574585","21.062997579574585"
"194","20.690026998519897","20.690026998519897","20.690026998519897"
"195","19.489275097846985","19.489275097846985","19.489275097846985"
"196","20.48423171043396","20.48423171043396","20.48423171043396"
"197","18.889966249465942","18.889966249465942","18.889966249465942"
"198","20.416058778762817","20.416058778762817","20.416058778762817"
"200","19.82738173007965","19.82738173007965","19.82738173007965"
"201","19.78991937637329","19.78991937637329","19.78991937637329"
"202","19.880292057991028","19.880292057991028","19.880292057991028"
"203","21.966939210891724","21.966939210891724","21.966939210891724"
"204","20.62907385826111","20.62907385826111","20.62907385826111"
"205","20.79126477241516","20.79126477241516","20.79126477241516"
"206","22.04347515106201","22.04347515106201","22.04347515106201"
"207","19.829146146774292","19.829146146774292","19.829146146774292"
