"Step","phase1-reasoning - train/layers/l30_cos","phase1-reasoning - train/layers/l30_cos__MIN","phase1-reasoning - train/layers/l30_cos__MAX"
"0","0.3044430613517761","0.3044430613517761","0.3044430613517761"
"1","0.3017124906182289","0.3017124906182289","0.3017124906182289"
"2","0.32582899928092957","0.32582899928092957","0.32582899928092957"
"3","0.32193805277347565","0.32193805277347565","0.32193805277347565"
"4","0.29519227147102356","0.29519227147102356","0.29519227147102356"
"5","0.319726787507534","0.319726787507534","0.319726787507534"
"6","0.29948771744966507","0.29948771744966507","0.29948771744966507"
"7","0.3056647852063179","0.3056647852063179","0.3056647852063179"
"8","0.3030657321214676","0.3030657321214676","0.3030657321214676"
"9","0.2980832904577255","0.2980832904577255","0.2980832904577255"
"10","0.32234714180231094","0.32234714180231094","0.32234714180231094"
"11","0.2865753844380379","0.2865753844380379","0.2865753844380379"
"12","0.31283363699913025","0.31283363699913025","0.31283363699913025"
"13","0.31073974817991257","0.31073974817991257","0.31073974817991257"
"14","0.3083714246749878","0.3083714246749878","0.3083714246749878"
"15","0.3198695704340935","0.3198695704340935","0.3198695704340935"
"16","0.29014743864536285","0.29014743864536285","0.29014743864536285"
"18","0.30876870453357697","0.30876870453357697","0.30876870453357697"
"19","0.30403073132038116","0.30403073132038116","0.30403073132038116"
"20","0.32172638922929764","0.32172638922929764","0.32172638922929764"
"21","0.32178130000829697","0.32178130000829697","0.32178130000829697"
"22","0.286529041826725","0.286529041826725","0.286529041826725"
"23","0.31463146954774857","0.31463146954774857","0.31463146954774857"
"24","0.29366426169872284","0.29366426169872284","0.29366426169872284"
"25","0.31930239498615265","0.31930239498615265","0.31930239498615265"
"26","0.3093818724155426","0.3093818724155426","0.3093818724155426"
"27","0.31967734545469284","0.31967734545469284","0.31967734545469284"
"28","0.2851906195282936","0.2851906195282936","0.2851906195282936"
"29","0.30365069955587387","0.30365069955587387","0.30365069955587387"
"30","0.3147418424487114","0.3147418424487114","0.3147418424487114"
"31","0.29937221109867096","0.29937221109867096","0.29937221109867096"
"32","0.3224794864654541","0.3224794864654541","0.3224794864654541"
"33","0.29196466505527496","0.29196466505527496","0.29196466505527496"
"34","0.3350079506635666","0.3350079506635666","0.3350079506635666"
"35","0.27957193553447723","0.27957193553447723","0.27957193553447723"
"36","0.3120534047484398","0.3120534047484398","0.3120534047484398"
"37","0.3121338486671448","0.3121338486671448","0.3121338486671448"
"38","0.2904572933912277","0.2904572933912277","0.2904572933912277"
"39","0.29041051119565964","0.29041051119565964","0.29041051119565964"
"40","0.30709070712327957","0.30709070712327957","0.30709070712327957"
"41","0.32067953050136566","0.32067953050136566","0.32067953050136566"
"42","0.31543292850255966","0.31543292850255966","0.31543292850255966"
"44","0.3202388063073158","0.3202388063073158","0.3202388063073158"
"45","0.31741906702518463","0.31741906702518463","0.31741906702518463"
"46","0.3035828471183777","0.3035828471183777","0.3035828471183777"
"47","0.3013158515095711","0.3013158515095711","0.3013158515095711"
"48","0.31015030294656754","0.31015030294656754","0.31015030294656754"
"49","0.3101584017276764","0.3101584017276764","0.3101584017276764"
"50","0.3052912726998329","0.3052912726998329","0.3052912726998329"
"51","0.2780339866876602","0.2780339866876602","0.2780339866876602"
"52","0.32661160081624985","0.32661160081624985","0.32661160081624985"
"53","0.31233568489551544","0.31233568489551544","0.31233568489551544"
"54","0.2973526641726494","0.2973526641726494","0.2973526641726494"
"55","0.3175971657037735","0.3175971657037735","0.3175971657037735"
"56","0.31602080911397934","0.31602080911397934","0.31602080911397934"
"57","0.29880060255527496","0.29880060255527496","0.29880060255527496"
"58","0.31128617376089096","0.31128617376089096","0.31128617376089096"
"59","0.33547237515449524","0.33547237515449524","0.33547237515449524"
"60","0.3069351240992546","0.3069351240992546","0.3069351240992546"
"61","0.31998490542173386","0.31998490542173386","0.31998490542173386"
"62","0.32755618542432785","0.32755618542432785","0.32755618542432785"
"63","0.30168667435646057","0.30168667435646057","0.30168667435646057"
"64","0.32017428427934647","0.32017428427934647","0.32017428427934647"
"65","0.30842696875333786","0.30842696875333786","0.30842696875333786"
"66","0.30693021416664124","0.30693021416664124","0.30693021416664124"
"67","0.3042587488889694","0.3042587488889694","0.3042587488889694"
"68","0.2842704579234123","0.2842704579234123","0.2842704579234123"
"70","0.31871457397937775","0.31871457397937775","0.31871457397937775"
"71","0.2936926782131195","0.2936926782131195","0.2936926782131195"
