"Step","phase1-reasoning - val/layers/l40_cos","phase1-reasoning - val/layers/l40_cos__MIN","phase1-reasoning - val/layers/l40_cos__MAX"
"17","0.27156406521797183","0.27156406521797183","0.27156406521797183"
"43","0.26937507748603823","0.26937507748603823","0.26937507748603823"
"69","0.26884949326515195","0.26884949326515195","0.26884949326515195"
"95","0.2641755330562592","0.2641755330562592","0.2641755330562592"
"121","0.2690120279788971","0.2690120279788971","0.2690120279788971"
"147","0.2624250715970993","0.2624250715970993","0.2624250715970993"
"173","0.26453429996967315","0.26453429996967315","0.26453429996967315"
"199","0.2703856295347214","0.2703856295347214","0.2703856295347214"
