"Step","phase1-reasoning - train/layers/l20_cos","phase1-reasoning - train/layers/l20_cos__MIN","phase1-reasoning - train/layers/l20_cos__MAX"
"0","0.3363616093993187","0.3363616093993187","0.3363616093993187"
"1","0.3700672537088394","0.3700672537088394","0.3700672537088394"
"2","0.3490501046180725","0.3490501046180725","0.3490501046180725"
"3","0.377619706094265","0.377619706094265","0.377619706094265"
"4","0.34622856229543686","0.34622856229543686","0.34622856229543686"
"5","0.3599149286746979","0.3599149286746979","0.3599149286746979"
"6","0.35626646876335144","0.35626646876335144","0.35626646876335144"
"7","0.3524048700928688","0.3524048700928688","0.3524048700928688"
"8","0.34366557002067566","0.34366557002067566","0.34366557002067566"
"9","0.3606851026415825","0.3606851026415825","0.3606851026415825"
"10","0.37817953526973724","0.37817953526973724","0.37817953526973724"
"11","0.3811875581741333","0.3811875581741333","0.3811875581741333"
"12","0.3865642473101616","0.3865642473101616","0.3865642473101616"
"13","0.3344552293419838","0.3344552293419838","0.3344552293419838"
"14","0.38064808398485184","0.38064808398485184","0.38064808398485184"
"15","0.3857453837990761","0.3857453837990761","0.3857453837990761"
"16","0.3780062645673752","0.3780062645673752","0.3780062645673752"
"18","0.36093205213546753","0.36093205213546753","0.36093205213546753"
"19","0.3592288866639137","0.3592288866639137","0.3592288866639137"
"20","0.34108009189367294","0.34108009189367294","0.34108009189367294"
"21","0.3983493745326996","0.3983493745326996","0.3983493745326996"
"22","0.37432828545570374","0.37432828545570374","0.37432828545570374"
"23","0.3567890375852585","0.3567890375852585","0.3567890375852585"
"24","0.35770466923713684","0.35770466923713684","0.35770466923713684"
"25","0.3681815266609192","0.3681815266609192","0.3681815266609192"
"26","0.36489951610565186","0.36489951610565186","0.36489951610565186"
"27","0.3559611737728119","0.3559611737728119","0.3559611737728119"
"28","0.3720249757170677","0.3720249757170677","0.3720249757170677"
"29","0.35325200855731964","0.35325200855731964","0.35325200855731964"
"30","0.36843928694725037","0.36843928694725037","0.36843928694725037"
"31","0.35319602489471436","0.35319602489471436","0.35319602489471436"
"32","0.3436211124062538","0.3436211124062538","0.3436211124062538"
"33","0.37093810737133026","0.37093810737133026","0.37093810737133026"
"34","0.38411760330200195","0.38411760330200195","0.38411760330200195"
"35","0.3750474229454994","0.3750474229454994","0.3750474229454994"
"36","0.351789228618145","0.351789228618145","0.351789228618145"
"37","0.3694934621453285","0.3694934621453285","0.3694934621453285"
"38","0.3756048083305359","0.3756048083305359","0.3756048083305359"
"39","0.37446465343236923","0.37446465343236923","0.37446465343236923"
"40","0.3596879914402962","0.3596879914402962","0.3596879914402962"
"41","0.3424634709954262","0.3424634709954262","0.3424634709954262"
"42","0.3725043162703514","0.3725043162703514","0.3725043162703514"
"44","0.36676040291786194","0.36676040291786194","0.36676040291786194"
"45","0.364092655479908","0.364092655479908","0.364092655479908"
"46","0.36325710266828537","0.36325710266828537","0.36325710266828537"
"47","0.3694697991013527","0.3694697991013527","0.3694697991013527"
"48","0.35719113051891327","0.35719113051891327","0.35719113051891327"
"49","0.3659866452217102","0.3659866452217102","0.3659866452217102"
"50","0.341894693672657","0.341894693672657","0.341894693672657"
"51","0.3721582069993019","0.3721582069993019","0.3721582069993019"
