"Step","phase1-reasoning - val/cosine","phase1-reasoning - val/cosine__MIN","phase1-reasoning - val/cosine__MAX"
"17","0.6778754967451096","0.6778754967451096","0.6778754967451096"
"43","0.6747904300689698","0.6747904300689698","0.6747904300689698"
"69","0.6751419997215271","0.6751419997215271","0.6751419997215271"
"95","0.6678695833683014","0.6678695833683014","0.6678695833683014"
"121","0.6733172643184662","0.6733172643184662","0.6733172643184662"
"147","0.6631222122907638","0.6631222122907638","0.6631222122907638"
"173","0.6663672763109207","0.6663672763109207","0.6663672763109207"
"199","0.6727230733633042","0.6727230733633042","0.6727230733633042"
