"Step","phase1-reasoning - train/layers/l40_mse","phase1-reasoning - train/layers/l40_mse__MIN","phase1-reasoning - train/layers/l40_mse__MAX"
"0","3.590007483959198","3.590007483959198","3.590007483959198"
"1","4.051394730806351","4.051394730806351","4.051394730806351"
"2","3.529983311891556","3.529983311891556","3.529983311891556"
"3","4.131128817796707","4.131128817796707","4.131128817796707"
"4","3.6334830224514008","3.6334830224514008","3.6334830224514008"
"5","4.068241894245148","4.068241894245148","4.068241894245148"
"6","3.9102059304714203","3.9102059304714203","3.9102059304714203"
"7","3.5531895458698273","3.5531895458698273","3.5531895458698273"
"8","3.383161962032318","3.383161962032318","3.383161962032318"
"9","3.717174232006073","3.717174232006073","3.717174232006073"
"10","4.328294932842255","4.328294932842255","4.328294932842255"
"11","4.081466615200043","4.081466615200043","4.081466615200043"
"12","4.31097012758255","4.31097012758255","4.31097012758255"
"13","3.3504248559474945","3.3504248559474945","3.3504248559474945"
"14","4.38711553812027","4.38711553812027","4.38711553812027"
"15","4.426122933626175","4.426122933626175","4.426122933626175"
"16","4.145933896303177","4.145933896303177","4.145933896303177"
"18","3.9323102831840515","3.9323102831840515","3.9323102831840515"
"19","3.7716444730758667","3.7716444730758667","3.7716444730758667"
"20","3.3758997321128845","3.3758997321128845","3.3758997321128845"
"21","4.615335464477539","4.615335464477539","4.615335464477539"
"22","4.037597239017487","4.037597239017487","4.037597239017487"
"23","3.712539106607437","3.712539106607437","3.712539106607437"
"24","3.8266394436359406","3.8266394436359406","3.8266394436359406"
"25","4.258942574262619","4.258942574262619","4.258942574262619"
"26","3.895739644765854","3.895739644765854","3.895739644765854"
"27","3.7123537361621857","3.7123537361621857","3.7123537361621857"
"28","3.867343842983246","3.867343842983246","3.867343842983246"
"29","3.6621908247470856","3.6621908247470856","3.6621908247470856"
"30","3.977109044790268","3.977109044790268","3.977109044790268"
"31","3.6515997648239136","3.6515997648239136","3.6515997648239136"
"32","3.3832476437091827","3.3832476437091827","3.3832476437091827"
"33","4.048793762922287","4.048793762922287","4.048793762922287"
"34","4.539565086364746","4.539565086364746","4.539565086364746"
"35","4.0113760232925415","4.0113760232925415","4.0113760232925415"
"36","3.3900782465934753","3.3900782465934753","3.3900782465934753"
"37","3.834186404943466","3.834186404943466","3.834186404943466"
"38","4.135885089635849","4.135885089635849","4.135885089635849"
"39","3.9471160173416138","3.9471160173416138","3.9471160173416138"
"40","3.835833191871643","3.835833191871643","3.835833191871643"
"41","3.4979993999004364","3.4979993999004364","3.4979993999004364"
"42","3.948990285396576","3.948990285396576","3.948990285396576"
"44","3.9933110773563385","3.9933110773563385","3.9933110773563385"
"45","3.861134171485901","3.861134171485901","3.861134171485901"
"46","4.132032006978989","4.132032006978989","4.132032006978989"
"47","3.902512937784195","3.902512937784195","3.902512937784195"
"48","3.813188999891281","3.813188999891281","3.813188999891281"
"49","4.035422891378403","4.035422891378403","4.035422891378403"
"50","3.374647706747055","3.374647706747055","3.374647706747055"
"51","3.8387385308742523","3.8387385308742523","3.8387385308742523"
"52","3.7220527827739716","3.7220527827739716","3.7220527827739716"
"53","3.461293041706085","3.461293041706085","3.461293041706085"
"54","3.6193979680538177","3.6193979680538177","3.6193979680538177"
"55","4.019030869007111","4.019030869007111","4.019030869007111"
"56","3.9943136870861053","3.9943136870861053","3.9943136870861053"
"57","4.155537515878677","4.155537515878677","4.155537515878677"
"58","4.519901394844055","4.519901394844055","4.519901394844055"
"59","5.101513534784317","5.101513534784317","5.101513534784317"
"60","3.9364679157733917","3.9364679157733917","3.9364679157733917"
"61","3.49522802233696","3.49522802233696","3.49522802233696"
"62","3.943732798099518","3.943732798099518","3.943732798099518"
"63","4.007165282964706","4.007165282964706","4.007165282964706"
"64","3.933647722005844","3.933647722005844","3.933647722005844"
"65","4.078529328107834","4.078529328107834","4.078529328107834"
"66","3.2925566136837006","3.2925566136837006","3.2925566136837006"
"67","4.294014126062393","4.294014126062393","4.294014126062393"
"68","3.6379234194755554","3.6379234194755554","3.6379234194755554"
"70","3.672570049762726","3.672570049762726","3.672570049762726"
"71","4.065684646368027","4.065684646368027","4.065684646368027"
"72","4.099890172481537","4.099890172481537","4.099890172481537"
"73","3.5538169741630554","3.5538169741630554","3.5538169741630554"
"74","3.659495383501053","3.659495383501053","3.659495383501053"
"75","3.8736353516578674","3.8736353516578674","3.8736353516578674"
"76","4.577004581689835","4.577004581689835","4.577004581689835"
"77","4.500285238027573","4.500285238027573","4.500285238027573"
"78","3.5066703855991364","3.5066703855991364","3.5066703855991364"
"79","3.7612178921699524","3.7612178921699524","3.7612178921699524"
"80","3.4580706655979156","3.4580706655979156","3.4580706655979156"
"81","3.6242400109767914","3.6242400109767914","3.6242400109767914"
"82","4.478511422872543","4.478511422872543","4.478511422872543"
