"Step","phase1-reasoning - val/loss","phase1-reasoning - val/loss__MIN","phase1-reasoning - val/loss__MAX"
"17","35.24974006652832","35.24974006652832","35.24974006652832"
"43","37.801591815948484","37.801591815948484","37.801591815948484"
"69","35.013020267486574","35.013020267486574","35.013020267486574"
"95","34.72577489852905","34.72577489852905","34.72577489852905"
"121","34.90191318511963","34.90191318511963","34.90191318511963"
"147","34.47897871017456","34.47897871017456","34.47897871017456"
"173","34.568677234649655","34.568677234649655","34.568677234649655"
"199","34.814645004272464","34.814645004272464","34.814645004272464"
