"Step","phase1-reasoning - train/layers/l40_cos","phase1-reasoning - train/layers/l40_cos__MIN","phase1-reasoning - train/layers/l40_cos__MAX"
"0","0.2586846277117729","0.2586846277117729","0.2586846277117729"
"1","0.2712737023830414","0.2712737023830414","0.2712737023830414"
"2","0.26007799059152603","0.26007799059152603","0.26007799059152603"
"3","0.2777244299650192","0.2777244299650192","0.2777244299650192"
"4","0.26688071340322495","0.26688071340322495","0.26688071340322495"
"5","0.24696104228496552","0.24696104228496552","0.24696104228496552"
"6","0.26703186333179474","0.26703186333179474","0.26703186333179474"
"7","0.2389615997672081","0.2389615997672081","0.2389615997672081"
"8","0.2333422303199768","0.2333422303199768","0.2333422303199768"
"9","0.2584335058927536","0.2584335058927536","0.2584335058927536"
"10","0.2737274020910263","0.2737274020910263","0.2737274020910263"
"11","0.2968190237879753","0.2968190237879753","0.2968190237879753"
"12","0.28113962709903717","0.28113962709903717","0.28113962709903717"
"13","0.24684078991413116","0.24684078991413116","0.24684078991413116"
"14","0.27719446271657944","0.27719446271657944","0.27719446271657944"
"15","0.28654152899980545","0.28654152899980545","0.28654152899980545"
"16","0.2758501246571541","0.2758501246571541","0.2758501246571541"
"18","0.27316760271787643","0.27316760271787643","0.27316760271787643"
"19","0.2508785277605057","0.2508785277605057","0.2508785277605057"
"20","0.2328539714217186","0.2328539714217186","0.2328539714217186"
"21","0.29236501455307007","0.29236501455307007","0.29236501455307007"
"22","0.26994459331035614","0.26994459331035614","0.26994459331035614"
"23","0.26097677648067474","0.26097677648067474","0.26097677648067474"
"24","0.2617189586162567","0.2617189586162567","0.2617189586162567"
"25","0.2425970807671547","0.2425970807671547","0.2425970807671547"
"26","0.24084419757127762","0.24084419757127762","0.24084419757127762"
"27","0.24612965434789658","0.24612965434789658","0.24612965434789658"
"28","0.25419438630342484","0.25419438630342484","0.25419438630342484"
"29","0.22653310745954514","0.22653310745954514","0.22653310745954514"
"30","0.24548058211803436","0.24548058211803436","0.24548058211803436"
"31","0.2497437596321106","0.2497437596321106","0.2497437596321106"
"32","0.244878388941288","0.244878388941288","0.244878388941288"
"33","0.27914825081825256","0.27914825081825256","0.27914825081825256"
"34","0.289718322455883","0.289718322455883","0.289718322455883"
"35","0.26289213448762894","0.26289213448762894","0.26289213448762894"
"36","0.23022714257240295","0.23022714257240295","0.23022714257240295"
"37","0.24732320755720139","0.24732320755720139","0.24732320755720139"
"38","0.25225650519132614","0.25225650519132614","0.25225650519132614"
"39","0.26612551510334015","0.26612551510334015","0.26612551510334015"
"40","0.24019350111484528","0.24019350111484528","0.24019350111484528"
"41","0.23845911771059036","0.23845911771059036","0.23845911771059036"
"42","0.26307475566864014","0.26307475566864014","0.26307475566864014"
"44","0.2667305916547775","0.2667305916547775","0.2667305916547775"
"45","0.2660444527864456","0.2660444527864456","0.2660444527864456"
"46","0.2501663416624069","0.2501663416624069","0.2501663416624069"
"47","0.2568313851952553","0.2568313851952553","0.2568313851952553"
"48","0.25682684034109116","0.25682684034109116","0.25682684034109116"
"49","0.2531680017709732","0.2531680017709732","0.2531680017709732"
"50","0.2256663516163826","0.2256663516163826","0.2256663516163826"
"51","0.2406867891550064","0.2406867891550064","0.2406867891550064"
"52","0.24729621410369873","0.24729621410369873","0.24729621410369873"
"53","0.24545636773109436","0.24545636773109436","0.24545636773109436"
"54","0.24430028349161148","0.24430028349161148","0.24430028349161148"
"55","0.26406553387641907","0.26406553387641907","0.26406553387641907"
"56","0.272806279361248","0.272806279361248","0.272806279361248"
"57","0.24380357563495636","0.24380357563495636","0.24380357563495636"
"58","0.2675687372684479","0.2675687372684479","0.2675687372684479"
"59","0.30510661005973816","0.30510661005973816","0.30510661005973816"
"60","0.2734363302588463","0.2734363302588463","0.2734363302588463"
"61","0.25365903228521347","0.25365903228521347","0.25365903228521347"
"62","0.22856542468070984","0.22856542468070984","0.22856542468070984"
"63","0.24816439300775528","0.24816439300775528","0.24816439300775528"
"64","0.2754574120044708","0.2754574120044708","0.2754574120044708"
"65","0.24052775651216507","0.24052775651216507","0.24052775651216507"
"66","0.21666269749403","0.21666269749403","0.21666269749403"
"67","0.27860450744628906","0.27860450744628906","0.27860450744628906"
"68","0.24707718938589096","0.24707718938589096","0.24707718938589096"
"70","0.26395542174577713","0.26395542174577713","0.26395542174577713"
"71","0.2627537176012993","0.2627537176012993","0.2627537176012993"
"72","0.2778419256210327","0.2778419256210327","0.2778419256210327"
"73","0.2190295234322548","0.2190295234322548","0.2190295234322548"
"74","0.24995040893554688","0.24995040893554688","0.24995040893554688"
"75","0.2760506495833397","0.2760506495833397","0.2760506495833397"
"76","0.2901787534356117","0.2901787534356117","0.2901787534356117"
"77","0.2961462438106537","0.2961462438106537","0.2961462438106537"
"78","0.25682397186756134","0.25682397186756134","0.25682397186756134"
"79","0.24817145615816116","0.24817145615816116","0.24817145615816116"
"80","0.25776518881320953","0.25776518881320953","0.25776518881320953"
"81","0.23945215344429016","0.23945215344429016","0.23945215344429016"
"82","0.2760961875319481","0.2760961875319481","0.2760961875319481"
"83","0.25871073454618454","0.25871073454618454","0.25871073454618454"
"84","0.23319323360919952","0.23319323360919952","0.23319323360919952"
"85","0.20970482379198074","0.20970482379198074","0.20970482379198074"
"86","0.2225499525666237","0.2225499525666237","0.2225499525666237"
"87","0.2444746270775795","0.2444746270775795","0.2444746270775795"
"88","0.23332206904888153","0.23332206904888153","0.23332206904888153"
"89","0.2273193597793579","0.2273193597793579","0.2273193597793579"
"90","0.22862480580806732","0.22862480580806732","0.22862480580806732"
"91","0.2885906249284744","0.2885906249284744","0.2885906249284744"
"92","0.2626460790634155","0.2626460790634155","0.2626460790634155"
"93","0.2371925562620163","0.2371925562620163","0.2371925562620163"
"94","0.31016701459884644","0.31016701459884644","0.31016701459884644"
"96","0.25312305241823196","0.25312305241823196","0.25312305241823196"
"97","0.24909069389104843","0.24909069389104843","0.24909069389104843"
"98","0.2142786607146263","0.2142786607146263","0.2142786607146263"
"99","0.23820578306913376","0.23820578306913376","0.23820578306913376"
"100","0.24516308307647705","0.24516308307647705","0.24516308307647705"
"101","0.25398556888103485","0.25398556888103485","0.25398556888103485"
"102","0.274339035153389","0.274339035153389","0.274339035153389"
"103","0.2551286891102791","0.2551286891102791","0.2551286891102791"
"104","0.2603848800063133","0.2603848800063133","0.2603848800063133"
"105","0.25083954632282257","0.25083954632282257","0.25083954632282257"
"106","0.26943936198949814","0.26943936198949814","0.26943936198949814"
"107","0.2549945190548897","0.2549945190548897","0.2549945190548897"
"108","0.24238929152488708","0.24238929152488708","0.24238929152488708"
"109","0.24562017619609833","0.24562017619609833","0.24562017619609833"
"110","0.2658682093024254","0.2658682093024254","0.2658682093024254"
"111","0.30339379608631134","0.30339379608631134","0.30339379608631134"
"112","0.22207818925380707","0.22207818925380707","0.22207818925380707"
"113","0.21981459856033325","0.21981459856033325","0.21981459856033325"
"114","0.24171414971351624","0.24171414971351624","0.24171414971351624"
"115","0.29358915984630585","0.29358915984630585","0.29358915984630585"
"116","0.2573474869132042","0.2573474869132042","0.2573474869132042"
"117","0.25236372649669647","0.25236372649669647","0.25236372649669647"
"118","0.2793232277035713","0.2793232277035713","0.2793232277035713"
"119","0.2563306763768196","0.2563306763768196","0.2563306763768196"
"120","0.2653539925813675","0.2653539925813675","0.2653539925813675"
"122","0.25686677545309067","0.25686677545309067","0.25686677545309067"
"123","0.26740626990795135","0.26740626990795135","0.26740626990795135"
"124","0.23391859978437424","0.23391859978437424","0.23391859978437424"
"125","0.24879328906536102","0.24879328906536102","0.24879328906536102"
"126","0.2211652547121048","0.2211652547121048","0.2211652547121048"
"127","0.22734201699495316","0.22734201699495316","0.22734201699495316"
"128","0.22597632557153702","0.22597632557153702","0.22597632557153702"
"129","0.2676490768790245","0.2676490768790245","0.2676490768790245"
"130","0.2716507166624069","0.2716507166624069","0.2716507166624069"
"131","0.24757501482963562","0.24757501482963562","0.24757501482963562"
"132","0.240160770714283","0.240160770714283","0.240160770714283"
"133","0.29595161229372025","0.29595161229372025","0.29595161229372025"
"134","0.2631722241640091","0.2631722241640091","0.2631722241640091"
