"Step","phase1-reasoning - train/layers/l30_mse","phase1-reasoning - train/layers/l30_mse__MIN","phase1-reasoning - train/layers/l30_mse__MAX"
"64","19.77257812023163","19.77257812023163","19.77257812023163"
"65","18.6573269367218","18.6573269367218","18.6573269367218"
"66","20.072749853134155","20.072749853134155","20.072749853134155"
"67","18.180811762809753","18.180811762809753","18.180811762809753"
"68","18.146405577659607","18.146405577659607","18.146405577659607"
"70","19.702903270721436","19.702903270721436","19.702903270721436"
"71","18.099467515945435","18.099467515945435","18.099467515945435"
"72","20.50374662876129","20.50374662876129","20.50374662876129"
"73","19.9935439825058","19.9935439825058","19.9935439825058"
"74","19.73750901222229","19.73750901222229","19.73750901222229"
"75","18.053714513778687","18.053714513778687","18.053714513778687"
"76","20.047744870185852","20.047744870185852","20.047744870185852"
"77","17.41213297843933","17.41213297843933","17.41213297843933"
"78","19.81307876110077","19.81307876110077","19.81307876110077"
"79","18.784714341163635","18.784714341163635","18.784714341163635"
"80","19.474876046180725","19.474876046180725","19.474876046180725"
"81","19.352295756340027","19.352295756340027","19.352295756340027"
"82","19.767643451690674","19.767643451690674","19.767643451690674"
"83","19.375767707824707","19.375767707824707","19.375767707824707"
"84","20.621171712875366","20.621171712875366","20.621171712875366"
"85","20.289944410324097","20.289944410324097","20.289944410324097"
"86","20.20463800430298","20.20463800430298","20.20463800430298"
"87","20.627124071121216","20.627124071121216","20.627124071121216"
"88","20.692134618759155","20.692134618759155","20.692134618759155"
"89","19.790087580680847","19.790087580680847","19.790087580680847"
"90","18.982194542884827","18.982194542884827","18.982194542884827"
"91","24.779285669326782","24.779285669326782","24.779285669326782"
"92","20.040401697158813","20.040401697158813","20.040401697158813"
"93","19.211708068847656","19.211708068847656","19.211708068847656"
"94","18.171092867851257","18.171092867851257","18.171092867851257"
"96","18.927753567695618","18.927753567695618","18.927753567695618"
"97","20.18017268180847","20.18017268180847","20.18017268180847"
"98","19.714274764060974","19.714274764060974","19.714274764060974"
"99","19.514135003089905","19.514135003089905","19.514135003089905"
"100","18.371320724487305","18.371320724487305","18.371320724487305"
"101","19.703447580337524","19.703447580337524","19.703447580337524"
"102","19.423830151557922","19.423830151557922","19.423830151557922"
"103","18.920807600021362","18.920807600021362","18.920807600021362"
"104","19.180763244628906","19.180763244628906","19.180763244628906"
"105","19.8205384016037","19.8205384016037","19.8205384016037"
"106","17.414645433425903","17.414645433425903","17.414645433425903"
"107","21.012309551239014","21.012309551239014","21.012309551239014"
"108","18.504841208457947","18.504841208457947","18.504841208457947"
"109","19.85865068435669","19.85865068435669","19.85865068435669"
"110","22.03772807121277","22.03772807121277","22.03772807121277"
"111","19.466079473495483","19.466079473495483","19.466079473495483"
"112","19.02280855178833","19.02280855178833","19.02280855178833"
"113","19.473503470420837","19.473503470420837","19.473503470420837"
"114","19.006786704063416","19.006786704063416","19.006786704063416"
"115","17.625457882881165","17.625457882881165","17.625457882881165"
"116","19.11146652698517","19.11146652698517","19.11146652698517"
"117","17.83136296272278","17.83136296272278","17.83136296272278"
"118","19.29053568840027","19.29053568840027","19.29053568840027"
"119","19.147826433181763","19.147826433181763","19.147826433181763"
"120","19.198530316352844","19.198530316352844","19.198530316352844"
"122","20.390564441680908","20.390564441680908","20.390564441680908"
"123","17.060585856437683","17.060585856437683","17.060585856437683"
"124","20.082497358322144","20.082497358322144","20.082497358322144"
"125","19.886980772018433","19.886980772018433","19.886980772018433"
"126","18.52658724784851","18.52658724784851","18.52658724784851"
"127","17.29592204093933","17.29592204093933","17.29592204093933"
"128","19.543234944343567","19.543234944343567","19.543234944343567"
"129","20.923787117004395","20.923787117004395","20.923787117004395"
"130","18.694650292396545","18.694650292396545","18.694650292396545"
"131","19.789506316184998","19.789506316184998","19.789506316184998"
"132","18.229458332061768","18.229458332061768","18.229458332061768"
"133","18.86042892932892","18.86042892932892","18.86042892932892"
"134","19.29304051399231","19.29304051399231","19.29304051399231"
"135","19.766326904296875","19.766326904296875","19.766326904296875"
"136","17.739177703857422","17.739177703857422","17.739177703857422"
"137","18.144538044929504","18.144538044929504","18.144538044929504"
"138","20.028796434402466","20.028796434402466","20.028796434402466"
"139","18.178100109100342","18.178100109100342","18.178100109100342"
"140","19.04953944683075","19.04953944683075","19.04953944683075"
"141","20.458143711090088","20.458143711090088","20.458143711090088"
"142","20.933384895324707","20.933384895324707","20.933384895324707"
"143","19.451493620872498","19.451493620872498","19.451493620872498"
"144","20.966933965682983","20.966933965682983","20.966933965682983"
"145","17.302999138832092","17.302999138832092","17.302999138832092"
"146","19.10450839996338","19.10450839996338","19.10450839996338"
"148","19.835304379463196","19.835304379463196","19.835304379463196"
"149","18.46483814716339","18.46483814716339","18.46483814716339"
"150","17.303196668624878","17.303196668624878","17.303196668624878"
"151","19.3275089263916","19.3275089263916","19.3275089263916"
"152","18.766849040985107","18.766849040985107","18.766849040985107"
"153","20.979620218276978","20.979620218276978","20.979620218276978"
"154","18.968714475631714","18.968714475631714","18.968714475631714"
"155","18.998060822486877","18.998060822486877","18.998060822486877"
"156","18.88232660293579","18.88232660293579","18.88232660293579"
"157","18.445063829421997","18.445063829421997","18.445063829421997"
"158","18.841277718544006","18.841277718544006","18.841277718544006"
"159","19.13239276409149","19.13239276409149","19.13239276409149"
"160","18.451370120048523","18.451370120048523","18.451370120048523"
"161","19.05044400691986","19.05044400691986","19.05044400691986"
"162","19.965484976768494","19.965484976768494","19.965484976768494"
"163","19.029211401939392","19.029211401939392","19.029211401939392"
"164","18.788797616958618","18.788797616958618","18.788797616958618"
"165","19.8246248960495","19.8246248960495","19.8246248960495"
"166","20.285383820533752","20.285383820533752","20.285383820533752"
"167","20.63491415977478","20.63491415977478","20.63491415977478"
"168","19.998807191848755","19.998807191848755","19.998807191848755"
"169","19.33797776699066","19.33797776699066","19.33797776699066"
"170","19.570539116859436","19.570539116859436","19.570539116859436"
"171","19.748883485794067","19.748883485794067","19.748883485794067"
"172","17.409133315086365","17.409133315086365","17.409133315086365"
"174","19.923622727394104","19.923622727394104","19.923622727394104"
"175","18.97553825378418","18.97553825378418","18.97553825378418"
"176","18.03180468082428","18.03180468082428","18.03180468082428"
"177","17.754810214042664","17.754810214042664","17.754810214042664"
"178","17.714227437973022","17.714227437973022","17.714227437973022"
"179","19.7304470539093","19.7304470539093","19.7304470539093"
"180","19.298943638801575","19.298943638801575","19.298943638801575"
"181","17.3339284658432","17.3339284658432","17.3339284658432"
"182","18.139931678771973","18.139931678771973","18.139931678771973"
"183","18.871212124824524","18.871212124824524","18.871212124824524"
"184","20.199548840522766","20.199548840522766","20.199548840522766"
"185","18.8223158121109","18.8223158121109","18.8223158121109"
"186","18.187487602233887","18.187487602233887","18.187487602233887"
"187","20.014682173728943","20.014682173728943","20.014682173728943"
"188","20.090805768966675","20.090805768966675","20.090805768966675"
"189","18.153587579727173","18.153587579727173","18.153587579727173"
"190","21.412021160125732","21.412021160125732","21.412021160125732"
"191","18.61583685874939","18.61583685874939","18.61583685874939"
"192","20.24989414215088","20.24989414215088","20.24989414215088"
"193","20.558709859848022","20.558709859848022","20.558709859848022"
"194","19.537206292152405","19.537206292152405","19.537206292152405"
"195","18.021738171577454","18.021738171577454","18.021738171577454"
"196","18.18400287628174","18.18400287628174","18.18400287628174"
"197","17.817153692245483","17.817153692245483","17.817153692245483"
"198","20.047441244125366","20.047441244125366","20.047441244125366"
"200","18.94961667060852","18.94961667060852","18.94961667060852"
"201","18.311195254325867","18.311195254325867","18.311195254325867"
"202","17.745498776435852","17.745498776435852","17.745498776435852"
"203","20.94193720817566","20.94193720817566","20.94193720817566"
"204","19.201129913330078","19.201129913330078","19.201129913330078"
"205","20.1776762008667","20.1776762008667","20.1776762008667"
"206","20.120284914970398","20.120284914970398","20.120284914970398"
"207","18.921977043151855","18.921977043151855","18.921977043151855"
