"Step","phase1-reasoning - val/layers/l40_mse","phase1-reasoning - val/layers/l40_mse__MIN","phase1-reasoning - val/layers/l40_mse__MAX"
"17","3.9793872618675232","3.9793872618675232","3.9793872618675232"
"43","3.9364002203941344","3.9364002203941344","3.9364002203941344"
"69","3.956546151638031","3.956546151638031","3.956546151638031"
"95","3.892667646408081","3.892667646408081","3.892667646408081"
"121","3.965460810661316","3.965460810661316","3.965460810661316"
"147","3.8742386937141418","3.8742386937141418","3.8742386937141418"
"173","3.8853182578086853","3.8853182578086853","3.8853182578086853"
"199","3.9781633543968202","3.9781633543968202","3.9781633543968202"
