step,loss
1,12.300727844238281
2,11.839494705200195
3,11.508420944213867
4,9.88515567779541
5,9.705004692077637
6,9.167760848999023
7,8.99846363067627
8,6.869772911071777
9,9.248091697692871
10,8.283466339111328
11,8.06551456451416
12,9.500160217285156
13,7.207199573516846
14,9.826562881469727
15,7.252586841583252
16,8.8678560256958
17,7.313220024108887
18,9.405004501342773
19,8.148001670837402
20,8.596753120422363
21,8.677607536315918
22,10.462274551391602
23,7.54152774810791
24,7.246765613555908
25,7.9944562911987305
26,7.210555553436279
27,7.782402992248535
28,9.713290214538574
29,7.6693854331970215
30,6.868703842163086
31,8.318475723266602
32,7.185845375061035
33,10.537134170532227
34,7.974135398864746
35,8.781807899475098
36,7.786312103271484
37,9.485708236694336
38,8.12548828125
39,9.888105392456055
40,9.064188957214355
41,5.787732124328613
42,6.36259126663208
43,7.755291938781738
44,7.481781959533691
45,8.463308334350586
46,9.637331008911133
47,8.741125106811523
48,6.551493167877197
49,8.574816703796387
50,7.032582759857178
51,6.855825424194336
52,7.675589561462402
53,8.680726051330566
54,8.25455379486084
55,7.963788032531738
56,6.685927391052246
57,7.849818229675293
58,6.104443073272705
59,7.45721960067749
60,8.354303359985352
61,7.087315559387207
62,7.5077033042907715
63,8.965425491333008
64,9.664765357971191
65,8.309858322143555
66,7.3577752113342285
67,8.717437744140625
68,6.614502906799316
69,8.138372421264648
70,8.475496292114258
71,8.74074649810791
72,6.946821212768555
73,8.936511993408203
74,7.779609680175781
75,6.349517345428467
76,8.212679862976074
77,7.3963518142700195
78,7.322205543518066
79,8.885029792785645
80,6.331499099731445
81,7.728240489959717
82,7.505619049072266
83,7.217346668243408
84,5.904941082000732
85,7.932219505310059
86,7.925346374511719
87,7.065332412719727
88,8.18310260772705
89,7.852348327636719
90,6.968040466308594
91,8.429014205932617
92,8.094278335571289
93,9.447113037109375
94,7.497124195098877
95,6.964861869812012
96,6.307593822479248
97,8.323034286499023
98,7.624270439147949
99,8.099772453308105
100,7.936746597290039
101,6.697612762451172
102,8.328168869018555
103,7.408075332641602
104,6.227051734924316
105,8.28413200378418
106,7.350368022918701
107,7.746416091918945
108,7.21110725402832
109,7.408068656921387
110,8.162629127502441
111,7.131065368652344
112,6.781017303466797
113,8.649648666381836
114,8.042928695678711
115,8.221685409545898
116,6.694601058959961
117,6.448850631713867
118,7.271918296813965
119,7.266016006469727
120,7.5124664306640625
121,7.463569641113281
122,7.754263401031494
123,8.092445373535156
124,7.7792887687683105
125,6.672290802001953
126,8.047632217407227
127,6.142199516296387
128,7.12397575378418
129,6.773430824279785
130,8.586311340332031
131,7.413519859313965
132,6.285550117492676
133,7.909495830535889
134,4.629602432250977
135,7.05087947845459
136,7.336212635040283
137,7.710557460784912
138,7.426738739013672
139,7.357152462005615
140,8.693389892578125
141,6.428794860839844
142,6.60733699798584
143,6.553499698638916
144,6.008101940155029
145,7.281563758850098
146,7.5753703117370605
147,7.202878952026367
148,6.122805118560791
149,6.841793060302734
150,5.856940269470215
151,6.090336799621582
152,6.4360809326171875
153,7.390262603759766
154,6.514479637145996
155,8.698568344116211
156,7.4298319816589355
157,7.483820915222168
158,6.586394786834717
159,6.382174968719482
160,8.42691707611084
161,7.596485137939453
162,6.283235549926758
163,6.520232677459717
164,6.946217060089111
165,7.040441513061523
166,6.36006498336792
167,6.993308067321777
168,8.23167896270752
169,6.563844680786133
170,5.765493392944336
171,6.930069923400879
172,5.579791069030762
173,7.057309150695801
174,8.100112915039062
175,7.009212017059326
176,6.497770309448242
177,7.702217102050781
178,7.201493740081787
179,6.875021934509277
180,6.72947883605957
181,6.471736907958984
182,5.423653602600098
183,5.9811835289001465
184,6.102821350097656
185,7.251232624053955
186,6.102677345275879
187,6.470394134521484
188,8.215554237365723
189,8.43593692779541
190,6.475656032562256
191,7.439962387084961
192,7.639718055725098
193,7.620641231536865
194,8.673022270202637
195,7.354241371154785
196,6.879483699798584
197,7.249059200286865
198,6.742551803588867
199,6.979422092437744
200,6.561380863189697
201,7.45806884765625
202,6.605960845947266
203,6.043327331542969
204,8.342049598693848
205,7.181992530822754
206,6.304755687713623
207,5.8538007736206055
208,7.429656505584717
209,7.519417762756348
210,7.997349739074707
211,6.145946502685547
212,6.586307048797607
213,6.44110631942749
214,7.332013130187988
215,7.258031845092773
216,8.174007415771484
217,6.59189510345459
218,7.566830158233643
219,7.372262477874756
220,5.927939414978027
221,7.475271224975586
222,6.2516398429870605
223,5.605393886566162
224,7.602200508117676
225,7.327364444732666
226,6.301624298095703
227,6.442577362060547
228,7.047622203826904
229,5.996257781982422
230,7.125754356384277
231,6.808232307434082
232,6.950595855712891
233,6.269468307495117
234,7.291212558746338
235,7.150502681732178
236,7.071382522583008
237,7.189452171325684
238,7.217920303344727
239,6.743100643157959
240,5.889820575714111
241,5.563957691192627
242,6.264890193939209
243,6.30925178527832
244,8.558914184570312
245,6.90945291519165
246,6.545892238616943
247,6.852743148803711
248,7.5856781005859375
249,8.504955291748047
250,6.684799671173096
251,6.572165489196777
252,7.643303871154785
253,6.980971813201904
254,6.16971492767334
255,6.726863861083984
256,6.890775203704834
257,6.790125846862793
258,7.878684997558594
259,6.0003767013549805
260,6.42204475402832
261,6.445372581481934
262,6.102229118347168
263,6.206745147705078
264,7.2255730628967285
265,8.277265548706055
266,7.322332382202148
267,6.617105007171631
268,7.219977855682373
269,7.207956314086914
270,6.214779853820801
271,7.416684627532959
272,5.642124176025391
273,6.065428256988525
274,6.890880584716797
275,7.200103759765625
276,6.727715015411377
277,6.396448135375977
278,7.646054267883301
279,7.640901565551758
280,6.736058712005615
281,7.315927982330322
282,8.436840057373047
283,6.585783004760742
284,6.32297945022583
285,7.623326301574707
286,7.484107494354248
287,6.14829683303833
288,5.29005765914917
289,5.492061138153076
290,5.304792404174805
291,7.021609306335449
292,6.807333946228027
293,7.308999061584473
294,7.1910881996154785
295,7.657872200012207
296,6.835914134979248
297,6.72332239151001
298,7.132267951965332
299,6.750760555267334
300,8.222606658935547
301,6.705162048339844
302,6.394383430480957
303,6.695631980895996
304,6.3175787925720215
305,6.972787857055664
306,6.555396556854248
307,5.68025016784668
308,6.858203887939453
309,7.058775901794434
310,6.970293998718262
311,6.950076103210449
312,6.686570644378662
313,6.159695148468018
314,6.457458019256592
315,5.324942111968994
316,7.390839099884033
317,6.286641597747803
318,7.123226642608643
319,7.683553218841553
320,5.67619514465332
321,6.902931213378906
322,6.925139904022217
323,6.051287651062012
324,6.449635028839111
325,6.085791110992432
326,6.478245735168457
327,5.744143486022949
328,5.745522975921631
329,5.667599201202393
330,6.931431770324707
331,6.649364471435547
332,7.065308570861816
333,6.997098922729492
334,5.125885009765625
335,5.944244861602783
336,7.091531753540039
337,5.703293800354004
338,6.002159595489502
339,7.372670650482178
340,5.791820526123047
341,6.107102394104004
342,7.765345573425293
343,8.074241638183594
344,5.791489124298096
345,6.4720282554626465
346,6.260477542877197
347,5.493012428283691
348,6.4683661460876465
349,7.036270618438721
350,5.9235920906066895
351,6.104739665985107
352,5.747504234313965
353,6.129214286804199
354,6.900573253631592
355,6.699851036071777
356,6.377328395843506
357,6.18515682220459
358,6.660794258117676
359,5.469510555267334
360,7.3310136795043945
361,7.701206684112549
362,6.360296249389648
363,7.120652198791504
364,7.493533134460449
365,6.809689998626709
366,7.320168495178223
367,6.418403148651123
368,6.384243011474609
369,6.064661979675293
370,7.308012008666992
371,7.09541130065918
372,6.159541130065918
373,5.916513919830322
374,6.922231674194336
375,5.769004821777344
376,7.828010559082031
377,7.014906406402588
378,7.5862908363342285
379,7.145925521850586
380,4.788603782653809
381,6.4900803565979
382,6.384259223937988
383,5.728346824645996
384,7.178112983703613
385,6.683003902435303
386,4.545132637023926
387,6.225370407104492
388,5.8521575927734375
389,5.673617839813232
390,6.434844970703125
391,6.946691036224365
392,5.791669845581055
393,5.408735752105713
394,6.734586238861084
395,6.790276050567627
396,6.829775333404541
397,6.517219543457031
398,5.796998500823975
399,6.671785831451416
400,8.196282386779785
401,7.141554832458496
402,6.665417194366455
403,6.786515235900879
404,7.319026947021484
405,6.51677131652832
406,5.7886152267456055
407,5.100919246673584
408,7.033415794372559
409,4.467312335968018
410,6.754568576812744
411,6.8270769119262695
412,6.87454891204834
413,5.387116432189941
414,6.310386657714844
415,5.223175048828125
416,5.9351396560668945
417,5.4088544845581055
418,6.537267208099365
419,6.558653831481934
420,6.64458703994751
421,6.522794246673584
422,6.156015872955322
423,7.337221145629883
424,5.544292449951172
425,5.713842391967773
426,7.124779224395752
427,5.427595138549805
428,6.340579032897949
429,7.582022190093994
430,7.74313497543335
431,6.534378528594971
432,5.9150710105896
433,6.091851234436035
434,6.240396499633789
435,6.1195292472839355
