"Step","phase1-reasoning - train/loss","phase1-reasoning - train/loss__MIN","phase1-reasoning - train/loss__MAX"
"73","44.47659969329834","44.47659969329834","44.47659969329834"
"74","38.18764877319336","38.18764877319336","38.18764877319336"
"75","38.18160963058472","38.18160963058472","38.18160963058472"
"76","36.320679903030396","36.320679903030396","36.320679903030396"
"78","40.330533504486084","40.330533504486084","40.330533504486084"
"79","38.96228504180908","38.96228504180908","38.96228504180908"
"80","37.429882764816284","37.429882764816284","37.429882764816284"
"81","38.6392126083374","38.6392126083374","38.6392126083374"
"82","38.5980281829834","38.5980281829834","38.5980281829834"
"83","37.34486436843872","37.34486436843872","37.34486436843872"
"84","37.1039400100708","37.1039400100708","37.1039400100708"
"85","37.55720853805542","37.55720853805542","37.55720853805542"
"86","38.564533710479736","38.564533710479736","38.564533710479736"
"87","36.50311756134033","36.50311756134033","36.50311756134033"
"88","38.4547553062439","38.4547553062439","38.4547553062439"
"89","37.63733959197998","37.63733959197998","37.63733959197998"
"90","35.87546968460083","35.87546968460083","35.87546968460083"
"91","38.46258020401001","38.46258020401001","38.46258020401001"
"92","36.99819374084473","36.99819374084473","36.99819374084473"
"93","38.93244695663452","38.93244695663452","38.93244695663452"
"94","35.00292205810547","35.00292205810547","35.00292205810547"
"95","36.90767431259155","36.90767431259155","36.90767431259155"
"96","35.87848925590515","35.87848925590515","35.87848925590515"
"97","37.05769348144531","37.05769348144531","37.05769348144531"
"98","36.130845069885254","36.130845069885254","36.130845069885254"
"99","36.14112949371338","36.14112949371338","36.14112949371338"
"100","35.83353090286255","35.83353090286255","35.83353090286255"
"101","37.34949064254761","37.34949064254761","37.34949064254761"
"102","36.44163703918457","36.44163703918457","36.44163703918457"
"104","36.31620693206787","36.31620693206787","36.31620693206787"
"105","35.92753458023071","35.92753458023071","35.92753458023071"
"106","37.47508144378662","37.47508144378662","37.47508144378662"
"107","36.85980701446533","36.85980701446533","36.85980701446533"
"108","34.466137409210205","34.466137409210205","34.466137409210205"
"109","34.48911786079407","34.48911786079407","34.48911786079407"
"110","37.39395475387573","37.39395475387573","37.39395475387573"
"111","35.01670289039612","35.01670289039612","35.01670289039612"
"112","37.44069862365723","37.44069862365723","37.44069862365723"
"113","37.695444107055664","37.695444107055664","37.695444107055664"
"114","34.83495116233826","34.83495116233826","34.83495116233826"
"115","35.31168341636658","35.31168341636658","35.31168341636658"
"116","35.039671421051025","35.039671421051025","35.039671421051025"
"117","34.82877826690674","34.82877826690674","34.82877826690674"
"118","36.371232986450195","36.371232986450195","36.371232986450195"
"119","36.18452429771423","36.18452429771423","36.18452429771423"
"120","34.39005947113037","34.39005947113037","34.39005947113037"
"121","39.74567222595215","39.74567222595215","39.74567222595215"
"122","36.21543598175049","36.21543598175049","36.21543598175049"
"123","37.45605707168579","37.45605707168579","37.45605707168579"
"124","35.66808891296387","35.66808891296387","35.66808891296387"
"125","36.61905765533447","36.61905765533447","36.61905765533447"
"126","36.810914516448975","36.810914516448975","36.810914516448975"
"127","39.252896785736084","39.252896785736084","39.252896785736084"
"128","36.55552387237549","36.55552387237549","36.55552387237549"
"130","37.017712116241455","37.017712116241455","37.017712116241455"
"131","36.96089792251587","36.96089792251587","36.96089792251587"
"132","35.167725801467896","35.167725801467896","35.167725801467896"
"133","35.16256093978882","35.16256093978882","35.16256093978882"
"134","35.72089767456055","35.72089767456055","35.72089767456055"
"135","35.342469692230225","35.342469692230225","35.342469692230225"
"136","36.08409881591797","36.08409881591797","36.08409881591797"
"137","37.076815128326416","37.076815128326416","37.076815128326416"
"138","35.54304790496826","35.54304790496826","35.54304790496826"
"139","37.18221855163574","37.18221855163574","37.18221855163574"
"140","35.781758308410645","35.781758308410645","35.781758308410645"
"141","34.74468779563904","34.74468779563904","34.74468779563904"
"142","39.30523729324341","39.30523729324341","39.30523729324341"
"143","36.302496910095215","36.302496910095215","36.302496910095215"
"144","36.53056764602661","36.53056764602661","36.53056764602661"
"145","35.082404136657715","35.082404136657715","35.082404136657715"
"146","38.528592586517334","38.528592586517334","38.528592586517334"
"147","35.72742938995361","35.72742938995361","35.72742938995361"
"148","33.78753638267517","33.78753638267517","33.78753638267517"
"149","37.53645324707031","37.53645324707031","37.53645324707031"
"150","34.04605960845947","34.04605960845947","34.04605960845947"
"151","37.211079597473145","37.211079597473145","37.211079597473145"
"152","35.07393479347229","35.07393479347229","35.07393479347229"
"153","37.251742362976074","37.251742362976074","37.251742362976074"
"154","56.61009502410889","56.61009502410889","56.61009502410889"
"156","35.98953199386597","35.98953199386597","35.98953199386597"
"157","35.92979145050049","35.92979145050049","35.92979145050049"
"158","36.478999614715576","36.478999614715576","36.478999614715576"
"159","36.26808834075928","36.26808834075928","36.26808834075928"
"160","35.32189965248108","35.32189965248108","35.32189965248108"
"161","36.99385213851929","36.99385213851929","36.99385213851929"
"162","36.2280912399292","36.2280912399292","36.2280912399292"
"163","35.14413118362427","35.14413118362427","35.14413118362427"
"164","35.17129707336426","35.17129707336426","35.17129707336426"
"165","35.08871054649353","35.08871054649353","35.08871054649353"
"166","36.547107458114624","36.547107458114624","36.547107458114624"
"167","39.74766397476196","39.74766397476196","39.74766397476196"
"168","35.79276919364929","35.79276919364929","35.79276919364929"
"169","38.41460967063904","38.41460967063904","38.41460967063904"
"170","34.86378002166748","34.86378002166748","34.86378002166748"
"171","33.65825843811035","33.65825843811035","33.65825843811035"
"172","38.2101526260376","38.2101526260376","38.2101526260376"
"173","35.914681911468506","35.914681911468506","35.914681911468506"
"174","37.149293422698975","37.149293422698975","37.149293422698975"
"175","34.34475588798523","34.34475588798523","34.34475588798523"
"176","37.75621557235718","37.75621557235718","37.75621557235718"
"177","34.85145330429077","34.85145330429077","34.85145330429077"
"178","38.45645236968994","38.45645236968994","38.45645236968994"
"179","36.64106464385986","36.64106464385986","36.64106464385986"
"180","35.73319172859192","35.73319172859192","35.73319172859192"
"182","37.489272594451904","37.489272594451904","37.489272594451904"
"183","36.31092023849487","36.31092023849487","36.31092023849487"
"184","36.19301962852478","36.19301962852478","36.19301962852478"
"185","36.929707527160645","36.929707527160645","36.929707527160645"
"186","34.48569059371948","34.48569059371948","34.48569059371948"
"187","34.873180866241455","34.873180866241455","34.873180866241455"
"188","33.1807861328125","33.1807861328125","33.1807861328125"
"189","37.371012687683105","37.371012687683105","37.371012687683105"
"190","34.122361183166504","34.122361183166504","34.122361183166504"
"191","33.03332757949829","33.03332757949829","33.03332757949829"
"192","33.172380685806274","33.172380685806274","33.172380685806274"
"193","36.291393756866455","36.291393756866455","36.291393756866455"
"194","35.33995294570923","35.33995294570923","35.33995294570923"
"195","33.55274415016174","33.55274415016174","33.55274415016174"
"196","35.11499500274658","35.11499500274658","35.11499500274658"
"197","35.88141965866089","35.88141965866089","35.88141965866089"
"198","36.25613832473755","36.25613832473755","36.25613832473755"
"199","35.13506364822388","35.13506364822388","35.13506364822388"
"200","36.09910345077515","36.09910345077515","36.09910345077515"
"201","35.99383616447449","35.99383616447449","35.99383616447449"
"202","34.6709988117218","34.6709988117218","34.6709988117218"
"203","33.505234241485596","33.505234241485596","33.505234241485596"
"204","36.25015616416931","36.25015616416931","36.25015616416931"
"205","35.15790057182312","35.15790057182312","35.15790057182312"
"206","36.73790717124939","36.73790717124939","36.73790717124939"
"208","35.885873317718506","35.885873317718506","35.885873317718506"
"209","35.24063181877136","35.24063181877136","35.24063181877136"
"210","33.843379735946655","33.843379735946655","33.843379735946655"
"211","35.639065742492676","35.639065742492676","35.639065742492676"
"212","33.8647665977478","33.8647665977478","33.8647665977478"
"213","33.94122290611267","33.94122290611267","33.94122290611267"
"214","37.48144817352295","37.48144817352295","37.48144817352295"
"215","35.327117919921875","35.327117919921875","35.327117919921875"
"216","36.0507755279541","36.0507755279541","36.0507755279541"
"217","34.08660888671875","34.08660888671875","34.08660888671875"
"218","38.36282682418823","38.36282682418823","38.36282682418823"
"219","33.84671354293823","33.84671354293823","33.84671354293823"
"220","33.02819895744324","33.02819895744324","33.02819895744324"
"221","35.785932540893555","35.785932540893555","35.785932540893555"
"222","38.66483688354492","38.66483688354492","38.66483688354492"
"223","35.060636043548584","35.060636043548584","35.060636043548584"
"224","34.90182304382324","34.90182304382324","34.90182304382324"
"225","35.34972882270813","35.34972882270813","35.34972882270813"
"226","33.106759548187256","33.106759548187256","33.106759548187256"
"227","36.96831703186035","36.96831703186035","36.96831703186035"
"228","33.077863454818726","33.077863454818726","33.077863454818726"
"229","34.323909282684326","34.323909282684326","34.323909282684326"
"230","35.32548809051514","35.32548809051514","35.32548809051514"
"231","36.95512795448303","36.95512795448303","36.95512795448303"
"232","35.395899295806885","35.395899295806885","35.395899295806885"
"234","36.60469841957092","36.60469841957092","36.60469841957092"
"235","34.126893043518066","34.126893043518066","34.126893043518066"
"236","33.81773233413696","33.81773233413696","33.81773233413696"
"237","35.481919050216675","35.481919050216675","35.481919050216675"
"238","33.813316345214844","33.813316345214844","33.813316345214844"
"239","34.53635048866272","34.53635048866272","34.53635048866272"
"240","36.11681079864502","36.11681079864502","36.11681079864502"
"241","36.061028718948364","36.061028718948364","36.061028718948364"
"242","35.74362540245056","35.74362540245056","35.74362540245056"
"243","36.05877494812012","36.05877494812012","36.05877494812012"
"244","33.77572011947632","33.77572011947632","33.77572011947632"
"245","37.84313344955444","37.84313344955444","37.84313344955444"
"246","34.377835512161255","34.377835512161255","34.377835512161255"
"247","33.338334798812866","33.338334798812866","33.338334798812866"
"248","33.41188859939575","33.41188859939575","33.41188859939575"
"249","34.94637155532837","34.94637155532837","34.94637155532837"
"250","36.14905095100403","36.14905095100403","36.14905095100403"
"251","37.134438276290894","37.134438276290894","37.134438276290894"
"252","33.84090805053711","33.84090805053711","33.84090805053711"
"253","33.98184394836426","33.98184394836426","33.98184394836426"
"254","33.60532784461975","33.60532784461975","33.60532784461975"
"255","33.08698773384094","33.08698773384094","33.08698773384094"
"256","34.29127240180969","34.29127240180969","34.29127240180969"
"257","36.242019176483154","36.242019176483154","36.242019176483154"
"258","35.27712821960449","35.27712821960449","35.27712821960449"
"260","35.647433042526245","35.647433042526245","35.647433042526245"
"261","34.15528631210327","34.15528631210327","34.15528631210327"
"262","34.625197410583496","34.625197410583496","34.625197410583496"
"263","33.395620822906494","33.395620822906494","33.395620822906494"
"264","32.87913274765015","32.87913274765015","32.87913274765015"
"265","37.30331039428711","37.30331039428711","37.30331039428711"
"266","35.85203957557678","35.85203957557678","35.85203957557678"
"267","33.717427015304565","33.717427015304565","33.717427015304565"
"268","36.242024421691895","36.242024421691895","36.242024421691895"
"269","35.60338544845581","35.60338544845581","35.60338544845581"
"270","37.00193929672241","37.00193929672241","37.00193929672241"
"271","36.709534645080566","36.709534645080566","36.709534645080566"
"272","34.80950880050659","34.80950880050659","34.80950880050659"
"273","37.01010799407959","37.01010799407959","37.01010799407959"
"274","32.02111625671387","32.02111625671387","32.02111625671387"
"275","37.27725172042847","37.27725172042847","37.27725172042847"
"276","34.48584818840027","34.48584818840027","34.48584818840027"
"277","33.784404277801514","33.784404277801514","33.784404277801514"
"278","33.89943337440491","33.89943337440491","33.89943337440491"
"279","36.26657557487488","36.26657557487488","36.26657557487488"
"280","34.931315422058105","34.931315422058105","34.931315422058105"
"281","32.853976011276245","32.853976011276245","32.853976011276245"
"282","33.25055384635925","33.25055384635925","33.25055384635925"
"283","33.69275951385498","33.69275951385498","33.69275951385498"
"284","33.44072985649109","33.44072985649109","33.44072985649109"
"286","33.884880781173706","33.884880781173706","33.884880781173706"
"287","34.16382956504822","34.16382956504822","34.16382956504822"
"288","33.903494119644165","33.903494119644165","33.903494119644165"
"289","33.46513628959656","33.46513628959656","33.46513628959656"
"290","32.31342101097107","32.31342101097107","32.31342101097107"
"291","35.63339400291443","35.63339400291443","35.63339400291443"
"292","35.085925579071045","35.085925579071045","35.085925579071045"
"293","35.03171396255493","35.03171396255493","35.03171396255493"
"294","32.780531883239746","32.780531883239746","32.780531883239746"
"295","33.94719338417053","33.94719338417053","33.94719338417053"
"296","33.896382331848145","33.896382331848145","33.896382331848145"
"297","36.40830206871033","36.40830206871033","36.40830206871033"
"298","34.90541219711304","34.90541219711304","34.90541219711304"
"299","35.195746421813965","35.195746421813965","35.195746421813965"
"300","33.845091342926025","33.845091342926025","33.845091342926025"
"301","32.99482297897339","32.99482297897339","32.99482297897339"
"302","36.191925048828125","36.191925048828125","36.191925048828125"
"303","34.68441104888916","34.68441104888916","34.68441104888916"
"304","34.73497748374939","34.73497748374939","34.73497748374939"
"305","32.29280114173889","32.29280114173889","32.29280114173889"
"306","34.291187047958374","34.291187047958374","34.291187047958374"
"307","34.33104395866394","34.33104395866394","34.33104395866394"
"308","35.36770534515381","35.36770534515381","35.36770534515381"
"309","35.65060329437256","35.65060329437256","35.65060329437256"
"310","34.381285190582275","34.381285190582275","34.381285190582275"
"312","33.71146249771118","33.71146249771118","33.71146249771118"
"313","35.02298617362976","35.02298617362976","35.02298617362976"
"314","34.66783285140991","34.66783285140991","34.66783285140991"
"315","35.45901155471802","35.45901155471802","35.45901155471802"
"316","36.978089809417725","36.978089809417725","36.978089809417725"
"317","35.873459577560425","35.873459577560425","35.873459577560425"
"318","38.397101402282715","38.397101402282715","38.397101402282715"
"319","33.6716365814209","33.6716365814209","33.6716365814209"
"320","35.79394316673279","35.79394316673279","35.79394316673279"
"321","34.61818599700928","34.61818599700928","34.61818599700928"
"322","33.560890436172485","33.560890436172485","33.560890436172485"
"323","34.503560304641724","34.503560304641724","34.503560304641724"
"324","33.700079917907715","33.700079917907715","33.700079917907715"
"325","34.10947823524475","34.10947823524475","34.10947823524475"
"326","33.41672444343567","33.41672444343567","33.41672444343567"
"327","33.187796115875244","33.187796115875244","33.187796115875244"
"328","35.23113799095154","35.23113799095154","35.23113799095154"
"329","33.02346849441528","33.02346849441528","33.02346849441528"
"330","33.84900689125061","33.84900689125061","33.84900689125061"
"331","36.08313226699829","36.08313226699829","36.08313226699829"
"332","34.38508057594299","34.38508057594299","34.38508057594299"
"333","34.037296295166016","34.037296295166016","34.037296295166016"
"334","34.26863646507263","34.26863646507263","34.26863646507263"
"335","33.766225814819336","33.766225814819336","33.766225814819336"
"336","36.227256774902344","36.227256774902344","36.227256774902344"
"338","36.68209767341614","36.68209767341614","36.68209767341614"
"339","34.715094804763794","34.715094804763794","34.715094804763794"
"340","34.76381826400757","34.76381826400757","34.76381826400757"
"341","35.999797344207764","35.999797344207764","35.999797344207764"
"342","34.662187576293945","34.662187576293945","34.662187576293945"
"343","34.72223138809204","34.72223138809204","34.72223138809204"
"344","34.62207078933716","34.62207078933716","34.62207078933716"
"345","35.43283677101135","35.43283677101135","35.43283677101135"
"346","32.84510016441345","32.84510016441345","32.84510016441345"
"347","33.33314275741577","33.33314275741577","33.33314275741577"
"348","33.84239888191223","33.84239888191223","33.84239888191223"
"349","34.48405885696411","34.48405885696411","34.48405885696411"
"350","36.60875749588013","36.60875749588013","36.60875749588013"
"351","34.79812979698181","34.79812979698181","34.79812979698181"
"352","33.37338852882385","33.37338852882385","33.37338852882385"
"353","31.880875825881958","31.880875825881958","31.880875825881958"
"354","33.38119864463806","33.38119864463806","33.38119864463806"
"355","36.881471395492554","36.881471395492554","36.881471395492554"
"356","32.60944366455078","32.60944366455078","32.60944366455078"
"357","32.995017528533936","32.995017528533936","32.995017528533936"
"358","35.93595790863037","35.93595790863037","35.93595790863037"
"359","34.30874681472778","34.30874681472778","34.30874681472778"
"360","33.713653564453125","33.713653564453125","33.713653564453125"
"361","35.26507759094238","35.26507759094238","35.26507759094238"
"362","33.101032733917236","33.101032733917236","33.101032733917236"
"364","38.58169722557068","38.58169722557068","38.58169722557068"
"365","34.75097370147705","34.75097370147705","34.75097370147705"
"366","33.15800976753235","33.15800976753235","33.15800976753235"
"367","33.87420058250427","33.87420058250427","33.87420058250427"
"368","37.09321451187134","37.09321451187134","37.09321451187134"
"369","34.03593063354492","34.03593063354492","34.03593063354492"
"370","35.52189779281616","35.52189779281616","35.52189779281616"
