"Step","phase1-reasoning - train/layers/l20_cos","phase1-reasoning - train/layers/l20_cos__MIN","phase1-reasoning - train/layers/l20_cos__MAX"
"0","0.46421778202056885","0.46421778202056885","0.46421778202056885"
"1","0.448129765689373","0.448129765689373","0.448129765689373"
"2","0.44889190047979355","0.44889190047979355","0.44889190047979355"
"3","0.43866056948900223","0.43866056948900223","0.43866056948900223"
"4","0.4474426656961441","0.4474426656961441","0.4474426656961441"
"5","0.44394170492887497","0.44394170492887497","0.44394170492887497"
"6","0.45058321207761765","0.45058321207761765","0.45058321207761765"
"7","0.4449305310845375","0.4449305310845375","0.4449305310845375"
"8","0.4542434737086296","0.4542434737086296","0.4542434737086296"
"9","0.448620080947876","0.448620080947876","0.448620080947876"
"10","0.42301131039857864","0.42301131039857864","0.42301131039857864"
"11","0.4302877113223076","0.4302877113223076","0.4302877113223076"
"12","0.4466368332505226","0.4466368332505226","0.4466368332505226"
"13","0.4506216421723366","0.4506216421723366","0.4506216421723366"
"14","0.4550137296319008","0.4550137296319008","0.4550137296319008"
"15","0.45617109537124634","0.45617109537124634","0.45617109537124634"
"16","0.42185935378074646","0.42185935378074646","0.42185935378074646"
"17","0.4288347586989403","0.4288347586989403","0.4288347586989403"
"18","0.42266422510147095","0.42266422510147095","0.42266422510147095"
"19","0.42607104033231735","0.42607104033231735","0.42607104033231735"
"20","0.42070795595645905","0.42070795595645905","0.42070795595645905"
"21","0.4322282150387764","0.4322282150387764","0.4322282150387764"
"22","0.448792926967144","0.448792926967144","0.448792926967144"
"23","0.40851205587387085","0.40851205587387085","0.40851205587387085"
"24","0.38834380358457565","0.38834380358457565","0.38834380358457565"
"26","0.4143923446536064","0.4143923446536064","0.4143923446536064"
"27","0.40770551562309265","0.40770551562309265","0.40770551562309265"
"28","0.4702421501278877","0.4702421501278877","0.4702421501278877"
"29","0.43855638802051544","0.43855638802051544","0.43855638802051544"
"30","0.42627424001693726","0.42627424001693726","0.42627424001693726"
