"Step","phase1-reasoning - train/layers/l20_mse","phase1-reasoning - train/layers/l20_mse__MIN","phase1-reasoning - train/layers/l20_mse__MAX"
"0","9.486045002937317","9.486045002937317","9.486045002937317"
"1","17.394686222076416","17.394686222076416","17.394686222076416"
"2","11.482616186141968","11.482616186141968","11.482616186141968"
"3","16.90100610256195","16.90100610256195","16.90100610256195"
"4","11.252440571784973","11.252440571784973","11.252440571784973"
"5","9.976555466651917","9.976555466651917","9.976555466651917"
"6","12.981616020202637","12.981616020202637","12.981616020202637"
"7","8.832006990909576","8.832006990909576","8.832006990909576"
"8","11.206433594226837","11.206433594226837","11.206433594226837"
"9","10.076811492443085","10.076811492443085","10.076811492443085"
"10","12.038753867149353","12.038753867149353","12.038753867149353"
"11","9.346592247486115","9.346592247486115","9.346592247486115"
"12","9.615949392318726","9.615949392318726","9.615949392318726"
"13","8.2996586561203","8.2996586561203","8.2996586561203"
"14","9.3291836977005","9.3291836977005","9.3291836977005"
"15","13.9791499376297","13.9791499376297","13.9791499376297"
"16","8.21265858411789","8.21265858411789","8.21265858411789"
"17","11.377746641635895","11.377746641635895","11.377746641635895"
"18","15.727116286754608","15.727116286754608","15.727116286754608"
"19","8.949458599090576","8.949458599090576","8.949458599090576"
"20","9.073891282081604","9.073891282081604","9.073891282081604"
"21","8.56855595111847","8.56855595111847","8.56855595111847"
"22","8.840273439884186","8.840273439884186","8.840273439884186"
"23","8.263111114501953","8.263111114501953","8.263111114501953"
"24","8.703022718429565","8.703022718429565","8.703022718429565"
"26","7.8707669377326965","7.8707669377326965","7.8707669377326965"
"27","8.250720858573914","8.250720858573914","8.250720858573914"
"28","8.68246978521347","8.68246978521347","8.68246978521347"
"29","7.828140139579773","7.828140139579773","7.828140139579773"
"30","8.37477970123291","8.37477970123291","8.37477970123291"
"31","8.017333805561066","8.017333805561066","8.017333805561066"
"32","8.021391928195953","8.021391928195953","8.021391928195953"
"33","8.010744750499725","8.010744750499725","8.010744750499725"
"34","8.002140939235687","8.002140939235687","8.002140939235687"
"35","7.883102536201477","7.883102536201477","7.883102536201477"
"36","7.614745557308197","7.614745557308197","7.614745557308197"
"37","8.650366842746735","8.650366842746735","8.650366842746735"
"38","8.064787983894348","8.064787983894348","8.064787983894348"
"39","7.824390649795532","7.824390649795532","7.824390649795532"
"40","7.659067809581757","7.659067809581757","7.659067809581757"
"41","7.588269472122192","7.588269472122192","7.588269472122192"
"42","6.970661759376526","6.970661759376526","6.970661759376526"
"43","7.589144349098206","7.589144349098206","7.589144349098206"
"44","8.05207884311676","8.05207884311676","8.05207884311676"
"45","7.6032989621162415","7.6032989621162415","7.6032989621162415"
"46","7.33320951461792","7.33320951461792","7.33320951461792"
"47","7.865936875343323","7.865936875343323","7.865936875343323"
"48","7.999301791191101","7.999301791191101","7.999301791191101"
"49","7.151467263698578","7.151467263698578","7.151467263698578"
"50","7.538638353347778","7.538638353347778","7.538638353347778"
"52","7.289269208908081","7.289269208908081","7.289269208908081"
"53","7.692440450191498","7.692440450191498","7.692440450191498"
"54","7.647834956645966","7.647834956645966","7.647834956645966"
"55","7.294048845767975","7.294048845767975","7.294048845767975"
"56","7.669470727443695","7.669470727443695","7.669470727443695"
"57","7.462811589241028","7.462811589241028","7.462811589241028"
"58","7.06554639339447","7.06554639339447","7.06554639339447"
