"Step","phase1-reasoning - train/layers/l40_cos","phase1-reasoning - train/layers/l40_cos__MIN","phase1-reasoning - train/layers/l40_cos__MAX"
"0","0.37640801817178726","0.37640801817178726","0.37640801817178726"
"1","0.31049323081970215","0.31049323081970215","0.31049323081970215"
"2","0.30558788776397705","0.30558788776397705","0.30558788776397705"
"3","0.3341660499572754","0.3341660499572754","0.3341660499572754"
"4","0.3151121661067009","0.3151121661067009","0.3151121661067009"
"5","0.36133771389722824","0.36133771389722824","0.36133771389722824"
"6","0.3270794078707695","0.3270794078707695","0.3270794078707695"
"7","0.30479200184345245","0.30479200184345245","0.30479200184345245"
"8","0.34181054681539536","0.34181054681539536","0.34181054681539536"
"9","0.33324726670980453","0.33324726670980453","0.33324726670980453"
"10","0.3209020122885704","0.3209020122885704","0.3209020122885704"
"11","0.33959072083234787","0.33959072083234787","0.33959072083234787"
"12","0.33364713937044144","0.33364713937044144","0.33364713937044144"
"13","0.3204628452658653","0.3204628452658653","0.3204628452658653"
"14","0.34761863201856613","0.34761863201856613","0.34761863201856613"
"15","0.3534573093056679","0.3534573093056679","0.3534573093056679"
"16","0.3067842945456505","0.3067842945456505","0.3067842945456505"
"17","0.3318733423948288","0.3318733423948288","0.3318733423948288"
"18","0.31579986214637756","0.31579986214637756","0.31579986214637756"
"19","0.39386871457099915","0.39386871457099915","0.39386871457099915"
"20","0.2956647425889969","0.2956647425889969","0.2956647425889969"
"21","0.32094960659742355","0.32094960659742355","0.32094960659742355"
"22","0.3682112693786621","0.3682112693786621","0.3682112693786621"
"23","0.3210083767771721","0.3210083767771721","0.3210083767771721"
"24","0.28696080297231674","0.28696080297231674","0.28696080297231674"
"26","0.3470040261745453","0.3470040261745453","0.3470040261745453"
"27","0.2857860326766968","0.2857860326766968","0.2857860326766968"
"28","0.39222637563943863","0.39222637563943863","0.39222637563943863"
"29","0.3344264104962349","0.3344264104962349","0.3344264104962349"
"30","0.30492886155843735","0.30492886155843735","0.30492886155843735"
"31","0.29402051120996475","0.29402051120996475","0.29402051120996475"
"32","0.29504670947790146","0.29504670947790146","0.29504670947790146"
"33","0.31976547837257385","0.31976547837257385","0.31976547837257385"
"34","0.3120059370994568","0.3120059370994568","0.3120059370994568"
"35","0.31953057646751404","0.31953057646751404","0.31953057646751404"
"36","0.3258850648999214","0.3258850648999214","0.3258850648999214"
"37","0.3246210590004921","0.3246210590004921","0.3246210590004921"
"38","0.3370031341910362","0.3370031341910362","0.3370031341910362"
"39","0.32439035177230835","0.32439035177230835","0.32439035177230835"
"40","0.3056151941418648","0.3056151941418648","0.3056151941418648"
"41","0.3255428969860077","0.3255428969860077","0.3255428969860077"
"42","0.28140074014663696","0.28140074014663696","0.28140074014663696"
"43","0.3003959059715271","0.3003959059715271","0.3003959059715271"
"44","0.2957853600382805","0.2957853600382805","0.2957853600382805"
"45","0.36455345898866653","0.36455345898866653","0.36455345898866653"
"46","0.3671633303165436","0.3671633303165436","0.3671633303165436"
"47","0.2953687235713005","0.2953687235713005","0.2953687235713005"
"48","0.32947350293397903","0.32947350293397903","0.32947350293397903"
"49","0.2758156582713127","0.2758156582713127","0.2758156582713127"
"50","0.2998962253332138","0.2998962253332138","0.2998962253332138"
"52","0.3058980479836464","0.3058980479836464","0.3058980479836464"
"53","0.3755720630288124","0.3755720630288124","0.3755720630288124"
"54","0.30277319997549057","0.30277319997549057","0.30277319997549057"
"55","0.3302273154258728","0.3302273154258728","0.3302273154258728"
"56","0.37873370200395584","0.37873370200395584","0.37873370200395584"
"57","0.3927880525588989","0.3927880525588989","0.3927880525588989"
"58","0.26894809305667877","0.26894809305667877","0.26894809305667877"
"59","0.3144460618495941","0.3144460618495941","0.3144460618495941"
"60","0.32129402458667755","0.32129402458667755","0.32129402458667755"
"61","0.2890663221478462","0.2890663221478462","0.2890663221478462"
"62","0.28797052055597305","0.28797052055597305","0.28797052055597305"
"63","0.2715311869978905","0.2715311869978905","0.2715311869978905"
"64","0.3175659701228142","0.3175659701228142","0.3175659701228142"
"65","0.3011983633041382","0.3011983633041382","0.3011983633041382"
"66","0.2850452736020088","0.2850452736020088","0.2850452736020088"
"67","0.2883797809481621","0.2883797809481621","0.2883797809481621"
"68","0.261911578476429","0.261911578476429","0.261911578476429"
"69","0.33089644461870193","0.33089644461870193","0.33089644461870193"
"70","0.325275219976902","0.325275219976902","0.325275219976902"
"71","0.36398424953222275","0.36398424953222275","0.36398424953222275"
"72","0.26612043380737305","0.26612043380737305","0.26612043380737305"
"73","0.3946607857942581","0.3946607857942581","0.3946607857942581"
"74","0.31449277698993683","0.31449277698993683","0.31449277698993683"
"75","0.2581811249256134","0.2581811249256134","0.2581811249256134"
"76","0.293201208114624","0.293201208114624","0.293201208114624"
"78","0.37859050184488297","0.37859050184488297","0.37859050184488297"
"79","0.3186977431178093","0.3186977431178093","0.3186977431178093"
"80","0.3236597776412964","0.3236597776412964","0.3236597776412964"
"81","0.30765342712402344","0.30765342712402344","0.30765342712402344"
"82","0.334122858941555","0.334122858941555","0.334122858941555"
"83","0.3013407066464424","0.3013407066464424","0.3013407066464424"
"84","0.28877928853034973","0.28877928853034973","0.28877928853034973"
"85","0.2707384079694748","0.2707384079694748","0.2707384079694748"
"86","0.2760341390967369","0.2760341390967369","0.2760341390967369"
"87","0.28128717094659805","0.28128717094659805","0.28128717094659805"
"88","0.28878045082092285","0.28878045082092285","0.28878045082092285"
"89","0.28912070393562317","0.28912070393562317","0.28912070393562317"
"90","0.2596264183521271","0.2596264183521271","0.2596264183521271"
"91","0.32760362327098846","0.32760362327098846","0.32760362327098846"
