"Step","phase1-reasoning - tech/grad_norm","phase1-reasoning - tech/grad_norm__MIN","phase1-reasoning - tech/grad_norm__MAX"
"69","34.716392517089844","34.716392517089844","34.716392517089844"
"70","33.096107482910156","33.096107482910156","33.096107482910156"
"71","67.91709899902344","67.91709899902344","67.91709899902344"
"72","66.24586486816406","66.24586486816406","66.24586486816406"
"73","70.373779296875","70.373779296875","70.373779296875"
"74","37.666893005371094","37.666893005371094","37.666893005371094"
"75","27.024856567382812","27.024856567382812","27.024856567382812"
"76","23.05329704284668","23.05329704284668","23.05329704284668"
"78","35.66123962402344","35.66123962402344","35.66123962402344"
"79","48.24973678588867","48.24973678588867","48.24973678588867"
"80","34.504093170166016","34.504093170166016","34.504093170166016"
"81","69.32366943359375","69.32366943359375","69.32366943359375"
"82","182.4851531982422","182.4851531982422","182.4851531982422"
"83","61.111732482910156","61.111732482910156","61.111732482910156"
"84","26.301136016845703","26.301136016845703","26.301136016845703"
"85","43.479190826416016","43.479190826416016","43.479190826416016"
"86","32.42243194580078","32.42243194580078","32.42243194580078"
"87","54.234134674072266","54.234134674072266","54.234134674072266"
"88","77.80001068115234","77.80001068115234","77.80001068115234"
"89","30.507904052734375","30.507904052734375","30.507904052734375"
"90","57.184207916259766","57.184207916259766","57.184207916259766"
"91","45.2712516784668","45.2712516784668","45.2712516784668"
"92","33.131168365478516","33.131168365478516","33.131168365478516"
"93","30.975250244140625","30.975250244140625","30.975250244140625"
"94","24.246326446533203","24.246326446533203","24.246326446533203"
"95","46.02817916870117","46.02817916870117","46.02817916870117"
"96","39.168373107910156","39.168373107910156","39.168373107910156"
"97","31.03125","31.03125","31.03125"
"98","28.395877838134766","28.395877838134766","28.395877838134766"
"99","32.351932525634766","32.351932525634766","32.351932525634766"
"100","30.913516998291016","30.913516998291016","30.913516998291016"
"101","50.76457977294922","50.76457977294922","50.76457977294922"
"102","35.3719596862793","35.3719596862793","35.3719596862793"
"104","29.740386962890625","29.740386962890625","29.740386962890625"
"105","52.693904876708984","52.693904876708984","52.693904876708984"
"106","62.90024185180664","62.90024185180664","62.90024185180664"
"107","35.00265121459961","35.00265121459961","35.00265121459961"
"108","22.330080032348633","22.330080032348633","22.330080032348633"
"109","50.23613357543945","50.23613357543945","50.23613357543945"
"110","75.80397033691406","75.80397033691406","75.80397033691406"
"111","61.470123291015625","61.470123291015625","61.470123291015625"
"112","57.67100143432617","57.67100143432617","57.67100143432617"
"113","55.71136474609375","55.71136474609375","55.71136474609375"
"114","23.129703521728516","23.129703521728516","23.129703521728516"
"115","27.688720703125","27.688720703125","27.688720703125"
"116","29.89374542236328","29.89374542236328","29.89374542236328"
"117","27.798564910888672","27.798564910888672","27.798564910888672"
"118","21.099327087402344","21.099327087402344","21.099327087402344"
"119","19.274614334106445","19.274614334106445","19.274614334106445"
"120","28.16596031188965","28.16596031188965","28.16596031188965"
"121","24.136266708374023","24.136266708374023","24.136266708374023"
"122","16.726791381835938","16.726791381835938","16.726791381835938"
"123","23.314491271972656","23.314491271972656","23.314491271972656"
"124","18.294435501098633","18.294435501098633","18.294435501098633"
"125","46.59422302246094","46.59422302246094","46.59422302246094"
"126","40.06201171875","40.06201171875","40.06201171875"
"127","42.15581130981445","42.15581130981445","42.15581130981445"
"128","24.88888931274414","24.88888931274414","24.88888931274414"
"130","23.425006866455078","23.425006866455078","23.425006866455078"
"131","46.09089660644531","46.09089660644531","46.09089660644531"
"132","45.48948287963867","45.48948287963867","45.48948287963867"
"133","30.5600528717041","30.5600528717041","30.5600528717041"
"134","47.393009185791016","47.393009185791016","47.393009185791016"
"135","21.223581314086914","21.223581314086914","21.223581314086914"
"136","60.66947937011719","60.66947937011719","60.66947937011719"
"137","37.939666748046875","37.939666748046875","37.939666748046875"
"138","24.46331214904785","24.46331214904785","24.46331214904785"
"139","47.929813385009766","47.929813385009766","47.929813385009766"
"140","25.847366333007812","25.847366333007812","25.847366333007812"
"141","18.807218551635742","18.807218551635742","18.807218551635742"
"142","17.47631072998047","17.47631072998047","17.47631072998047"
"143","21.670801162719727","21.670801162719727","21.670801162719727"
"144","35.21836471557617","35.21836471557617","35.21836471557617"
"145","29.065166473388672","29.065166473388672","29.065166473388672"
"146","21.819135665893555","21.819135665893555","21.819135665893555"
"147","18.072744369506836","18.072744369506836","18.072744369506836"
"148","18.0753173828125","18.0753173828125","18.0753173828125"
"149","31.335281372070312","31.335281372070312","31.335281372070312"
"150","21.82016372680664","21.82016372680664","21.82016372680664"
"151","34.727176666259766","34.727176666259766","34.727176666259766"
"152","25.801071166992188","25.801071166992188","25.801071166992188"
"153","24.48151969909668","24.48151969909668","24.48151969909668"
"154","Infinity","",""
"156","29.35405158996582","29.35405158996582","29.35405158996582"
"157","39.987525939941406","39.987525939941406","39.987525939941406"
"158","72.88777923583984","72.88777923583984","72.88777923583984"
"159","30.5383243560791","30.5383243560791","30.5383243560791"
"160","46.86518478393555","46.86518478393555","46.86518478393555"
"161","20.836421966552734","20.836421966552734","20.836421966552734"
"162","19.86626625061035","19.86626625061035","19.86626625061035"
"163","37.13880157470703","37.13880157470703","37.13880157470703"
"164","46.10246276855469","46.10246276855469","46.10246276855469"
"165","36.910972595214844","36.910972595214844","36.910972595214844"
"166","45.54245376586914","45.54245376586914","45.54245376586914"
"167","60.06782913208008","60.06782913208008","60.06782913208008"
"168","27.45854949951172","27.45854949951172","27.45854949951172"
"169","27.376005172729492","27.376005172729492","27.376005172729492"
"170","45.21708297729492","45.21708297729492","45.21708297729492"
"171","37.78474426269531","37.78474426269531","37.78474426269531"
"172","29.431766510009766","29.431766510009766","29.431766510009766"
"173","24.2548828125","24.2548828125","24.2548828125"
"174","27.385425567626953","27.385425567626953","27.385425567626953"
"175","39.89802932739258","39.89802932739258","39.89802932739258"
"176","17.763092041015625","17.763092041015625","17.763092041015625"
"177","20.19859504699707","20.19859504699707","20.19859504699707"
"178","33.81035614013672","33.81035614013672","33.81035614013672"
"179","20.157934188842773","20.157934188842773","20.157934188842773"
"180","65.27578735351562","65.27578735351562","65.27578735351562"
"182","51.18840026855469","51.18840026855469","51.18840026855469"
"183","31.60917091369629","31.60917091369629","31.60917091369629"
"184","32.0003547668457","32.0003547668457","32.0003547668457"
"185","25.960973739624023","25.960973739624023","25.960973739624023"
"186","25.021602630615234","25.021602630615234","25.021602630615234"
"187","22.575542449951172","22.575542449951172","22.575542449951172"
"188","24.842666625976562","24.842666625976562","24.842666625976562"
"189","21.29056739807129","21.29056739807129","21.29056739807129"
"190","28.726594924926758","28.726594924926758","28.726594924926758"
"191","13.201926231384277","13.201926231384277","13.201926231384277"
"192","28.011199951171875","28.011199951171875","28.011199951171875"
"193","29.99664878845215","29.99664878845215","29.99664878845215"
"194","19.019880294799805","19.019880294799805","19.019880294799805"
"195","24.493337631225586","24.493337631225586","24.493337631225586"
"196","24.17402458190918","24.17402458190918","24.17402458190918"
"197","21.887161254882812","21.887161254882812","21.887161254882812"
"198","29.668123245239258","29.668123245239258","29.668123245239258"
"199","36.51751708984375","36.51751708984375","36.51751708984375"
"200","26.278074264526367","26.278074264526367","26.278074264526367"
"201","24.695556640625","24.695556640625","24.695556640625"
"202","106.83213806152344","106.83213806152344","106.83213806152344"
"203","43.650325775146484","43.650325775146484","43.650325775146484"
"204","37.79599380493164","37.79599380493164","37.79599380493164"
"205","25.682615280151367","25.682615280151367","25.682615280151367"
"206","76.18563079833984","76.18563079833984","76.18563079833984"
"208","37.963504791259766","37.963504791259766","37.963504791259766"
"209","32.40657043457031","32.40657043457031","32.40657043457031"
"210","65.6673812866211","65.6673812866211","65.6673812866211"
"211","78.47118377685547","78.47118377685547","78.47118377685547"
"212","25.113784790039062","25.113784790039062","25.113784790039062"
"213","37.78910827636719","37.78910827636719","37.78910827636719"
"214","32.77666473388672","32.77666473388672","32.77666473388672"
"215","29.8405704498291","29.8405704498291","29.8405704498291"
"216","24.748899459838867","24.748899459838867","24.748899459838867"
"217","53.30677032470703","53.30677032470703","53.30677032470703"
"218","26.633869171142578","26.633869171142578","26.633869171142578"
"219","14.254205703735352","14.254205703735352","14.254205703735352"
"220","12.355415344238281","12.355415344238281","12.355415344238281"
"221","23.403549194335938","23.403549194335938","23.403549194335938"
"222","20.763126373291016","20.763126373291016","20.763126373291016"
"223","32.801456451416016","32.801456451416016","32.801456451416016"
"224","19.026979446411133","19.026979446411133","19.026979446411133"
"225","14.512652397155762","14.512652397155762","14.512652397155762"
"226","13.46523380279541","13.46523380279541","13.46523380279541"
"227","16.38202667236328","16.38202667236328","16.38202667236328"
"228","12.848786354064941","12.848786354064941","12.848786354064941"
"229","13.871468544006348","13.871468544006348","13.871468544006348"
"230","37.199851989746094","37.199851989746094","37.199851989746094"
"231","32.13579559326172","32.13579559326172","32.13579559326172"
"232","405.8288269042969","405.8288269042969","405.8288269042969"
"234","29.697071075439453","29.697071075439453","29.697071075439453"
"235","26.2305850982666","26.2305850982666","26.2305850982666"
"236","27.29953956604004","27.29953956604004","27.29953956604004"
"237","21.227645874023438","21.227645874023438","21.227645874023438"
"238","28.76569938659668","28.76569938659668","28.76569938659668"
"239","24.00006675720215","24.00006675720215","24.00006675720215"
"240","61.84111404418945","61.84111404418945","61.84111404418945"
"241","93.70626068115234","93.70626068115234","93.70626068115234"
"242","22.19367218017578","22.19367218017578","22.19367218017578"
"243","32.27925109863281","32.27925109863281","32.27925109863281"
"244","42.12894058227539","42.12894058227539","42.12894058227539"
"245","39.16361999511719","39.16361999511719","39.16361999511719"
"246","25.29228973388672","25.29228973388672","25.29228973388672"
"247","42.87690734863281","42.87690734863281","42.87690734863281"
"248","19.543678283691406","19.543678283691406","19.543678283691406"
"249","29.63020133972168","29.63020133972168","29.63020133972168"
"250","27.541147232055664","27.541147232055664","27.541147232055664"
"251","18.67975616455078","18.67975616455078","18.67975616455078"
"252","28.727384567260742","28.727384567260742","28.727384567260742"
"253","19.330339431762695","19.330339431762695","19.330339431762695"
"254","40.93818664550781","40.93818664550781","40.93818664550781"
"255","45.338863372802734","45.338863372802734","45.338863372802734"
"256","20.265729904174805","20.265729904174805","20.265729904174805"
"257","31.391963958740234","31.391963958740234","31.391963958740234"
"258","25.9204158782959","25.9204158782959","25.9204158782959"
"260","35.09228515625","35.09228515625","35.09228515625"
"261","52.70706558227539","52.70706558227539","52.70706558227539"
"262","33.4819450378418","33.4819450378418","33.4819450378418"
"263","18.52775001525879","18.52775001525879","18.52775001525879"
"264","25.301725387573242","25.301725387573242","25.301725387573242"
"265","67.85319519042969","67.85319519042969","67.85319519042969"
"266","28.83435821533203","28.83435821533203","28.83435821533203"
"267","19.770606994628906","19.770606994628906","19.770606994628906"
"268","34.846343994140625","34.846343994140625","34.846343994140625"
"269","39.29850769042969","39.29850769042969","39.29850769042969"
"270","33.94811248779297","33.94811248779297","33.94811248779297"
"271","62.295814514160156","62.295814514160156","62.295814514160156"
"272","72.32161712646484","72.32161712646484","72.32161712646484"
"273","62.00041580200195","62.00041580200195","62.00041580200195"
"274","35.26461410522461","35.26461410522461","35.26461410522461"
"275","53.4696044921875","53.4696044921875","53.4696044921875"
"276","75.46414184570312","75.46414184570312","75.46414184570312"
"277","39.59347152709961","39.59347152709961","39.59347152709961"
"278","32.94477462768555","32.94477462768555","32.94477462768555"
"279","37.38529968261719","37.38529968261719","37.38529968261719"
"280","42.89931869506836","42.89931869506836","42.89931869506836"
"281","32.18270492553711","32.18270492553711","32.18270492553711"
"282","28.762435913085938","28.762435913085938","28.762435913085938"
"283","20.378828048706055","20.378828048706055","20.378828048706055"
"284","21.697450637817383","21.697450637817383","21.697450637817383"
"286","20.134033203125","20.134033203125","20.134033203125"
"287","20.960193634033203","20.960193634033203","20.960193634033203"
"288","22.115814208984375","22.115814208984375","22.115814208984375"
"289","13.858393669128418","13.858393669128418","13.858393669128418"
"290","18.072839736938477","18.072839736938477","18.072839736938477"
"291","18.56077003479004","18.56077003479004","18.56077003479004"
"292","20.34381866455078","20.34381866455078","20.34381866455078"
"293","25.68099021911621","25.68099021911621","25.68099021911621"
"294","29.50118637084961","29.50118637084961","29.50118637084961"
"295","26.94986915588379","26.94986915588379","26.94986915588379"
"296","21.284299850463867","21.284299850463867","21.284299850463867"
"297","18.320056915283203","18.320056915283203","18.320056915283203"
"298","24.529077529907227","24.529077529907227","24.529077529907227"
"299","23.388988494873047","23.388988494873047","23.388988494873047"
"300","25.35114097595215","25.35114097595215","25.35114097595215"
"301","31.45903778076172","31.45903778076172","31.45903778076172"
"302","20.094091415405273","20.094091415405273","20.094091415405273"
"303","26.318037033081055","26.318037033081055","26.318037033081055"
"304","18.125341415405273","18.125341415405273","18.125341415405273"
"305","17.273204803466797","17.273204803466797","17.273204803466797"
"306","12.509979248046875","12.509979248046875","12.509979248046875"
"307","25.137956619262695","25.137956619262695","25.137956619262695"
"308","34.496273040771484","34.496273040771484","34.496273040771484"
"309","18.562044143676758","18.562044143676758","18.562044143676758"
"310","18.636871337890625","18.636871337890625","18.636871337890625"
"312","19.772899627685547","19.772899627685547","19.772899627685547"
"313","20.763742446899414","20.763742446899414","20.763742446899414"
"314","32.69537353515625","32.69537353515625","32.69537353515625"
"315","21.118698120117188","21.118698120117188","21.118698120117188"
"316","26.269519805908203","26.269519805908203","26.269519805908203"
"317","24.304262161254883","24.304262161254883","24.304262161254883"
"318","30.198999404907227","30.198999404907227","30.198999404907227"
"319","27.794681549072266","27.794681549072266","27.794681549072266"
"320","31.288150787353516","31.288150787353516","31.288150787353516"
"321","23.76852035522461","23.76852035522461","23.76852035522461"
"322","18.26272964477539","18.26272964477539","18.26272964477539"
"323","16.54641342163086","16.54641342163086","16.54641342163086"
"324","17.26487159729004","17.26487159729004","17.26487159729004"
"325","40.894168853759766","40.894168853759766","40.894168853759766"
"326","23.18485450744629","23.18485450744629","23.18485450744629"
"327","21.528289794921875","21.528289794921875","21.528289794921875"
"328","24.844213485717773","24.844213485717773","24.844213485717773"
"329","21.92998695373535","21.92998695373535","21.92998695373535"
"330","18.95427894592285","18.95427894592285","18.95427894592285"
"331","15.663558006286621","15.663558006286621","15.663558006286621"
"332","19.527179718017578","19.527179718017578","19.527179718017578"
"333","32.00191116333008","32.00191116333008","32.00191116333008"
"334","24.313444137573242","24.313444137573242","24.313444137573242"
"335","18.667394638061523","18.667394638061523","18.667394638061523"
"336","21.568334579467773","21.568334579467773","21.568334579467773"
"338","26.426254272460938","26.426254272460938","26.426254272460938"
"339","19.563608169555664","19.563608169555664","19.563608169555664"
"340","21.45540428161621","21.45540428161621","21.45540428161621"
"341","47.46965026855469","47.46965026855469","47.46965026855469"
"342","32.251407623291016","32.251407623291016","32.251407623291016"
"343","19.95339584350586","19.95339584350586","19.95339584350586"
"344","33.572959899902344","33.572959899902344","33.572959899902344"
"345","27.720659255981445","27.720659255981445","27.720659255981445"
"346","25.032102584838867","25.032102584838867","25.032102584838867"
"347","25.801027297973633","25.801027297973633","25.801027297973633"
"348","46.55974578857422","46.55974578857422","46.55974578857422"
"349","53.72948455810547","53.72948455810547","53.72948455810547"
"350","51.797794342041016","51.797794342041016","51.797794342041016"
"351","34.666316986083984","34.666316986083984","34.666316986083984"
"352","24.442424774169922","24.442424774169922","24.442424774169922"
"353","26.0367374420166","26.0367374420166","26.0367374420166"
"354","32.74177932739258","32.74177932739258","32.74177932739258"
"355","58.653018951416016","58.653018951416016","58.653018951416016"
"356","34.126522064208984","34.126522064208984","34.126522064208984"
"357","17.341096878051758","17.341096878051758","17.341096878051758"
"358","37.67937469482422","37.67937469482422","37.67937469482422"
"359","43.050167083740234","43.050167083740234","43.050167083740234"
"360","18.394577026367188","18.394577026367188","18.394577026367188"
"361","25.708202362060547","25.708202362060547","25.708202362060547"
"362","30.687963485717773","30.687963485717773","30.687963485717773"
"364","24.041534423828125","24.041534423828125","24.041534423828125"
"365","26.3315372467041","26.3315372467041","26.3315372467041"
"366","24.569416046142578","24.569416046142578","24.569416046142578"
"367","28.9705867767334","28.9705867767334","28.9705867767334"
"368","42.33014678955078","42.33014678955078","42.33014678955078"
"369","16.044578552246094","16.044578552246094","16.044578552246094"
"370","19.392032623291016","19.392032623291016","19.392032623291016"
