"Step","phase1-reasoning - train/cosine","phase1-reasoning - train/cosine__MIN","phase1-reasoning - train/cosine__MAX"
"91","0.7691194117069244","0.7691194117069244","0.7691194117069244"
"92","0.7106265276670456","0.7106265276670456","0.7106265276670456"
"93","0.7728606462478638","0.7728606462478638","0.7728606462478638"
"94","0.6810737624764442","0.6810737624764442","0.6810737624764442"
"95","0.6959508284926414","0.6959508284926414","0.6959508284926414"
"96","0.7264271527528763","0.7264271527528763","0.7264271527528763"
"97","0.716017410159111","0.716017410159111","0.716017410159111"
"98","0.7135359719395638","0.7135359719395638","0.7135359719395638"
"99","0.6982831284403801","0.6982831284403801","0.6982831284403801"
"100","0.6854893416166306","0.6854893416166306","0.6854893416166306"
"101","0.7267141714692116","0.7267141714692116","0.7267141714692116"
"102","0.7138875648379326","0.7138875648379326","0.7138875648379326"
"104","0.6912205740809441","0.6912205740809441","0.6912205740809441"
"105","0.7056493014097214","0.7056493014097214","0.7056493014097214"
"106","0.7520368546247482","0.7520368546247482","0.7520368546247482"
"107","0.6973936334252357","0.6973936334252357","0.6973936334252357"
"108","0.6930724307894707","0.6930724307894707","0.6930724307894707"
"109","0.7161758542060852","0.7161758542060852","0.7161758542060852"
"110","0.7050631195306778","0.7050631195306778","0.7050631195306778"
"111","0.6693042665719986","0.6693042665719986","0.6693042665719986"
"112","0.7453955411911011","0.7453955411911011","0.7453955411911011"
"113","0.7517573535442352","0.7517573535442352","0.7517573535442352"
"114","0.6935059651732445","0.6935059651732445","0.6935059651732445"
"115","0.6735057756304741","0.6735057756304741","0.6735057756304741"
"116","0.6973286643624306","0.6973286643624306","0.6973286643624306"
"117","0.6767577826976776","0.6767577826976776","0.6767577826976776"
"118","0.713995635509491","0.713995635509491","0.713995635509491"
"119","0.7170425429940224","0.7170425429940224","0.7170425429940224"
"120","0.6661637648940086","0.6661637648940086","0.6661637648940086"
"121","0.8149937838315964","0.8149937838315964","0.8149937838315964"
"122","0.6914698630571365","0.6914698630571365","0.6914698630571365"
"123","0.6890130341053009","0.6890130341053009","0.6890130341053009"
"124","0.7131071835756302","0.7131071835756302","0.7131071835756302"
"125","0.7338569164276123","0.7338569164276123","0.7338569164276123"
"126","0.7306026890873909","0.7306026890873909","0.7306026890873909"
"127","0.7787896543741226","0.7787896543741226","0.7787896543741226"
"128","0.6857401728630066","0.6857401728630066","0.6857401728630066"
"130","0.7419278919696808","0.7419278919696808","0.7419278919696808"
"131","0.6971862688660622","0.6971862688660622","0.6971862688660622"
"132","0.6821654736995697","0.6821654736995697","0.6821654736995697"
"133","0.6872115954756737","0.6872115954756737","0.6872115954756737"
"134","0.6879144683480263","0.6879144683480263","0.6879144683480263"
"135","0.6983968168497086","0.6983968168497086","0.6983968168497086"
"136","0.6911076456308365","0.6911076456308365","0.6911076456308365"
"137","0.7202368900179863","0.7202368900179863","0.7202368900179863"
"138","0.7076251357793808","0.7076251357793808","0.7076251357793808"
"139","0.7303131595253944","0.7303131595253944","0.7303131595253944"
"140","0.6968174129724503","0.6968174129724503","0.6968174129724503"
"141","0.6839006915688515","0.6839006915688515","0.6839006915688515"
"142","0.7539056017994881","0.7539056017994881","0.7539056017994881"
"143","0.7123319953680038","0.7123319953680038","0.7123319953680038"
"144","0.7079469114542007","0.7079469114542007","0.7079469114542007"
"145","0.6816187128424644","0.6816187128424644","0.6816187128424644"
"146","0.7066534906625748","0.7066534906625748","0.7066534906625748"
"147","0.6957239061594009","0.6957239061594009","0.6957239061594009"
"148","0.6578339859843254","0.6578339859843254","0.6578339859843254"
"149","0.7292797788977623","0.7292797788977623","0.7292797788977623"
"150","0.6671762317419052","0.6671762317419052","0.6671762317419052"
"151","0.6946988552808762","0.6946988552808762","0.6946988552808762"
"152","0.6708086505532265","0.6708086505532265","0.6708086505532265"
"153","0.780877485871315","0.780877485871315","0.780877485871315"
"154","0.6927951723337173","0.6927951723337173","0.6927951723337173"
"156","0.6615520566701889","0.6615520566701889","0.6615520566701889"
"157","0.6956110969185829","0.6956110969185829","0.6956110969185829"
"158","0.696845568716526","0.696845568716526","0.696845568716526"
"159","0.684307649731636","0.684307649731636","0.684307649731636"
"160","0.6912622600793839","0.6912622600793839","0.6912622600793839"
"161","0.709677517414093","0.709677517414093","0.709677517414093"
"162","0.7024393752217293","0.7024393752217293","0.7024393752217293"
"163","0.6739012226462364","0.6739012226462364","0.6739012226462364"
"164","0.6913443580269814","0.6913443580269814","0.6913443580269814"
"165","0.670694462954998","0.670694462954998","0.670694462954998"
"166","0.7404583692550659","0.7404583692550659","0.7404583692550659"
"167","0.7848235741257668","0.7848235741257668","0.7848235741257668"
"168","0.7333482280373573","0.7333482280373573","0.7333482280373573"
"169","0.7387862429022789","0.7387862429022789","0.7387862429022789"
"170","0.6981470584869385","0.6981470584869385","0.6981470584869385"
"171","0.6425800547003746","0.6425800547003746","0.6425800547003746"
"172","0.7438780590891838","0.7438780590891838","0.7438780590891838"
"173","0.7057191506028175","0.7057191506028175","0.7057191506028175"
"174","0.7276188507676125","0.7276188507676125","0.7276188507676125"
"175","0.6501065194606781","0.6501065194606781","0.6501065194606781"
"176","0.7375097721815109","0.7375097721815109","0.7375097721815109"
"177","0.6920425891876221","0.6920425891876221","0.6920425891876221"
"178","0.748939760029316","0.748939760029316","0.748939760029316"
"179","0.7082225605845451","0.7082225605845451","0.7082225605845451"
"180","0.7016612067818642","0.7016612067818642","0.7016612067818642"
"182","0.7255934998393059","0.7255934998393059","0.7255934998393059"
"183","0.6973694711923599","0.6973694711923599","0.6973694711923599"
"184","0.7154833674430847","0.7154833674430847","0.7154833674430847"
"185","0.7374589592218399","0.7374589592218399","0.7374589592218399"
"186","0.6573984995484352","0.6573984995484352","0.6573984995484352"
"187","0.6947945579886436","0.6947945579886436","0.6947945579886436"
"188","0.644810289144516","0.644810289144516","0.644810289144516"
"189","0.7412151023745537","0.7412151023745537","0.7412151023745537"
"190","0.6963069587945938","0.6963069587945938","0.6963069587945938"
"191","0.6146059110760689","0.6146059110760689","0.6146059110760689"
"192","0.6570611149072647","0.6570611149072647","0.6570611149072647"
"193","0.7255529910326004","0.7255529910326004","0.7255529910326004"
"194","0.696304440498352","0.696304440498352","0.696304440498352"
"195","0.6815880760550499","0.6815880760550499","0.6815880760550499"
"196","0.6714753806591034","0.6714753806591034","0.6714753806591034"
"197","0.7287022769451141","0.7287022769451141","0.7287022769451141"
"198","0.7108172997832298","0.7108172997832298","0.7108172997832298"
"199","0.681845135986805","0.681845135986805","0.681845135986805"
"200","0.7472233697772026","0.7472233697772026","0.7472233697772026"
"201","0.6883138939738274","0.6883138939738274","0.6883138939738274"
"202","0.675735741853714","0.675735741853714","0.675735741853714"
"203","0.6596004739403725","0.6596004739403725","0.6596004739403725"
"204","0.7136826813220978","0.7136826813220978","0.7136826813220978"
"205","0.7101100459694862","0.7101100459694862","0.7101100459694862"
"206","0.6941522806882858","0.6941522806882858","0.6941522806882858"
"208","0.6841857209801674","0.6841857209801674","0.6841857209801674"
"209","0.6691097766160965","0.6691097766160965","0.6691097766160965"
"210","0.6240532174706459","0.6240532174706459","0.6240532174706459"
"211","0.6654575914144516","0.6654575914144516","0.6654575914144516"
"212","0.6508777663111687","0.6508777663111687","0.6508777663111687"
"213","0.6738266870379448","0.6738266870379448","0.6738266870379448"
"214","0.7491863444447517","0.7491863444447517","0.7491863444447517"
"215","0.6765969023108482","0.6765969023108482","0.6765969023108482"
"216","0.7259947210550308","0.7259947210550308","0.7259947210550308"
"217","0.6263159438967705","0.6263159438967705","0.6263159438967705"
"218","0.7530069276690483","0.7530069276690483","0.7530069276690483"
"219","0.6392375752329826","0.6392375752329826","0.6392375752329826"
"220","0.6231438964605331","0.6231438964605331","0.6231438964605331"
"221","0.7188399583101273","0.7188399583101273","0.7188399583101273"
"222","0.7396136149764061","0.7396136149764061","0.7396136149764061"
"223","0.711367055773735","0.711367055773735","0.711367055773735"
"224","0.703400120139122","0.703400120139122","0.703400120139122"
"225","0.6796311736106873","0.6796311736106873","0.6796311736106873"
"226","0.646237701177597","0.646237701177597","0.646237701177597"
"227","0.7167840003967285","0.7167840003967285","0.7167840003967285"
"228","0.6588574349880219","0.6588574349880219","0.6588574349880219"
"229","0.7144725546240807","0.7144725546240807","0.7144725546240807"
"230","0.6815808787941933","0.6815808787941933","0.6815808787941933"
"231","0.760776087641716","0.760776087641716","0.760776087641716"
"232","0.699141725897789","0.699141725897789","0.699141725897789"
"234","0.7098628506064415","0.7098628506064415","0.7098628506064415"
"235","0.6629226133227348","0.6629226133227348","0.6629226133227348"
"236","0.6211196556687355","0.6211196556687355","0.6211196556687355"
"237","0.6849417090415955","0.6849417090415955","0.6849417090415955"
"238","0.6822031065821648","0.6822031065821648","0.6822031065821648"
"239","0.6524922326207161","0.6524922326207161","0.6524922326207161"
"240","0.6936279162764549","0.6936279162764549","0.6936279162764549"
"241","0.6737345904111862","0.6737345904111862","0.6737345904111862"
"242","0.7225441336631775","0.7225441336631775","0.7225441336631775"
"243","0.7166720032691956","0.7166720032691956","0.7166720032691956"
"244","0.6458975374698639","0.6458975374698639","0.6458975374698639"
"245","0.7381054759025574","0.7381054759025574","0.7381054759025574"
"246","0.6817095950245857","0.6817095950245857","0.6817095950245857"
"247","0.675771564245224","0.675771564245224","0.675771564245224"
"248","0.6720168814063072","0.6720168814063072","0.6720168814063072"
"249","0.6665314882993698","0.6665314882993698","0.6665314882993698"
"250","0.6982971355319023","0.6982971355319023","0.6982971355319023"
"251","0.7495462894439697","0.7495462894439697","0.7495462894439697"
"252","0.6543302834033966","0.6543302834033966","0.6543302834033966"
"253","0.6317398473620415","0.6317398473620415","0.6317398473620415"
"254","0.6874393001198769","0.6874393001198769","0.6874393001198769"
"255","0.6248866990208626","0.6248866990208626","0.6248866990208626"
"256","0.6613031104207039","0.6613031104207039","0.6613031104207039"
"257","0.6933268532156944","0.6933268532156944","0.6933268532156944"
"258","0.658414751291275","0.658414751291275","0.658414751291275"
"260","0.7077778801321983","0.7077778801321983","0.7077778801321983"
"261","0.6701804175972939","0.6701804175972939","0.6701804175972939"
"262","0.6494810730218887","0.6494810730218887","0.6494810730218887"
"263","0.6535726860165596","0.6535726860165596","0.6535726860165596"
"264","0.6254689693450928","0.6254689693450928","0.6254689693450928"
"265","0.6993366405367851","0.6993366405367851","0.6993366405367851"
"266","0.7034713998436928","0.7034713998436928","0.7034713998436928"
"267","0.6524649187922478","0.6524649187922478","0.6524649187922478"
"268","0.7018347606062889","0.7018347606062889","0.7018347606062889"
"269","0.6741752400994301","0.6741752400994301","0.6741752400994301"
"270","0.7613617405295372","0.7613617405295372","0.7613617405295372"
"271","0.7082165405154228","0.7082165405154228","0.7082165405154228"
"272","0.6970139220356941","0.6970139220356941","0.6970139220356941"
"273","0.7707383185625076","0.7707383185625076","0.7707383185625076"
"274","0.6591973230242729","0.6591973230242729","0.6591973230242729"
"275","0.7162026390433311","0.7162026390433311","0.7162026390433311"
"276","0.6579762324690819","0.6579762324690819","0.6579762324690819"
"277","0.6906993463635445","0.6906993463635445","0.6906993463635445"
"278","0.6611742377281189","0.6611742377281189","0.6611742377281189"
"279","0.7029949575662613","0.7029949575662613","0.7029949575662613"
"280","0.6791823357343674","0.6791823357343674","0.6791823357343674"
"281","0.668229453265667","0.668229453265667","0.668229453265667"
"282","0.6490122005343437","0.6490122005343437","0.6490122005343437"
"283","0.6597122475504875","0.6597122475504875","0.6597122475504875"
"284","0.6217147633433342","0.6217147633433342","0.6217147633433342"
"286","0.6581360474228859","0.6581360474228859","0.6581360474228859"
"287","0.6511886715888977","0.6511886715888977","0.6511886715888977"
"288","0.6789370775222778","0.6789370775222778","0.6789370775222778"
"289","0.682739332318306","0.682739332318306","0.682739332318306"
"290","0.6118889898061752","0.6118889898061752","0.6118889898061752"
"291","0.6635354459285736","0.6635354459285736","0.6635354459285736"
"292","0.7068299651145935","0.7068299651145935","0.7068299651145935"
"293","0.6552062630653381","0.6552062630653381","0.6552062630653381"
"294","0.6480934321880341","0.6480934321880341","0.6480934321880341"
"295","0.6329293176531792","0.6329293176531792","0.6329293176531792"
"296","0.6253356039524078","0.6253356039524078","0.6253356039524078"
"297","0.7281981483101845","0.7281981483101845","0.7281981483101845"
"298","0.6816438436508179","0.6816438436508179","0.6816438436508179"
"299","0.6719824969768524","0.6719824969768524","0.6719824969768524"
"300","0.6763196885585785","0.6763196885585785","0.6763196885585785"
"301","0.651029534637928","0.651029534637928","0.651029534637928"
"302","0.6981426402926445","0.6981426402926445","0.6981426402926445"
"303","0.6581747531890869","0.6581747531890869","0.6581747531890869"
"304","0.6381705328822136","0.6381705328822136","0.6381705328822136"
"305","0.6327506378293037","0.6327506378293037","0.6327506378293037"
"306","0.677986167371273","0.677986167371273","0.677986167371273"
"307","0.6659956350922585","0.6659956350922585","0.6659956350922585"
"308","0.6933205500245094","0.6933205500245094","0.6933205500245094"
"309","0.7409543991088867","0.7409543991088867","0.7409543991088867"
"310","0.6223599687218666","0.6223599687218666","0.6223599687218666"
"312","0.6439385414123535","0.6439385414123535","0.6439385414123535"
"313","0.7159774452447891","0.7159774452447891","0.7159774452447891"
"314","0.6650504469871521","0.6650504469871521","0.6650504469871521"
"315","0.6714474409818649","0.6714474409818649","0.6714474409818649"
"316","0.707827627658844","0.707827627658844","0.707827627658844"
"317","0.7087437883019447","0.7087437883019447","0.7087437883019447"
"318","0.7661610543727875","0.7661610543727875","0.7661610543727875"
"319","0.6245576441287994","0.6245576441287994","0.6245576441287994"
"320","0.7200621291995049","0.7200621291995049","0.7200621291995049"
"321","0.6996723935008049","0.6996723935008049","0.6996723935008049"
"322","0.6238513067364693","0.6238513067364693","0.6238513067364693"
"323","0.67195925116539","0.67195925116539","0.67195925116539"
"324","0.6486381366848946","0.6486381366848946","0.6486381366848946"
"325","0.6411242708563805","0.6411242708563805","0.6411242708563805"
"326","0.6449695751070976","0.6449695751070976","0.6449695751070976"
"327","0.6209181249141693","0.6209181249141693","0.6209181249141693"
"328","0.6922622919082642","0.6922622919082642","0.6922622919082642"
"329","0.6795198917388916","0.6795198917388916","0.6795198917388916"
"330","0.6603167802095413","0.6603167802095413","0.6603167802095413"
"331","0.6906252130866051","0.6906252130866051","0.6906252130866051"
"332","0.6767528504133224","0.6767528504133224","0.6767528504133224"
"333","0.678904190659523","0.678904190659523","0.678904190659523"
"334","0.6679345667362213","0.6679345667362213","0.6679345667362213"
"335","0.6411089897155762","0.6411089897155762","0.6411089897155762"
"336","0.6923894584178925","0.6923894584178925","0.6923894584178925"
"338","0.7174788266420364","0.7174788266420364","0.7174788266420364"
"339","0.6802981570363045","0.6802981570363045","0.6802981570363045"
"340","0.75047267973423","0.75047267973423","0.75047267973423"
"341","0.71440289914608","0.71440289914608","0.71440289914608"
"342","0.647035725414753","0.647035725414753","0.647035725414753"
"343","0.6808656826615334","0.6808656826615334","0.6808656826615334"
"344","0.6746273189783096","0.6746273189783096","0.6746273189783096"
"345","0.6875067353248596","0.6875067353248596","0.6875067353248596"
"346","0.6398000940680504","0.6398000940680504","0.6398000940680504"
"347","0.6160492449998856","0.6160492449998856","0.6160492449998856"
"348","0.654361717402935","0.654361717402935","0.654361717402935"
"349","0.6525995582342148","0.6525995582342148","0.6525995582342148"
"350","0.7073226198554039","0.7073226198554039","0.7073226198554039"
"351","0.6849208325147629","0.6849208325147629","0.6849208325147629"
"352","0.6925364062190056","0.6925364062190056","0.6925364062190056"
"353","0.6600138917565346","0.6600138917565346","0.6600138917565346"
"354","0.6466745957732201","0.6466745957732201","0.6466745957732201"
"355","0.7339156344532967","0.7339156344532967","0.7339156344532967"
"356","0.6391721814870834","0.6391721814870834","0.6391721814870834"
"357","0.626881442964077","0.626881442964077","0.626881442964077"
"358","0.7295566275715828","0.7295566275715828","0.7295566275715828"
"359","0.6453676968812943","0.6453676968812943","0.6453676968812943"
"360","0.6424659043550491","0.6424659043550491","0.6424659043550491"
"361","0.6914921849966049","0.6914921849966049","0.6914921849966049"
"362","0.659654513001442","0.659654513001442","0.659654513001442"
"364","0.7731537148356438","0.7731537148356438","0.7731537148356438"
"365","0.7139732614159584","0.7139732614159584","0.7139732614159584"
"366","0.6172040328383446","0.6172040328383446","0.6172040328383446"
"367","0.6372504159808159","0.6372504159808159","0.6372504159808159"
"368","0.7400719076395035","0.7400719076395035","0.7400719076395035"
"369","0.6758247837424278","0.6758247837424278","0.6758247837424278"
"370","0.6929588913917542","0.6929588913917542","0.6929588913917542"
