"Step","phase1-reasoning - train/layers/l30_cos","phase1-reasoning - train/layers/l30_cos__MIN","phase1-reasoning - train/layers/l30_cos__MAX"
"0","0.3409489691257477","0.3409489691257477","0.3409489691257477"
"1","0.34037719666957855","0.34037719666957855","0.34037719666957855"
"2","0.33297962695360184","0.33297962695360184","0.33297962695360184"
"3","0.32256030291318893","0.32256030291318893","0.32256030291318893"
"4","0.3419075012207031","0.3419075012207031","0.3419075012207031"
"5","0.3765474706888199","0.3765474706888199","0.3765474706888199"
"6","0.32923299074172974","0.32923299074172974","0.32923299074172974"
"7","0.3347686752676964","0.3347686752676964","0.3347686752676964"
"8","0.34603914618492126","0.34603914618492126","0.34603914618492126"
"9","0.3695405125617981","0.3695405125617981","0.3695405125617981"
"10","0.3605991080403328","0.3605991080403328","0.3605991080403328"
"11","0.3309405818581581","0.3309405818581581","0.3309405818581581"
"12","0.34465786814689636","0.34465786814689636","0.34465786814689636"
"13","0.3454548195004463","0.3454548195004463","0.3454548195004463"
"14","0.3490641787648201","0.3490641787648201","0.3490641787648201"
"15","0.33529773354530334","0.33529773354530334","0.33529773354530334"
"16","0.32173802703619003","0.32173802703619003","0.32173802703619003"
"17","0.3468957915902138","0.3468957915902138","0.3468957915902138"
"18","0.35325945168733597","0.35325945168733597","0.35325945168733597"
"19","0.35720858722925186","0.35720858722925186","0.35720858722925186"
"20","0.3401017412543297","0.3401017412543297","0.3401017412543297"
"21","0.3253452181816101","0.3253452181816101","0.3253452181816101"
"22","0.3721467927098274","0.3721467927098274","0.3721467927098274"
"23","0.3395245373249054","0.3395245373249054","0.3395245373249054"
"24","0.35478710383176804","0.35478710383176804","0.35478710383176804"
"26","0.33538323640823364","0.33538323640823364","0.33538323640823364"
"27","0.3456953838467598","0.3456953838467598","0.3456953838467598"
"28","0.3858674466609955","0.3858674466609955","0.3858674466609955"
"29","0.33863358944654465","0.33863358944654465","0.33863358944654465"
"30","0.37179553508758545","0.37179553508758545","0.37179553508758545"
"31","0.3556656986474991","0.3556656986474991","0.3556656986474991"
"32","0.3475463315844536","0.3475463315844536","0.3475463315844536"
"33","0.3535468131303787","0.3535468131303787","0.3535468131303787"
"34","0.3395974859595299","0.3395974859595299","0.3395974859595299"
"35","0.33701565116643906","0.33701565116643906","0.33701565116643906"
"36","0.3344031348824501","0.3344031348824501","0.3344031348824501"
"37","0.3341202065348625","0.3341202065348625","0.3341202065348625"
"38","0.3357437998056412","0.3357437998056412","0.3357437998056412"
"39","0.3832100033760071","0.3832100033760071","0.3832100033760071"
"40","0.33725840598344803","0.33725840598344803","0.33725840598344803"
"41","0.3290749415755272","0.3290749415755272","0.3290749415755272"
"42","0.3363202437758446","0.3363202437758446","0.3363202437758446"
"43","0.35158535838127136","0.35158535838127136","0.35158535838127136"
"44","0.30594152212142944","0.30594152212142944","0.30594152212142944"
"45","0.3703761398792267","0.3703761398792267","0.3703761398792267"
"46","0.3673490285873413","0.3673490285873413","0.3673490285873413"
"47","0.3413832411170006","0.3413832411170006","0.3413832411170006"
"48","0.3389064595103264","0.3389064595103264","0.3389064595103264"
"49","0.32638606429100037","0.32638606429100037","0.32638606429100037"
"50","0.311367429792881","0.311367429792881","0.311367429792881"
"52","0.34622184932231903","0.34622184932231903","0.34622184932231903"
"53","0.3469948172569275","0.3469948172569275","0.3469948172569275"
