"Step","youthful-eon-43 - div_loss","youthful-eon-43 - div_loss__MIN","youthful-eon-43 - div_loss__MAX"
"1060","0.9995822906494141","0.9995822906494141","0.9995822906494141"
"1070","0.999602735042572","0.999602735042572","0.999602735042572"
"1080","0.9974484443664551","0.9974484443664551","0.9974484443664551"
"1090","0.9950664043426514","0.9950664043426514","0.9950664043426514"
"1100","0.9933207631111145","0.9933207631111145","0.9933207631111145"
"1110","0.966016948223114","0.966016948223114","0.966016948223114"
"1120","0.6890455484390259","0.6890455484390259","0.6890455484390259"
"1130","0.1464276909828186","0.1464276909828186","0.1464276909828186"
"1140","-0.05137680470943451","-0.05137680470943451","-0.05137680470943451"
"1150","-0.07127641141414642","-0.07127641141414642","-0.07127641141414642"
"1160","0.11191698908805847","0.11191698908805847","0.11191698908805847"
"1170","-0.09485355764627457","-0.09485355764627457","-0.09485355764627457"
"1180","-0.10353420674800873","-0.10353420674800873","-0.10353420674800873"
"1190","0.14314481616020203","0.14314481616020203","0.14314481616020203"
"1200","0.9997339248657227","0.9997339248657227","0.9997339248657227"
"1210","0.14651396870613098","0.14651396870613098","0.14651396870613098"
"1220","0.4992929697036743","0.4992929697036743","0.4992929697036743"
"1230","0.461671382188797","0.461671382188797","0.461671382188797"
"1240","-0.13458925485610962","-0.13458925485610962","-0.13458925485610962"
"1250","-0.07130522280931473","-0.07130522280931473","-0.07130522280931473"
"1260","-0.10684248805046082","-0.10684248805046082","-0.10684248805046082"
"1270","0.043964698910713196","0.043964698910713196","0.043964698910713196"
"1280","-0.10525775700807571","-0.10525775700807571","-0.10525775700807571"
"1290","0.04102984815835953","0.04102984815835953","0.04102984815835953"
"1300","-0.07083680480718613","-0.07083680480718613","-0.07083680480718613"
"1310","-0.06974491477012634","-0.06974491477012634","-0.06974491477012634"
"1320","-0.14238515496253967","-0.14238515496253967","-0.14238515496253967"
"1330","0.14280486106872559","0.14280486106872559","0.14280486106872559"
"1340","0.0030634403228759766","0.0030634403228759766","0.0030634403228759766"
"1350","-0.061936624348163605","-0.061936624348163605","-0.061936624348163605"
"1360","0.49989384412765503","0.49989384412765503","0.49989384412765503"
"1370","-0.07132665812969208","-0.07132665812969208","-0.07132665812969208"
"1380","-0.07128798961639404","-0.07128798961639404","-0.07128798961639404"
"1390","-0.07095541059970856","-0.07095541059970856","-0.07095541059970856"
"1400","-0.07112856209278107","-0.07112856209278107","-0.07112856209278107"
"1410","0.33582356572151184","0.33582356572151184","0.33582356572151184"
"1420","-0.10443462431430817","-0.10443462431430817","-0.10443462431430817"
"1430","-0.13947121798992157","-0.13947121798992157","-0.13947121798992157"
"1440","0.1559707522392273","0.1559707522392273","0.1559707522392273"
"1450","0.03652552515268326","0.03652552515268326","0.03652552515268326"
"1460","0.03666512668132782","0.03666512668132782","0.03666512668132782"
"1470","-0.14220094680786133","-0.14220094680786133","-0.14220094680786133"
"1480","-0.14276251196861267","-0.14276251196861267","-0.14276251196861267"
"1490","-0.07040387392044067","-0.07040387392044067","-0.07040387392044067"
"1500","-0.10212499648332596","-0.10212499648332596","-0.10212499648332596"
"1510","-0.0706171989440918","-0.0706171989440918","-0.0706171989440918"
"1520","0.14338018000125885","0.14338018000125885","0.14338018000125885"
"1530","0.4928588569164276","0.4928588569164276","0.4928588569164276"
"1540","-0.14215832948684692","-0.14215832948684692","-0.14215832948684692"
"1550","0.14297249913215637","0.14297249913215637","0.14297249913215637"
"1560","-0.07150294631719589","-0.07150294631719589","-0.07150294631719589"
"1570","-0.07140594720840454","-0.07140594720840454","-0.07140594720840454"
"1580","-0.14139199256896973","-0.14139199256896973","-0.14139199256896973"
"1590","-0.14281246066093445","-0.14281246066093445","-0.14281246066093445"
"1600","-0.07139351218938828","-0.07139351218938828","-0.07139351218938828"
"1610","-0.14284363389015198","-0.14284363389015198","-0.14284363389015198"
"1620","-0.011997897177934647","-0.011997897177934647","-0.011997897177934647"
"1630","-0.07137612998485565","-0.07137612998485565","-0.07137612998485565"
"1640","0.14300665259361267","0.14300665259361267","0.14300665259361267"
"1650","-0.07142606377601624","-0.07142606377601624","-0.07142606377601624"
"1660","0.14265471696853638","0.14265471696853638","0.14265471696853638"
"1670","-0.142795130610466","-0.142795130610466","-0.142795130610466"
"1680","-0.14269062876701355","-0.14269062876701355","-0.14269062876701355"
"1690","-0.07170993089675903","-0.07170993089675903","-0.07170993089675903"
"1700","0.03511414676904678","0.03511414676904678","0.03511414676904678"
"1710","0.14284133911132812","0.14284133911132812","0.14284133911132812"
"1720","0.14268571138381958","0.14268571138381958","0.14268571138381958"
"1730","-0.0714254230260849","-0.0714254230260849","-0.0714254230260849"
"1740","0.034266337752342224","0.034266337752342224","0.034266337752342224"
"1750","-0.07140608131885529","-0.07140608131885529","-0.07140608131885529"
"1760","0.4999212622642517","0.4999212622642517","0.4999212622642517"
"1770","-0.1421799510717392","-0.1421799510717392","-0.1421799510717392"
"1780","0.49097976088523865","0.49097976088523865","0.49097976088523865"
"1790","-0.071418896317482","-0.071418896317482","-0.071418896317482"
"1800","0.9997987747192383","0.9997987747192383","0.9997987747192383"
"1810","0.14286038279533386","0.14286038279533386","0.14286038279533386"
"1820","0.1428510546684265","0.1428510546684265","0.1428510546684265"
"1830","-0.07141704857349396","-0.07141704857349396","-0.07141704857349396"
"1840","-0.07140664756298065","-0.07140664756298065","-0.07140664756298065"
"1850","-0.07142527401447296","-0.07142527401447296","-0.07142527401447296"
"1860","0.14285846054553986","0.14285846054553986","0.14285846054553986"
"1870","-0.07104350626468658","-0.07104350626468658","-0.07104350626468658"
"1880","-0.0827198177576065","-0.0827198177576065","-0.0827198177576065"
"1890","0.03548804670572281","0.03548804670572281","0.03548804670572281"
"1900","-0.07141479849815369","-0.07141479849815369","-0.07141479849815369"
"1910","0.1419317126274109","0.1419317126274109","0.1419317126274109"
"1920","0.14286096394062042","0.14286096394062042","0.14286096394062042"
"1930","-0.07142449915409088","-0.07142449915409088","-0.07142449915409088"
"1940","-0.1428457498550415","-0.1428457498550415","-0.1428457498550415"
"1950","-0.07141774892807007","-0.07141774892807007","-0.07141774892807007"
"1960","-0.14283138513565063","-0.14283138513565063","-0.14283138513565063"
"1970","0.14287452399730682","0.14287452399730682","0.14287452399730682"
"1980","0.9999263882637024","0.9999263882637024","0.9999263882637024"
"1990","-0.0713873952627182","-0.0713873952627182","-0.0713873952627182"
"2000","-0.07141359895467758","-0.07141359895467758","-0.07141359895467758"
"2010","-0.14284591376781464","-0.14284591376781464","-0.14284591376781464"
"2020","-0.10741571336984634","-0.10741571336984634","-0.10741571336984634"
"2030","0.1428528130054474","0.1428528130054474","0.1428528130054474"
"2040","0.49994897842407227","0.49994897842407227","0.49994897842407227"
"2050","-0.07141827791929245","-0.07141827791929245","-0.07141827791929245"
"2060","-0.07134951651096344","-0.07134951651096344","-0.07134951651096344"
"2070","-0.13359704613685608","-0.13359704613685608","-0.13359704613685608"
"2080","0.14414450526237488","0.14414450526237488","0.14414450526237488"
"2090","-0.0506291538476944","-0.0506291538476944","-0.0506291538476944"
"2100","-0.07120155543088913","-0.07120155543088913","-0.07120155543088913"
"2110","0.24443134665489197","0.24443134665489197","0.24443134665489197"
"2120","-0.10644614696502686","-0.10644614696502686","-0.10644614696502686"
"2130","-0.1427946388721466","-0.1427946388721466","-0.1427946388721466"
"2140","-0.14238396286964417","-0.14238396286964417","-0.14238396286964417"
"2150","0.14306074380874634","0.14306074380874634","0.14306074380874634"
"2160","-0.07121313363313675","-0.07121313363313675","-0.07121313363313675"
"2170","-0.10689984261989594","-0.10689984261989594","-0.10689984261989594"
"2180","0.14281591773033142","0.14281591773033142","0.14281591773033142"
"2190","-0.07123272120952606","-0.07123272120952606","-0.07123272120952606"
"2200","-0.11061224341392517","-0.11061224341392517","-0.11061224341392517"
"2210","0.9991066455841064","0.9991066455841064","0.9991066455841064"
"2220","-0.060103029012680054","-0.060103029012680054","-0.060103029012680054"
"2230","-0.0713258683681488","-0.0713258683681488","-0.0713258683681488"
"2240","0.1435292363166809","0.1435292363166809","0.1435292363166809"
"2250","-0.13459843397140503","-0.13459843397140503","-0.13459843397140503"
"2260","-0.07097068428993225","-0.07097068428993225","-0.07097068428993225"
"2270","0.14288711547851562","0.14288711547851562","0.14288711547851562"
"2280","-0.05343323573470116","-0.05343323573470116","-0.05343323573470116"
"2290","-0.07130731642246246","-0.07130731642246246","-0.07130731642246246"
"2300","-0.07141466438770294","-0.07141466438770294","-0.07141466438770294"
"2310","0.14291353523731232","0.14291353523731232","0.14291353523731232"
