"Step","phase1-reasoning - train/l20_mse","phase1-reasoning - train/l20_mse__MIN","phase1-reasoning - train/l20_mse__MAX"
"96","4.032842040061951","4.032842040061951","4.032842040061951"
"97","5.1458404660224915","5.1458404660224915","5.1458404660224915"
"98","5.363396346569061","5.363396346569061","5.363396346569061"
"99","3.1291288137435913","3.1291288137435913","3.1291288137435913"
"100","8.96454393863678","8.96454393863678","8.96454393863678"
"101","2.7883102893829346","2.7883102893829346","2.7883102893829346"
"102","4.919835090637207","4.919835090637207","4.919835090637207"
"103","5.681766867637634","5.681766867637634","5.681766867637634"
"104","6.181193828582764","6.181193828582764","6.181193828582764"
"105","5.117524266242981","5.117524266242981","5.117524266242981"
"106","6.12344354391098","6.12344354391098","6.12344354391098"
"107","5.441939890384674","5.441939890384674","5.441939890384674"
"108","5.550834953784943","5.550834953784943","5.550834953784943"
"109","7.002837002277374","7.002837002277374","7.002837002277374"
"110","7.3895383477211","7.3895383477211","7.3895383477211"
"111","5.969663977622986","5.969663977622986","5.969663977622986"
"112","5.350769937038422","5.350769937038422","5.350769937038422"
"113","3.5446664690971375","3.5446664690971375","3.5446664690971375"
"114","4.1120200753211975","4.1120200753211975","4.1120200753211975"
"115","5.424583971500397","5.424583971500397","5.424583971500397"
"116","7.134642541408539","7.134642541408539","7.134642541408539"
"117","4.758854031562805","4.758854031562805","4.758854031562805"
"118","4.878117740154266","4.878117740154266","4.878117740154266"
"119","4.313131511211395","4.313131511211395","4.313131511211395"
"120","4.798240423202515","4.798240423202515","4.798240423202515"
"121","5.63647997379303","5.63647997379303","5.63647997379303"
"122","5.976265847682953","5.976265847682953","5.976265847682953"
"123","5.203907907009125","5.203907907009125","5.203907907009125"
"124","6.830340027809143","6.830340027809143","6.830340027809143"
"125","3.3873667120933533","3.3873667120933533","3.3873667120933533"
"126","7.9685386419296265","7.9685386419296265","7.9685386419296265"
"127","5.147971570491791","5.147971570491791","5.147971570491791"
"128","4.877198338508606","4.877198338508606","4.877198338508606"
"129","4.944356739521027","4.944356739521027","4.944356739521027"
"130","5.907196938991547","5.907196938991547","5.907196938991547"
"131","4.628221035003662","4.628221035003662","4.628221035003662"
"132","10.166154325008392","10.166154325008392","10.166154325008392"
"133","5.688968360424042","5.688968360424042","5.688968360424042"
"134","6.737420558929443","6.737420558929443","6.737420558929443"
"135","4.946011245250702","4.946011245250702","4.946011245250702"
"136","6.107335567474365","6.107335567474365","6.107335567474365"
"137","5.515821635723114","5.515821635723114","5.515821635723114"
"138","5.964352607727051","5.964352607727051","5.964352607727051"
"139","6.329347193241119","6.329347193241119","6.329347193241119"
"140","5.303229629993439","5.303229629993439","5.303229629993439"
"141","6.00688511133194","6.00688511133194","6.00688511133194"
"142","4.511621415615082","4.511621415615082","4.511621415615082"
"143","4.806211054325104","4.806211054325104","4.806211054325104"
"144","5.758594512939453","5.758594512939453","5.758594512939453"
"145","6.867854714393616","6.867854714393616","6.867854714393616"
"146","5.561412990093231","5.561412990093231","5.561412990093231"
"147","5.84803980588913","5.84803980588913","5.84803980588913"
"148","4.602343380451202","4.602343380451202","4.602343380451202"
"149","5.611495196819305","5.611495196819305","5.611495196819305"
"150","3.2223556637763977","3.2223556637763977","3.2223556637763977"
"151","5.427863776683807","5.427863776683807","5.427863776683807"
"152","3.781450867652893","3.781450867652893","3.781450867652893"
"153","4.055287778377533","4.055287778377533","4.055287778377533"
