"Step","phase1-reasoning - train/l40_cos","phase1-reasoning - train/l40_cos__MIN","phase1-reasoning - train/l40_cos__MAX"
"38","0.4479290619492531","0.4479290619492531","0.4479290619492531"
"39","0.3924063742160797","0.3924063742160797","0.3924063742160797"
"40","0.3859905004501343","0.3859905004501343","0.3859905004501343"
"41","0.6128813847899437","0.6128813847899437","0.6128813847899437"
"42","0.4671514108777046","0.4671514108777046","0.4671514108777046"
"43","0.4256237745285034","0.4256237745285034","0.4256237745285034"
"44","0.366622619330883","0.366622619330883","0.366622619330883"
"45","0.36289650946855545","0.36289650946855545","0.36289650946855545"
"46","0.273704394698143","0.273704394698143","0.273704394698143"
"47","0.5751629248261452","0.5751629248261452","0.5751629248261452"
"48","0.56732177734375","0.56732177734375","0.56732177734375"
"49","0.39321044087409973","0.39321044087409973","0.39321044087409973"
"50","0.4720645323395729","0.4720645323395729","0.4720645323395729"
"51","0.4186645671725273","0.4186645671725273","0.4186645671725273"
"52","0.30216754972934723","0.30216754972934723","0.30216754972934723"
"53","0.3932313397526741","0.3932313397526741","0.3932313397526741"
"54","0.4852728694677353","0.4852728694677353","0.4852728694677353"
"55","0.482867993414402","0.482867993414402","0.482867993414402"
"56","0.4270409867167473","0.4270409867167473","0.4270409867167473"
"57","0.5498901754617691","0.5498901754617691","0.5498901754617691"
"58","0.43889886885881424","0.43889886885881424","0.43889886885881424"
"59","0.39969896525144577","0.39969896525144577","0.39969896525144577"
"60","0.48383915424346924","0.48383915424346924","0.48383915424346924"
"61","0.3555641919374466","0.3555641919374466","0.3555641919374466"
"62","0.3610069081187248","0.3610069081187248","0.3610069081187248"
"63","0.3995808809995651","0.3995808809995651","0.3995808809995651"
"64","0.42467647045850754","0.42467647045850754","0.42467647045850754"
"65","0.4672669693827629","0.4672669693827629","0.4672669693827629"
"66","0.48939669132232666","0.48939669132232666","0.48939669132232666"
"67","0.2644500210881233","0.2644500210881233","0.2644500210881233"
"68","0.35243167728185654","0.35243167728185654","0.35243167728185654"
"69","0.5348697826266289","0.5348697826266289","0.5348697826266289"
"70","0.3809531331062317","0.3809531331062317","0.3809531331062317"
"71","0.7533240765333176","0.7533240765333176","0.7533240765333176"
"72","0.4262804090976715","0.4262804090976715","0.4262804090976715"
"73","0.36054908484220505","0.36054908484220505","0.36054908484220505"
"74","0.3536067306995392","0.3536067306995392","0.3536067306995392"
"75","0.43587828427553177","0.43587828427553177","0.43587828427553177"
"76","0.4677167609333992","0.4677167609333992","0.4677167609333992"
"77","0.3006070554256439","0.3006070554256439","0.3006070554256439"
"78","0.35703177005052567","0.35703177005052567","0.35703177005052567"
"79","0.2999301254749298","0.2999301254749298","0.2999301254749298"
"80","0.3628327324986458","0.3628327324986458","0.3628327324986458"
"81","0.28972844779491425","0.28972844779491425","0.28972844779491425"
"82","0.3000355511903763","0.3000355511903763","0.3000355511903763"
"83","0.493540994822979","0.493540994822979","0.493540994822979"
"84","0.41308699548244476","0.41308699548244476","0.41308699548244476"
"85","0.37055904418230057","0.37055904418230057","0.37055904418230057"
"86","0.38150887191295624","0.38150887191295624","0.38150887191295624"
"87","0.544457346200943","0.544457346200943","0.544457346200943"
"88","0.38486330956220627","0.38486330956220627","0.38486330956220627"
"89","0.278138630092144","0.278138630092144","0.278138630092144"
"90","0.24098703265190125","0.24098703265190125","0.24098703265190125"
"91","0.49624189734458923","0.49624189734458923","0.49624189734458923"
"92","0.41229064017534256","0.41229064017534256","0.41229064017534256"
"93","0.4809765890240669","0.4809765890240669","0.4809765890240669"
"94","0.4799199551343918","0.4799199551343918","0.4799199551343918"
"95","0.29246506094932556","0.29246506094932556","0.29246506094932556"
"96","0.5196132436394691","0.5196132436394691","0.5196132436394691"
"97","0.4913058429956436","0.4913058429956436","0.4913058429956436"
"98","0.37206821143627167","0.37206821143627167","0.37206821143627167"
"99","0.6493144258856773","0.6493144258856773","0.6493144258856773"
"100","0.2601799741387367","0.2601799741387367","0.2601799741387367"
"101","0.6322212070226669","0.6322212070226669","0.6322212070226669"
"102","0.4849342107772827","0.4849342107772827","0.4849342107772827"
"103","0.37603314965963364","0.37603314965963364","0.37603314965963364"
"104","0.37518949806690216","0.37518949806690216","0.37518949806690216"
"105","0.4810803681612015","0.4810803681612015","0.4810803681612015"
"106","0.41326068341732025","0.41326068341732025","0.41326068341732025"
"107","0.35399406403303146","0.35399406403303146","0.35399406403303146"
"108","0.35562995821237564","0.35562995821237564","0.35562995821237564"
"109","0.26175606995821","0.26175606995821","0.26175606995821"
"110","0.27205923199653625","0.27205923199653625","0.27205923199653625"
"111","0.3806711360812187","0.3806711360812187","0.3806711360812187"
"112","0.35138826817274094","0.35138826817274094","0.35138826817274094"
"113","0.553334966301918","0.553334966301918","0.553334966301918"
"114","0.5386215150356293","0.5386215150356293","0.5386215150356293"
"115","0.4814038425683975","0.4814038425683975","0.4814038425683975"
"116","0.2896090969443321","0.2896090969443321","0.2896090969443321"
"117","0.4889146313071251","0.4889146313071251","0.4889146313071251"
"118","0.44246210157871246","0.44246210157871246","0.44246210157871246"
"119","0.5890241786837578","0.5890241786837578","0.5890241786837578"
"120","0.4649287238717079","0.4649287238717079","0.4649287238717079"
"121","0.3713768348097801","0.3713768348097801","0.3713768348097801"
"122","0.41312186419963837","0.41312186419963837","0.41312186419963837"
"123","0.46994972229003906","0.46994972229003906","0.46994972229003906"
"124","0.2962883710861206","0.2962883710861206","0.2962883710861206"
"125","0.6558166965842247","0.6558166965842247","0.6558166965842247"
"126","0.4154640734195709","0.4154640734195709","0.4154640734195709"
"127","0.4774021655321121","0.4774021655321121","0.4774021655321121"
"128","0.45393722504377365","0.45393722504377365","0.45393722504377365"
"129","0.45485183596611023","0.45485183596611023","0.45485183596611023"
"130","0.41007815301418304","0.41007815301418304","0.41007815301418304"
"131","0.4793033078312874","0.4793033078312874","0.4793033078312874"
"132","0.39956872165203094","0.39956872165203094","0.39956872165203094"
"133","0.4256259426474571","0.4256259426474571","0.4256259426474571"
"134","0.28129488974809647","0.28129488974809647","0.28129488974809647"
"135","0.45368026196956635","0.45368026196956635","0.45368026196956635"
"136","0.3751458451151848","0.3751458451151848","0.3751458451151848"
"137","0.3694814294576645","0.3694814294576645","0.3694814294576645"
"138","0.39526043087244034","0.39526043087244034","0.39526043087244034"
"139","0.2837715819478035","0.2837715819478035","0.2837715819478035"
"140","0.47056666761636734","0.47056666761636734","0.47056666761636734"
"141","0.2818843871355057","0.2818843871355057","0.2818843871355057"
"142","0.4588238447904587","0.4588238447904587","0.4588238447904587"
"143","0.43995290994644165","0.43995290994644165","0.43995290994644165"
"144","0.3841269090771675","0.3841269090771675","0.3841269090771675"
"145","0.2974027842283249","0.2974027842283249","0.2974027842283249"
"146","0.47100113332271576","0.47100113332271576","0.47100113332271576"
"147","0.3574034497141838","0.3574034497141838","0.3574034497141838"
"148","0.42790737748146057","0.42790737748146057","0.42790737748146057"
"149","0.3460403308272362","0.3460403308272362","0.3460403308272362"
"150","0.6621930450201035","0.6621930450201035","0.6621930450201035"
"151","0.3600674420595169","0.3600674420595169","0.3600674420595169"
"152","0.5463067144155502","0.5463067144155502","0.5463067144155502"
"153","0.5410899519920349","0.5410899519920349","0.5410899519920349"
