"Step","phase1-reasoning - train/l20_cos","phase1-reasoning - train/l20_cos__MIN","phase1-reasoning - train/l20_cos__MAX"
"44","0.45468222349882126","0.45468222349882126","0.45468222349882126"
"45","0.4480819031596184","0.4480819031596184","0.4480819031596184"
"46","0.3593279793858528","0.3593279793858528","0.3593279793858528"
"47","0.6237647086381912","0.6237647086381912","0.6237647086381912"
"48","0.6110942885279655","0.6110942885279655","0.6110942885279655"
"49","0.4480629190802574","0.4480629190802574","0.4480629190802574"
"50","0.53376454859972","0.53376454859972","0.53376454859972"
"51","0.45537862926721573","0.45537862926721573","0.45537862926721573"
"52","0.38442929089069366","0.38442929089069366","0.38442929089069366"
"53","0.45303429663181305","0.45303429663181305","0.45303429663181305"
"54","0.5378865674138069","0.5378865674138069","0.5378865674138069"
"55","0.536543644964695","0.536543644964695","0.536543644964695"
"56","0.5211801901459694","0.5211801901459694","0.5211801901459694"
"57","0.6110140979290009","0.6110140979290009","0.6110140979290009"
"58","0.5013233795762062","0.5013233795762062","0.5013233795762062"
"59","0.45849382132291794","0.45849382132291794","0.45849382132291794"
"60","0.5302117019891739","0.5302117019891739","0.5302117019891739"
"61","0.4564014598727226","0.4564014598727226","0.4564014598727226"
"62","0.4505622759461403","0.4505622759461403","0.4505622759461403"
"63","0.4560859799385071","0.4560859799385071","0.4560859799385071"
"64","0.4683973714709282","0.4683973714709282","0.4683973714709282"
"65","0.5258703678846359","0.5258703678846359","0.5258703678846359"
"66","0.5345618799328804","0.5345618799328804","0.5345618799328804"
"67","0.3759278506040573","0.3759278506040573","0.3759278506040573"
"68","0.4542428329586983","0.4542428329586983","0.4542428329586983"
"69","0.6059029623866081","0.6059029623866081","0.6059029623866081"
"70","0.4477606788277626","0.4477606788277626","0.4477606788277626"
"71","0.769517332315445","0.769517332315445","0.769517332315445"
"72","0.45478466153144836","0.45478466153144836","0.45478466153144836"
"73","0.440807469189167","0.440807469189167","0.440807469189167"
"74","0.46293770521879196","0.46293770521879196","0.46293770521879196"
"75","0.4525289461016655","0.4525289461016655","0.4525289461016655"
"76","0.5426864475011826","0.5426864475011826","0.5426864475011826"
"77","0.36976849287748337","0.36976849287748337","0.36976849287748337"
"78","0.43759550154209137","0.43759550154209137","0.43759550154209137"
"79","0.36273592710494995","0.36273592710494995","0.36273592710494995"
"80","0.4287075623869896","0.4287075623869896","0.4287075623869896"
"81","0.36865341663360596","0.36865341663360596","0.36865341663360596"
"82","0.37668782472610474","0.37668782472610474","0.37668782472610474"
"83","0.5300267860293388","0.5300267860293388","0.5300267860293388"
"84","0.45867519080638885","0.45867519080638885","0.45867519080638885"
"85","0.4448489174246788","0.4448489174246788","0.4448489174246788"
"86","0.4398707374930382","0.4398707374930382","0.4398707374930382"
"87","0.5709524229168892","0.5709524229168892","0.5709524229168892"
"88","0.4562850520014763","0.4562850520014763","0.4562850520014763"
"89","0.3537161648273468","0.3537161648273468","0.3537161648273468"
"90","0.3674769997596741","0.3674769997596741","0.3674769997596741"
"91","0.5408855378627777","0.5408855378627777","0.5408855378627777"
"92","0.4416486993432045","0.4416486993432045","0.4416486993432045"
"93","0.5148651152849197","0.5148651152849197","0.5148651152849197"
"94","0.5319248512387276","0.5319248512387276","0.5319248512387276"
"95","0.37698550522327423","0.37698550522327423","0.37698550522327423"
"96","0.603038877248764","0.603038877248764","0.603038877248764"
"97","0.5356254279613495","0.5356254279613495","0.5356254279613495"
"98","0.45321764796972275","0.45321764796972275","0.45321764796972275"
"99","0.6883168593049049","0.6883168593049049","0.6883168593049049"
"100","0.380395270884037","0.380395270884037","0.380395270884037"
"101","0.6729724630713463","0.6729724630713463","0.6729724630713463"
"102","0.532176710665226","0.532176710665226","0.532176710665226"
"103","0.451041042804718","0.451041042804718","0.451041042804718"
"104","0.43641360104084015","0.43641360104084015","0.43641360104084015"
"105","0.5266867280006409","0.5266867280006409","0.5266867280006409"
"106","0.44608309119939804","0.44608309119939804","0.44608309119939804"
"107","0.462391160428524","0.462391160428524","0.462391160428524"
"108","0.446942463517189","0.446942463517189","0.446942463517189"
"109","0.35937509685754776","0.35937509685754776","0.35937509685754776"
"110","0.36945146322250366","0.36945146322250366","0.36945146322250366"
"111","0.4447754994034767","0.4447754994034767","0.4447754994034767"
"112","0.4674459770321846","0.4674459770321846","0.4674459770321846"
"113","0.6097060739994049","0.6097060739994049","0.6097060739994049"
"114","0.589808739721775","0.589808739721775","0.589808739721775"
"115","0.5368626937270164","0.5368626937270164","0.5368626937270164"
"116","0.37547246366739273","0.37547246366739273","0.37547246366739273"
"117","0.5365204215049744","0.5365204215049744","0.5365204215049744"
"118","0.5197397023439407","0.5197397023439407","0.5197397023439407"
"119","0.636266715824604","0.636266715824604","0.636266715824604"
"120","0.5175793170928955","0.5175793170928955","0.5175793170928955"
"121","0.4470316544175148","0.4470316544175148","0.4470316544175148"
"122","0.46359603106975555","0.46359603106975555","0.46359603106975555"
"123","0.5343508645892143","0.5343508645892143","0.5343508645892143"
"124","0.365986205637455","0.365986205637455","0.365986205637455"
"125","0.684697188436985","0.684697188436985","0.684697188436985"
"126","0.46236732602119446","0.46236732602119446","0.46236732602119446"
"127","0.5224393978714943","0.5224393978714943","0.5224393978714943"
"128","0.5280108526349068","0.5280108526349068","0.5280108526349068"
"129","0.536858357489109","0.536858357489109","0.536858357489109"
"130","0.4643752872943878","0.4643752872943878","0.4643752872943878"
"131","0.5323703065514565","0.5323703065514565","0.5323703065514565"
"132","0.43236885964870453","0.43236885964870453","0.43236885964870453"
"133","0.463139608502388","0.463139608502388","0.463139608502388"
"134","0.3606993407011032","0.3606993407011032","0.3606993407011032"
"135","0.5333801060914993","0.5333801060914993","0.5333801060914993"
"136","0.4437004327774048","0.4437004327774048","0.4437004327774048"
"137","0.4633871912956238","0.4633871912956238","0.4633871912956238"
"138","0.4743782579898834","0.4743782579898834","0.4743782579898834"
"139","0.37065736949443817","0.37065736949443817","0.37065736949443817"
"140","0.5112244859337807","0.5112244859337807","0.5112244859337807"
"141","0.3871995806694031","0.3871995806694031","0.3871995806694031"
"142","0.5122178643941879","0.5122178643941879","0.5122178643941879"
"143","0.532179668545723","0.532179668545723","0.532179668545723"
"144","0.44939738512039185","0.44939738512039185","0.44939738512039185"
"145","0.34088439494371414","0.34088439494371414","0.34088439494371414"
"146","0.5217898264527321","0.5217898264527321","0.5217898264527321"
"147","0.4319366440176964","0.4319366440176964","0.4319366440176964"
"148","0.5241183936595917","0.5241183936595917","0.5241183936595917"
"149","0.44895118474960327","0.44895118474960327","0.44895118474960327"
"150","0.690363235771656","0.690363235771656","0.690363235771656"
"151","0.4511784389615059","0.4511784389615059","0.4511784389615059"
"152","0.6006364822387695","0.6006364822387695","0.6006364822387695"
"153","0.6016654148697853","0.6016654148697853","0.6016654148697853"
