"Step","phase1-reasoning - train/l20_cos","phase1-reasoning - train/l20_cos__MIN","phase1-reasoning - train/l20_cos__MAX"
"0","0.4121391773223877","0.4121391773223877","0.4121391773223877"
"1","0.5488183051347733","0.5488183051347733","0.5488183051347733"
"2","0.6230728551745415","0.6230728551745415","0.6230728551745415"
"3","0.46520428359508514","0.46520428359508514","0.46520428359508514"
"4","0.38927946984767914","0.38927946984767914","0.38927946984767914"
"5","0.4632268100976944","0.4632268100976944","0.4632268100976944"
"6","0.37771372497081757","0.37771372497081757","0.37771372497081757"
"7","0.5313047394156456","0.5313047394156456","0.5313047394156456"
"8","0.4866814464330673","0.4866814464330673","0.4866814464330673"
"9","0.5605414435267448","0.5605414435267448","0.5605414435267448"
"10","0.45942284166812897","0.45942284166812897","0.45942284166812897"
"11","0.447829969227314","0.447829969227314","0.447829969227314"
"12","0.4724486470222473","0.4724486470222473","0.4724486470222473"
"13","0.38932915776968","0.38932915776968","0.38932915776968"
"14","0.4605991467833519","0.4605991467833519","0.4605991467833519"
"15","0.5367015600204468","0.5367015600204468","0.5367015600204468"
"16","0.6858923956751823","0.6858923956751823","0.6858923956751823"
"17","0.4676659181714058","0.4676659181714058","0.4676659181714058"
"18","0.7651442885398865","0.7651442885398865","0.7651442885398865"
"19","0.46372663974761963","0.46372663974761963","0.46372663974761963"
"20","0.3920395001769066","0.3920395001769066","0.3920395001769066"
"21","0.5449492931365967","0.5449492931365967","0.5449492931365967"
"22","0.5663430243730545","0.5663430243730545","0.5663430243730545"
"23","0.4682275056838989","0.4682275056838989","0.4682275056838989"
"24","0.4591296315193176","0.4591296315193176","0.4591296315193176"
"25","0.5219507291913033","0.5219507291913033","0.5219507291913033"
"26","0.41582705825567245","0.41582705825567245","0.41582705825567245"
"27","0.37462279200553894","0.37462279200553894","0.37462279200553894"
"28","0.5361201167106628","0.5361201167106628","0.5361201167106628"
"29","0.5385399162769318","0.5385399162769318","0.5385399162769318"
"30","0.5253875553607941","0.5253875553607941","0.5253875553607941"
"31","0.36431024223566055","0.36431024223566055","0.36431024223566055"
"32","0.45501574128866196","0.45501574128866196","0.45501574128866196"
"33","0.45087094604969025","0.45087094604969025","0.45087094604969025"
"34","0.4554905593395233","0.4554905593395233","0.4554905593395233"
"35","0.5352733060717583","0.5352733060717583","0.5352733060717583"
"36","0.5504600033164024","0.5504600033164024","0.5504600033164024"
"37","0.3878345191478729","0.3878345191478729","0.3878345191478729"
"38","0.533087469637394","0.533087469637394","0.533087469637394"
"39","0.4579991325736046","0.4579991325736046","0.4579991325736046"
"40","0.44890375435352325","0.44890375435352325","0.44890375435352325"
"41","0.6005140766501427","0.6005140766501427","0.6005140766501427"
"42","0.5455270111560822","0.5455270111560822","0.5455270111560822"
"43","0.46243664622306824","0.46243664622306824","0.46243664622306824"
