"Step","phase1-reasoning - train/l30_cos","phase1-reasoning - train/l30_cos__MIN","phase1-reasoning - train/l30_cos__MAX"
"111","0.3876641243696213","0.3876641243696213","0.3876641243696213"
"112","0.4006628543138504","0.4006628543138504","0.4006628543138504"
"113","0.5528439208865166","0.5528439208865166","0.5528439208865166"
"114","0.5624102801084518","0.5624102801084518","0.5624102801084518"
"115","0.5014498084783554","0.5014498084783554","0.5014498084783554"
"116","0.34687207639217377","0.34687207639217377","0.34687207639217377"
"117","0.456154003739357","0.456154003739357","0.456154003739357"
"118","0.44143541902303696","0.44143541902303696","0.44143541902303696"
"119","0.5813587680459023","0.5813587680459023","0.5813587680459023"
"120","0.4961117282509804","0.4961117282509804","0.4961117282509804"
"121","0.3928849324584007","0.3928849324584007","0.3928849324584007"
"122","0.4095925912261009","0.4095925912261009","0.4095925912261009"
"123","0.5008930638432503","0.5008930638432503","0.5008930638432503"
"124","0.30544722080230713","0.30544722080230713","0.30544722080230713"
"125","0.6585027053952217","0.6585027053952217","0.6585027053952217"
"126","0.39240577071905136","0.39240577071905136","0.39240577071905136"
"127","0.49085044860839844","0.49085044860839844","0.49085044860839844"
"128","0.496292844414711","0.496292844414711","0.496292844414711"
"129","0.4865451082587242","0.4865451082587242","0.4865451082587242"
"130","0.40562813729047775","0.40562813729047775","0.40562813729047775"
"131","0.4429013505578041","0.4429013505578041","0.4429013505578041"
"132","0.3679402992129326","0.3679402992129326","0.3679402992129326"
"133","0.4066755995154381","0.4066755995154381","0.4066755995154381"
"134","0.3193162977695465","0.3193162977695465","0.3193162977695465"
"135","0.46551764756441116","0.46551764756441116","0.46551764756441116"
"136","0.3892110735177994","0.3892110735177994","0.3892110735177994"
"137","0.4093371629714966","0.4093371629714966","0.4093371629714966"
"138","0.4123869389295578","0.4123869389295578","0.4123869389295578"
"139","0.27664151787757874","0.27664151787757874","0.27664151787757874"
"140","0.4885050505399704","0.4885050505399704","0.4885050505399704"
"141","0.2860768064856529","0.2860768064856529","0.2860768064856529"
"142","0.4688771069049835","0.4688771069049835","0.4688771069049835"
"143","0.46320031583309174","0.46320031583309174","0.46320031583309174"
"144","0.3838009089231491","0.3838009089231491","0.3838009089231491"
"145","0.30838044732809067","0.30838044732809067","0.30838044732809067"
"146","0.4915694370865822","0.4915694370865822","0.4915694370865822"
"147","0.41107600182294846","0.41107600182294846","0.41107600182294846"
"148","0.4876269996166229","0.4876269996166229","0.4876269996166229"
"149","0.40036825835704803","0.40036825835704803","0.40036825835704803"
"150","0.6464736014604568","0.6464736014604568","0.6464736014604568"
"151","0.3930588662624359","0.3930588662624359","0.3930588662624359"
"152","0.5542884171009064","0.5542884171009064","0.5542884171009064"
"153","0.558914802968502","0.558914802968502","0.558914802968502"
