"Step","deep-planet-14 - ce_loss","deep-planet-14 - ce_loss__MIN","deep-planet-14 - ce_loss__MAX"
"6980","1.015625","1.015625","1.015625"
"6990","1.0546875","1.0546875","1.0546875"
"7000","2.515625","2.515625","2.515625"
"7010","1.4453125","1.4453125","1.4453125"
"7020","0.9453125","0.9453125","0.9453125"
"7030","1.921875","1.921875","1.921875"
"7040","1.09375","1.09375","1.09375"
"7050","1.9765625","1.9765625","1.9765625"
"7060","1.265625","1.265625","1.265625"
"7070","2.109375","2.109375","2.109375"
"7080","2.59375","2.59375","2.59375"
"7090","1.8046875","1.8046875","1.8046875"
"7100","2.3125","2.3125","2.3125"
"7110","2.0625","2.0625","2.0625"
"7120","3.703125","3.703125","3.703125"
"7130","2.3125","2.3125","2.3125"
"7140","2.28125","2.28125","2.28125"
"7150","2.25","2.25","2.25"
"7160","2.75","2.75","2.75"
"7170","3.421875","3.421875","3.421875"
"7180","1.3671875","1.3671875","1.3671875"
"7190","2.421875","2.421875","2.421875"
"7200","1.1796875","1.1796875","1.1796875"
"7210","3.125","3.125","3.125"
"7220","1.1328125","1.1328125","1.1328125"
"7230","1.3203125","1.3203125","1.3203125"
"7240","1.125","1.125","1.125"
"7250","1.09375","1.09375","1.09375"
"7260","1.265625","1.265625","1.265625"
"7270","2.1875","2.1875","2.1875"
"7280","2.078125","2.078125","2.078125"
"7290","3.265625","3.265625","3.265625"
"7300","0.8359375","0.8359375","0.8359375"
"7310","1.515625","1.515625","1.515625"
"7320","2.125","2.125","2.125"
"7330","2.015625","2.015625","2.015625"
"7340","1.296875","1.296875","1.296875"
"7350","1.0078125","1.0078125","1.0078125"
"7360","2.59375","2.59375","2.59375"
"7370","2.921875","2.921875","2.921875"
"7380","2.0625","2.0625","2.0625"
"7390","2.4375","2.4375","2.4375"
"7400","2.46875","2.46875","2.46875"
"7410","1.0078125","1.0078125","1.0078125"
"7420","1.109375","1.109375","1.109375"
"7430","1.28125","1.28125","1.28125"
"7440","1.1875","1.1875","1.1875"
"7450","2.453125","2.453125","2.453125"
"7460","1.3203125","1.3203125","1.3203125"
"7470","1.515625","1.515625","1.515625"
"7480","2.4375","2.4375","2.4375"
"7490","1.375","1.375","1.375"
"7500","2.09375","2.09375","2.09375"
"7510","4.03125","4.03125","4.03125"
"7520","1.375","1.375","1.375"
"7530","2.828125","2.828125","2.828125"
"7540","2.515625","2.515625","2.515625"
"7550","2.546875","2.546875","2.546875"
"7560","1.4140625","1.4140625","1.4140625"
"7570","2.59375","2.59375","2.59375"
"7580","1.140625","1.140625","1.140625"
"7590","2","2","2"
"7600","1.3046875","1.3046875","1.3046875"
"7610","2.5","2.5","2.5"
"7620","1.046875","1.046875","1.046875"
"7630","2.421875","2.421875","2.421875"
"7640","2.125","2.125","2.125"
"7650","1.046875","1.046875","1.046875"
"7660","1.6875","1.6875","1.6875"
"7670","3.671875","3.671875","3.671875"
"7680","3.40625","3.40625","3.40625"
"7690","3.328125","3.328125","3.328125"
"7700","1.8828125","1.8828125","1.8828125"
"7710","2.71875","2.71875","2.71875"
"7720","1.59375","1.59375","1.59375"
"7730","1.2265625","1.2265625","1.2265625"
"7740","1.1640625","1.1640625","1.1640625"
"7750","3.40625","3.40625","3.40625"
"7760","1.9609375","1.9609375","1.9609375"
"7770","2.46875","2.46875","2.46875"
"7780","2.625","2.625","2.625"
"7790","2.328125","2.328125","2.328125"
"7800","1.2109375","1.2109375","1.2109375"
"7810","1.1640625","1.1640625","1.1640625"
"7820","4.09375","4.09375","4.09375"
"7830","1.96875","1.96875","1.96875"
"7840","1.1875","1.1875","1.1875"
"7850","2.796875","2.796875","2.796875"
"7860","1.3828125","1.3828125","1.3828125"
"7870","2.578125","2.578125","2.578125"
"7880","1.2265625","1.2265625","1.2265625"
"7890","1.265625","1.265625","1.265625"
"7900","2.609375","2.609375","2.609375"
"7910","2.390625","2.390625","2.390625"
"7920","1.671875","1.671875","1.671875"
"7930","2.265625","2.265625","2.265625"
"7940","2.296875","2.296875","2.296875"
"7950","1.265625","1.265625","1.265625"
"7960","2.671875","2.671875","2.671875"
"7970","1.2734375","1.2734375","1.2734375"
"7980","2.34375","2.34375","2.34375"
"7990","1.359375","1.359375","1.359375"
"8000","2.4375","2.4375","2.4375"
"8010","1.328125","1.328125","1.328125"
"8020","1.2890625","1.2890625","1.2890625"
"8030","1.2109375","1.2109375","1.2109375"
"8040","2.34375","2.34375","2.34375"
"8050","2.265625","2.265625","2.265625"
"8060","1.265625","1.265625","1.265625"
"8070","2.5625","2.5625","2.5625"
"8080","2.9375","2.9375","2.9375"
"8090","1.0703125","1.0703125","1.0703125"
"8100","1.1875","1.1875","1.1875"
"8110","2.109375","2.109375","2.109375"
"8120","1.8515625","1.8515625","1.8515625"
"8130","2.125","2.125","2.125"
"8140","1.9609375","1.9609375","1.9609375"
"8150","1.046875","1.046875","1.046875"
"8160","2.5","2.5","2.5"
"8170","1.390625","1.390625","1.390625"
"8180","2.921875","2.921875","2.921875"
"8190","1.0703125","1.0703125","1.0703125"
"8200","1.265625","1.265625","1.265625"
"8210","1.2890625","1.2890625","1.2890625"
"8220","2.296875","2.296875","2.296875"
"8230","2.375","2.375","2.375"
"8240","2.1875","2.1875","2.1875"
"8250","2.3125","2.3125","2.3125"
"8260","1.296875","1.296875","1.296875"
"8270","1.2109375","1.2109375","1.2109375"
"8280","1.34375","1.34375","1.34375"
"8290","0.921875","0.921875","0.921875"
"8300","3.375","3.375","3.375"
"8310","2.0625","2.0625","2.0625"
"8320","2.703125","2.703125","2.703125"
"8330","2.953125","2.953125","2.953125"
"8340","1.109375","1.109375","1.109375"
"8350","2.84375","2.84375","2.84375"
"8360","2.3125","2.3125","2.3125"
"8370","0.96875","0.96875","0.96875"
"8380","0.8984375","0.8984375","0.8984375"
"8390","1.15625","1.15625","1.15625"
"8400","2.3125","2.3125","2.3125"
"8410","2.328125","2.328125","2.328125"
"8420","0.95703125","0.95703125","0.95703125"
"8430","2.453125","2.453125","2.453125"
"8440","2.296875","2.296875","2.296875"
"8450","2.9375","2.9375","2.9375"
"8460","1.1484375","1.1484375","1.1484375"
"8470","2.015625","2.015625","2.015625"
"8480","1.8203125","1.8203125","1.8203125"
"8490","3.15625","3.15625","3.15625"
"8500","2.0625","2.0625","2.0625"
"8510","2.046875","2.046875","2.046875"
"8520","1.0546875","1.0546875","1.0546875"
"8530","1.3046875","1.3046875","1.3046875"
"8540","2.078125","2.078125","2.078125"
"8550","2.21875","2.21875","2.21875"
"8560","1.1015625","1.1015625","1.1015625"
"8570","2.703125","2.703125","2.703125"
"8580","1.3515625","1.3515625","1.3515625"
"8590","1.3203125","1.3203125","1.3203125"
"8600","3.265625","3.265625","3.265625"
"8610","1.8828125","1.8828125","1.8828125"
"8620","1.1796875","1.1796875","1.1796875"
"8630","2.40625","2.40625","2.40625"
"8640","2.296875","2.296875","2.296875"
"8650","1.0859375","1.0859375","1.0859375"
"8660","3","3","3"
"8670","2.890625","2.890625","2.890625"
"8680","2.703125","2.703125","2.703125"
"8690","2.5","2.5","2.5"
"8700","2.015625","2.015625","2.015625"
"8710","2.375","2.375","2.375"
"8720","2.75","2.75","2.75"
"8730","3.875","3.875","3.875"
"8740","2.09375","2.09375","2.09375"
"8750","1.296875","1.296875","1.296875"
"8760","0.96484375","0.96484375","0.96484375"
"8770","1.921875","1.921875","1.921875"
"8780","2.265625","2.265625","2.265625"
"8790","2.25","2.25","2.25"
"8800","2.8125","2.8125","2.8125"
"8810","3.59375","3.59375","3.59375"
"8820","1.34375","1.34375","1.34375"
"8830","1.8359375","1.8359375","1.8359375"
"8840","2.859375","2.859375","2.859375"
"8850","1.0546875","1.0546875","1.0546875"
"8860","2.234375","2.234375","2.234375"
"8870","2.671875","2.671875","2.671875"
"8880","1.328125","1.328125","1.328125"
"8890","1.1484375","1.1484375","1.1484375"
"8900","2.09375","2.09375","2.09375"
"8910","2.125","2.125","2.125"
"8920","1.5390625","1.5390625","1.5390625"
"8930","1.2265625","1.2265625","1.2265625"
"8940","1.8984375","1.8984375","1.8984375"
"8950","2.15625","2.15625","2.15625"
"8960","3.234375","3.234375","3.234375"
"8970","1.5859375","1.5859375","1.5859375"
"8980","2.8125","2.8125","2.8125"
"8990","2.1875","2.1875","2.1875"
"9000","2.359375","2.359375","2.359375"
"9010","0.9375","0.9375","0.9375"
"9020","2.953125","2.953125","2.953125"
"9030","1.015625","1.015625","1.015625"
"9040","2.34375","2.34375","2.34375"
"9050","1.671875","1.671875","1.671875"
"9060","2.078125","2.078125","2.078125"
"9070","1.8828125","1.8828125","1.8828125"
"9080","1.9296875","1.9296875","1.9296875"
"9090","2.1875","2.1875","2.1875"
"9100","1.015625","1.015625","1.015625"
"9110","2.765625","2.765625","2.765625"
"9120","2.921875","2.921875","2.921875"
"9130","0.94921875","0.94921875","0.94921875"
"9140","2.296875","2.296875","2.296875"
"9150","3.015625","3.015625","3.015625"
"9160","0.98828125","0.98828125","0.98828125"
"9170","1.9296875","1.9296875","1.9296875"
"9180","2.03125","2.03125","2.03125"
"9190","1.1796875","1.1796875","1.1796875"
"9200","2.609375","2.609375","2.609375"
"9210","2.125","2.125","2.125"
"9220","3.1875","3.1875","3.1875"
"9230","2.21875","2.21875","2.21875"
"9240","1.03125","1.03125","1.03125"
"9250","2.671875","2.671875","2.671875"
"9260","3.234375","3.234375","3.234375"
"9270","2.859375","2.859375","2.859375"
"9280","1.2734375","1.2734375","1.2734375"
"9290","1.171875","1.171875","1.171875"
"9300","3","3","3"
"9310","1.140625","1.140625","1.140625"
"9320","2.1875","2.1875","2.1875"
"9330","3.140625","3.140625","3.140625"
"9340","2.953125","2.953125","2.953125"
"9350","2.875","2.875","2.875"
"9360","2.03125","2.03125","2.03125"
"9370","1.2109375","1.2109375","1.2109375"
"9380","2.5","2.5","2.5"
"9390","1.171875","1.171875","1.171875"
"9400","2.21875","2.21875","2.21875"
"9410","3.21875","3.21875","3.21875"
"9420","2.140625","2.140625","2.140625"
"9430","1.140625","1.140625","1.140625"
"9440","2.25","2.25","2.25"
"9450","1.1484375","1.1484375","1.1484375"
"9460","2.5","2.5","2.5"
"9470","2.109375","2.109375","2.109375"
"9480","2.5","2.5","2.5"
"9490","1.0703125","1.0703125","1.0703125"
"9500","3.140625","3.140625","3.140625"
"9510","2.265625","2.265625","2.265625"
"9520","1.1875","1.1875","1.1875"
"9530","1.9609375","1.9609375","1.9609375"
"9540","2.375","2.375","2.375"
"9550","2.140625","2.140625","2.140625"
"9560","3.078125","3.078125","3.078125"
"9570","3.421875","3.421875","3.421875"
"9580","1.625","1.625","1.625"
"9590","3.25","3.25","3.25"
"9600","1.421875","1.421875","1.421875"
"9610","1.171875","1.171875","1.171875"
"9620","3.15625","3.15625","3.15625"
"9630","1.265625","1.265625","1.265625"
"9640","2.328125","2.328125","2.328125"
"9650","2.53125","2.53125","2.53125"
"9660","1.203125","1.203125","1.203125"
"9670","1.4453125","1.4453125","1.4453125"
"9680","2.59375","2.59375","2.59375"
"9690","2.96875","2.96875","2.96875"
"9700","0.69921875","0.69921875","0.69921875"
"9710","1.921875","1.921875","1.921875"
"9720","1.1171875","1.1171875","1.1171875"
"9730","1.1484375","1.1484375","1.1484375"
"9740","2.5625","2.5625","2.5625"
"9750","1.046875","1.046875","1.046875"
"9760","2.5","2.5","2.5"
"9770","2.1875","2.1875","2.1875"
"9780","1.375","1.375","1.375"
"9790","2.921875","2.921875","2.921875"
"9800","1.0625","1.0625","1.0625"
"9810","2.25","2.25","2.25"
"9820","1.15625","1.15625","1.15625"
"9830","1.8046875","1.8046875","1.8046875"
"9840","3.296875","3.296875","3.296875"
"9850","1.0859375","1.0859375","1.0859375"
"9860","2.484375","2.484375","2.484375"
"9870","2.359375","2.359375","2.359375"
"9880","2.203125","2.203125","2.203125"
"9890","3.328125","3.328125","3.328125"
"9900","2.390625","2.390625","2.390625"
"9910","2.703125","2.703125","2.703125"
"9920","0.9921875","0.9921875","0.9921875"
"9930","1.3046875","1.3046875","1.3046875"
"9940","3.359375","3.359375","3.359375"
"9950","2.125","2.125","2.125"
"9960","1.1953125","1.1953125","1.1953125"
"9970","2.453125","2.453125","2.453125"
"9980","1.0390625","1.0390625","1.0390625"
"9990","2.390625","2.390625","2.390625"
"10000","2.765625","2.765625","2.765625"
"10010","1.96875","1.96875","1.96875"
"10020","2.3125","2.3125","2.3125"
"10030","1.25","1.25","1.25"
"10040","1","1","1"
"10050","0.92578125","0.92578125","0.92578125"
"10060","2.109375","2.109375","2.109375"
"10070","1.9375","1.9375","1.9375"
"10080","1.3984375","1.3984375","1.3984375"
"10090","2.375","2.375","2.375"
"10100","2.03125","2.03125","2.03125"
"10110","2.265625","2.265625","2.265625"
"10120","0.80078125","0.80078125","0.80078125"
"10130","2.09375","2.09375","2.09375"
"10140","2.734375","2.734375","2.734375"
"10150","2.515625","2.515625","2.515625"
"10160","1.109375","1.109375","1.109375"
"10170","1.8125","1.8125","1.8125"
"10180","2.15625","2.15625","2.15625"
"10190","2.25","2.25","2.25"
"10200","1.25","1.25","1.25"
"10210","2.53125","2.53125","2.53125"
"10220","2.734375","2.734375","2.734375"
"10230","2.234375","2.234375","2.234375"
"10240","1.0703125","1.0703125","1.0703125"
"10250","2.359375","2.359375","2.359375"
"10260","2.875","2.875","2.875"
"10270","2.125","2.125","2.125"
"10280","2.953125","2.953125","2.953125"
"10290","2.28125","2.28125","2.28125"
"10300","1.203125","1.203125","1.203125"
"10310","1.953125","1.953125","1.953125"
"10320","2.75","2.75","2.75"
"10330","3.203125","3.203125","3.203125"
"10340","0.97265625","0.97265625","0.97265625"
"10350","2.75","2.75","2.75"
"10360","0.8828125","0.8828125","0.8828125"
"10370","1.9453125","1.9453125","1.9453125"
"10380","1.265625","1.265625","1.265625"
"10390","3.0625","3.0625","3.0625"
"10400","1.25","1.25","1.25"
"10410","1.3203125","1.3203125","1.3203125"
"10420","2.078125","2.078125","2.078125"
"10430","1.21875","1.21875","1.21875"
"10440","2.234375","2.234375","2.234375"
"10450","0.99609375","0.99609375","0.99609375"
"10460","1.1015625","1.1015625","1.1015625"
"10470","1.09375","1.09375","1.09375"
"10480","2.671875","2.671875","2.671875"
"10490","2.953125","2.953125","2.953125"
"10500","1","1","1"
"10510","1.203125","1.203125","1.203125"
"10520","1.203125","1.203125","1.203125"
"10530","0.96875","0.96875","0.96875"
"10540","1.796875","1.796875","1.796875"
"10550","2.15625","2.15625","2.15625"
"10560","2.796875","2.796875","2.796875"
"10570","2.15625","2.15625","2.15625"
"10580","0.89453125","0.89453125","0.89453125"
"10590","1.515625","1.515625","1.515625"
"10600","0.85546875","0.85546875","0.85546875"
"10610","1.2109375","1.2109375","1.2109375"
"10620","1.2265625","1.2265625","1.2265625"
"10630","0.875","0.875","0.875"
"10640","3.15625","3.15625","3.15625"
"10650","2.359375","2.359375","2.359375"
"10660","1.2265625","1.2265625","1.2265625"
"10670","1.46875","1.46875","1.46875"
"10680","2.125","2.125","2.125"
"10690","1.65625","1.65625","1.65625"
"10700","1.0078125","1.0078125","1.0078125"
"10710","0.74609375","0.74609375","0.74609375"
"10720","1.96875","1.96875","1.96875"
"10730","1.2734375","1.2734375","1.2734375"
"10740","1.140625","1.140625","1.140625"
"10750","2.578125","2.578125","2.578125"
"10760","1.0546875","1.0546875","1.0546875"
"10770","2.3125","2.3125","2.3125"
"10780","2.78125","2.78125","2.78125"
"10790","1.203125","1.203125","1.203125"
"10800","3.0625","3.0625","3.0625"
"10810","1.1015625","1.1015625","1.1015625"
"10820","1.8828125","1.8828125","1.8828125"
"10830","1.40625","1.40625","1.40625"
"10840","1.328125","1.328125","1.328125"
"10850","2.546875","2.546875","2.546875"
"10860","1.0703125","1.0703125","1.0703125"
"10870","1.296875","1.296875","1.296875"
"10880","2.328125","2.328125","2.328125"
"10890","2.1875","2.1875","2.1875"
"10900","2.984375","2.984375","2.984375"
"10910","1.3828125","1.3828125","1.3828125"
"10920","3.53125","3.53125","3.53125"
"10930","3.078125","3.078125","3.078125"
"10940","0.85546875","0.85546875","0.85546875"
"10950","2.296875","2.296875","2.296875"
"10960","2.59375","2.59375","2.59375"
"10970","2.65625","2.65625","2.65625"
"10980","1.96875","1.96875","1.96875"
"10990","3.46875","3.46875","3.46875"
"11000","3.109375","3.109375","3.109375"
"11010","1.328125","1.328125","1.328125"
"11020","2.546875","2.546875","2.546875"
"11030","1.046875","1.046875","1.046875"
"11040","2.859375","2.859375","2.859375"
"11050","2.9375","2.9375","2.9375"
"11060","2.390625","2.390625","2.390625"
"11070","2.921875","2.921875","2.921875"
"11080","1.359375","1.359375","1.359375"
"11090","3.578125","3.578125","3.578125"
"11100","2.390625","2.390625","2.390625"
"11110","3.59375","3.59375","3.59375"
"11120","2.125","2.125","2.125"
"11130","2.28125","2.28125","2.28125"
"11140","1.0625","1.0625","1.0625"
"11150","1.3046875","1.3046875","1.3046875"
"11160","2.078125","2.078125","2.078125"
"11170","3.609375","3.609375","3.609375"
"11180","3.03125","3.03125","3.03125"
"11190","3.640625","3.640625","3.640625"
"11200","2.09375","2.09375","2.09375"
"11210","1.203125","1.203125","1.203125"
"11220","1.984375","1.984375","1.984375"
"11230","2.171875","2.171875","2.171875"
"11240","3.15625","3.15625","3.15625"
"11250","1.2421875","1.2421875","1.2421875"
"11260","1.3203125","1.3203125","1.3203125"
"11270","1.15625","1.15625","1.15625"
"11280","2.53125","2.53125","2.53125"
"11290","2","2","2"
"11300","2.078125","2.078125","2.078125"
"11310","1.40625","1.40625","1.40625"
"11320","2.234375","2.234375","2.234375"
"11330","1.0234375","1.0234375","1.0234375"
"11340","1.1640625","1.1640625","1.1640625"
"11350","1.09375","1.09375","1.09375"
"11360","2.53125","2.53125","2.53125"
"11370","3.421875","3.421875","3.421875"
"11380","0.90625","0.90625","0.90625"
"11390","1.359375","1.359375","1.359375"
"11400","0.94921875","0.94921875","0.94921875"
"11410","1.2265625","1.2265625","1.2265625"
"11420","2.15625","2.15625","2.15625"
"11430","1.125","1.125","1.125"
"11440","2.5625","2.5625","2.5625"
"11450","2.5625","2.5625","2.5625"
"11460","2.46875","2.46875","2.46875"
"11470","2.1875","2.1875","2.1875"
"11480","1.9140625","1.9140625","1.9140625"
"11490","1.28125","1.28125","1.28125"
"11500","1.0703125","1.0703125","1.0703125"
"11510","1.3125","1.3125","1.3125"
"11520","2.578125","2.578125","2.578125"
"11530","1.0078125","1.0078125","1.0078125"
"11540","1.75","1.75","1.75"
"11550","3.265625","3.265625","3.265625"
"11560","2.6875","2.6875","2.6875"
"11570","3.375","3.375","3.375"
"11580","2.84375","2.84375","2.84375"
"11590","2.96875","2.96875","2.96875"
"11600","1.2578125","1.2578125","1.2578125"
"11610","3.34375","3.34375","3.34375"
"11620","2.109375","2.109375","2.109375"
"11630","1.0390625","1.0390625","1.0390625"
"11640","1.5390625","1.5390625","1.5390625"
"11650","1.0234375","1.0234375","1.0234375"
"11660","2.234375","2.234375","2.234375"
"11670","1.125","1.125","1.125"
"11680","2.296875","2.296875","2.296875"
"11690","0.921875","0.921875","0.921875"
"11700","2.59375","2.59375","2.59375"
"11710","1.25","1.25","1.25"
"11720","2.0625","2.0625","2.0625"
"11730","1.0234375","1.0234375","1.0234375"
"11740","2.109375","2.109375","2.109375"
"11750","2.203125","2.203125","2.203125"
"11760","1.984375","1.984375","1.984375"
"11770","1.921875","1.921875","1.921875"
"11780","2.0625","2.0625","2.0625"
"11790","1.265625","1.265625","1.265625"
"11800","2.09375","2.09375","2.09375"
"11810","3.40625","3.40625","3.40625"
"11820","1.21875","1.21875","1.21875"
"11830","1.0859375","1.0859375","1.0859375"
"11840","2.125","2.125","2.125"
"11850","2.140625","2.140625","2.140625"
"11860","1.9765625","1.9765625","1.9765625"
"11870","2.4375","2.4375","2.4375"
"11880","2.34375","2.34375","2.34375"
"11890","2.09375","2.09375","2.09375"
"11900","1.3671875","1.3671875","1.3671875"
"11910","3.25","3.25","3.25"
"11920","3.734375","3.734375","3.734375"
"11930","0.953125","0.953125","0.953125"
"11940","1.484375","1.484375","1.484375"
"11950","1.78125","1.78125","1.78125"
"11960","1.2890625","1.2890625","1.2890625"
"11970","2.265625","2.265625","2.265625"
"11980","1.1171875","1.1171875","1.1171875"
"11990","2.234375","2.234375","2.234375"
"12000","1.0625","1.0625","1.0625"
"12010","2.1875","2.1875","2.1875"
"12020","1.015625","1.015625","1.015625"
"12030","2.359375","2.359375","2.359375"
"12040","3.84375","3.84375","3.84375"
"12050","1.53125","1.53125","1.53125"
"12060","1.0859375","1.0859375","1.0859375"
"12070","1.96875","1.96875","1.96875"
"12080","1.265625","1.265625","1.265625"
"12090","2.15625","2.15625","2.15625"
"12100","2.21875","2.21875","2.21875"
"12110","1.2265625","1.2265625","1.2265625"
"12120","1.1640625","1.1640625","1.1640625"
"12130","2.09375","2.09375","2.09375"
"12140","1.8984375","1.8984375","1.8984375"
"12150","1.9765625","1.9765625","1.9765625"
"12160","2.375","2.375","2.375"
"12170","0.9765625","0.9765625","0.9765625"
"12180","0.9140625","0.9140625","0.9140625"
"12190","2.1875","2.1875","2.1875"
"12200","1.1328125","1.1328125","1.1328125"
"12210","3.03125","3.03125","3.03125"
"12220","1.265625","1.265625","1.265625"
"12230","1.0078125","1.0078125","1.0078125"
"12240","1.734375","1.734375","1.734375"
"12250","2.828125","2.828125","2.828125"
"12260","0.90234375","0.90234375","0.90234375"
"12270","2.4375","2.4375","2.4375"
"12280","2.203125","2.203125","2.203125"
"12290","1.1796875","1.1796875","1.1796875"
"12300","2.859375","2.859375","2.859375"
"12310","2.1875","2.1875","2.1875"
"12320","2","2","2"
"12330","2.078125","2.078125","2.078125"
"12340","2","2","2"
"12350","2.328125","2.328125","2.328125"
"12360","2.421875","2.421875","2.421875"
"12370","2.21875","2.21875","2.21875"
"12380","2.109375","2.109375","2.109375"
"12390","1.265625","1.265625","1.265625"
"12400","1.2890625","1.2890625","1.2890625"
"12410","2.484375","2.484375","2.484375"
"12420","2.84375","2.84375","2.84375"
"12430","1.1484375","1.1484375","1.1484375"
"12440","3.71875","3.71875","3.71875"
"12450","2.125","2.125","2.125"
"12460","0.9609375","0.9609375","0.9609375"
"12470","1.1171875","1.1171875","1.1171875"
"12480","1.859375","1.859375","1.859375"
"12490","1.40625","1.40625","1.40625"
"12500","2.0625","2.0625","2.0625"
"12510","2.9375","2.9375","2.9375"
"12520","2.578125","2.578125","2.578125"
"12530","1.03125","1.03125","1.03125"
"12540","1.515625","1.515625","1.515625"
"12550","2.296875","2.296875","2.296875"
"12560","2.390625","2.390625","2.390625"
"12570","0.92578125","0.92578125","0.92578125"
"12580","1.1796875","1.1796875","1.1796875"
"12590","1.8125","1.8125","1.8125"
"12600","1.0390625","1.0390625","1.0390625"
"12610","3.0625","3.0625","3.0625"
"12620","2.453125","2.453125","2.453125"
"12630","0.98046875","0.98046875","0.98046875"
"12640","1.0625","1.0625","1.0625"
"12650","1.2109375","1.2109375","1.2109375"
"12660","1.0546875","1.0546875","1.0546875"
"12670","1.140625","1.140625","1.140625"
"12680","1.9140625","1.9140625","1.9140625"
"12690","0.859375","0.859375","0.859375"
"12700","1.171875","1.171875","1.171875"
"12710","3.03125","3.03125","3.03125"
"12720","2.4375","2.4375","2.4375"
"12730","2.21875","2.21875","2.21875"
"12740","1.1015625","1.1015625","1.1015625"
"12750","1.1328125","1.1328125","1.1328125"
"12760","2.015625","2.015625","2.015625"
"12770","2.078125","2.078125","2.078125"
"12780","0.94140625","0.94140625","0.94140625"
"12790","2.4375","2.4375","2.4375"
"12800","1.1953125","1.1953125","1.1953125"
"12810","1.109375","1.109375","1.109375"
"12820","2.03125","2.03125","2.03125"
"12830","3.15625","3.15625","3.15625"
"12840","3.078125","3.078125","3.078125"
"12850","3.03125","3.03125","3.03125"
"12860","1.0546875","1.0546875","1.0546875"
"12870","1.2421875","1.2421875","1.2421875"
"12880","1.875","1.875","1.875"
"12890","0.99609375","0.99609375","0.99609375"
"12900","3.265625","3.265625","3.265625"
"12910","2.046875","2.046875","2.046875"
"12920","1.1875","1.1875","1.1875"
"12930","2.6875","2.6875","2.6875"
"12940","1.1328125","1.1328125","1.1328125"
"12950","2.484375","2.484375","2.484375"
"12960","1.125","1.125","1.125"
"12970","2.734375","2.734375","2.734375"
"12980","0.96875","0.96875","0.96875"
"12990","1.03125","1.03125","1.03125"
"13000","1.25","1.25","1.25"
"13010","2","2","2"
"13020","2.015625","2.015625","2.015625"
"13030","2.953125","2.953125","2.953125"
"13040","3.140625","3.140625","3.140625"
"13050","1.4609375","1.4609375","1.4609375"
"13060","2.21875","2.21875","2.21875"
"13070","3.03125","3.03125","3.03125"
"13080","2.875","2.875","2.875"
"13090","2.140625","2.140625","2.140625"
"13100","2.28125","2.28125","2.28125"
"13110","2.609375","2.609375","2.609375"
"13120","0.99609375","0.99609375","0.99609375"
"13130","3.4375","3.4375","3.4375"
"13140","2.296875","2.296875","2.296875"
"13150","0.94140625","0.94140625","0.94140625"
"13160","2.21875","2.21875","2.21875"
"13170","2.15625","2.15625","2.15625"
"13180","1.8828125","1.8828125","1.8828125"
"13190","1.1796875","1.1796875","1.1796875"
"13200","2.1875","2.1875","2.1875"
"13210","1.953125","1.953125","1.953125"
"13220","1.921875","1.921875","1.921875"
"13230","1.2734375","1.2734375","1.2734375"
"13240","1.15625","1.15625","1.15625"
"13250","2.265625","2.265625","2.265625"
"13260","1.1953125","1.1953125","1.1953125"
"13270","1.1484375","1.1484375","1.1484375"
"13280","1.25","1.25","1.25"
"13290","2.15625","2.15625","2.15625"
"13300","1.0625","1.0625","1.0625"
"13310","1.9921875","1.9921875","1.9921875"
"13320","1.4765625","1.4765625","1.4765625"
"13330","1.0390625","1.0390625","1.0390625"
"13340","0.98046875","0.98046875","0.98046875"
"13350","2.90625","2.90625","2.90625"
"13360","1.5859375","1.5859375","1.5859375"
"13370","3.046875","3.046875","3.046875"
"13380","2.171875","2.171875","2.171875"
"13390","0.78515625","0.78515625","0.78515625"
"13400","2.390625","2.390625","2.390625"
"13410","3.625","3.625","3.625"
"13420","1.171875","1.171875","1.171875"
"13430","2.21875","2.21875","2.21875"
"13440","2.71875","2.71875","2.71875"
"13450","2.171875","2.171875","2.171875"
"13460","2.84375","2.84375","2.84375"
"13470","1.1875","1.1875","1.1875"
"13480","2.140625","2.140625","2.140625"
"13490","1.4921875","1.4921875","1.4921875"
"13500","1.2265625","1.2265625","1.2265625"
"13510","1.0390625","1.0390625","1.0390625"
"13520","1.640625","1.640625","1.640625"
"13530","2.15625","2.15625","2.15625"
"13540","2.5","2.5","2.5"
"13550","3.359375","3.359375","3.359375"
"13560","2.09375","2.09375","2.09375"
"13570","2.875","2.875","2.875"
"13580","1.0234375","1.0234375","1.0234375"
"13590","1.734375","1.734375","1.734375"
"13600","2.1875","2.1875","2.1875"
"13610","1.21875","1.21875","1.21875"
"13620","2.421875","2.421875","2.421875"
"13630","2.21875","2.21875","2.21875"
"13640","2.03125","2.03125","2.03125"
"13650","2.140625","2.140625","2.140625"
"13660","1.78125","1.78125","1.78125"
"13670","2.828125","2.828125","2.828125"
"13680","2.109375","2.109375","2.109375"
"13690","2.375","2.375","2.375"
"13700","2.203125","2.203125","2.203125"
"13710","2.125","2.125","2.125"
"13720","1.34375","1.34375","1.34375"
"13730","2.453125","2.453125","2.453125"
"13740","1.21875","1.21875","1.21875"
"13750","1.1953125","1.1953125","1.1953125"
"13760","2.375","2.375","2.375"
"13770","1.0078125","1.0078125","1.0078125"
"13780","1.3671875","1.3671875","1.3671875"
"13790","1.1015625","1.1015625","1.1015625"
"13800","1.0625","1.0625","1.0625"
"13810","2.859375","2.859375","2.859375"
"13820","1.21875","1.21875","1.21875"
