"Step","deep-planet-14 - ce_loss","deep-planet-14 - ce_loss__MIN","deep-planet-14 - ce_loss__MAX"
"13830","1.03125","1.03125","1.03125"
"13840","2.890625","2.890625","2.890625"
"13850","1.15625","1.15625","1.15625"
"13860","1.3203125","1.3203125","1.3203125"
"13870","1.140625","1.140625","1.140625"
"13880","2.15625","2.15625","2.15625"
"13890","1.265625","1.265625","1.265625"
"13900","2.140625","2.140625","2.140625"
"13910","1.390625","1.390625","1.390625"
"13920","0.97265625","0.97265625","0.97265625"
"13930","1.1640625","1.1640625","1.1640625"
"13940","3.15625","3.15625","3.15625"
"13950","2.1875","2.1875","2.1875"
"13960","2.21875","2.21875","2.21875"
"13970","1.5703125","1.5703125","1.5703125"
"13980","2.234375","2.234375","2.234375"
"13990","1.203125","1.203125","1.203125"
"14000","2.671875","2.671875","2.671875"
"14010","0.859375","0.859375","0.859375"
"14020","2.28125","2.28125","2.28125"
"14030","2.125","2.125","2.125"
"14040","2.015625","2.015625","2.015625"
"14050","1.3046875","1.3046875","1.3046875"
"14060","1.1640625","1.1640625","1.1640625"
"14070","1.109375","1.109375","1.109375"
"14080","3.390625","3.390625","3.390625"
"14090","1.234375","1.234375","1.234375"
"14100","2","2","2"
"14110","2.546875","2.546875","2.546875"
"14120","1.75","1.75","1.75"
"14130","2.390625","2.390625","2.390625"
"14140","2.953125","2.953125","2.953125"
"14150","1.125","1.125","1.125"
"14160","1.1875","1.1875","1.1875"
"14170","0.73828125","0.73828125","0.73828125"
"14180","2.78125","2.78125","2.78125"
"14190","2.015625","2.015625","2.015625"
"14200","1.140625","1.140625","1.140625"
"14210","0.95703125","0.95703125","0.95703125"
"14220","1.203125","1.203125","1.203125"
"14230","2.515625","2.515625","2.515625"
"14240","1.15625","1.15625","1.15625"
"14250","1.1328125","1.1328125","1.1328125"
"14260","2.015625","2.015625","2.015625"
"14270","1.15625","1.15625","1.15625"
"14280","2.078125","2.078125","2.078125"
"14290","2.40625","2.40625","2.40625"
"14300","1.2109375","1.2109375","1.2109375"
"14310","1.171875","1.171875","1.171875"
"14320","2.203125","2.203125","2.203125"
"14330","2.3125","2.3125","2.3125"
"14340","1.0546875","1.0546875","1.0546875"
"14350","2.09375","2.09375","2.09375"
"14360","1","1","1"
"14370","1.5234375","1.5234375","1.5234375"
"14380","2.078125","2.078125","2.078125"
"14390","1.9765625","1.9765625","1.9765625"
"14400","1.015625","1.015625","1.015625"
"14410","3.203125","3.203125","3.203125"
"14420","2.453125","2.453125","2.453125"
"14430","2.1875","2.1875","2.1875"
"14440","2.921875","2.921875","2.921875"
"14450","2.21875","2.21875","2.21875"
"14460","2.234375","2.234375","2.234375"
"14470","2.40625","2.40625","2.40625"
"14480","0.984375","0.984375","0.984375"
"14490","2.546875","2.546875","2.546875"
"14500","1.25","1.25","1.25"
"14510","3.296875","3.296875","3.296875"
"14520","3.296875","3.296875","3.296875"
"14530","1.25","1.25","1.25"
"14540","1.34375","1.34375","1.34375"
"14550","2.625","2.625","2.625"
"14560","3.203125","3.203125","3.203125"
"14570","1.421875","1.421875","1.421875"
"14580","1.5078125","1.5078125","1.5078125"
"14590","1.0859375","1.0859375","1.0859375"
"14600","1.03125","1.03125","1.03125"
"14610","2.453125","2.453125","2.453125"
"14620","1.1875","1.1875","1.1875"
"14630","2.5","2.5","2.5"
"14640","1.1953125","1.1953125","1.1953125"
"14650","2.0625","2.0625","2.0625"
"14660","2.6875","2.6875","2.6875"
"14670","1.1015625","1.1015625","1.1015625"
"14680","1.0625","1.0625","1.0625"
"14690","1.1328125","1.1328125","1.1328125"
"14700","1.15625","1.15625","1.15625"
"14710","1.21875","1.21875","1.21875"
"14720","2.125","2.125","2.125"
"14730","2.21875","2.21875","2.21875"
"14740","2.0625","2.0625","2.0625"
"14750","1.0234375","1.0234375","1.0234375"
"14760","1.0703125","1.0703125","1.0703125"
"14770","1.1015625","1.1015625","1.1015625"
"14780","2.546875","2.546875","2.546875"
"14790","2.125","2.125","2.125"
"14800","1.046875","1.046875","1.046875"
"14810","1.8359375","1.8359375","1.8359375"
"14820","1.1953125","1.1953125","1.1953125"
"14830","2.203125","2.203125","2.203125"
"14840","2.203125","2.203125","2.203125"
"14850","0.96875","0.96875","0.96875"
"14860","0.9921875","0.9921875","0.9921875"
"14870","1.8828125","1.8828125","1.8828125"
"14880","2.765625","2.765625","2.765625"
"14890","2.046875","2.046875","2.046875"
"14900","2.421875","2.421875","2.421875"
"14910","0.89453125","0.89453125","0.89453125"
"14920","2.25","2.25","2.25"
"14930","1.9453125","1.9453125","1.9453125"
"14940","2.421875","2.421875","2.421875"
"14950","2.40625","2.40625","2.40625"
"14960","2.4375","2.4375","2.4375"
"14970","1.1328125","1.1328125","1.1328125"
"14980","2.65625","2.65625","2.65625"
"14990","1.2265625","1.2265625","1.2265625"
"15000","3.015625","3.015625","3.015625"
"15010","0.9765625","0.9765625","0.9765625"
"15020","3.171875","3.171875","3.171875"
"15030","1.890625","1.890625","1.890625"
"15040","2.046875","2.046875","2.046875"
"15050","3.078125","3.078125","3.078125"
"15060","1.0625","1.0625","1.0625"
"15070","2.109375","2.109375","2.109375"
"15080","2.59375","2.59375","2.59375"
"15090","1.9765625","1.9765625","1.9765625"
"15100","1.03125","1.03125","1.03125"
"15110","2.96875","2.96875","2.96875"
"15120","1.8046875","1.8046875","1.8046875"
"15130","2.34375","2.34375","2.34375"
"15140","1.234375","1.234375","1.234375"
"15150","2.046875","2.046875","2.046875"
"15160","1.2578125","1.2578125","1.2578125"
"15170","2.15625","2.15625","2.15625"
"15180","1.375","1.375","1.375"
"15190","1.0703125","1.0703125","1.0703125"
"15200","1.125","1.125","1.125"
"15210","1.140625","1.140625","1.140625"
"15220","2.5","2.5","2.5"
"15230","2.5","2.5","2.5"
"15240","1.3046875","1.3046875","1.3046875"
"15250","1.84375","1.84375","1.84375"
"15260","2.59375","2.59375","2.59375"
"15270","0.93359375","0.93359375","0.93359375"
"15280","0.921875","0.921875","0.921875"
"15290","2.890625","2.890625","2.890625"
"15300","1.375","1.375","1.375"
"15310","1.15625","1.15625","1.15625"
"15320","2.40625","2.40625","2.40625"
"15330","2.375","2.375","2.375"
"15340","2.6875","2.6875","2.6875"
"15350","1.28125","1.28125","1.28125"
"15360","3.078125","3.078125","3.078125"
"15370","2.640625","2.640625","2.640625"
"15380","3","3","3"
"15390","1.046875","1.046875","1.046875"
"15400","0.9921875","0.9921875","0.9921875"
"15410","2.109375","2.109375","2.109375"
"15420","2.40625","2.40625","2.40625"
"15430","0.9375","0.9375","0.9375"
"15440","0.95703125","0.95703125","0.95703125"
"15450","2.25","2.25","2.25"
"15460","2.125","2.125","2.125"
"15470","1.3203125","1.3203125","1.3203125"
"15480","2.140625","2.140625","2.140625"
"15490","1.03125","1.03125","1.03125"
"15500","2.265625","2.265625","2.265625"
"15510","2.359375","2.359375","2.359375"
"15520","2.921875","2.921875","2.921875"
"15530","2.09375","2.09375","2.09375"
"15540","1.0546875","1.0546875","1.0546875"
"15550","1.4375","1.4375","1.4375"
"15560","1.4375","1.4375","1.4375"
"15570","1.3515625","1.3515625","1.3515625"
"15580","3.1875","3.1875","3.1875"
"15590","2.21875","2.21875","2.21875"
"15600","2.21875","2.21875","2.21875"
"15610","2.0625","2.0625","2.0625"
"15620","1.9296875","1.9296875","1.9296875"
"15630","2.59375","2.59375","2.59375"
"15640","2.296875","2.296875","2.296875"
"15650","0.9609375","0.9609375","0.9609375"
"15660","2.140625","2.140625","2.140625"
"15670","3.078125","3.078125","3.078125"
"15680","1.4140625","1.4140625","1.4140625"
"15690","2.296875","2.296875","2.296875"
"15700","2.046875","2.046875","2.046875"
"15710","0.875","0.875","0.875"
"15720","1.0859375","1.0859375","1.0859375"
"15730","1.171875","1.171875","1.171875"
"15740","3.03125","3.03125","3.03125"
"15750","2.203125","2.203125","2.203125"
"15760","2.609375","2.609375","2.609375"
"15770","1.171875","1.171875","1.171875"
"15780","2.46875","2.46875","2.46875"
"15790","2.3125","2.3125","2.3125"
"15800","2.515625","2.515625","2.515625"
"15810","1.4375","1.4375","1.4375"
"15820","2.171875","2.171875","2.171875"
"15830","1.1015625","1.1015625","1.1015625"
"15840","1.96875","1.96875","1.96875"
"15850","2.765625","2.765625","2.765625"
"15860","2.265625","2.265625","2.265625"
"15870","1.8984375","1.8984375","1.8984375"
"15880","1.890625","1.890625","1.890625"
"15890","1.1171875","1.1171875","1.1171875"
"15900","2.03125","2.03125","2.03125"
"15910","1.921875","1.921875","1.921875"
"15920","2.21875","2.21875","2.21875"
"15930","2.265625","2.265625","2.265625"
"15940","2.421875","2.421875","2.421875"
"15950","1.03125","1.03125","1.03125"
"15960","1.21875","1.21875","1.21875"
"15970","2.015625","2.015625","2.015625"
"15980","3.359375","3.359375","3.359375"
"15990","0.9609375","0.9609375","0.9609375"
"16000","1.0625","1.0625","1.0625"
"16010","2.90625","2.90625","2.90625"
"16020","1.875","1.875","1.875"
"16030","2.125","2.125","2.125"
"16040","1.8046875","1.8046875","1.8046875"
"16050","1.28125","1.28125","1.28125"
"16060","1.1953125","1.1953125","1.1953125"
"16070","2.25","2.25","2.25"
"16080","1.09375","1.09375","1.09375"
"16090","1.171875","1.171875","1.171875"
"16100","1.1015625","1.1015625","1.1015625"
"16110","3.0625","3.0625","3.0625"
"16120","2.21875","2.21875","2.21875"
"16130","3.0625","3.0625","3.0625"
"16140","2.234375","2.234375","2.234375"
"16150","2.8125","2.8125","2.8125"
"16160","2.46875","2.46875","2.46875"
"16170","2.25","2.25","2.25"
"16180","3.234375","3.234375","3.234375"
"16190","2.203125","2.203125","2.203125"
"16200","2.90625","2.90625","2.90625"
"16210","1.3203125","1.3203125","1.3203125"
"16220","2.390625","2.390625","2.390625"
"16230","1.078125","1.078125","1.078125"
"16240","2.96875","2.96875","2.96875"
"16250","0.98828125","0.98828125","0.98828125"
"16260","1.015625","1.015625","1.015625"
"16270","1.9296875","1.9296875","1.9296875"
"16280","2.09375","2.09375","2.09375"
"16290","2.25","2.25","2.25"
"16300","1.0546875","1.0546875","1.0546875"
"16310","2.625","2.625","2.625"
"16320","1.953125","1.953125","1.953125"
"16330","2.171875","2.171875","2.171875"
"16340","2.828125","2.828125","2.828125"
"16350","0.9765625","0.9765625","0.9765625"
"16360","3.59375","3.59375","3.59375"
"16370","1.046875","1.046875","1.046875"
"16380","1.2109375","1.2109375","1.2109375"
"16390","1.1953125","1.1953125","1.1953125"
"16400","1.46875","1.46875","1.46875"
"16410","1.9921875","1.9921875","1.9921875"
"16420","0.9921875","0.9921875","0.9921875"
"16430","1.1171875","1.1171875","1.1171875"
"16440","2.265625","2.265625","2.265625"
"16450","1.0859375","1.0859375","1.0859375"
"16460","3.765625","3.765625","3.765625"
"16470","2.015625","2.015625","2.015625"
"16480","1.359375","1.359375","1.359375"
"16490","3.328125","3.328125","3.328125"
"16500","1.03125","1.03125","1.03125"
"16510","3","3","3"
"16520","1.3515625","1.3515625","1.3515625"
"16530","1.2265625","1.2265625","1.2265625"
"16540","1.28125","1.28125","1.28125"
"16550","1.9375","1.9375","1.9375"
"16560","2.125","2.125","2.125"
"16570","2.6875","2.6875","2.6875"
"16580","2.46875","2.46875","2.46875"
"16590","1.0703125","1.0703125","1.0703125"
"16600","1.9609375","1.9609375","1.9609375"
"16610","0.96484375","0.96484375","0.96484375"
"16620","1.703125","1.703125","1.703125"
"16630","2.84375","2.84375","2.84375"
"16640","1.2265625","1.2265625","1.2265625"
"16650","1.796875","1.796875","1.796875"
"16660","2.625","2.625","2.625"
"16670","1.078125","1.078125","1.078125"
"16680","3.34375","3.34375","3.34375"
"16690","0.875","0.875","0.875"
"16700","2.34375","2.34375","2.34375"
"16710","2.203125","2.203125","2.203125"
"16720","1.8125","1.8125","1.8125"
"16730","3.140625","3.140625","3.140625"
"16740","2.4375","2.4375","2.4375"
"16750","2.5625","2.5625","2.5625"
"16760","1.078125","1.078125","1.078125"
"16770","2.21875","2.21875","2.21875"
"16780","2.609375","2.609375","2.609375"
"16790","1.96875","1.96875","1.96875"
"16800","1.0234375","1.0234375","1.0234375"
"16810","0.9453125","0.9453125","0.9453125"
"16820","1.28125","1.28125","1.28125"
"16830","1.015625","1.015625","1.015625"
"16840","2.1875","2.1875","2.1875"
"16850","1.15625","1.15625","1.15625"
"16860","1.3125","1.3125","1.3125"
"16870","2.3125","2.3125","2.3125"
"16880","2.25","2.25","2.25"
"16890","1.0546875","1.0546875","1.0546875"
"16900","2.859375","2.859375","2.859375"
"16910","2.109375","2.109375","2.109375"
"16920","2.21875","2.21875","2.21875"
"16930","1.9609375","1.9609375","1.9609375"
"16940","1.75","1.75","1.75"
"16950","1.265625","1.265625","1.265625"
"16960","1.203125","1.203125","1.203125"
"16970","2.15625","2.15625","2.15625"
"16980","1.0625","1.0625","1.0625"
"16990","2.109375","2.109375","2.109375"
"17000","2.296875","2.296875","2.296875"
"17010","3.328125","3.328125","3.328125"
"17020","1.6953125","1.6953125","1.6953125"
"17030","1.984375","1.984375","1.984375"
"17040","1.8671875","1.8671875","1.8671875"
"17050","0.92578125","0.92578125","0.92578125"
"17060","1.1171875","1.1171875","1.1171875"
"17070","2.125","2.125","2.125"
"17080","1.84375","1.84375","1.84375"
"17090","2.28125","2.28125","2.28125"
"17100","3.09375","3.09375","3.09375"
"17110","1.2421875","1.2421875","1.2421875"
"17120","2.765625","2.765625","2.765625"
"17130","2.078125","2.078125","2.078125"
"17140","1.3203125","1.3203125","1.3203125"
"17150","2","2","2"
"17160","3.171875","3.171875","3.171875"
"17170","2.15625","2.15625","2.15625"
"17180","1.171875","1.171875","1.171875"
"17190","2.28125","2.28125","2.28125"
"17200","1.078125","1.078125","1.078125"
"17210","1.1796875","1.1796875","1.1796875"
"17220","2.46875","2.46875","2.46875"
"17230","1.2578125","1.2578125","1.2578125"
"17240","2.453125","2.453125","2.453125"
"17250","2.265625","2.265625","2.265625"
"17260","1.4296875","1.4296875","1.4296875"
"17270","3.140625","3.140625","3.140625"
"17280","2.96875","2.96875","2.96875"
"17290","1.0703125","1.0703125","1.0703125"
"17300","0.921875","0.921875","0.921875"
"17310","3.21875","3.21875","3.21875"
"17320","1.3046875","1.3046875","1.3046875"
"17330","1.1484375","1.1484375","1.1484375"
"17340","2.984375","2.984375","2.984375"
"17350","1.984375","1.984375","1.984375"
"17360","2.0625","2.0625","2.0625"
"17370","2.84375","2.84375","2.84375"
"17380","1.0078125","1.0078125","1.0078125"
"17390","2.15625","2.15625","2.15625"
"17400","1.25","1.25","1.25"
"17410","1.7578125","1.7578125","1.7578125"
"17420","1.90625","1.90625","1.90625"
"17430","1.359375","1.359375","1.359375"
"17440","2.171875","2.171875","2.171875"
"17450","1.2265625","1.2265625","1.2265625"
"17460","3.046875","3.046875","3.046875"
"17470","2","2","2"
"17480","2.421875","2.421875","2.421875"
"17490","2.859375","2.859375","2.859375"
"17500","1.6953125","1.6953125","1.6953125"
"17510","3.875","3.875","3.875"
"17520","0.9921875","0.9921875","0.9921875"
"17530","1.203125","1.203125","1.203125"
"17540","2.109375","2.109375","2.109375"
"17550","1.0703125","1.0703125","1.0703125"
"17560","1.1953125","1.1953125","1.1953125"
"17570","1.9921875","1.9921875","1.9921875"
"17580","2.15625","2.15625","2.15625"
"17590","3.546875","3.546875","3.546875"
"17600","2.296875","2.296875","2.296875"
"17610","1.1875","1.1875","1.1875"
"17620","2.359375","2.359375","2.359375"
"17630","2.140625","2.140625","2.140625"
"17640","0.83203125","0.83203125","0.83203125"
"17650","1.1015625","1.1015625","1.1015625"
"17660","1.2109375","1.2109375","1.2109375"
"17670","1.9453125","1.9453125","1.9453125"
"17680","1.234375","1.234375","1.234375"
"17690","1.1015625","1.1015625","1.1015625"
"17700","1.921875","1.921875","1.921875"
"17710","2.875","2.875","2.875"
"17720","2.125","2.125","2.125"
"17730","0.78125","0.78125","0.78125"
"17740","1.2421875","1.2421875","1.2421875"
"17750","1.1015625","1.1015625","1.1015625"
"17760","2.15625","2.15625","2.15625"
"17770","1.09375","1.09375","1.09375"
"17780","2.265625","2.265625","2.265625"
"17790","1.0390625","1.0390625","1.0390625"
"17800","2.4375","2.4375","2.4375"
"17810","1.9375","1.9375","1.9375"
"17820","1.1484375","1.1484375","1.1484375"
"17830","0.85546875","0.85546875","0.85546875"
"17840","2.625","2.625","2.625"
"17850","1.0859375","1.0859375","1.0859375"
"17860","0.8671875","0.8671875","0.8671875"
"17870","1.296875","1.296875","1.296875"
"17880","1.359375","1.359375","1.359375"
"17890","2.765625","2.765625","2.765625"
"17900","1.0625","1.0625","1.0625"
"17910","2.734375","2.734375","2.734375"
"17920","1.03125","1.03125","1.03125"
"17930","2.84375","2.84375","2.84375"
"17940","2.65625","2.65625","2.65625"
"17950","3.125","3.125","3.125"
"17960","0.84765625","0.84765625","0.84765625"
"17970","2.71875","2.71875","2.71875"
"17980","1.046875","1.046875","1.046875"
"17990","3.15625","3.15625","3.15625"
"18000","2.546875","2.546875","2.546875"
"18010","1.3203125","1.3203125","1.3203125"
"18020","1.2890625","1.2890625","1.2890625"
"18030","2.453125","2.453125","2.453125"
"18040","1.359375","1.359375","1.359375"
"18050","0.8046875","0.8046875","0.8046875"
"18060","1.21875","1.21875","1.21875"
"18070","1.0703125","1.0703125","1.0703125"
"18080","2.171875","2.171875","2.171875"
"18090","0.95703125","0.95703125","0.95703125"
"18100","1.9375","1.9375","1.9375"
"18110","1.1953125","1.1953125","1.1953125"
"18120","1.9375","1.9375","1.9375"
"18130","2.671875","2.671875","2.671875"
"18140","3.109375","3.109375","3.109375"
"18150","2.5625","2.5625","2.5625"
"18160","2.046875","2.046875","2.046875"
"18170","1.1328125","1.1328125","1.1328125"
"18180","1.171875","1.171875","1.171875"
"18190","3.265625","3.265625","3.265625"
"18200","2.25","2.25","2.25"
"18210","1.0859375","1.0859375","1.0859375"
"18220","0.8984375","0.8984375","0.8984375"
"18230","0.9375","0.9375","0.9375"
"18240","2.203125","2.203125","2.203125"
"18250","2.015625","2.015625","2.015625"
"18260","1.359375","1.359375","1.359375"
"18270","1.0546875","1.0546875","1.0546875"
"18280","2.125","2.125","2.125"
"18290","2.609375","2.609375","2.609375"
"18300","1.9453125","1.9453125","1.9453125"
"18310","1.1796875","1.1796875","1.1796875"
"18320","0.9453125","0.9453125","0.9453125"
"18330","1.9765625","1.9765625","1.9765625"
"18340","2.734375","2.734375","2.734375"
"18350","2.75","2.75","2.75"
"18360","2.84375","2.84375","2.84375"
"18370","2.390625","2.390625","2.390625"
"18380","2.0625","2.0625","2.0625"
"18390","2.078125","2.078125","2.078125"
"18400","1.015625","1.015625","1.015625"
"18410","1.28125","1.28125","1.28125"
"18420","2.390625","2.390625","2.390625"
"18430","0.90234375","0.90234375","0.90234375"
"18440","3.109375","3.109375","3.109375"
"18450","2.96875","2.96875","2.96875"
"18460","2.265625","2.265625","2.265625"
"18470","2.296875","2.296875","2.296875"
"18480","2.078125","2.078125","2.078125"
"18490","2.34375","2.34375","2.34375"
"18500","2.09375","2.09375","2.09375"
"18510","1.2265625","1.2265625","1.2265625"
"18520","1.0703125","1.0703125","1.0703125"
"18530","2.15625","2.15625","2.15625"
"18540","2.015625","2.015625","2.015625"
"18550","2.21875","2.21875","2.21875"
"18560","1.265625","1.265625","1.265625"
"18570","2.5625","2.5625","2.5625"
"18580","2.453125","2.453125","2.453125"
"18590","2.75","2.75","2.75"
"18600","1.6171875","1.6171875","1.6171875"
"18610","1.1640625","1.1640625","1.1640625"
"18620","2.640625","2.640625","2.640625"
"18630","0.97265625","0.97265625","0.97265625"
"18640","2.0625","2.0625","2.0625"
"18650","1.953125","1.953125","1.953125"
"18660","2.796875","2.796875","2.796875"
"18670","1.203125","1.203125","1.203125"
"18680","2.546875","2.546875","2.546875"
"18690","2.3125","2.3125","2.3125"
"18700","1.40625","1.40625","1.40625"
"18710","2.21875","2.21875","2.21875"
"18720","1.046875","1.046875","1.046875"
"18730","2.734375","2.734375","2.734375"
"18740","2.265625","2.265625","2.265625"
"18750","2.265625","2.265625","2.265625"
"18760","0.984375","0.984375","0.984375"
"18770","1.7578125","1.7578125","1.7578125"
"18780","1.78125","1.78125","1.78125"
"18790","2.09375","2.09375","2.09375"
"18800","0.9765625","0.9765625","0.9765625"
"18810","2.796875","2.796875","2.796875"
"18820","2.046875","2.046875","2.046875"
"18830","2.203125","2.203125","2.203125"
"18840","1.8671875","1.8671875","1.8671875"
"18850","2.671875","2.671875","2.671875"
"18860","1.890625","1.890625","1.890625"
"18870","2.140625","2.140625","2.140625"
"18880","2.265625","2.265625","2.265625"
"18890","1.984375","1.984375","1.984375"
"18900","2.171875","2.171875","2.171875"
"18910","1.140625","1.140625","1.140625"
"18920","3.375","3.375","3.375"
"18930","2.546875","2.546875","2.546875"
"18940","1.0546875","1.0546875","1.0546875"
"18950","0.96875","0.96875","0.96875"
"18960","2.171875","2.171875","2.171875"
"18970","1.3203125","1.3203125","1.3203125"
"18980","0.87109375","0.87109375","0.87109375"
"18990","1.875","1.875","1.875"
"19000","1.421875","1.421875","1.421875"
"19010","2.796875","2.796875","2.796875"
"19020","1.78125","1.78125","1.78125"
"19030","2.515625","2.515625","2.515625"
"19040","1.7421875","1.7421875","1.7421875"
"19050","1.1796875","1.1796875","1.1796875"
"19060","2.171875","2.171875","2.171875"
"19070","3.609375","3.609375","3.609375"
"19080","2.03125","2.03125","2.03125"
"19090","1.9453125","1.9453125","1.9453125"
"19100","2.421875","2.421875","2.421875"
"19110","1.21875","1.21875","1.21875"
"19120","2.140625","2.140625","2.140625"
"19130","1.859375","1.859375","1.859375"
"19140","1.140625","1.140625","1.140625"
"19150","1.1484375","1.1484375","1.1484375"
"19160","1.7265625","1.7265625","1.7265625"
"19170","1.421875","1.421875","1.421875"
"19180","1.078125","1.078125","1.078125"
"19190","3.21875","3.21875","3.21875"
"19200","3.09375","3.09375","3.09375"
"19210","1.328125","1.328125","1.328125"
"19220","2.203125","2.203125","2.203125"
"19230","1.1015625","1.1015625","1.1015625"
"19240","2.171875","2.171875","2.171875"
"19250","1.21875","1.21875","1.21875"
"19260","2.109375","2.109375","2.109375"
"19270","1.09375","1.09375","1.09375"
"19280","1.90625","1.90625","1.90625"
"19290","1.0234375","1.0234375","1.0234375"
"19300","2.953125","2.953125","2.953125"
"19310","0.94140625","0.94140625","0.94140625"
"19320","2.390625","2.390625","2.390625"
"19330","2.1875","2.1875","2.1875"
"19340","2.078125","2.078125","2.078125"
"19350","3.140625","3.140625","3.140625"
"19360","2.515625","2.515625","2.515625"
"19370","2.5625","2.5625","2.5625"
"19380","2.296875","2.296875","2.296875"
"19390","1.1640625","1.1640625","1.1640625"
"19400","2.0625","2.0625","2.0625"
"19410","2.234375","2.234375","2.234375"
"19420","1.0390625","1.0390625","1.0390625"
"19430","2.34375","2.34375","2.34375"
"19440","1.015625","1.015625","1.015625"
"19450","1.125","1.125","1.125"
"19460","1.9296875","1.9296875","1.9296875"
"19470","2.15625","2.15625","2.15625"
"19480","2.609375","2.609375","2.609375"
"19490","1.125","1.125","1.125"
"19500","1.09375","1.09375","1.09375"
"19510","3.25","3.25","3.25"
"19520","2.109375","2.109375","2.109375"
"19530","1.96875","1.96875","1.96875"
"19540","1.796875","1.796875","1.796875"
"19550","2.203125","2.203125","2.203125"
"19560","2.1875","2.1875","2.1875"
"19570","0.87890625","0.87890625","0.87890625"
"19580","1.1171875","1.1171875","1.1171875"
"19590","2.28125","2.28125","2.28125"
"19600","2.125","2.125","2.125"
"19610","2.953125","2.953125","2.953125"
"19620","1.140625","1.140625","1.140625"
"19630","1.1953125","1.1953125","1.1953125"
"19640","2.453125","2.453125","2.453125"
"19650","2.546875","2.546875","2.546875"
"19660","1.0390625","1.0390625","1.0390625"
"19670","2.765625","2.765625","2.765625"
"19680","1.4765625","1.4765625","1.4765625"
"19690","1.3203125","1.3203125","1.3203125"
"19700","2.734375","2.734375","2.734375"
"19710","2.625","2.625","2.625"
"19720","1.25","1.25","1.25"
"19730","1.75","1.75","1.75"
"19740","1.34375","1.34375","1.34375"
"19750","1.859375","1.859375","1.859375"
"19760","3.078125","3.078125","3.078125"
"19770","2.421875","2.421875","2.421875"
"19780","0.9296875","0.9296875","0.9296875"
"19790","1.09375","1.09375","1.09375"
"19800","0.8984375","0.8984375","0.8984375"
"19810","1.3125","1.3125","1.3125"
"19820","1","1","1"
"19830","2.140625","2.140625","2.140625"
"19840","1.125","1.125","1.125"
"19850","2.25","2.25","2.25"
"19860","1.7890625","1.7890625","1.7890625"
"19870","2.609375","2.609375","2.609375"
"19880","1.3828125","1.3828125","1.3828125"
"19890","2.4375","2.4375","2.4375"
"19900","2.15625","2.15625","2.15625"
"19910","2.515625","2.515625","2.515625"
"19920","1.8515625","1.8515625","1.8515625"
"19930","1.03125","1.03125","1.03125"
"19940","0.703125","0.703125","0.703125"
"19950","1.0390625","1.0390625","1.0390625"
"19960","2.578125","2.578125","2.578125"
"19970","2.34375","2.34375","2.34375"
"19980","1.2265625","1.2265625","1.2265625"
"19990","1.2421875","1.2421875","1.2421875"
"20000","2.375","2.375","2.375"
"20010","1.421875","1.421875","1.421875"
"20020","2.078125","2.078125","2.078125"
"20030","1.09375","1.09375","1.09375"
"20040","2.296875","2.296875","2.296875"
"20050","1.1328125","1.1328125","1.1328125"
"20060","0.859375","0.859375","0.859375"
"20070","2.6875","2.6875","2.6875"
"20080","2.53125","2.53125","2.53125"
"20090","1.1875","1.1875","1.1875"
"20100","1.953125","1.953125","1.953125"
"20110","2.453125","2.453125","2.453125"
"20120","3.140625","3.140625","3.140625"
"20130","2.171875","2.171875","2.171875"
"20140","0.921875","0.921875","0.921875"
"20150","2.53125","2.53125","2.53125"
"20160","2.234375","2.234375","2.234375"
"20170","2.375","2.375","2.375"
"20180","1.0390625","1.0390625","1.0390625"
"20190","1.484375","1.484375","1.484375"
"20200","1.03125","1.03125","1.03125"
"20210","3.25","3.25","3.25"
"20220","2.046875","2.046875","2.046875"
"20230","2.6875","2.6875","2.6875"
"20240","2.28125","2.28125","2.28125"
"20250","1.3671875","1.3671875","1.3671875"
"20260","1.2109375","1.2109375","1.2109375"
"20270","1.9609375","1.9609375","1.9609375"
"20280","1.1875","1.1875","1.1875"
"20290","1.9609375","1.9609375","1.9609375"
"20300","1.203125","1.203125","1.203125"
"20310","1.296875","1.296875","1.296875"
"20320","1.25","1.25","1.25"
"20330","0.9375","0.9375","0.9375"
"20340","2.15625","2.15625","2.15625"
"20350","1.15625","1.15625","1.15625"
"20360","0.875","0.875","0.875"
"20370","0.9296875","0.9296875","0.9296875"
"20380","1.984375","1.984375","1.984375"
"20390","2.359375","2.359375","2.359375"
"20400","1.0390625","1.0390625","1.0390625"
"20410","1.921875","1.921875","1.921875"
"20420","1.1015625","1.1015625","1.1015625"
"20430","1.2578125","1.2578125","1.2578125"
"20440","2.140625","2.140625","2.140625"
"20450","1.3046875","1.3046875","1.3046875"
"20460","1.1328125","1.1328125","1.1328125"
"20470","1.9140625","1.9140625","1.9140625"
"20480","2.25","2.25","2.25"
"20490","1.1640625","1.1640625","1.1640625"
"20500","1.140625","1.140625","1.140625"
"20510","2.71875","2.71875","2.71875"
"20520","3.15625","3.15625","3.15625"
"20530","2.40625","2.40625","2.40625"
"20540","1.421875","1.421875","1.421875"
"20550","1.125","1.125","1.125"
"20560","2.21875","2.21875","2.21875"
"20570","1.265625","1.265625","1.265625"
"20580","3.546875","3.546875","3.546875"
"20590","1.03125","1.03125","1.03125"
"20600","1.40625","1.40625","1.40625"
"20610","1.15625","1.15625","1.15625"
"20620","1.015625","1.015625","1.015625"
"20630","2.359375","2.359375","2.359375"
"20640","2.09375","2.09375","2.09375"
"20650","2.828125","2.828125","2.828125"
