"Step","deep-planet-14 - cov_loss","deep-planet-14 - cov_loss__MIN","deep-planet-14 - cov_loss__MAX"
"6880","2.265625","2.265625","2.265625"
"6890","2.3125","2.3125","2.3125"
"6900","2.1875","2.1875","2.1875"
"6910","2.078125","2.078125","2.078125"
"6920","2.078125","2.078125","2.078125"
"6930","1.9375","1.9375","1.9375"
"6940","2.171875","2.171875","2.171875"
"6950","2.109375","2.109375","2.109375"
"6960","2.140625","2.140625","2.140625"
"6970","1.8984375","1.8984375","1.8984375"
"6980","2.28125","2.28125","2.28125"
"6990","2.359375","2.359375","2.359375"
"7000","2.078125","2.078125","2.078125"
"7010","2.078125","2.078125","2.078125"
"7020","2.25","2.25","2.25"
"7030","1.96875","1.96875","1.96875"
"7040","2.421875","2.421875","2.421875"
"7050","2.453125","2.453125","2.453125"
"7060","2.28125","2.28125","2.28125"
"7070","2.375","2.375","2.375"
"7080","2.1875","2.1875","2.1875"
"7090","2.125","2.125","2.125"
"7100","2.0625","2.0625","2.0625"
"7110","1.921875","1.921875","1.921875"
"7120","2.484375","2.484375","2.484375"
"7130","2.4375","2.4375","2.4375"
"7140","2.0625","2.0625","2.0625"
"7150","1.890625","1.890625","1.890625"
"7160","2.046875","2.046875","2.046875"
"7170","2.625","2.625","2.625"
"7180","2.328125","2.328125","2.328125"
"7190","2.9375","2.9375","2.9375"
"7200","2.890625","2.890625","2.890625"
"7210","2.8125","2.8125","2.8125"
"7220","3.125","3.125","3.125"
"7230","2.53125","2.53125","2.53125"
"7240","2.90625","2.90625","2.90625"
"7250","2.375","2.375","2.375"
"7260","2.46875","2.46875","2.46875"
"7270","2.015625","2.015625","2.015625"
"7280","2.1875","2.1875","2.1875"
"7290","2.671875","2.671875","2.671875"
"7300","2.421875","2.421875","2.421875"
"7310","2.359375","2.359375","2.359375"
"7320","1.9609375","1.9609375","1.9609375"
"7330","1.9609375","1.9609375","1.9609375"
"7340","2.375","2.375","2.375"
"7350","2.40625","2.40625","2.40625"
"7360","2.390625","2.390625","2.390625"
"7370","2.640625","2.640625","2.640625"
"7380","1.90625","1.90625","1.90625"
"7390","2.296875","2.296875","2.296875"
"7400","2.21875","2.21875","2.21875"
"7410","3.15625","3.15625","3.15625"
"7420","2.6875","2.6875","2.6875"
"7430","2.234375","2.234375","2.234375"
"7440","2.15625","2.15625","2.15625"
"7450","1.9375","1.9375","1.9375"
"7460","2.5625","2.5625","2.5625"
"7470","2.703125","2.703125","2.703125"
"7480","2.125","2.125","2.125"
"7490","1.9921875","1.9921875","1.9921875"
"7500","1.921875","1.921875","1.921875"
"7510","3.4375","3.4375","3.4375"
"7520","2.03125","2.03125","2.03125"
"7530","2.3125","2.3125","2.3125"
"7540","2.15625","2.15625","2.15625"
"7550","2.015625","2.015625","2.015625"
"7560","2.28125","2.28125","2.28125"
"7570","2.3125","2.3125","2.3125"
"7580","2.21875","2.21875","2.21875"
"7590","2.25","2.25","2.25"
"7600","2.34375","2.34375","2.34375"
"7610","2.265625","2.265625","2.265625"
"7620","2.453125","2.453125","2.453125"
"7630","2.265625","2.265625","2.265625"
"7640","1.9921875","1.9921875","1.9921875"
"7650","2.296875","2.296875","2.296875"
"7660","2.171875","2.171875","2.171875"
"7670","2.53125","2.53125","2.53125"
"7680","2.40625","2.40625","2.40625"
"7690","2.46875","2.46875","2.46875"
"7700","2.34375","2.34375","2.34375"
"7710","2.78125","2.78125","2.78125"
"7720","2.203125","2.203125","2.203125"
"7730","2.203125","2.203125","2.203125"
"7740","2.484375","2.484375","2.484375"
"7750","2.359375","2.359375","2.359375"
"7760","2.328125","2.328125","2.328125"
"7770","2.078125","2.078125","2.078125"
"7780","2.09375","2.09375","2.09375"
"7790","2.140625","2.140625","2.140625"
"7800","2.359375","2.359375","2.359375"
"7810","2.203125","2.203125","2.203125"
"7820","2.984375","2.984375","2.984375"
"7830","2.328125","2.328125","2.328125"
"7840","2.296875","2.296875","2.296875"
"7850","2.296875","2.296875","2.296875"
"7860","2.390625","2.390625","2.390625"
"7870","2.21875","2.21875","2.21875"
"7880","2.359375","2.359375","2.359375"
"7890","2.171875","2.171875","2.171875"
"7900","2.109375","2.109375","2.109375"
"7910","1.8984375","1.8984375","1.8984375"
"7920","2.015625","2.015625","2.015625"
"7930","2.359375","2.359375","2.359375"
"7940","2.078125","2.078125","2.078125"
"7950","2.203125","2.203125","2.203125"
"7960","2.265625","2.265625","2.265625"
"7970","2","2","2"
"7980","1.984375","1.984375","1.984375"
"7990","2.015625","2.015625","2.015625"
"8000","1.9765625","1.9765625","1.9765625"
"8010","2.296875","2.296875","2.296875"
"8020","2.140625","2.140625","2.140625"
"8030","2","2","2"
"8040","2.1875","2.1875","2.1875"
"8050","2.015625","2.015625","2.015625"
"8060","2.40625","2.40625","2.40625"
"8070","2.28125","2.28125","2.28125"
"8080","2.4375","2.4375","2.4375"
"8090","2.15625","2.15625","2.15625"
"8100","2.078125","2.078125","2.078125"
"8110","1.8203125","1.8203125","1.8203125"
"8120","1.890625","1.890625","1.890625"
"8130","2.09375","2.09375","2.09375"
"8140","2.03125","2.03125","2.03125"
"8150","2.25","2.25","2.25"
"8160","2.125","2.125","2.125"
"8170","2.578125","2.578125","2.578125"
"8180","2.328125","2.328125","2.328125"
"8190","2.21875","2.21875","2.21875"
"8200","2.34375","2.34375","2.34375"
"8210","2.125","2.125","2.125"
"8220","1.890625","1.890625","1.890625"
"8230","2.140625","2.140625","2.140625"
"8240","2.21875","2.21875","2.21875"
"8250","2.0625","2.0625","2.0625"
"8260","2.21875","2.21875","2.21875"
"8270","2.28125","2.28125","2.28125"
"8280","2","2","2"
"8290","2.1875","2.1875","2.1875"
"8300","2.078125","2.078125","2.078125"
"8310","2.21875","2.21875","2.21875"
"8320","2.15625","2.15625","2.15625"
"8330","2.46875","2.46875","2.46875"
"8340","2.40625","2.40625","2.40625"
"8350","1.9140625","1.9140625","1.9140625"
"8360","2.046875","2.046875","2.046875"
"8370","2.890625","2.890625","2.890625"
"8380","2.234375","2.234375","2.234375"
"8390","2.171875","2.171875","2.171875"
"8400","2","2","2"
"8410","2.171875","2.171875","2.171875"
"8420","2.34375","2.34375","2.34375"
"8430","1.875","1.875","1.875"
"8440","2.109375","2.109375","2.109375"
"8450","2.15625","2.15625","2.15625"
"8460","2.015625","2.015625","2.015625"
"8470","1.7734375","1.7734375","1.7734375"
"8480","1.9609375","1.9609375","1.9609375"
"8490","2.109375","2.109375","2.109375"
"8500","2.109375","2.109375","2.109375"
"8510","2.1875","2.1875","2.1875"
"8520","2.296875","2.296875","2.296875"
"8530","2.109375","2.109375","2.109375"
"8540","1.9765625","1.9765625","1.9765625"
"8550","2.28125","2.28125","2.28125"
"8560","2.375","2.375","2.375"
"8570","2.375","2.375","2.375"
"8580","2.21875","2.21875","2.21875"
"8590","2.1875","2.1875","2.1875"
"8600","2.015625","2.015625","2.015625"
"8610","2.25","2.25","2.25"
"8620","2.5625","2.5625","2.5625"
"8630","2.09375","2.09375","2.09375"
"8640","1.890625","1.890625","1.890625"
"8650","2.46875","2.46875","2.46875"
"8660","2.203125","2.203125","2.203125"
"8670","1.828125","1.828125","1.828125"
"8680","2.28125","2.28125","2.28125"
"8690","1.921875","1.921875","1.921875"
"8700","1.8828125","1.8828125","1.8828125"
"8710","2.125","2.125","2.125"
"8720","2.5","2.5","2.5"
"8730","2.78125","2.78125","2.78125"
"8740","1.9765625","1.9765625","1.9765625"
"8750","2.015625","2.015625","2.015625"
"8760","2.21875","2.21875","2.21875"
"8770","1.9921875","1.9921875","1.9921875"
"8780","1.8984375","1.8984375","1.8984375"
"8790","2","2","2"
"8800","2.71875","2.71875","2.71875"
"8810","2.71875","2.71875","2.71875"
"8820","2.21875","2.21875","2.21875"
"8830","2.09375","2.09375","2.09375"
"8840","2.28125","2.28125","2.28125"
"8850","2.203125","2.203125","2.203125"
"8860","1.953125","1.953125","1.953125"
"8870","2.078125","2.078125","2.078125"
"8880","2.078125","2.078125","2.078125"
"8890","2.171875","2.171875","2.171875"
"8900","1.9296875","1.9296875","1.9296875"
"8910","1.8671875","1.8671875","1.8671875"
"8920","1.9609375","1.9609375","1.9609375"
"8930","2","2","2"
"8940","1.9453125","1.9453125","1.9453125"
"8950","1.8828125","1.8828125","1.8828125"
"8960","2.4375","2.4375","2.4375"
"8970","2.0625","2.0625","2.0625"
"8980","2.5625","2.5625","2.5625"
"8990","1.96875","1.96875","1.96875"
"9000","2.1875","2.1875","2.1875"
"9010","2.90625","2.90625","2.90625"
"9020","2.765625","2.765625","2.765625"
"9030","2.453125","2.453125","2.453125"
"9040","2.171875","2.171875","2.171875"
"9050","2.046875","2.046875","2.046875"
"9060","2","2","2"
"9070","2.09375","2.09375","2.09375"
"9080","2.03125","2.03125","2.03125"
"9090","1.8515625","1.8515625","1.8515625"
"9100","2.15625","2.15625","2.15625"
"9110","2.5625","2.5625","2.5625"
"9120","2.3125","2.3125","2.3125"
"9130","2.25","2.25","2.25"
"9140","2.265625","2.265625","2.265625"
"9150","2.515625","2.515625","2.515625"
"9160","2.1875","2.1875","2.1875"
"9170","1.9296875","1.9296875","1.9296875"
"9180","2.171875","2.171875","2.171875"
"9190","2.015625","2.015625","2.015625"
"9200","2.0625","2.0625","2.0625"
"9210","2.203125","2.203125","2.203125"
"9220","1.9453125","1.9453125","1.9453125"
"9230","1.8984375","1.8984375","1.8984375"
"9240","2.140625","2.140625","2.140625"
"9250","2.375","2.375","2.375"
"9260","2.25","2.25","2.25"
"9270","2","2","2"
"9280","2.125","2.125","2.125"
"9290","2.21875","2.21875","2.21875"
"9300","2.265625","2.265625","2.265625"
"9310","2.15625","2.15625","2.15625"
"9320","1.859375","1.859375","1.859375"
"9330","2.0625","2.0625","2.0625"
"9340","2.21875","2.21875","2.21875"
"9350","2.625","2.625","2.625"
"9360","2.203125","2.203125","2.203125"
"9370","1.9921875","1.9921875","1.9921875"
"9380","1.9296875","1.9296875","1.9296875"
"9390","2.1875","2.1875","2.1875"
"9400","1.8984375","1.8984375","1.8984375"
"9410","2.34375","2.34375","2.34375"
"9420","1.8828125","1.8828125","1.8828125"
"9430","2.171875","2.171875","2.171875"
"9440","2.203125","2.203125","2.203125"
"9450","2.453125","2.453125","2.453125"
"9460","2.171875","2.171875","2.171875"
"9470","2.125","2.125","2.125"
"9480","2.390625","2.390625","2.390625"
"9490","2.109375","2.109375","2.109375"
"9500","3.046875","3.046875","3.046875"
"9510","1.953125","1.953125","1.953125"
"9520","1.984375","1.984375","1.984375"
"9530","1.9296875","1.9296875","1.9296875"
"9540","1.9609375","1.9609375","1.9609375"
"9550","2.015625","2.015625","2.015625"
"9560","2.3125","2.3125","2.3125"
"9570","2.53125","2.53125","2.53125"
"9580","2","2","2"
"9590","2.328125","2.328125","2.328125"
"9600","1.9296875","1.9296875","1.9296875"
"9610","1.984375","1.984375","1.984375"
"9620","1.8203125","1.8203125","1.8203125"
"9630","2.0625","2.0625","2.0625"
"9640","1.84375","1.84375","1.84375"
"9650","2.375","2.375","2.375"
"9660","2.109375","2.109375","2.109375"
"9670","2.34375","2.34375","2.34375"
"9680","2.203125","2.203125","2.203125"
"9690","2.3125","2.3125","2.3125"
"9700","2.9375","2.9375","2.9375"
"9710","2.203125","2.203125","2.203125"
"9720","2.203125","2.203125","2.203125"
"9730","2.28125","2.28125","2.28125"
"9740","2.09375","2.09375","2.09375"
"9750","2.21875","2.21875","2.21875"
"9760","1.8671875","1.8671875","1.8671875"
"9770","1.875","1.875","1.875"
"9780","2.15625","2.15625","2.15625"
"9790","2.78125","2.78125","2.78125"
"9800","2.390625","2.390625","2.390625"
"9810","1.8828125","1.8828125","1.8828125"
"9820","2.140625","2.140625","2.140625"
"9830","2.078125","2.078125","2.078125"
"9840","2.703125","2.703125","2.703125"
"9850","2.171875","2.171875","2.171875"
"9860","2.3125","2.3125","2.3125"
"9870","1.8046875","1.8046875","1.8046875"
"9880","2.21875","2.21875","2.21875"
"9890","2.515625","2.515625","2.515625"
"9900","2","2","2"
"9910","1.9609375","1.9609375","1.9609375"
"9920","2.203125","2.203125","2.203125"
"9930","2.125","2.125","2.125"
"9940","3","3","3"
"9950","1.8515625","1.8515625","1.8515625"
"9960","2.28125","2.28125","2.28125"
"9970","1.8359375","1.8359375","1.8359375"
"9980","2.328125","2.328125","2.328125"
"9990","2.03125","2.03125","2.03125"
"10000","1.9375","1.9375","1.9375"
"10010","1.9296875","1.9296875","1.9296875"
"10020","2.046875","2.046875","2.046875"
"10030","2.21875","2.21875","2.21875"
"10040","2.046875","2.046875","2.046875"
"10050","2.34375","2.34375","2.34375"
"10060","1.8046875","1.8046875","1.8046875"
"10070","1.8203125","1.8203125","1.8203125"
"10080","2.359375","2.359375","2.359375"
"10090","2.0625","2.0625","2.0625"
"10100","1.7890625","1.7890625","1.7890625"
"10110","1.9765625","1.9765625","1.9765625"
"10120","2.1875","2.1875","2.1875"
"10130","2.015625","2.015625","2.015625"
"10140","2.28125","2.28125","2.28125"
"10150","2.203125","2.203125","2.203125"
"10160","2.046875","2.046875","2.046875"
"10170","1.875","1.875","1.875"
"10180","1.828125","1.828125","1.828125"
"10190","2","2","2"
"10200","2.078125","2.078125","2.078125"
"10210","1.96875","1.96875","1.96875"
"10220","2.078125","2.078125","2.078125"
"10230","1.6796875","1.6796875","1.6796875"
"10240","2.0625","2.0625","2.0625"
"10250","2","2","2"
"10260","1.890625","1.890625","1.890625"
"10270","1.9453125","1.9453125","1.9453125"
"10280","2.4375","2.4375","2.4375"
"10290","2.09375","2.09375","2.09375"
"10300","2.171875","2.171875","2.171875"
"10310","2.140625","2.140625","2.140625"
"10320","2.5","2.5","2.5"
"10330","2.9375","2.9375","2.9375"
"10340","2.65625","2.65625","2.65625"
"10350","2.65625","2.65625","2.65625"
"10360","2.25","2.25","2.25"
"10370","2.0625","2.0625","2.0625"
"10380","2.0625","2.0625","2.0625"
"10390","2.171875","2.171875","2.171875"
"10400","2.109375","2.109375","2.109375"
"10410","2.21875","2.21875","2.21875"
"10420","2.265625","2.265625","2.265625"
"10430","2.046875","2.046875","2.046875"
"10440","2.265625","2.265625","2.265625"
"10450","2.34375","2.34375","2.34375"
"10460","2.4375","2.4375","2.4375"
"10470","2.703125","2.703125","2.703125"
"10480","2.03125","2.03125","2.03125"
"10490","2.3125","2.3125","2.3125"
"10500","2.21875","2.21875","2.21875"
"10510","2.171875","2.171875","2.171875"
"10520","2.15625","2.15625","2.15625"
"10530","2.28125","2.28125","2.28125"
"10540","2.15625","2.15625","2.15625"
"10550","1.875","1.875","1.875"
"10560","1.9609375","1.9609375","1.9609375"
"10570","2.15625","2.15625","2.15625"
"10580","2.328125","2.328125","2.328125"
"10590","2.296875","2.296875","2.296875"
"10600","2.5625","2.5625","2.5625"
"10610","2.125","2.125","2.125"
"10620","2.09375","2.09375","2.09375"
"10630","2.953125","2.953125","2.953125"
"10640","2.265625","2.265625","2.265625"
"10650","1.921875","1.921875","1.921875"
"10660","1.9921875","1.9921875","1.9921875"
"10670","2.046875","2.046875","2.046875"
"10680","1.9765625","1.9765625","1.9765625"
"10690","2.203125","2.203125","2.203125"
"10700","2.21875","2.21875","2.21875"
"10710","2.703125","2.703125","2.703125"
"10720","1.8203125","1.8203125","1.8203125"
"10730","2.578125","2.578125","2.578125"
"10740","2.234375","2.234375","2.234375"
"10750","2.34375","2.34375","2.34375"
"10760","1.96875","1.96875","1.96875"
"10770","2.375","2.375","2.375"
"10780","2.421875","2.421875","2.421875"
"10790","1.96875","1.96875","1.96875"
"10800","2.65625","2.65625","2.65625"
"10810","2.078125","2.078125","2.078125"
"10820","1.984375","1.984375","1.984375"
"10830","1.953125","1.953125","1.953125"
"10840","2.078125","2.078125","2.078125"
"10850","2.453125","2.453125","2.453125"
"10860","2.578125","2.578125","2.578125"
"10870","2.15625","2.15625","2.15625"
"10880","1.7265625","1.7265625","1.7265625"
"10890","1.765625","1.765625","1.765625"
"10900","2.21875","2.21875","2.21875"
"10910","2.15625","2.15625","2.15625"
"10920","2.125","2.125","2.125"
"10930","2.1875","2.1875","2.1875"
"10940","2.53125","2.53125","2.53125"
"10950","2.203125","2.203125","2.203125"
"10960","1.8984375","1.8984375","1.8984375"
"10970","2.171875","2.171875","2.171875"
"10980","2.046875","2.046875","2.046875"
"10990","2.765625","2.765625","2.765625"
"11000","2.4375","2.4375","2.4375"
"11010","2.265625","2.265625","2.265625"
"11020","2.328125","2.328125","2.328125"
"11030","2.125","2.125","2.125"
"11040","2.109375","2.109375","2.109375"
"11050","2.4375","2.4375","2.4375"
"11060","1.984375","1.984375","1.984375"
"11070","2.40625","2.40625","2.40625"
"11080","2.421875","2.421875","2.421875"
"11090","2.421875","2.421875","2.421875"
"11100","2.09375","2.09375","2.09375"
"11110","2.71875","2.71875","2.71875"
"11120","1.890625","1.890625","1.890625"
"11130","1.9453125","1.9453125","1.9453125"
"11140","2.109375","2.109375","2.109375"
"11150","2.3125","2.3125","2.3125"
"11160","2.28125","2.28125","2.28125"
"11170","3.609375","3.609375","3.609375"
"11180","2.25","2.25","2.25"
"11190","2.140625","2.140625","2.140625"
"11200","1.9921875","1.9921875","1.9921875"
"11210","1.9921875","1.9921875","1.9921875"
"11220","1.9921875","1.9921875","1.9921875"
"11230","2.09375","2.09375","2.09375"
"11240","1.984375","1.984375","1.984375"
"11250","2","2","2"
"11260","2.859375","2.859375","2.859375"
"11270","2.1875","2.1875","2.1875"
"11280","1.890625","1.890625","1.890625"
"11290","1.8828125","1.8828125","1.8828125"
"11300","1.8359375","1.8359375","1.8359375"
"11310","2.109375","2.109375","2.109375"
"11320","1.875","1.875","1.875"
"11330","1.9921875","1.9921875","1.9921875"
"11340","2.0625","2.0625","2.0625"
"11350","2.359375","2.359375","2.359375"
"11360","1.9453125","1.9453125","1.9453125"
"11370","2.4375","2.4375","2.4375"
"11380","2.484375","2.484375","2.484375"
"11390","2.203125","2.203125","2.203125"
"11400","2.203125","2.203125","2.203125"
"11410","2.453125","2.453125","2.453125"
"11420","1.8828125","1.8828125","1.8828125"
"11430","2.125","2.125","2.125"
"11440","2.265625","2.265625","2.265625"
"11450","1.9453125","1.9453125","1.9453125"
"11460","2","2","2"
"11470","2.015625","2.015625","2.015625"
"11480","2.03125","2.03125","2.03125"
"11490","2.171875","2.171875","2.171875"
"11500","2.890625","2.890625","2.890625"
"11510","2.65625","2.65625","2.65625"
"11520","2.328125","2.328125","2.328125"
"11530","2.390625","2.390625","2.390625"
"11540","1.9765625","1.9765625","1.9765625"
"11550","2.234375","2.234375","2.234375"
"11560","1.8359375","1.8359375","1.8359375"
"11570","2.28125","2.28125","2.28125"
"11580","1.9140625","1.9140625","1.9140625"
"11590","2.4375","2.4375","2.4375"
"11600","1.953125","1.953125","1.953125"
"11610","2.25","2.25","2.25"
"11620","1.9375","1.9375","1.9375"
"11630","2.15625","2.15625","2.15625"
"11640","2.1875","2.1875","2.1875"
"11650","2.390625","2.390625","2.390625"
"11660","2.09375","2.09375","2.09375"
"11670","2.03125","2.03125","2.03125"
"11680","2.171875","2.171875","2.171875"
"11690","2.375","2.375","2.375"
"11700","1.9140625","1.9140625","1.9140625"
"11710","2.109375","2.109375","2.109375"
"11720","1.65625","1.65625","1.65625"
"11730","2.453125","2.453125","2.453125"
"11740","1.78125","1.78125","1.78125"
"11750","2.03125","2.03125","2.03125"
"11760","2.140625","2.140625","2.140625"
"11770","2.40625","2.40625","2.40625"
"11780","1.8984375","1.8984375","1.8984375"
"11790","2.078125","2.078125","2.078125"
"11800","1.953125","1.953125","1.953125"
"11810","2.40625","2.40625","2.40625"
"11820","2.140625","2.140625","2.140625"
"11830","1.9765625","1.9765625","1.9765625"
"11840","1.9296875","1.9296875","1.9296875"
"11850","2.21875","2.21875","2.21875"
"11860","1.9921875","1.9921875","1.9921875"
"11870","1.890625","1.890625","1.890625"
"11880","2.046875","2.046875","2.046875"
"11890","1.875","1.875","1.875"
"11900","2","2","2"
"11910","2.046875","2.046875","2.046875"
"11920","2.75","2.75","2.75"
"11930","2.09375","2.09375","2.09375"
"11940","2.234375","2.234375","2.234375"
"11950","1.9140625","1.9140625","1.9140625"
"11960","2.453125","2.453125","2.453125"
"11970","1.796875","1.796875","1.796875"
"11980","2.6875","2.6875","2.6875"
"11990","1.796875","1.796875","1.796875"
"12000","2.234375","2.234375","2.234375"
"12010","2.15625","2.15625","2.15625"
"12020","2.296875","2.296875","2.296875"
"12030","1.8359375","1.8359375","1.8359375"
"12040","3.6875","3.6875","3.6875"
"12050","2.484375","2.484375","2.484375"
"12060","2.03125","2.03125","2.03125"
"12070","2.0625","2.0625","2.0625"
"12080","2.28125","2.28125","2.28125"
"12090","2.34375","2.34375","2.34375"
"12100","1.9609375","1.9609375","1.9609375"
"12110","2.0625","2.0625","2.0625"
"12120","2.140625","2.140625","2.140625"
"12130","1.90625","1.90625","1.90625"
"12140","1.9609375","1.9609375","1.9609375"
"12150","2","2","2"
"12160","2.28125","2.28125","2.28125"
"12170","2.359375","2.359375","2.359375"
"12180","2.234375","2.234375","2.234375"
"12190","2.015625","2.015625","2.015625"
"12200","2.0625","2.0625","2.0625"
"12210","2.171875","2.171875","2.171875"
"12220","1.921875","1.921875","1.921875"
"12230","2.0625","2.0625","2.0625"
"12240","1.8671875","1.8671875","1.8671875"
"12250","2.40625","2.40625","2.40625"
"12260","2.359375","2.359375","2.359375"
"12270","2","2","2"
"12280","2.15625","2.15625","2.15625"
"12290","2.359375","2.359375","2.359375"
"12300","2.359375","2.359375","2.359375"
"12310","1.7578125","1.7578125","1.7578125"
"12320","1.828125","1.828125","1.828125"
"12330","1.7890625","1.7890625","1.7890625"
"12340","2.203125","2.203125","2.203125"
"12350","1.859375","1.859375","1.859375"
"12360","2.03125","2.03125","2.03125"
"12370","1.921875","1.921875","1.921875"
"12380","2.265625","2.265625","2.265625"
"12390","1.953125","1.953125","1.953125"
"12400","2.125","2.125","2.125"
"12410","2.0625","2.0625","2.0625"
"12420","1.8359375","1.8359375","1.8359375"
"12430","1.9296875","1.9296875","1.9296875"
"12440","2.859375","2.859375","2.859375"
"12450","2.234375","2.234375","2.234375"
"12460","2.453125","2.453125","2.453125"
"12470","2.0625","2.0625","2.0625"
"12480","1.765625","1.765625","1.765625"
"12490","2.515625","2.515625","2.515625"
"12500","1.84375","1.84375","1.84375"
"12510","2.4375","2.4375","2.4375"
"12520","2.078125","2.078125","2.078125"
"12530","2.234375","2.234375","2.234375"
"12540","2.109375","2.109375","2.109375"
"12550","1.8359375","1.8359375","1.8359375"
"12560","1.9375","1.9375","1.9375"
"12570","2.015625","2.015625","2.015625"
"12580","1.90625","1.90625","1.90625"
"12590","1.984375","1.984375","1.984375"
"12600","2.046875","2.046875","2.046875"
"12610","3.171875","3.171875","3.171875"
"12620","1.9140625","1.9140625","1.9140625"
"12630","2.140625","2.140625","2.140625"
"12640","2.203125","2.203125","2.203125"
"12650","2.125","2.125","2.125"
"12660","2.140625","2.140625","2.140625"
"12670","1.8984375","1.8984375","1.8984375"
"12680","1.75","1.75","1.75"
"12690","2.03125","2.03125","2.03125"
"12700","2.203125","2.203125","2.203125"
"12710","1.8828125","1.8828125","1.8828125"
"12720","2","2","2"
"12730","1.84375","1.84375","1.84375"
"12740","2.015625","2.015625","2.015625"
"12750","2.125","2.125","2.125"
"12760","2.015625","2.015625","2.015625"
"12770","2.078125","2.078125","2.078125"
"12780","2.21875","2.21875","2.21875"
"12790","2.140625","2.140625","2.140625"
"12800","2.140625","2.140625","2.140625"
"12810","2.34375","2.34375","2.34375"
"12820","1.890625","1.890625","1.890625"
"12830","2.15625","2.15625","2.15625"
"12840","2.078125","2.078125","2.078125"
"12850","2.15625","2.15625","2.15625"
"12860","2.84375","2.84375","2.84375"
"12870","2.046875","2.046875","2.046875"
"12880","1.890625","1.890625","1.890625"
"12890","2.046875","2.046875","2.046875"
"12900","2.140625","2.140625","2.140625"
"12910","1.7265625","1.7265625","1.7265625"
"12920","2.015625","2.015625","2.015625"
"12930","1.9140625","1.9140625","1.9140625"
"12940","2.203125","2.203125","2.203125"
"12950","2.140625","2.140625","2.140625"
"12960","2.09375","2.09375","2.09375"
"12970","1.8671875","1.8671875","1.8671875"
"12980","2.140625","2.140625","2.140625"
"12990","2.171875","2.171875","2.171875"
"13000","2.109375","2.109375","2.109375"
"13010","1.8984375","1.8984375","1.8984375"
"13020","1.8828125","1.8828125","1.8828125"
"13030","2.046875","2.046875","2.046875"
"13040","2.421875","2.421875","2.421875"
"13050","2.28125","2.28125","2.28125"
"13060","1.8671875","1.8671875","1.8671875"
"13070","2.453125","2.453125","2.453125"
"13080","2.109375","2.109375","2.109375"
"13090","2","2","2"
"13100","1.8125","1.8125","1.8125"
"13110","2.015625","2.015625","2.015625"
"13120","2.65625","2.65625","2.65625"
"13130","1.90625","1.90625","1.90625"
"13140","1.71875","1.71875","1.71875"
"13150","2.40625","2.40625","2.40625"
"13160","2.34375","2.34375","2.34375"
"13170","1.75","1.75","1.75"
"13180","1.8203125","1.8203125","1.8203125"
"13190","2.078125","2.078125","2.078125"
"13200","1.8359375","1.8359375","1.8359375"
"13210","1.6015625","1.6015625","1.6015625"
"13220","1.796875","1.796875","1.796875"
"13230","2.5","2.5","2.5"
"13240","2.609375","2.609375","2.609375"
"13250","2.0625","2.0625","2.0625"
"13260","2.546875","2.546875","2.546875"
"13270","1.9140625","1.9140625","1.9140625"
"13280","2.09375","2.09375","2.09375"
"13290","2.03125","2.03125","2.03125"
"13300","2","2","2"
"13310","2.578125","2.578125","2.578125"
"13320","2.015625","2.015625","2.015625"
"13330","1.9375","1.9375","1.9375"
"13340","2.1875","2.1875","2.1875"
"13350","1.9140625","1.9140625","1.9140625"
"13360","1.8671875","1.8671875","1.8671875"
"13370","1.8828125","1.8828125","1.8828125"
"13380","1.8125","1.8125","1.8125"
"13390","2.40625","2.40625","2.40625"
"13400","2.078125","2.078125","2.078125"
"13410","2.25","2.25","2.25"
"13420","2.078125","2.078125","2.078125"
"13430","2","2","2"
"13440","2.546875","2.546875","2.546875"
"13450","1.7734375","1.7734375","1.7734375"
"13460","1.9453125","1.9453125","1.9453125"
"13470","2.03125","2.03125","2.03125"
"13480","1.9375","1.9375","1.9375"
"13490","2.234375","2.234375","2.234375"
"13500","2.03125","2.03125","2.03125"
"13510","2","2","2"
"13520","1.84375","1.84375","1.84375"
"13530","1.6796875","1.6796875","1.6796875"
"13540","2.171875","2.171875","2.171875"
"13550","2.578125","2.578125","2.578125"
"13560","1.7578125","1.7578125","1.7578125"
"13570","2.125","2.125","2.125"
"13580","2.0625","2.0625","2.0625"
"13590","1.9140625","1.9140625","1.9140625"
"13600","1.8203125","1.8203125","1.8203125"
"13610","1.9609375","1.9609375","1.9609375"
"13620","2.375","2.375","2.375"
"13630","1.796875","1.796875","1.796875"
"13640","2.078125","2.078125","2.078125"
"13650","1.9375","1.9375","1.9375"
"13660","2.234375","2.234375","2.234375"
"13670","2.59375","2.59375","2.59375"
"13680","2.09375","2.09375","2.09375"
"13690","2.046875","2.046875","2.046875"
"13700","1.984375","1.984375","1.984375"
"13710","2","2","2"
"13720","2.3125","2.3125","2.3125"
"13730","1.90625","1.90625","1.90625"
"13740","2.03125","2.03125","2.03125"
"13750","1.8671875","1.8671875","1.8671875"
"13760","1.984375","1.984375","1.984375"
"13770","2.296875","2.296875","2.296875"
"13780","1.9765625","1.9765625","1.9765625"
"13790","1.9453125","1.9453125","1.9453125"
"13800","2.21875","2.21875","2.21875"
"13810","2.53125","2.53125","2.53125"
"13820","1.921875","1.921875","1.921875"
"13830","2.15625","2.15625","2.15625"
"13840","2.390625","2.390625","2.390625"
"13850","2.890625","2.890625","2.890625"
"13860","2.8125","2.8125","2.8125"
