"Step","deep-planet-14 - contrastive_loss","deep-planet-14 - contrastive_loss__MIN","deep-planet-14 - contrastive_loss__MAX"
"7070","4.59375","4.59375","4.59375"
"7080","4.59375","4.59375","4.59375"
"7090","4.59375","4.59375","4.59375"
"7100","4.5625","4.5625","4.5625"
"7110","4.59375","4.59375","4.59375"
"7120","4.625","4.625","4.625"
"7130","4.625","4.625","4.625"
"7140","4.59375","4.59375","4.59375"
"7150","4.5625","4.5625","4.5625"
"7160","4.5625","4.5625","4.5625"
"7170","4.59375","4.59375","4.59375"
"7180","4.59375","4.59375","4.59375"
"7190","4.625","4.625","4.625"
"7200","4.625","4.625","4.625"
"7210","4.625","4.625","4.625"
"7220","4.59375","4.59375","4.59375"
"7230","4.59375","4.59375","4.59375"
"7240","4.59375","4.59375","4.59375"
"7250","4.5625","4.5625","4.5625"
"7260","4.5625","4.5625","4.5625"
"7270","4.59375","4.59375","4.59375"
"7280","4.59375","4.59375","4.59375"
"7290","4.59375","4.59375","4.59375"
"7300","4.5625","4.5625","4.5625"
"7310","4.59375","4.59375","4.59375"
"7320","4.5625","4.5625","4.5625"
"7330","4.59375","4.59375","4.59375"
"7340","4.59375","4.59375","4.59375"
"7350","4.59375","4.59375","4.59375"
"7360","4.59375","4.59375","4.59375"
"7370","4.59375","4.59375","4.59375"
"7380","4.59375","4.59375","4.59375"
"7390","4.5625","4.5625","4.5625"
"7400","4.5625","4.5625","4.5625"
"7410","4.59375","4.59375","4.59375"
"7420","4.59375","4.59375","4.59375"
"7430","4.59375","4.59375","4.59375"
"7440","4.59375","4.59375","4.59375"
"7450","4.5625","4.5625","4.5625"
"7460","4.59375","4.59375","4.59375"
"7470","4.59375","4.59375","4.59375"
"7480","4.5625","4.5625","4.5625"
"7490","4.5625","4.5625","4.5625"
"7500","4.5625","4.5625","4.5625"
"7510","4.65625","4.65625","4.65625"
"7520","4.59375","4.59375","4.59375"
"7530","4.59375","4.59375","4.59375"
"7540","4.5625","4.5625","4.5625"
"7550","4.5625","4.5625","4.5625"
"7560","4.5625","4.5625","4.5625"
"7570","4.5625","4.5625","4.5625"
"7580","4.5625","4.5625","4.5625"
"7590","4.5625","4.5625","4.5625"
"7600","4.59375","4.59375","4.59375"
"7610","4.59375","4.59375","4.59375"
"7620","4.59375","4.59375","4.59375"
"7630","4.5625","4.5625","4.5625"
"7640","4.59375","4.59375","4.59375"
"7650","4.59375","4.59375","4.59375"
"7660","4.5625","4.5625","4.5625"
"7670","4.59375","4.59375","4.59375"
"7680","4.625","4.625","4.625"
"7690","4.625","4.625","4.625"
"7700","4.59375","4.59375","4.59375"
"7710","4.625","4.625","4.625"
"7720","4.59375","4.59375","4.59375"
"7730","4.5625","4.5625","4.5625"
"7740","4.5625","4.5625","4.5625"
"7750","4.5625","4.5625","4.5625"
"7760","4.59375","4.59375","4.59375"
"7770","4.5625","4.5625","4.5625"
"7780","4.59375","4.59375","4.59375"
"7790","4.5625","4.5625","4.5625"
"7800","4.5625","4.5625","4.5625"
"7810","4.59375","4.59375","4.59375"
"7820","4.65625","4.65625","4.65625"
"7830","4.5625","4.5625","4.5625"
"7840","4.625","4.625","4.625"
"7850","4.59375","4.59375","4.59375"
"7860","4.59375","4.59375","4.59375"
"7870","4.59375","4.59375","4.59375"
"7880","4.5625","4.5625","4.5625"
"7890","4.59375","4.59375","4.59375"
"7900","4.5625","4.5625","4.5625"
"7910","4.5625","4.5625","4.5625"
"7920","4.59375","4.59375","4.59375"
"7930","4.59375","4.59375","4.59375"
"7940","4.5625","4.5625","4.5625"
"7950","4.5625","4.5625","4.5625"
"7960","4.5625","4.5625","4.5625"
"7970","4.59375","4.59375","4.59375"
"7980","4.59375","4.59375","4.59375"
"7990","4.59375","4.59375","4.59375"
"8000","4.5625","4.5625","4.5625"
"8010","4.5625","4.5625","4.5625"
"8020","4.59375","4.59375","4.59375"
"8030","4.5625","4.5625","4.5625"
"8040","4.5625","4.5625","4.5625"
"8050","4.5625","4.5625","4.5625"
"8060","4.625","4.625","4.625"
"8070","4.59375","4.59375","4.59375"
"8080","4.625","4.625","4.625"
"8090","4.5625","4.5625","4.5625"
"8100","4.5625","4.5625","4.5625"
"8110","4.5625","4.5625","4.5625"
"8120","4.59375","4.59375","4.59375"
"8130","4.5625","4.5625","4.5625"
"8140","4.59375","4.59375","4.59375"
"8150","4.59375","4.59375","4.59375"
"8160","4.5625","4.5625","4.5625"
"8170","4.59375","4.59375","4.59375"
"8180","4.59375","4.59375","4.59375"
"8190","4.5625","4.5625","4.5625"
"8200","4.59375","4.59375","4.59375"
"8210","4.5625","4.5625","4.5625"
"8220","4.5625","4.5625","4.5625"
"8230","4.53125","4.53125","4.53125"
"8240","4.59375","4.59375","4.59375"
"8250","4.5625","4.5625","4.5625"
"8260","4.59375","4.59375","4.59375"
"8270","4.59375","4.59375","4.59375"
"8280","4.59375","4.59375","4.59375"
"8290","4.5625","4.5625","4.5625"
"8300","4.59375","4.59375","4.59375"
"8310","4.59375","4.59375","4.59375"
"8320","4.5625","4.5625","4.5625"
"8330","4.59375","4.59375","4.59375"
"8340","4.59375","4.59375","4.59375"
"8350","4.59375","4.59375","4.59375"
"8360","4.5625","4.5625","4.5625"
"8370","4.59375","4.59375","4.59375"
"8380","4.59375","4.59375","4.59375"
"8390","4.5625","4.5625","4.5625"
"8400","4.5625","4.5625","4.5625"
"8410","4.59375","4.59375","4.59375"
"8420","4.5625","4.5625","4.5625"
"8430","4.5625","4.5625","4.5625"
"8440","4.59375","4.59375","4.59375"
"8450","4.59375","4.59375","4.59375"
"8460","4.59375","4.59375","4.59375"
"8470","4.5625","4.5625","4.5625"
"8480","4.59375","4.59375","4.59375"
"8490","4.625","4.625","4.625"
"8500","4.59375","4.59375","4.59375"
"8510","4.59375","4.59375","4.59375"
"8520","4.625","4.625","4.625"
"8530","4.5625","4.5625","4.5625"
"8540","4.59375","4.59375","4.59375"
"8550","4.59375","4.59375","4.59375"
"8560","4.59375","4.59375","4.59375"
"8570","4.59375","4.59375","4.59375"
"8580","4.59375","4.59375","4.59375"
"8590","4.59375","4.59375","4.59375"
"8600","4.5625","4.5625","4.5625"
"8610","4.59375","4.59375","4.59375"
"8620","4.59375","4.59375","4.59375"
"8630","4.59375","4.59375","4.59375"
"8640","4.5625","4.5625","4.5625"
"8650","4.59375","4.59375","4.59375"
"8660","4.59375","4.59375","4.59375"
"8670","4.5625","4.5625","4.5625"
"8680","4.59375","4.59375","4.59375"
"8690","4.5625","4.5625","4.5625"
"8700","4.5625","4.5625","4.5625"
"8710","4.5625","4.5625","4.5625"
"8720","4.625","4.625","4.625"
"8730","4.625","4.625","4.625"
"8740","4.59375","4.59375","4.59375"
"8750","4.5625","4.5625","4.5625"
"8760","4.5625","4.5625","4.5625"
"8770","4.59375","4.59375","4.59375"
"8780","4.5625","4.5625","4.5625"
"8790","4.59375","4.59375","4.59375"
"8800","4.625","4.625","4.625"
"8810","4.59375","4.59375","4.59375"
"8820","4.59375","4.59375","4.59375"
"8830","4.5625","4.5625","4.5625"
"8840","4.625","4.625","4.625"
"8850","4.59375","4.59375","4.59375"
"8860","4.5625","4.5625","4.5625"
"8870","4.5625","4.5625","4.5625"
"8880","4.5625","4.5625","4.5625"
"8890","4.59375","4.59375","4.59375"
"8900","4.59375","4.59375","4.59375"
"8910","4.5625","4.5625","4.5625"
"8920","4.5625","4.5625","4.5625"
"8930","4.5625","4.5625","4.5625"
"8940","4.59375","4.59375","4.59375"
"8950","4.59375","4.59375","4.59375"
"8960","4.625","4.625","4.625"
"8970","4.59375","4.59375","4.59375"
"8980","4.59375","4.59375","4.59375"
"8990","4.5625","4.5625","4.5625"
"9000","4.5625","4.5625","4.5625"
"9010","4.59375","4.59375","4.59375"
"9020","4.625","4.625","4.625"
"9030","4.59375","4.59375","4.59375"
"9040","4.59375","4.59375","4.59375"
"9050","4.59375","4.59375","4.59375"
"9060","4.59375","4.59375","4.59375"
"9070","4.5625","4.5625","4.5625"
"9080","4.59375","4.59375","4.59375"
"9090","4.59375","4.59375","4.59375"
"9100","4.5625","4.5625","4.5625"
"9110","4.625","4.625","4.625"
"9120","4.625","4.625","4.625"
"9130","4.59375","4.59375","4.59375"
"9140","4.59375","4.59375","4.59375"
"9150","4.625","4.625","4.625"
"9160","4.625","4.625","4.625"
"9170","4.5625","4.5625","4.5625"
"9180","4.5625","4.5625","4.5625"
"9190","4.59375","4.59375","4.59375"
"9200","4.59375","4.59375","4.59375"
"9210","4.59375","4.59375","4.59375"
"9220","4.59375","4.59375","4.59375"
"9230","4.59375","4.59375","4.59375"
"9240","4.5625","4.5625","4.5625"
"9250","4.59375","4.59375","4.59375"
"9260","4.59375","4.59375","4.59375"
"9270","4.59375","4.59375","4.59375"
"9280","4.59375","4.59375","4.59375"
"9290","4.59375","4.59375","4.59375"
"9300","4.59375","4.59375","4.59375"
"9310","4.59375","4.59375","4.59375"
"9320","4.5625","4.5625","4.5625"
"9330","4.59375","4.59375","4.59375"
"9340","4.59375","4.59375","4.59375"
"9350","4.65625","4.65625","4.65625"
"9360","4.59375","4.59375","4.59375"
"9370","4.5625","4.5625","4.5625"
"9380","4.59375","4.59375","4.59375"
"9390","4.59375","4.59375","4.59375"
"9400","4.5625","4.5625","4.5625"
"9410","4.59375","4.59375","4.59375"
"9420","4.5625","4.5625","4.5625"
"9430","4.59375","4.59375","4.59375"
"9440","4.5625","4.5625","4.5625"
"9450","4.5625","4.5625","4.5625"
"9460","4.59375","4.59375","4.59375"
"9470","4.5625","4.5625","4.5625"
"9480","4.625","4.625","4.625"
"9490","4.5625","4.5625","4.5625"
"9500","4.65625","4.65625","4.65625"
"9510","4.59375","4.59375","4.59375"
"9520","4.5625","4.5625","4.5625"
"9530","4.5625","4.5625","4.5625"
"9540","4.5625","4.5625","4.5625"
"9550","4.5625","4.5625","4.5625"
"9560","4.65625","4.65625","4.65625"
"9570","4.625","4.625","4.625"
"9580","4.5625","4.5625","4.5625"
"9590","4.625","4.625","4.625"
"9600","4.59375","4.59375","4.59375"
"9610","4.5625","4.5625","4.5625"
"9620","4.59375","4.59375","4.59375"
"9630","4.59375","4.59375","4.59375"
"9640","4.5625","4.5625","4.5625"
"9650","4.625","4.625","4.625"
"9660","4.59375","4.59375","4.59375"
"9670","4.59375","4.59375","4.59375"
"9680","4.59375","4.59375","4.59375"
"9690","4.59375","4.59375","4.59375"
"9700","4.625","4.625","4.625"
"9710","4.59375","4.59375","4.59375"
"9720","4.5625","4.5625","4.5625"
"9730","4.625","4.625","4.625"
"9740","4.625","4.625","4.625"
"9750","4.59375","4.59375","4.59375"
"9760","4.5625","4.5625","4.5625"
"9770","4.59375","4.59375","4.59375"
"9780","4.59375","4.59375","4.59375"
"9790","4.625","4.625","4.625"
"9800","4.59375","4.59375","4.59375"
"9810","4.59375","4.59375","4.59375"
"9820","4.59375","4.59375","4.59375"
"9830","4.59375","4.59375","4.59375"
"9840","4.625","4.625","4.625"
"9850","4.59375","4.59375","4.59375"
"9860","4.625","4.625","4.625"
"9870","4.53125","4.53125","4.53125"
"9880","4.59375","4.59375","4.59375"
"9890","4.625","4.625","4.625"
"9900","4.5625","4.5625","4.5625"
"9910","4.59375","4.59375","4.59375"
"9920","4.5625","4.5625","4.5625"
"9930","4.5625","4.5625","4.5625"
"9940","4.65625","4.65625","4.65625"
"9950","4.59375","4.59375","4.59375"
"9960","4.5625","4.5625","4.5625"
"9970","4.59375","4.59375","4.59375"
"9980","4.59375","4.59375","4.59375"
"9990","4.5625","4.5625","4.5625"
"10000","4.5625","4.5625","4.5625"
"10010","4.5625","4.5625","4.5625"
"10020","4.59375","4.59375","4.59375"
"10030","4.59375","4.59375","4.59375"
"10040","4.5625","4.5625","4.5625"
"10050","4.59375","4.59375","4.59375"
"10060","4.59375","4.59375","4.59375"
"10070","4.59375","4.59375","4.59375"
"10080","4.59375","4.59375","4.59375"
"10090","4.59375","4.59375","4.59375"
"10100","4.59375","4.59375","4.59375"
"10110","4.5625","4.5625","4.5625"
"10120","4.59375","4.59375","4.59375"
"10130","4.59375","4.59375","4.59375"
"10140","4.625","4.625","4.625"
"10150","4.59375","4.59375","4.59375"
"10160","4.5625","4.5625","4.5625"
"10170","4.59375","4.59375","4.59375"
"10180","4.59375","4.59375","4.59375"
"10190","4.5625","4.5625","4.5625"
"10200","4.59375","4.59375","4.59375"
"10210","4.5625","4.5625","4.5625"
"10220","4.59375","4.59375","4.59375"
"10230","4.59375","4.59375","4.59375"
"10240","4.59375","4.59375","4.59375"
"10250","4.5625","4.5625","4.5625"
"10260","4.59375","4.59375","4.59375"
"10270","4.5625","4.5625","4.5625"
"10280","4.59375","4.59375","4.59375"
"10290","4.59375","4.59375","4.59375"
"10300","4.59375","4.59375","4.59375"
"10310","4.59375","4.59375","4.59375"
"10320","4.65625","4.65625","4.65625"
"10330","4.625","4.625","4.625"
"10340","4.625","4.625","4.625"
"10350","4.65625","4.65625","4.65625"
"10360","4.59375","4.59375","4.59375"
"10370","4.625","4.625","4.625"
"10380","4.59375","4.59375","4.59375"
"10390","4.625","4.625","4.625"
"10400","4.5625","4.5625","4.5625"
"10410","4.59375","4.59375","4.59375"
"10420","4.59375","4.59375","4.59375"
"10430","4.59375","4.59375","4.59375"
"10440","4.59375","4.59375","4.59375"
"10450","4.59375","4.59375","4.59375"
"10460","4.625","4.625","4.625"
"10470","4.625","4.625","4.625"
"10480","4.59375","4.59375","4.59375"
"10490","4.625","4.625","4.625"
"10500","4.59375","4.59375","4.59375"
"10510","4.59375","4.59375","4.59375"
"10520","4.59375","4.59375","4.59375"
"10530","4.625","4.625","4.625"
"10540","4.59375","4.59375","4.59375"
"10550","4.59375","4.59375","4.59375"
"10560","4.5625","4.5625","4.5625"
"10570","4.5625","4.5625","4.5625"
"10580","4.625","4.625","4.625"
"10590","4.59375","4.59375","4.59375"
"10600","4.59375","4.59375","4.59375"
"10610","4.59375","4.59375","4.59375"
"10620","4.59375","4.59375","4.59375"
"10630","4.625","4.625","4.625"
"10640","4.59375","4.59375","4.59375"
"10650","4.59375","4.59375","4.59375"
"10660","4.5625","4.5625","4.5625"
"10670","4.625","4.625","4.625"
"10680","4.59375","4.59375","4.59375"
"10690","4.59375","4.59375","4.59375"
"10700","4.59375","4.59375","4.59375"
"10710","4.625","4.625","4.625"
"10720","4.59375","4.59375","4.59375"
"10730","4.625","4.625","4.625"
"10740","4.59375","4.59375","4.59375"
"10750","4.59375","4.59375","4.59375"
"10760","4.5625","4.5625","4.5625"
"10770","4.625","4.625","4.625"
"10780","4.65625","4.65625","4.65625"
"10790","4.59375","4.59375","4.59375"
"10800","4.625","4.625","4.625"
"10810","4.5625","4.5625","4.5625"
"10820","4.59375","4.59375","4.59375"
"10830","4.59375","4.59375","4.59375"
"10840","4.625","4.625","4.625"
"10850","4.59375","4.59375","4.59375"
"10860","4.625","4.625","4.625"
"10870","4.59375","4.59375","4.59375"
"10880","4.59375","4.59375","4.59375"
"10890","4.5625","4.5625","4.5625"
"10900","4.59375","4.59375","4.59375"
"10910","4.59375","4.59375","4.59375"
"10920","4.59375","4.59375","4.59375"
"10930","4.625","4.625","4.625"
"10940","4.625","4.625","4.625"
"10950","4.59375","4.59375","4.59375"
"10960","4.59375","4.59375","4.59375"
"10970","4.5625","4.5625","4.5625"
"10980","4.5625","4.5625","4.5625"
"10990","4.625","4.625","4.625"
"11000","4.625","4.625","4.625"
"11010","4.59375","4.59375","4.59375"
"11020","4.625","4.625","4.625"
"11030","4.59375","4.59375","4.59375"
"11040","4.59375","4.59375","4.59375"
"11050","4.625","4.625","4.625"
"11060","4.5625","4.5625","4.5625"
"11070","4.59375","4.59375","4.59375"
"11080","4.59375","4.59375","4.59375"
"11090","4.59375","4.59375","4.59375"
"11100","4.5625","4.5625","4.5625"
"11110","4.625","4.625","4.625"
"11120","4.5625","4.5625","4.5625"
"11130","4.59375","4.59375","4.59375"
"11140","4.59375","4.59375","4.59375"
"11150","4.59375","4.59375","4.59375"
"11160","4.59375","4.59375","4.59375"
"11170","4.71875","4.71875","4.71875"
"11180","4.625","4.625","4.625"
"11190","4.59375","4.59375","4.59375"
"11200","4.59375","4.59375","4.59375"
"11210","4.5625","4.5625","4.5625"
"11220","4.5625","4.5625","4.5625"
"11230","4.5625","4.5625","4.5625"
"11240","4.59375","4.59375","4.59375"
"11250","4.5625","4.5625","4.5625"
"11260","4.59375","4.59375","4.59375"
"11270","4.59375","4.59375","4.59375"
"11280","4.59375","4.59375","4.59375"
"11290","4.59375","4.59375","4.59375"
"11300","4.59375","4.59375","4.59375"
"11310","4.59375","4.59375","4.59375"
"11320","4.5625","4.5625","4.5625"
"11330","4.59375","4.59375","4.59375"
"11340","4.59375","4.59375","4.59375"
"11350","4.59375","4.59375","4.59375"
"11360","4.59375","4.59375","4.59375"
"11370","4.625","4.625","4.625"
"11380","4.625","4.625","4.625"
"11390","4.59375","4.59375","4.59375"
"11400","4.59375","4.59375","4.59375"
"11410","4.59375","4.59375","4.59375"
"11420","4.59375","4.59375","4.59375"
"11430","4.5625","4.5625","4.5625"
"11440","4.59375","4.59375","4.59375"
"11450","4.5625","4.5625","4.5625"
"11460","4.5625","4.5625","4.5625"
"11470","4.59375","4.59375","4.59375"
"11480","4.59375","4.59375","4.59375"
"11490","4.59375","4.59375","4.59375"
"11500","4.59375","4.59375","4.59375"
"11510","4.625","4.625","4.625"
"11520","4.59375","4.59375","4.59375"
"11530","4.59375","4.59375","4.59375"
"11540","4.59375","4.59375","4.59375"
"11550","4.625","4.625","4.625"
"11560","4.5625","4.5625","4.5625"
"11570","4.59375","4.59375","4.59375"
"11580","4.59375","4.59375","4.59375"
"11590","4.625","4.625","4.625"
"11600","4.5625","4.5625","4.5625"
"11610","4.59375","4.59375","4.59375"
"11620","4.5625","4.5625","4.5625"
"11630","4.59375","4.59375","4.59375"
"11640","4.59375","4.59375","4.59375"
"11650","4.59375","4.59375","4.59375"
"11660","4.5625","4.5625","4.5625"
"11670","4.59375","4.59375","4.59375"
"11680","4.59375","4.59375","4.59375"
"11690","4.625","4.625","4.625"
"11700","4.59375","4.59375","4.59375"
"11710","4.59375","4.59375","4.59375"
"11720","4.5625","4.5625","4.5625"
"11730","4.59375","4.59375","4.59375"
"11740","4.59375","4.59375","4.59375"
"11750","4.5625","4.5625","4.5625"
"11760","4.59375","4.59375","4.59375"
"11770","4.59375","4.59375","4.59375"
"11780","4.59375","4.59375","4.59375"
"11790","4.59375","4.59375","4.59375"
"11800","4.5625","4.5625","4.5625"
"11810","4.625","4.625","4.625"
"11820","4.59375","4.59375","4.59375"
"11830","4.5625","4.5625","4.5625"
"11840","4.5625","4.5625","4.5625"
"11850","4.59375","4.59375","4.59375"
"11860","4.59375","4.59375","4.59375"
"11870","4.5625","4.5625","4.5625"
"11880","4.5625","4.5625","4.5625"
"11890","4.59375","4.59375","4.59375"
"11900","4.59375","4.59375","4.59375"
"11910","4.59375","4.59375","4.59375"
"11920","4.625","4.625","4.625"
"11930","4.59375","4.59375","4.59375"
"11940","4.59375","4.59375","4.59375"
"11950","4.5625","4.5625","4.5625"
"11960","4.59375","4.59375","4.59375"
"11970","4.5625","4.5625","4.5625"
"11980","4.625","4.625","4.625"
"11990","4.59375","4.59375","4.59375"
"12000","4.59375","4.59375","4.59375"
"12010","4.59375","4.59375","4.59375"
"12020","4.59375","4.59375","4.59375"
"12030","4.59375","4.59375","4.59375"
"12040","4.6875","4.6875","4.6875"
"12050","4.59375","4.59375","4.59375"
"12060","4.59375","4.59375","4.59375"
"12070","4.59375","4.59375","4.59375"
"12080","4.59375","4.59375","4.59375"
"12090","4.59375","4.59375","4.59375"
"12100","4.5625","4.5625","4.5625"
"12110","4.59375","4.59375","4.59375"
"12120","4.59375","4.59375","4.59375"
"12130","4.59375","4.59375","4.59375"
"12140","4.59375","4.59375","4.59375"
"12150","4.59375","4.59375","4.59375"
"12160","4.59375","4.59375","4.59375"
"12170","4.59375","4.59375","4.59375"
"12180","4.59375","4.59375","4.59375"
"12190","4.59375","4.59375","4.59375"
"12200","4.5625","4.5625","4.5625"
"12210","4.5625","4.5625","4.5625"
"12220","4.59375","4.59375","4.59375"
"12230","4.5625","4.5625","4.5625"
"12240","4.59375","4.59375","4.59375"
"12250","4.625","4.625","4.625"
"12260","4.59375","4.59375","4.59375"
"12270","4.59375","4.59375","4.59375"
"12280","4.5625","4.5625","4.5625"
"12290","4.59375","4.59375","4.59375"
"12300","4.59375","4.59375","4.59375"
"12310","4.5625","4.5625","4.5625"
"12320","4.5625","4.5625","4.5625"
"12330","4.5625","4.5625","4.5625"
"12340","4.5625","4.5625","4.5625"
"12350","4.59375","4.59375","4.59375"
"12360","4.59375","4.59375","4.59375"
"12370","4.59375","4.59375","4.59375"
"12380","4.59375","4.59375","4.59375"
"12390","4.59375","4.59375","4.59375"
"12400","4.59375","4.59375","4.59375"
"12410","4.59375","4.59375","4.59375"
"12420","4.59375","4.59375","4.59375"
"12430","4.59375","4.59375","4.59375"
"12440","4.65625","4.65625","4.65625"
"12450","4.625","4.625","4.625"
"12460","4.59375","4.59375","4.59375"
"12470","4.59375","4.59375","4.59375"
"12480","4.59375","4.59375","4.59375"
"12490","4.5625","4.5625","4.5625"
"12500","4.5625","4.5625","4.5625"
"12510","4.625","4.625","4.625"
"12520","4.625","4.625","4.625"
"12530","4.625","4.625","4.625"
"12540","4.5625","4.5625","4.5625"
"12550","4.59375","4.59375","4.59375"
"12560","4.5625","4.5625","4.5625"
"12570","4.59375","4.59375","4.59375"
"12580","4.5625","4.5625","4.5625"
"12590","4.59375","4.59375","4.59375"
"12600","4.59375","4.59375","4.59375"
"12610","4.65625","4.65625","4.65625"
"12620","4.59375","4.59375","4.59375"
"12630","4.5625","4.5625","4.5625"
"12640","4.59375","4.59375","4.59375"
"12650","4.5625","4.5625","4.5625"
"12660","4.59375","4.59375","4.59375"
"12670","4.59375","4.59375","4.59375"
"12680","4.5625","4.5625","4.5625"
"12690","4.59375","4.59375","4.59375"
"12700","4.59375","4.59375","4.59375"
"12710","4.59375","4.59375","4.59375"
"12720","4.59375","4.59375","4.59375"
"12730","4.59375","4.59375","4.59375"
"12740","4.5625","4.5625","4.5625"
"12750","4.59375","4.59375","4.59375"
"12760","4.59375","4.59375","4.59375"
"12770","4.59375","4.59375","4.59375"
"12780","4.59375","4.59375","4.59375"
"12790","4.59375","4.59375","4.59375"
"12800","4.59375","4.59375","4.59375"
"12810","4.59375","4.59375","4.59375"
"12820","4.5625","4.5625","4.5625"
"12830","4.59375","4.59375","4.59375"
"12840","4.625","4.625","4.625"
"12850","4.59375","4.59375","4.59375"
"12860","4.625","4.625","4.625"
"12870","4.59375","4.59375","4.59375"
"12880","4.5625","4.5625","4.5625"
"12890","4.59375","4.59375","4.59375"
"12900","4.59375","4.59375","4.59375"
"12910","4.5625","4.5625","4.5625"
"12920","4.59375","4.59375","4.59375"
"12930","4.59375","4.59375","4.59375"
"12940","4.625","4.625","4.625"
"12950","4.625","4.625","4.625"
"12960","4.5625","4.5625","4.5625"
"12970","4.59375","4.59375","4.59375"
"12980","4.5625","4.5625","4.5625"
"12990","4.59375","4.59375","4.59375"
"13000","4.5625","4.5625","4.5625"
"13010","4.5625","4.5625","4.5625"
"13020","4.59375","4.59375","4.59375"
"13030","4.59375","4.59375","4.59375"
"13040","4.59375","4.59375","4.59375"
"13050","4.59375","4.59375","4.59375"
"13060","4.59375","4.59375","4.59375"
"13070","4.625","4.625","4.625"
"13080","4.59375","4.59375","4.59375"
"13090","4.5625","4.5625","4.5625"
"13100","4.59375","4.59375","4.59375"
"13110","4.59375","4.59375","4.59375"
"13120","4.59375","4.59375","4.59375"
"13130","4.59375","4.59375","4.59375"
"13140","4.59375","4.59375","4.59375"
"13150","4.59375","4.59375","4.59375"
"13160","4.59375","4.59375","4.59375"
"13170","4.5625","4.5625","4.5625"
"13180","4.59375","4.59375","4.59375"
"13190","4.5625","4.5625","4.5625"
"13200","4.5625","4.5625","4.5625"
"13210","4.5625","4.5625","4.5625"
"13220","4.59375","4.59375","4.59375"
"13230","4.59375","4.59375","4.59375"
"13240","4.625","4.625","4.625"
"13250","4.625","4.625","4.625"
"13260","4.59375","4.59375","4.59375"
"13270","4.5625","4.5625","4.5625"
"13280","4.625","4.625","4.625"
"13290","4.59375","4.59375","4.59375"
"13300","4.5625","4.5625","4.5625"
"13310","4.625","4.625","4.625"
"13320","4.59375","4.59375","4.59375"
"13330","4.5625","4.5625","4.5625"
"13340","4.59375","4.59375","4.59375"
"13350","4.59375","4.59375","4.59375"
"13360","4.59375","4.59375","4.59375"
"13370","4.625","4.625","4.625"
"13380","4.59375","4.59375","4.59375"
"13390","4.59375","4.59375","4.59375"
"13400","4.5625","4.5625","4.5625"
"13410","4.625","4.625","4.625"
"13420","4.5625","4.5625","4.5625"
"13430","4.59375","4.59375","4.59375"
"13440","4.65625","4.65625","4.65625"
"13450","4.5625","4.5625","4.5625"
"13460","4.59375","4.59375","4.59375"
"13470","4.59375","4.59375","4.59375"
"13480","4.625","4.625","4.625"
"13490","4.625","4.625","4.625"
"13500","4.59375","4.59375","4.59375"
"13510","4.59375","4.59375","4.59375"
"13520","4.5625","4.5625","4.5625"
"13530","4.5625","4.5625","4.5625"
"13540","4.59375","4.59375","4.59375"
"13550","4.625","4.625","4.625"
"13560","4.5625","4.5625","4.5625"
"13570","4.59375","4.59375","4.59375"
"13580","4.59375","4.59375","4.59375"
"13590","4.59375","4.59375","4.59375"
"13600","4.5625","4.5625","4.5625"
"13610","4.59375","4.59375","4.59375"
"13620","4.5625","4.5625","4.5625"
"13630","4.59375","4.59375","4.59375"
"13640","4.59375","4.59375","4.59375"
"13650","4.5625","4.5625","4.5625"
"13660","4.59375","4.59375","4.59375"
"13670","4.625","4.625","4.625"
"13680","4.59375","4.59375","4.59375"
"13690","4.59375","4.59375","4.59375"
"13700","4.59375","4.59375","4.59375"
"13710","4.59375","4.59375","4.59375"
"13720","4.625","4.625","4.625"
"13730","4.5625","4.5625","4.5625"
"13740","4.59375","4.59375","4.59375"
"13750","4.5625","4.5625","4.5625"
"13760","4.625","4.625","4.625"
"13770","4.5625","4.5625","4.5625"
"13780","4.59375","4.59375","4.59375"
"13790","4.5625","4.5625","4.5625"
"13800","4.59375","4.59375","4.59375"
"13810","4.625","4.625","4.625"
"13820","4.59375","4.59375","4.59375"
"13830","4.59375","4.59375","4.59375"
"13840","4.625","4.625","4.625"
"13850","4.65625","4.65625","4.65625"
"13860","4.625","4.625","4.625"
"13870","4.625","4.625","4.625"
"13880","4.59375","4.59375","4.59375"
"13890","4.625","4.625","4.625"
"13900","4.59375","4.59375","4.59375"
"13910","4.59375","4.59375","4.59375"
"13920","4.625","4.625","4.625"
"13930","4.59375","4.59375","4.59375"
"13940","4.65625","4.65625","4.65625"
"13950","4.59375","4.59375","4.59375"
"13960","4.59375","4.59375","4.59375"
"13970","4.59375","4.59375","4.59375"
"13980","4.5625","4.5625","4.5625"
"13990","4.5625","4.5625","4.5625"
"14000","4.59375","4.59375","4.59375"
"14010","4.625","4.625","4.625"
"14020","4.59375","4.59375","4.59375"
"14030","4.5625","4.5625","4.5625"
"14040","4.59375","4.59375","4.59375"
"14050","4.59375","4.59375","4.59375"
"14060","4.59375","4.59375","4.59375"
"14070","4.59375","4.59375","4.59375"
"14080","4.59375","4.59375","4.59375"
"14090","4.5625","4.5625","4.5625"
"14100","4.59375","4.59375","4.59375"
"14110","4.59375","4.59375","4.59375"
"14120","4.65625","4.65625","4.65625"
"14130","4.625","4.625","4.625"
"14140","4.59375","4.59375","4.59375"
"14150","4.59375","4.59375","4.59375"
"14160","4.5625","4.5625","4.5625"
"14170","4.625","4.625","4.625"
