"Step","deep-planet-14 - contrastive_loss","deep-planet-14 - contrastive_loss__MIN","deep-planet-14 - contrastive_loss__MAX"
"14180","4.59375","4.59375","4.59375"
"14190","4.59375","4.59375","4.59375"
"14200","4.5625","4.5625","4.5625"
"14210","4.625","4.625","4.625"
"14220","4.59375","4.59375","4.59375"
"14230","4.59375","4.59375","4.59375"
"14240","4.59375","4.59375","4.59375"
"14250","4.59375","4.59375","4.59375"
"14260","4.5625","4.5625","4.5625"
"14270","4.5625","4.5625","4.5625"
"14280","4.59375","4.59375","4.59375"
"14290","4.5625","4.5625","4.5625"
"14300","4.59375","4.59375","4.59375"
"14310","4.625","4.625","4.625"
"14320","4.59375","4.59375","4.59375"
"14330","4.59375","4.59375","4.59375"
"14340","4.59375","4.59375","4.59375"
"14350","4.59375","4.59375","4.59375"
"14360","4.59375","4.59375","4.59375"
"14370","4.59375","4.59375","4.59375"
"14380","4.59375","4.59375","4.59375"
"14390","4.59375","4.59375","4.59375"
"14400","4.625","4.625","4.625"
"14410","4.59375","4.59375","4.59375"
"14420","4.5625","4.5625","4.5625"
"14430","4.59375","4.59375","4.59375"
"14440","4.59375","4.59375","4.59375"
"14450","4.59375","4.59375","4.59375"
"14460","4.59375","4.59375","4.59375"
"14470","4.59375","4.59375","4.59375"
"14480","4.59375","4.59375","4.59375"
"14490","4.625","4.625","4.625"
"14500","4.59375","4.59375","4.59375"
"14510","4.5625","4.5625","4.5625"
"14520","4.625","4.625","4.625"
"14530","4.5625","4.5625","4.5625"
"14540","4.625","4.625","4.625"
"14550","4.59375","4.59375","4.59375"
"14560","4.59375","4.59375","4.59375"
"14570","4.625","4.625","4.625"
"14580","4.59375","4.59375","4.59375"
"14590","4.59375","4.59375","4.59375"
"14600","4.59375","4.59375","4.59375"
"14610","4.5625","4.5625","4.5625"
"14620","4.59375","4.59375","4.59375"
"14630","4.625","4.625","4.625"
"14640","4.5625","4.5625","4.5625"
"14650","4.5625","4.5625","4.5625"
"14660","4.59375","4.59375","4.59375"
"14670","4.59375","4.59375","4.59375"
"14680","4.625","4.625","4.625"
"14690","4.59375","4.59375","4.59375"
"14700","4.59375","4.59375","4.59375"
"14710","4.59375","4.59375","4.59375"
"14720","4.5625","4.5625","4.5625"
"14730","4.59375","4.59375","4.59375"
"14740","4.5625","4.5625","4.5625"
"14750","4.59375","4.59375","4.59375"
"14760","4.59375","4.59375","4.59375"
"14770","4.59375","4.59375","4.59375"
"14780","4.59375","4.59375","4.59375"
"14790","4.59375","4.59375","4.59375"
"14800","4.5625","4.5625","4.5625"
"14810","4.59375","4.59375","4.59375"
"14820","4.59375","4.59375","4.59375"
"14830","4.59375","4.59375","4.59375"
"14840","4.59375","4.59375","4.59375"
"14850","4.59375","4.59375","4.59375"
"14860","4.59375","4.59375","4.59375"
"14870","4.625","4.625","4.625"
"14880","4.625","4.625","4.625"
"14890","4.625","4.625","4.625"
"14900","4.59375","4.59375","4.59375"
"14910","4.59375","4.59375","4.59375"
"14920","4.59375","4.59375","4.59375"
"14930","4.59375","4.59375","4.59375"
"14940","4.5625","4.5625","4.5625"
"14950","4.59375","4.59375","4.59375"
"14960","4.59375","4.59375","4.59375"
"14970","4.59375","4.59375","4.59375"
"14980","4.5625","4.5625","4.5625"
"14990","4.59375","4.59375","4.59375"
"15000","4.65625","4.65625","4.65625"
"15010","4.59375","4.59375","4.59375"
"15020","4.625","4.625","4.625"
"15030","4.59375","4.59375","4.59375"
"15040","4.5625","4.5625","4.5625"
"15050","4.59375","4.59375","4.59375"
"15060","4.59375","4.59375","4.59375"
"15070","4.59375","4.59375","4.59375"
"15080","4.625","4.625","4.625"
"15090","4.59375","4.59375","4.59375"
"15100","4.59375","4.59375","4.59375"
"15110","4.59375","4.59375","4.59375"
"15120","4.5625","4.5625","4.5625"
"15130","4.625","4.625","4.625"
"15140","4.59375","4.59375","4.59375"
"15150","4.59375","4.59375","4.59375"
"15160","4.625","4.625","4.625"
"15170","4.5625","4.5625","4.5625"
"15180","4.625","4.625","4.625"
"15190","4.5625","4.5625","4.5625"
"15200","4.59375","4.59375","4.59375"
"15210","4.59375","4.59375","4.59375"
"15220","4.65625","4.65625","4.65625"
"15230","4.625","4.625","4.625"
"15240","4.59375","4.59375","4.59375"
"15250","4.59375","4.59375","4.59375"
"15260","4.59375","4.59375","4.59375"
"15270","4.59375","4.59375","4.59375"
"15280","4.625","4.625","4.625"
"15290","4.625","4.625","4.625"
"15300","4.59375","4.59375","4.59375"
"15310","4.59375","4.59375","4.59375"
"15320","4.59375","4.59375","4.59375"
"15330","4.5625","4.5625","4.5625"
"15340","4.59375","4.59375","4.59375"
"15350","4.5625","4.5625","4.5625"
"15360","4.625","4.625","4.625"
"15370","4.59375","4.59375","4.59375"
"15380","4.59375","4.59375","4.59375"
"15390","4.59375","4.59375","4.59375"
"15400","4.59375","4.59375","4.59375"
"15410","4.5625","4.5625","4.5625"
"15420","4.59375","4.59375","4.59375"
"15430","4.59375","4.59375","4.59375"
"15440","4.59375","4.59375","4.59375"
"15450","4.59375","4.59375","4.59375"
"15460","4.59375","4.59375","4.59375"
"15470","4.59375","4.59375","4.59375"
"15480","4.59375","4.59375","4.59375"
"15490","4.59375","4.59375","4.59375"
"15500","4.625","4.625","4.625"
"15510","4.5625","4.5625","4.5625"
"15520","4.59375","4.59375","4.59375"
"15530","4.5625","4.5625","4.5625"
"15540","4.59375","4.59375","4.59375"
"15550","4.625","4.625","4.625"
"15560","4.5625","4.5625","4.5625"
"15570","4.59375","4.59375","4.59375"
"15580","4.625","4.625","4.625"
"15590","4.625","4.625","4.625"
"15600","4.59375","4.59375","4.59375"
"15610","4.59375","4.59375","4.59375"
"15620","4.59375","4.59375","4.59375"
"15630","4.59375","4.59375","4.59375"
"15640","4.5625","4.5625","4.5625"
"15650","4.59375","4.59375","4.59375"
"15660","4.59375","4.59375","4.59375"
"15670","4.625","4.625","4.625"
"15680","4.59375","4.59375","4.59375"
"15690","4.5625","4.5625","4.5625"
"15700","4.59375","4.59375","4.59375"
"15710","4.59375","4.59375","4.59375"
"15720","4.59375","4.59375","4.59375"
"15730","4.59375","4.59375","4.59375"
"15740","4.625","4.625","4.625"
"15750","4.5625","4.5625","4.5625"
"15760","4.625","4.625","4.625"
"15770","4.59375","4.59375","4.59375"
"15780","4.59375","4.59375","4.59375"
"15790","4.59375","4.59375","4.59375"
"15800","4.59375","4.59375","4.59375"
"15810","4.625","4.625","4.625"
"15820","4.5625","4.5625","4.5625"
"15830","4.59375","4.59375","4.59375"
"15840","4.5625","4.5625","4.5625"
"15850","4.59375","4.59375","4.59375"
"15860","4.59375","4.59375","4.59375"
"15870","4.5625","4.5625","4.5625"
"15880","4.59375","4.59375","4.59375"
"15890","4.59375","4.59375","4.59375"
"15900","4.5625","4.5625","4.5625"
"15910","4.59375","4.59375","4.59375"
"15920","4.59375","4.59375","4.59375"
"15930","4.59375","4.59375","4.59375"
"15940","4.5625","4.5625","4.5625"
"15950","4.59375","4.59375","4.59375"
"15960","4.5625","4.5625","4.5625"
"15970","4.5625","4.5625","4.5625"
"15980","4.625","4.625","4.625"
"15990","4.5625","4.5625","4.5625"
"16000","4.59375","4.59375","4.59375"
"16010","4.59375","4.59375","4.59375"
"16020","4.59375","4.59375","4.59375"
"16030","4.59375","4.59375","4.59375"
"16040","4.59375","4.59375","4.59375"
"16050","4.59375","4.59375","4.59375"
"16060","4.5625","4.5625","4.5625"
"16070","4.5625","4.5625","4.5625"
"16080","4.59375","4.59375","4.59375"
"16090","4.5625","4.5625","4.5625"
"16100","4.59375","4.59375","4.59375"
"16110","4.625","4.625","4.625"
"16120","4.59375","4.59375","4.59375"
"16130","4.625","4.625","4.625"
"16140","4.59375","4.59375","4.59375"
"16150","4.625","4.625","4.625"
"16160","4.5625","4.5625","4.5625"
"16170","4.59375","4.59375","4.59375"
"16180","4.59375","4.59375","4.59375"
"16190","4.5625","4.5625","4.5625"
"16200","4.625","4.625","4.625"
"16210","4.625","4.625","4.625"
"16220","4.59375","4.59375","4.59375"
"16230","4.59375","4.59375","4.59375"
"16240","4.59375","4.59375","4.59375"
"16250","4.625","4.625","4.625"
"16260","4.59375","4.59375","4.59375"
"16270","4.59375","4.59375","4.59375"
"16280","4.625","4.625","4.625"
"16290","4.625","4.625","4.625"
"16300","4.59375","4.59375","4.59375"
"16310","4.59375","4.59375","4.59375"
"16320","4.59375","4.59375","4.59375"
"16330","4.59375","4.59375","4.59375"
"16340","4.625","4.625","4.625"
"16350","4.625","4.625","4.625"
"16360","4.65625","4.65625","4.65625"
"16370","4.5625","4.5625","4.5625"
"16380","4.59375","4.59375","4.59375"
"16390","4.625","4.625","4.625"
"16400","4.59375","4.59375","4.59375"
"16410","4.59375","4.59375","4.59375"
"16420","4.5625","4.5625","4.5625"
"16430","4.5625","4.5625","4.5625"
"16440","4.59375","4.59375","4.59375"
"16450","4.5625","4.5625","4.5625"
"16460","4.65625","4.65625","4.65625"
"16470","4.59375","4.59375","4.59375"
"16480","4.59375","4.59375","4.59375"
"16490","4.625","4.625","4.625"
"16500","4.59375","4.59375","4.59375"
"16510","4.65625","4.65625","4.65625"
"16520","4.5625","4.5625","4.5625"
"16530","4.59375","4.59375","4.59375"
"16540","4.59375","4.59375","4.59375"
"16550","4.59375","4.59375","4.59375"
"16560","4.59375","4.59375","4.59375"
"16570","4.625","4.625","4.625"
"16580","4.625","4.625","4.625"
"16590","4.5625","4.5625","4.5625"
"16600","4.59375","4.59375","4.59375"
"16610","4.5625","4.5625","4.5625"
"16620","4.59375","4.59375","4.59375"
"16630","4.625","4.625","4.625"
"16640","4.59375","4.59375","4.59375"
"16650","4.59375","4.59375","4.59375"
"16660","4.625","4.625","4.625"
"16670","4.5625","4.5625","4.5625"
"16680","4.625","4.625","4.625"
"16690","4.59375","4.59375","4.59375"
"16700","4.59375","4.59375","4.59375"
"16710","4.59375","4.59375","4.59375"
"16720","4.59375","4.59375","4.59375"
"16730","4.65625","4.65625","4.65625"
"16740","4.59375","4.59375","4.59375"
"16750","4.5625","4.5625","4.5625"
"16760","4.59375","4.59375","4.59375"
"16770","4.5625","4.5625","4.5625"
"16780","4.59375","4.59375","4.59375"
"16790","4.5625","4.5625","4.5625"
"16800","4.59375","4.59375","4.59375"
"16810","4.59375","4.59375","4.59375"
"16820","4.59375","4.59375","4.59375"
"16830","4.5625","4.5625","4.5625"
"16840","4.59375","4.59375","4.59375"
"16850","4.5625","4.5625","4.5625"
"16860","4.59375","4.59375","4.59375"
"16870","4.5625","4.5625","4.5625"
"16880","4.59375","4.59375","4.59375"
"16890","4.59375","4.59375","4.59375"
"16900","4.59375","4.59375","4.59375"
"16910","4.5625","4.5625","4.5625"
"16920","4.59375","4.59375","4.59375"
"16930","4.59375","4.59375","4.59375"
"16940","4.59375","4.59375","4.59375"
"16950","4.59375","4.59375","4.59375"
"16960","4.59375","4.59375","4.59375"
"16970","4.59375","4.59375","4.59375"
"16980","4.59375","4.59375","4.59375"
"16990","4.625","4.625","4.625"
"17000","4.59375","4.59375","4.59375"
"17010","4.59375","4.59375","4.59375"
"17020","4.59375","4.59375","4.59375"
"17030","4.59375","4.59375","4.59375"
"17040","4.59375","4.59375","4.59375"
"17050","4.59375","4.59375","4.59375"
"17060","4.59375","4.59375","4.59375"
"17070","4.59375","4.59375","4.59375"
"17080","4.59375","4.59375","4.59375"
"17090","4.59375","4.59375","4.59375"
"17100","4.65625","4.65625","4.65625"
"17110","4.59375","4.59375","4.59375"
"17120","4.59375","4.59375","4.59375"
"17130","4.59375","4.59375","4.59375"
"17140","4.59375","4.59375","4.59375"
"17150","4.59375","4.59375","4.59375"
"17160","4.65625","4.65625","4.65625"
"17170","4.59375","4.59375","4.59375"
"17180","4.5625","4.5625","4.5625"
"17190","4.5625","4.5625","4.5625"
"17200","4.59375","4.59375","4.59375"
"17210","4.59375","4.59375","4.59375"
"17220","4.59375","4.59375","4.59375"
"17230","4.625","4.625","4.625"
"17240","4.59375","4.59375","4.59375"
"17250","4.5625","4.5625","4.5625"
"17260","4.59375","4.59375","4.59375"
"17270","4.59375","4.59375","4.59375"
"17280","4.6875","4.6875","4.6875"
"17290","4.5625","4.5625","4.5625"
"17300","4.59375","4.59375","4.59375"
"17310","4.59375","4.59375","4.59375"
"17320","4.59375","4.59375","4.59375"
"17330","4.59375","4.59375","4.59375"
"17340","4.59375","4.59375","4.59375"
"17350","4.5625","4.5625","4.5625"
"17360","4.59375","4.59375","4.59375"
"17370","4.625","4.625","4.625"
"17380","4.625","4.625","4.625"
"17390","4.5625","4.5625","4.5625"
"17400","4.5625","4.5625","4.5625"
"17410","4.59375","4.59375","4.59375"
"17420","4.59375","4.59375","4.59375"
"17430","4.5625","4.5625","4.5625"
"17440","4.5625","4.5625","4.5625"
"17450","4.59375","4.59375","4.59375"
"17460","4.625","4.625","4.625"
"17470","4.59375","4.59375","4.59375"
"17480","4.59375","4.59375","4.59375"
"17490","4.625","4.625","4.625"
"17500","4.59375","4.59375","4.59375"
"17510","4.65625","4.65625","4.65625"
"17520","4.5625","4.5625","4.5625"
"17530","4.59375","4.59375","4.59375"
"17540","4.59375","4.59375","4.59375"
"17550","4.59375","4.59375","4.59375"
"17560","4.59375","4.59375","4.59375"
"17570","4.59375","4.59375","4.59375"
"17580","4.59375","4.59375","4.59375"
"17590","4.59375","4.59375","4.59375"
"17600","4.59375","4.59375","4.59375"
"17610","4.59375","4.59375","4.59375"
"17620","4.59375","4.59375","4.59375"
"17630","4.59375","4.59375","4.59375"
"17640","4.59375","4.59375","4.59375"
"17650","4.59375","4.59375","4.59375"
"17660","4.625","4.625","4.625"
"17670","4.59375","4.59375","4.59375"
"17680","4.5625","4.5625","4.5625"
"17690","4.59375","4.59375","4.59375"
"17700","4.59375","4.59375","4.59375"
"17710","4.625","4.625","4.625"
"17720","4.59375","4.59375","4.59375"
"17730","4.59375","4.59375","4.59375"
"17740","4.59375","4.59375","4.59375"
"17750","4.59375","4.59375","4.59375"
"17760","4.59375","4.59375","4.59375"
"17770","4.5625","4.5625","4.5625"
"17780","4.5625","4.5625","4.5625"
"17790","4.5625","4.5625","4.5625"
"17800","4.625","4.625","4.625"
"17810","4.59375","4.59375","4.59375"
"17820","4.5625","4.5625","4.5625"
"17830","4.625","4.625","4.625"
"17840","4.65625","4.65625","4.65625"
"17850","4.625","4.625","4.625"
"17860","4.625","4.625","4.625"
"17870","4.625","4.625","4.625"
"17880","4.5625","4.5625","4.5625"
"17890","4.625","4.625","4.625"
"17900","4.59375","4.59375","4.59375"
"17910","4.625","4.625","4.625"
"17920","4.59375","4.59375","4.59375"
"17930","4.65625","4.65625","4.65625"
"17940","4.59375","4.59375","4.59375"
"17950","4.625","4.625","4.625"
"17960","4.625","4.625","4.625"
"17970","4.625","4.625","4.625"
"17980","4.625","4.625","4.625"
"17990","4.59375","4.59375","4.59375"
"18000","4.59375","4.59375","4.59375"
"18010","4.625","4.625","4.625"
"18020","4.5625","4.5625","4.5625"
"18030","4.59375","4.59375","4.59375"
"18040","4.59375","4.59375","4.59375"
"18050","4.625","4.625","4.625"
"18060","4.59375","4.59375","4.59375"
"18070","4.59375","4.59375","4.59375"
"18080","4.5625","4.5625","4.5625"
"18090","4.59375","4.59375","4.59375"
"18100","4.59375","4.59375","4.59375"
"18110","4.59375","4.59375","4.59375"
"18120","4.59375","4.59375","4.59375"
"18130","4.625","4.625","4.625"
"18140","4.625","4.625","4.625"
"18150","4.59375","4.59375","4.59375"
"18160","4.5625","4.5625","4.5625"
"18170","4.59375","4.59375","4.59375"
"18180","4.59375","4.59375","4.59375"
"18190","4.65625","4.65625","4.65625"
"18200","4.5625","4.5625","4.5625"
"18210","4.59375","4.59375","4.59375"
"18220","4.625","4.625","4.625"
"18230","4.5625","4.5625","4.5625"
"18240","4.5625","4.5625","4.5625"
"18250","4.59375","4.59375","4.59375"
"18260","4.5625","4.5625","4.5625"
"18270","4.5625","4.5625","4.5625"
"18280","4.59375","4.59375","4.59375"
"18290","4.59375","4.59375","4.59375"
"18300","4.59375","4.59375","4.59375"
"18310","4.625","4.625","4.625"
"18320","4.625","4.625","4.625"
"18330","4.59375","4.59375","4.59375"
"18340","4.59375","4.59375","4.59375"
"18350","4.625","4.625","4.625"
"18360","4.59375","4.59375","4.59375"
"18370","4.59375","4.59375","4.59375"
"18380","4.59375","4.59375","4.59375"
"18390","4.5625","4.5625","4.5625"
"18400","4.5625","4.5625","4.5625"
"18410","4.59375","4.59375","4.59375"
"18420","4.59375","4.59375","4.59375"
"18430","4.625","4.625","4.625"
"18440","4.625","4.625","4.625"
"18450","4.625","4.625","4.625"
"18460","4.59375","4.59375","4.59375"
"18470","4.5625","4.5625","4.5625"
"18480","4.5625","4.5625","4.5625"
"18490","4.59375","4.59375","4.59375"
"18500","4.5625","4.5625","4.5625"
"18510","4.59375","4.59375","4.59375"
"18520","4.5625","4.5625","4.5625"
"18530","4.59375","4.59375","4.59375"
"18540","4.59375","4.59375","4.59375"
"18550","4.59375","4.59375","4.59375"
"18560","4.5625","4.5625","4.5625"
"18570","4.59375","4.59375","4.59375"
"18580","4.59375","4.59375","4.59375"
"18590","4.625","4.625","4.625"
"18600","4.59375","4.59375","4.59375"
"18610","4.59375","4.59375","4.59375"
"18620","4.59375","4.59375","4.59375"
"18630","4.59375","4.59375","4.59375"
"18640","4.5625","4.5625","4.5625"
"18650","4.59375","4.59375","4.59375"
"18660","4.59375","4.59375","4.59375"
"18670","4.59375","4.59375","4.59375"
"18680","4.5625","4.5625","4.5625"
"18690","4.59375","4.59375","4.59375"
"18700","4.5625","4.5625","4.5625"
"18710","4.59375","4.59375","4.59375"
"18720","4.625","4.625","4.625"
"18730","4.5625","4.5625","4.5625"
"18740","4.59375","4.59375","4.59375"
"18750","4.59375","4.59375","4.59375"
"18760","4.5625","4.5625","4.5625"
"18770","4.5625","4.5625","4.5625"
"18780","4.5625","4.5625","4.5625"
"18790","4.59375","4.59375","4.59375"
"18800","4.5625","4.5625","4.5625"
"18810","4.59375","4.59375","4.59375"
"18820","4.59375","4.59375","4.59375"
"18830","4.625","4.625","4.625"
"18840","4.59375","4.59375","4.59375"
"18850","4.59375","4.59375","4.59375"
"18860","4.59375","4.59375","4.59375"
"18870","4.59375","4.59375","4.59375"
"18880","4.59375","4.59375","4.59375"
"18890","4.5625","4.5625","4.5625"
"18900","4.59375","4.59375","4.59375"
"18910","4.59375","4.59375","4.59375"
"18920","4.625","4.625","4.625"
"18930","4.59375","4.59375","4.59375"
"18940","4.5625","4.5625","4.5625"
"18950","4.625","4.625","4.625"
"18960","4.59375","4.59375","4.59375"
"18970","4.59375","4.59375","4.59375"
"18980","4.59375","4.59375","4.59375"
"18990","4.59375","4.59375","4.59375"
"19000","4.59375","4.59375","4.59375"
"19010","4.59375","4.59375","4.59375"
"19020","4.59375","4.59375","4.59375"
"19030","4.59375","4.59375","4.59375"
"19040","4.59375","4.59375","4.59375"
"19050","4.59375","4.59375","4.59375"
"19060","4.59375","4.59375","4.59375"
"19070","4.625","4.625","4.625"
"19080","4.59375","4.59375","4.59375"
"19090","4.59375","4.59375","4.59375"
"19100","4.59375","4.59375","4.59375"
"19110","4.59375","4.59375","4.59375"
"19120","4.59375","4.59375","4.59375"
"19130","4.59375","4.59375","4.59375"
"19140","4.625","4.625","4.625"
"19150","4.59375","4.59375","4.59375"
"19160","4.5625","4.5625","4.5625"
"19170","4.59375","4.59375","4.59375"
"19180","4.59375","4.59375","4.59375"
"19190","4.625","4.625","4.625"
"19200","4.625","4.625","4.625"
"19210","4.59375","4.59375","4.59375"
"19220","4.59375","4.59375","4.59375"
"19230","4.59375","4.59375","4.59375"
"19240","4.5625","4.5625","4.5625"
"19250","4.59375","4.59375","4.59375"
"19260","4.5625","4.5625","4.5625"
"19270","4.59375","4.59375","4.59375"
"19280","4.59375","4.59375","4.59375"
"19290","4.59375","4.59375","4.59375"
"19300","4.625","4.625","4.625"
"19310","4.59375","4.59375","4.59375"
"19320","4.59375","4.59375","4.59375"
"19330","4.5625","4.5625","4.5625"
"19340","4.5625","4.5625","4.5625"
"19350","4.625","4.625","4.625"
"19360","4.5625","4.5625","4.5625"
"19370","4.625","4.625","4.625"
"19380","4.5625","4.5625","4.5625"
"19390","4.5625","4.5625","4.5625"
"19400","4.5625","4.5625","4.5625"
"19410","4.59375","4.59375","4.59375"
"19420","4.59375","4.59375","4.59375"
"19430","4.5625","4.5625","4.5625"
"19440","4.5625","4.5625","4.5625"
"19450","4.5625","4.5625","4.5625"
"19460","4.59375","4.59375","4.59375"
"19470","4.59375","4.59375","4.59375"
"19480","4.59375","4.59375","4.59375"
"19490","4.59375","4.59375","4.59375"
"19500","4.5625","4.5625","4.5625"
"19510","4.59375","4.59375","4.59375"
"19520","4.59375","4.59375","4.59375"
"19530","4.59375","4.59375","4.59375"
"19540","4.59375","4.59375","4.59375"
"19550","4.59375","4.59375","4.59375"
"19560","4.5625","4.5625","4.5625"
"19570","4.59375","4.59375","4.59375"
"19580","4.625","4.625","4.625"
"19590","4.59375","4.59375","4.59375"
"19600","4.59375","4.59375","4.59375"
"19610","4.5625","4.5625","4.5625"
"19620","4.59375","4.59375","4.59375"
"19630","4.59375","4.59375","4.59375"
"19640","4.625","4.625","4.625"
"19650","4.625","4.625","4.625"
"19660","4.5625","4.5625","4.5625"
"19670","4.625","4.625","4.625"
"19680","4.59375","4.59375","4.59375"
"19690","4.59375","4.59375","4.59375"
"19700","4.625","4.625","4.625"
"19710","4.59375","4.59375","4.59375"
"19720","4.59375","4.59375","4.59375"
"19730","4.5625","4.5625","4.5625"
"19740","4.59375","4.59375","4.59375"
"19750","4.59375","4.59375","4.59375"
"19760","4.59375","4.59375","4.59375"
"19770","4.5625","4.5625","4.5625"
"19780","4.625","4.625","4.625"
"19790","4.59375","4.59375","4.59375"
"19800","4.59375","4.59375","4.59375"
"19810","4.59375","4.59375","4.59375"
"19820","4.5625","4.5625","4.5625"
"19830","4.5625","4.5625","4.5625"
"19840","4.5625","4.5625","4.5625"
"19850","4.59375","4.59375","4.59375"
"19860","4.5625","4.5625","4.5625"
"19870","4.59375","4.59375","4.59375"
"19880","4.5625","4.5625","4.5625"
"19890","4.59375","4.59375","4.59375"
"19900","4.5625","4.5625","4.5625"
"19910","4.59375","4.59375","4.59375"
"19920","4.59375","4.59375","4.59375"
"19930","4.59375","4.59375","4.59375"
"19940","4.625","4.625","4.625"
"19950","4.59375","4.59375","4.59375"
"19960","4.65625","4.65625","4.65625"
"19970","4.5625","4.5625","4.5625"
"19980","4.59375","4.59375","4.59375"
"19990","4.59375","4.59375","4.59375"
"20000","4.59375","4.59375","4.59375"
"20010","4.59375","4.59375","4.59375"
"20020","4.5625","4.5625","4.5625"
"20030","4.59375","4.59375","4.59375"
"20040","4.5625","4.5625","4.5625"
"20050","4.59375","4.59375","4.59375"
"20060","4.625","4.625","4.625"
"20070","4.625","4.625","4.625"
"20080","4.625","4.625","4.625"
"20090","4.59375","4.59375","4.59375"
"20100","4.59375","4.59375","4.59375"
"20110","4.59375","4.59375","4.59375"
"20120","4.65625","4.65625","4.65625"
"20130","4.625","4.625","4.625"
"20140","4.59375","4.59375","4.59375"
"20150","4.625","4.625","4.625"
"20160","4.59375","4.59375","4.59375"
"20170","4.5625","4.5625","4.5625"
"20180","4.59375","4.59375","4.59375"
"20190","4.625","4.625","4.625"
"20200","4.59375","4.59375","4.59375"
"20210","4.65625","4.65625","4.65625"
"20220","4.59375","4.59375","4.59375"
"20230","4.59375","4.59375","4.59375"
"20240","4.5625","4.5625","4.5625"
"20250","4.59375","4.59375","4.59375"
"20260","4.59375","4.59375","4.59375"
"20270","4.59375","4.59375","4.59375"
"20280","4.5625","4.5625","4.5625"
"20290","4.59375","4.59375","4.59375"
"20300","4.59375","4.59375","4.59375"
"20310","4.59375","4.59375","4.59375"
"20320","4.59375","4.59375","4.59375"
"20330","4.59375","4.59375","4.59375"
"20340","4.59375","4.59375","4.59375"
"20350","4.59375","4.59375","4.59375"
"20360","4.59375","4.59375","4.59375"
"20370","4.59375","4.59375","4.59375"
"20380","4.59375","4.59375","4.59375"
"20390","4.59375","4.59375","4.59375"
"20400","4.59375","4.59375","4.59375"
"20410","4.59375","4.59375","4.59375"
"20420","4.5625","4.5625","4.5625"
"20430","4.59375","4.59375","4.59375"
"20440","4.59375","4.59375","4.59375"
"20450","4.59375","4.59375","4.59375"
"20460","4.59375","4.59375","4.59375"
"20470","4.59375","4.59375","4.59375"
"20480","4.5625","4.5625","4.5625"
"20490","4.59375","4.59375","4.59375"
"20500","4.5625","4.5625","4.5625"
"20510","4.59375","4.59375","4.59375"
"20520","4.59375","4.59375","4.59375"
"20530","4.59375","4.59375","4.59375"
"20540","4.5625","4.5625","4.5625"
"20550","4.59375","4.59375","4.59375"
"20560","4.59375","4.59375","4.59375"
"20570","4.59375","4.59375","4.59375"
"20580","4.65625","4.65625","4.65625"
"20590","4.59375","4.59375","4.59375"
"20600","4.5625","4.5625","4.5625"
"20610","4.59375","4.59375","4.59375"
"20620","4.59375","4.59375","4.59375"
"20630","4.59375","4.59375","4.59375"
"20640","4.625","4.625","4.625"
"20650","4.5625","4.5625","4.5625"
"20660","4.59375","4.59375","4.59375"
"20670","4.59375","4.59375","4.59375"
"20680","4.59375","4.59375","4.59375"
"20690","4.625","4.625","4.625"
"20700","4.59375","4.59375","4.59375"
"20710","4.5625","4.5625","4.5625"
"20720","4.59375","4.59375","4.59375"
"20730","4.625","4.625","4.625"
"20740","4.65625","4.65625","4.65625"
"20750","4.5625","4.5625","4.5625"
"20760","4.59375","4.59375","4.59375"
"20770","4.59375","4.59375","4.59375"
"20780","4.59375","4.59375","4.59375"
"20790","4.625","4.625","4.625"
"20800","4.625","4.625","4.625"
"20810","4.59375","4.59375","4.59375"
"20820","4.65625","4.65625","4.65625"
"20830","4.625","4.625","4.625"
"20840","4.59375","4.59375","4.59375"
"20850","4.625","4.625","4.625"
"20860","4.59375","4.59375","4.59375"
"20870","4.625","4.625","4.625"
"20880","4.59375","4.59375","4.59375"
"20890","4.59375","4.59375","4.59375"
"20900","4.59375","4.59375","4.59375"
"20910","4.59375","4.59375","4.59375"
"20920","4.59375","4.59375","4.59375"
"20930","4.5625","4.5625","4.5625"
"20940","4.59375","4.59375","4.59375"
"20950","4.59375","4.59375","4.59375"
"20960","4.5625","4.5625","4.5625"
"20970","4.59375","4.59375","4.59375"
"20980","4.59375","4.59375","4.59375"
"20990","4.625","4.625","4.625"
"21000","4.625","4.625","4.625"
"21010","4.625","4.625","4.625"
"21020","4.59375","4.59375","4.59375"
"21030","4.59375","4.59375","4.59375"
"21040","4.65625","4.65625","4.65625"
"21050","4.59375","4.59375","4.59375"
"21060","4.59375","4.59375","4.59375"
"21070","4.59375","4.59375","4.59375"
"21080","4.65625","4.65625","4.65625"
"21090","4.59375","4.59375","4.59375"
"21100","4.625","4.625","4.625"
"21110","4.625","4.625","4.625"
"21120","4.59375","4.59375","4.59375"
"21130","4.59375","4.59375","4.59375"
"21140","4.59375","4.59375","4.59375"
"21150","4.59375","4.59375","4.59375"
"21160","4.59375","4.59375","4.59375"
"21170","4.59375","4.59375","4.59375"
"21180","4.59375","4.59375","4.59375"
"21190","4.59375","4.59375","4.59375"
"21200","4.59375","4.59375","4.59375"
"21210","4.59375","4.59375","4.59375"
"21220","4.59375","4.59375","4.59375"
"21230","4.59375","4.59375","4.59375"
"21240","4.59375","4.59375","4.59375"
"21250","4.625","4.625","4.625"
"21260","4.59375","4.59375","4.59375"
"21270","4.59375","4.59375","4.59375"
"21280","4.59375","4.59375","4.59375"
"21290","4.5625","4.5625","4.5625"
"21300","4.5625","4.5625","4.5625"
"21310","4.59375","4.59375","4.59375"
