"Step","tpu-v4-spmd-resumed-18000 - train/loss","tpu-v4-spmd-resumed-18000 - train/loss__MIN","tpu-v4-spmd-resumed-18000 - train/loss__MAX"
"32960","6.25","6.25","6.25"
"32980","18.75","18.75","18.75"
"33000","7.71875","7.71875","7.71875"
"33020","8.125","8.125","8.125"
"33040","11.1875","11.1875","11.1875"
"33060","7.84375","7.84375","7.84375"
"33080","7.0625","7.0625","7.0625"
"33100","7.21875","7.21875","7.21875"
"33120","6.53125","6.53125","6.53125"
"33140","7.6875","7.6875","7.6875"
"33160","8.125","8.125","8.125"
"33180","8.125","8.125","8.125"
"33200","9.125","9.125","9.125"
"33220","8.875","8.875","8.875"
"33240","100","100","100"
"33260","6.96875","6.96875","6.96875"
"33280","6.90625","6.90625","6.90625"
"33300","7.8125","7.8125","7.8125"
"33320","6.71875","6.71875","6.71875"
"33340","6.4375","6.4375","6.4375"
"33360","7.125","7.125","7.125"
"33380","6.125","6.125","6.125"
"33400","7.25","7.25","7.25"
"33420","5.6875","5.6875","5.6875"
"33440","6.40625","6.40625","6.40625"
"33460","14.3125","14.3125","14.3125"
"33480","7.03125","7.03125","7.03125"
"33500","7.75","7.75","7.75"
"33520","8.3125","8.3125","8.3125"
"33540","6.75","6.75","6.75"
"33560","11.9375","11.9375","11.9375"
"33580","6.53125","6.53125","6.53125"
"33600","7.46875","7.46875","7.46875"
"33620","6.84375","6.84375","6.84375"
"33640","5.75","5.75","5.75"
"33660","6.625","6.625","6.625"
"33680","5.8125","5.8125","5.8125"
"33700","7.1875","7.1875","7.1875"
"33720","6.59375","6.59375","6.59375"
"33740","5.875","5.875","5.875"
"33760","7.875","7.875","7.875"
"33780","6","6","6"
"33800","7.90625","7.90625","7.90625"
"33820","6.875","6.875","6.875"
"33840","14","14","14"
"33860","7.8125","7.8125","7.8125"
"33880","5.875","5.875","5.875"
"33900","6.3125","6.3125","6.3125"
"33920","6.03125","6.03125","6.03125"
"33940","6.53125","6.53125","6.53125"
"33960","8.625","8.625","8.625"
"33980","6.75","6.75","6.75"
"34000","7.75","7.75","7.75"
"34020","9.75","9.75","9.75"
"34040","7.375","7.375","7.375"
"34060","6.1875","6.1875","6.1875"
"34080","7.8125","7.8125","7.8125"
"34100","6.375","6.375","6.375"
"34120","5.6875","5.6875","5.6875"
"34140","6.28125","6.28125","6.28125"
"34160","9.0625","9.0625","9.0625"
"34180","6.53125","6.53125","6.53125"
"34200","7.53125","7.53125","7.53125"
"34220","9.1875","9.1875","9.1875"
"34240","9.0625","9.0625","9.0625"
"34260","17.375","17.375","17.375"
"34280","8.125","8.125","8.125"
"34300","7.09375","7.09375","7.09375"
"34320","7.3125","7.3125","7.3125"
"34340","7.65625","7.65625","7.65625"
"34360","7.46875","7.46875","7.46875"
"34380","16","16","16"
"34400","6.9375","6.9375","6.9375"
"34420","7.0625","7.0625","7.0625"
"34440","8.625","8.625","8.625"
"34460","8.1875","8.1875","8.1875"
"34480","7.21875","7.21875","7.21875"
"34500","11.5625","11.5625","11.5625"
"34520","7.25","7.25","7.25"
"34540","7.71875","7.71875","7.71875"
"34560","8.0625","8.0625","8.0625"
"34580","11.125","11.125","11.125"
"34600","9.5","9.5","9.5"
"34620","9.1875","9.1875","9.1875"
"34640","6.15625","6.15625","6.15625"
"34660","7.1875","7.1875","7.1875"
"34680","7.53125","7.53125","7.53125"
"34700","6.09375","6.09375","6.09375"
"34720","6.40625","6.40625","6.40625"
"34740","7.59375","7.59375","7.59375"
"34760","7.875","7.875","7.875"
"34780","6.25","6.25","6.25"
"34800","7.21875","7.21875","7.21875"
"34820","6.5","6.5","6.5"
"34840","9.5625","9.5625","9.5625"
"34860","6.59375","6.59375","6.59375"
"34880","9.25","9.25","9.25"
"34900","8.6875","8.6875","8.6875"
"34920","6.625","6.625","6.625"
"34940","7.375","7.375","7.375"
"34960","7.21875","7.21875","7.21875"
"34980","6.46875","6.46875","6.46875"
"35000","8.25","8.25","8.25"
"35020","7.09375","7.09375","7.09375"
"35040","6.9375","6.9375","6.9375"
"35060","6.25","6.25","6.25"
"35080","10.4375","10.4375","10.4375"
"35100","9.1875","9.1875","9.1875"
"35120","6.65625","6.65625","6.65625"
"35140","7.34375","7.34375","7.34375"
"35160","8.0625","8.0625","8.0625"
"35180","8","8","8"
"35200","6.0625","6.0625","6.0625"
"35220","5.8125","5.8125","5.8125"
"35240","5.59375","5.59375","5.59375"
"35260","7.5625","7.5625","7.5625"
"35280","6.21875","6.21875","6.21875"
"35300","7.5625","7.5625","7.5625"
"35320","8.9375","8.9375","8.9375"
"35340","7.8125","7.8125","7.8125"
"35360","8.75","8.75","8.75"
"35380","8.0625","8.0625","8.0625"
"35400","7.4375","7.4375","7.4375"
"35420","9.9375","9.9375","9.9375"
"35440","8.25","8.25","8.25"
"35460","7.59375","7.59375","7.59375"
"35480","7.21875","7.21875","7.21875"
"35500","6.75","6.75","6.75"
"35520","7.59375","7.59375","7.59375"
"35540","11.6875","11.6875","11.6875"
"35560","5.90625","5.90625","5.90625"
"35580","6.75","6.75","6.75"
"35600","7.875","7.875","7.875"
"35620","7.1875","7.1875","7.1875"
"35640","8.5","8.5","8.5"
"35660","8.375","8.375","8.375"
"35680","6.65625","6.65625","6.65625"
"35700","7.5","7.5","7.5"
"35720","5.75","5.75","5.75"
"35740","6","6","6"
"35760","6.25","6.25","6.25"
"35780","9.6875","9.6875","9.6875"
"35800","5.59375","5.59375","5.59375"
"35820","7.34375","7.34375","7.34375"
"35840","8.5625","8.5625","8.5625"
"35860","7","7","7"
"35880","5.875","5.875","5.875"
"35900","11.125","11.125","11.125"
"35920","7.4375","7.4375","7.4375"
"35940","7.6875","7.6875","7.6875"
"35960","10.25","10.25","10.25"
"35980","6.15625","6.15625","6.15625"
"36000","5.78125","5.78125","5.78125"
"36020","7","7","7"
"36040","6.75","6.75","6.75"
"36060","7.4375","7.4375","7.4375"
"36080","7.8125","7.8125","7.8125"
"36100","8.4375","8.4375","8.4375"
"36120","7.90625","7.90625","7.90625"
"36140","6.1875","6.1875","6.1875"
"36160","7.5","7.5","7.5"
"36180","5.84375","5.84375","5.84375"
"36200","9.125","9.125","9.125"
"36220","6.28125","6.28125","6.28125"
"36240","10.9375","10.9375","10.9375"
"36260","8.25","8.25","8.25"
"36280","11.1875","11.1875","11.1875"
"36300","9.5","9.5","9.5"
"36320","7.53125","7.53125","7.53125"
"36340","6.46875","6.46875","6.46875"
"36360","11.4375","11.4375","11.4375"
"36380","8.9375","8.9375","8.9375"
"36400","11.5625","11.5625","11.5625"
"36420","8.25","8.25","8.25"
"36440","7.8125","7.8125","7.8125"
"36460","8.375","8.375","8.375"
"36480","5.96875","5.96875","5.96875"
"36500","5.90625","5.90625","5.90625"
"36520","10.875","10.875","10.875"
"36540","7.125","7.125","7.125"
"36560","8.1875","8.1875","8.1875"
"36580","7.53125","7.53125","7.53125"
"36600","6.5625","6.5625","6.5625"
"36620","6.03125","6.03125","6.03125"
"36640","6.9375","6.9375","6.9375"
"36660","7.78125","7.78125","7.78125"
"36680","6.59375","6.59375","6.59375"
"36700","6.5625","6.5625","6.5625"
"36720","7.1875","7.1875","7.1875"
"36740","6.875","6.875","6.875"
"36760","6.71875","6.71875","6.71875"
"36780","5.59375","5.59375","5.59375"
"36800","6","6","6"
"36820","6.6875","6.6875","6.6875"
"36840","6.6875","6.6875","6.6875"
"36860","8.375","8.375","8.375"
"36880","7.75","7.75","7.75"
"36900","7.71875","7.71875","7.71875"
"36920","8.75","8.75","8.75"
"36940","5.90625","5.90625","5.90625"
"36960","9","9","9"
"36980","5.71875","5.71875","5.71875"
"37000","10.125","10.125","10.125"
"37020","6.8125","6.8125","6.8125"
"37040","12.1875","12.1875","12.1875"
"37060","6.75","6.75","6.75"
"37080","6.75","6.75","6.75"
"37100","5.9375","5.9375","5.9375"
"37120","11.625","11.625","11.625"
"37140","10.125","10.125","10.125"
"37160","6.40625","6.40625","6.40625"
"37180","6.46875","6.46875","6.46875"
"37200","6.4375","6.4375","6.4375"
"37220","7.40625","7.40625","7.40625"
"37240","6.5","6.5","6.5"
"37260","7.1875","7.1875","7.1875"
"37280","11.375","11.375","11.375"
"37300","6.375","6.375","6.375"
"37320","7.59375","7.59375","7.59375"
"37340","7.25","7.25","7.25"
"37360","6.9375","6.9375","6.9375"
"37380","7.625","7.625","7.625"
"37400","6.15625","6.15625","6.15625"
"37420","7.25","7.25","7.25"
"37440","6.25","6.25","6.25"
"37460","8.625","8.625","8.625"
"37480","7.1875","7.1875","7.1875"
"37500","5.96875","5.96875","5.96875"
"37520","17.5","17.5","17.5"
"37540","12.125","12.125","12.125"
"37560","5.9375","5.9375","5.9375"
"37580","8.25","8.25","8.25"
"37600","8.25","8.25","8.25"
"37620","7.09375","7.09375","7.09375"
"37640","6.78125","6.78125","6.78125"
"37660","9.125","9.125","9.125"
"37680","7.65625","7.65625","7.65625"
"37700","5.6875","5.6875","5.6875"
"37720","7.75","7.75","7.75"
"37740","5.5625","5.5625","5.5625"
"37760","6.78125","6.78125","6.78125"
"37780","5.78125","5.78125","5.78125"
"37800","5.875","5.875","5.875"
"37820","6.5625","6.5625","6.5625"
"37840","5.5","5.5","5.5"
"37860","7.34375","7.34375","7.34375"
"37880","5.75","5.75","5.75"
"37900","6.34375","6.34375","6.34375"
"37920","7.4375","7.4375","7.4375"
"37940","6.21875","6.21875","6.21875"
"37960","8","8","8"
"37980","7.4375","7.4375","7.4375"
"38000","6.46875","6.46875","6.46875"
"38020","5.75","5.75","5.75"
"38040","6.25","6.25","6.25"
"38060","5.8125","5.8125","5.8125"
"38080","6.28125","6.28125","6.28125"
"38100","6.8125","6.8125","6.8125"
"38120","6.28125","6.28125","6.28125"
"38140","8.5625","8.5625","8.5625"
"38160","7.84375","7.84375","7.84375"
"38180","6.6875","6.6875","6.6875"
"38200","7.96875","7.96875","7.96875"
"38220","6.625","6.625","6.625"
"38240","5.9375","5.9375","5.9375"
"38260","6.9375","6.9375","6.9375"
"38280","8.125","8.125","8.125"
"38300","9.125","9.125","9.125"
"38320","6.96875","6.96875","6.96875"
"38340","7.375","7.375","7.375"
"38360","7.0625","7.0625","7.0625"
"38380","7.625","7.625","7.625"
"38400","7.125","7.125","7.125"
"38420","7.15625","7.15625","7.15625"
"38440","6.6875","6.6875","6.6875"
"38460","8","8","8"
"38480","6.75","6.75","6.75"
"38500","5.4375","5.4375","5.4375"
"38520","8","8","8"
"38540","13.4375","13.4375","13.4375"
"38560","6.75","6.75","6.75"
"38580","6.09375","6.09375","6.09375"
"38600","5.875","5.875","5.875"
"38620","6.6875","6.6875","6.6875"
"38640","6.5625","6.5625","6.5625"
"38660","7.09375","7.09375","7.09375"
"38680","6.375","6.375","6.375"
"38700","8","8","8"
"38720","6.875","6.875","6.875"
"38740","9.375","9.375","9.375"
"38760","7.71875","7.71875","7.71875"
"38780","9.1875","9.1875","9.1875"
"38800","8.125","8.125","8.125"
"38820","8.5625","8.5625","8.5625"
"38840","7.5","7.5","7.5"
"38860","5.8125","5.8125","5.8125"
"38880","9.4375","9.4375","9.4375"
"38900","6.875","6.875","6.875"
"38920","8.6875","8.6875","8.6875"
"38940","8.625","8.625","8.625"
"38960","7.59375","7.59375","7.59375"
"38980","6.15625","6.15625","6.15625"
"39000","5.3125","5.3125","5.3125"
"39020","7.40625","7.40625","7.40625"
"39040","9.0625","9.0625","9.0625"
"39060","6.6875","6.6875","6.6875"
"39080","6.28125","6.28125","6.28125"
"39100","5.96875","5.96875","5.96875"
"39120","6.125","6.125","6.125"
"39140","6.1875","6.1875","6.1875"
"39160","7.8125","7.8125","7.8125"
"39180","7.09375","7.09375","7.09375"
"39200","8.875","8.875","8.875"
"39220","6.625","6.625","6.625"
"39240","7.3125","7.3125","7.3125"
"39260","7.15625","7.15625","7.15625"
"39280","11","11","11"
"39300","7.28125","7.28125","7.28125"
"39320","6.59375","6.59375","6.59375"
"39340","8.5625","8.5625","8.5625"
"39360","5.40625","5.40625","5.40625"
"39380","5.875","5.875","5.875"
"39400","5.96875","5.96875","5.96875"
"39420","8.625","8.625","8.625"
"39440","14.625","14.625","14.625"
"39460","7.40625","7.40625","7.40625"
"39480","7.375","7.375","7.375"
"39500","6.4375","6.4375","6.4375"
"39520","7.5625","7.5625","7.5625"
"39540","6.5625","6.5625","6.5625"
"39560","6.59375","6.59375","6.59375"
"39580","6.875","6.875","6.875"
"39600","6.375","6.375","6.375"
"39620","7.46875","7.46875","7.46875"
"39640","6.34375","6.34375","6.34375"
"39660","5.34375","5.34375","5.34375"
"39680","6.40625","6.40625","6.40625"
"39700","8.875","8.875","8.875"
"39720","6","6","6"
"39740","6.09375","6.09375","6.09375"
"39760","7","7","7"
"39780","6.15625","6.15625","6.15625"
"39800","6.03125","6.03125","6.03125"
"39820","11.1875","11.1875","11.1875"
"39840","7.90625","7.90625","7.90625"
"39860","7.40625","7.40625","7.40625"
"39880","6.34375","6.34375","6.34375"
"39900","6.65625","6.65625","6.65625"
"39920","8.875","8.875","8.875"
"39940","6.8125","6.8125","6.8125"
"39960","8.1875","8.1875","8.1875"
"39980","7.625","7.625","7.625"
"40000","6.15625","6.15625","6.15625"
"40020","6.40625","6.40625","6.40625"
"40040","5.4375","5.4375","5.4375"
"40060","7.5625","7.5625","7.5625"
"40080","6.625","6.625","6.625"
"40100","5.875","5.875","5.875"
"40120","6.125","6.125","6.125"
"40140","6.375","6.375","6.375"
"40160","6.3125","6.3125","6.3125"
"40180","12","12","12"
"40200","8.0625","8.0625","8.0625"
"40220","8.75","8.75","8.75"
"40240","7.96875","7.96875","7.96875"
"40260","8.8125","8.8125","8.8125"
"40280","8.875","8.875","8.875"
"40300","6.375","6.375","6.375"
"40320","8.0625","8.0625","8.0625"
"40340","7.0625","7.0625","7.0625"
"40360","6","6","6"
"40380","10.5","10.5","10.5"
"40400","7.21875","7.21875","7.21875"
"40420","6.84375","6.84375","6.84375"
"40440","7.96875","7.96875","7.96875"
"40460","6.8125","6.8125","6.8125"
"40480","6.34375","6.34375","6.34375"
"40500","6.25","6.25","6.25"
"40520","7.5","7.5","7.5"
"40540","6.125","6.125","6.125"
"40560","9.875","9.875","9.875"
"40580","8.25","8.25","8.25"
"40600","6.25","6.25","6.25"
"40620","8.25","8.25","8.25"
"40640","6.0625","6.0625","6.0625"
"40660","7.8125","7.8125","7.8125"
"40680","5.8125","5.8125","5.8125"
"40700","8.625","8.625","8.625"
"40720","8","8","8"
"40740","7.5","7.5","7.5"
"40760","10.25","10.25","10.25"
"40780","5.5","5.5","5.5"
"40800","6.78125","6.78125","6.78125"
"40820","8.9375","8.9375","8.9375"
"40840","6.03125","6.03125","6.03125"
"40860","6.6875","6.6875","6.6875"
"40880","6.0625","6.0625","6.0625"
"40900","6.65625","6.65625","6.65625"
"40920","12.8125","12.8125","12.8125"
"40940","11.875","11.875","11.875"
"40960","6.5","6.5","6.5"
"40980","6.53125","6.53125","6.53125"
"41000","7.28125","7.28125","7.28125"
"41020","7.78125","7.78125","7.78125"
"41040","6.8125","6.8125","6.8125"
"41060","6.46875","6.46875","6.46875"
"41080","6.625","6.625","6.625"
"41100","6.9375","6.9375","6.9375"
"41120","5.34375","5.34375","5.34375"
"41140","6.0625","6.0625","6.0625"
"41160","6.03125","6.03125","6.03125"
"41180","6.40625","6.40625","6.40625"
"41200","5.90625","5.90625","5.90625"
"41220","6.625","6.625","6.625"
"41240","6.53125","6.53125","6.53125"
"41260","6.875","6.875","6.875"
"41280","8.3125","8.3125","8.3125"
"41300","8.875","8.875","8.875"
"41320","6.375","6.375","6.375"
"41340","6.46875","6.46875","6.46875"
"41360","6.34375","6.34375","6.34375"
"41380","5.375","5.375","5.375"
"41400","5.40625","5.40625","5.40625"
"41420","10.25","10.25","10.25"
"41440","8","8","8"
"41460","6.40625","6.40625","6.40625"
"41480","6.34375","6.34375","6.34375"
"41500","5.40625","5.40625","5.40625"
"41520","7.03125","7.03125","7.03125"
"41540","5.75","5.75","5.75"
"41560","6","6","6"
"41580","5.46875","5.46875","5.46875"
"41600","6.1875","6.1875","6.1875"
"41620","6.5625","6.5625","6.5625"
"41640","5.8125","5.8125","5.8125"
"41660","6.3125","6.3125","6.3125"
"41680","5.4375","5.4375","5.4375"
"41700","5.40625","5.40625","5.40625"
"41720","5.34375","5.34375","5.34375"
"41740","6.625","6.625","6.625"
"41760","6.03125","6.03125","6.03125"
"41780","6.0625","6.0625","6.0625"
"41800","6.9375","6.9375","6.9375"
"41820","6.1875","6.1875","6.1875"
"41840","7.125","7.125","7.125"
"41860","5.65625","5.65625","5.65625"
"41880","7","7","7"
"41900","8.1875","8.1875","8.1875"
"41920","5.9375","5.9375","5.9375"
"41940","6.25","6.25","6.25"
"41960","6.4375","6.4375","6.4375"
