"Step","tpu-v4-spmd-resumed-0 - train/delta_cos_l40_t01","tpu-v4-spmd-resumed-0 - train/delta_cos_l40_t01__MIN","tpu-v4-spmd-resumed-0 - train/delta_cos_l40_t01__MAX"
"20","-0.0732421875","-0.0732421875","-0.0732421875"
"40","0.03369140625","0.03369140625","0.03369140625"
"60","-0.0966796875","-0.0966796875","-0.0966796875"
"80","-0.017578125","-0.017578125","-0.017578125"
"100","0.109375","0.109375","0.109375"
"120","0.05224609375","0.05224609375","0.05224609375"
"140","0.01300048828125","0.01300048828125","0.01300048828125"
"160","-0.03271484375","-0.03271484375","-0.03271484375"
"180","-0.0089111328125","-0.0089111328125","-0.0089111328125"
"200","-0.0224609375","-0.0224609375","-0.0224609375"
"220","0.037353515625","0.037353515625","0.037353515625"
"240","-0.0010986328125","-0.0010986328125","-0.0010986328125"
"260","0.0177001953125","0.0177001953125","0.0177001953125"
"280","0.0113525390625","0.0113525390625","0.0113525390625"
"300","0.004608154296875","0.004608154296875","0.004608154296875"
"320","0.010009765625","0.010009765625","0.010009765625"
"340","-0.01251220703125","-0.01251220703125","-0.01251220703125"
"360","-0.00238037109375","-0.00238037109375","-0.00238037109375"
"380","0.01019287109375","0.01019287109375","0.01019287109375"
"400","-0.00341796875","-0.00341796875","-0.00341796875"
"420","-0.02587890625","-0.02587890625","-0.02587890625"
"440","0.00726318359375","0.00726318359375","0.00726318359375"
"460","0.012939453125","0.012939453125","0.012939453125"
"480","-0.00103759765625","-0.00103759765625","-0.00103759765625"
"500","0.0167236328125","0.0167236328125","0.0167236328125"
"520","0.0035400390625","0.0035400390625","0.0035400390625"
"540","0.0016937255859375","0.0016937255859375","0.0016937255859375"
"560","0.041015625","0.041015625","0.041015625"
"580","0.0673828125","0.0673828125","0.0673828125"
"600","0.06201171875","0.06201171875","0.06201171875"
"620","0.07763671875","0.07763671875","0.07763671875"
"640","0.072265625","0.072265625","0.072265625"
"660","0.0439453125","0.0439453125","0.0439453125"
"680","0.0947265625","0.0947265625","0.0947265625"
"700","0.0196533203125","0.0196533203125","0.0196533203125"
"720","0.05126953125","0.05126953125","0.05126953125"
"740","0.044677734375","0.044677734375","0.044677734375"
"760","0.1259765625","0.1259765625","0.1259765625"
"780","-0.00872802734375","-0.00872802734375","-0.00872802734375"
"800","0.134765625","0.134765625","0.134765625"
"820","0.05859375","0.05859375","0.05859375"
"840","0.0986328125","0.0986328125","0.0986328125"
"860","0.07421875","0.07421875","0.07421875"
"880","0.1640625","0.1640625","0.1640625"
"900","0.16796875","0.16796875","0.16796875"
"920","0.1123046875","0.1123046875","0.1123046875"
"940","0.2021484375","0.2021484375","0.2021484375"
"960","0.185546875","0.185546875","0.185546875"
"980","0.197265625","0.197265625","0.197265625"
"1000","0.1357421875","0.1357421875","0.1357421875"
"1020","0.228515625","0.228515625","0.228515625"
"1040","0.287109375","0.287109375","0.287109375"
"1060","0.11279296875","0.11279296875","0.11279296875"
"1080","0.109375","0.109375","0.109375"
"1100","0.2890625","0.2890625","0.2890625"
"1120","0.12890625","0.12890625","0.12890625"
"1140","0.1416015625","0.1416015625","0.1416015625"
"1160","0.0888671875","0.0888671875","0.0888671875"
"1180","0.3125","0.3125","0.3125"
"1200","-0.064453125","-0.064453125","-0.064453125"
"1220","0.26171875","0.26171875","0.26171875"
"1240","0.1630859375","0.1630859375","0.1630859375"
"1260","0.263671875","0.263671875","0.263671875"
"1280","0.1357421875","0.1357421875","0.1357421875"
"1300","0.0947265625","0.0947265625","0.0947265625"
"1320","0.32421875","0.32421875","0.32421875"
"1340","-0.03515625","-0.03515625","-0.03515625"
"1360","0.1025390625","0.1025390625","0.1025390625"
"1380","0.1728515625","0.1728515625","0.1728515625"
"1400","0.0673828125","0.0673828125","0.0673828125"
"1420","0.1728515625","0.1728515625","0.1728515625"
"1440","0.365234375","0.365234375","0.365234375"
"1460","0.3046875","0.3046875","0.3046875"
"1480","0.205078125","0.205078125","0.205078125"
"1500","0.205078125","0.205078125","0.205078125"
"1520","0.1875","0.1875","0.1875"
"1540","0.3046875","0.3046875","0.3046875"
"1560","0.3203125","0.3203125","0.3203125"
"1580","0.1796875","0.1796875","0.1796875"
"1600","0.158203125","0.158203125","0.158203125"
"1620","0.2490234375","0.2490234375","0.2490234375"
"1640","0.10302734375","0.10302734375","0.10302734375"
"1660","0.1826171875","0.1826171875","0.1826171875"
"1680","0.169921875","0.169921875","0.169921875"
"1700","0.34765625","0.34765625","0.34765625"
"1720","0.34765625","0.34765625","0.34765625"
"1740","0.359375","0.359375","0.359375"
"1760","0.3203125","0.3203125","0.3203125"
"1780","0.23046875","0.23046875","0.23046875"
"1800","0.353515625","0.353515625","0.353515625"
"1820","0.2138671875","0.2138671875","0.2138671875"
"1840","0.158203125","0.158203125","0.158203125"
"1860","0.18359375","0.18359375","0.18359375"
"1880","0.330078125","0.330078125","0.330078125"
"1900","0.31640625","0.31640625","0.31640625"
"1920","0.177734375","0.177734375","0.177734375"
"1940","0.034912109375","0.034912109375","0.034912109375"
"1960","0.33203125","0.33203125","0.33203125"
"1980","0.34375","0.34375","0.34375"
"2000","0.1865234375","0.1865234375","0.1865234375"
"2020","-0.0093994140625","-0.0093994140625","-0.0093994140625"
"2040","0.35546875","0.35546875","0.35546875"
"2060","0.337890625","0.337890625","0.337890625"
"2080","0.255859375","0.255859375","0.255859375"
"2100","0.35546875","0.35546875","0.35546875"
"2120","0.25390625","0.25390625","0.25390625"
"2140","0.265625","0.265625","0.265625"
"2160","0.26953125","0.26953125","0.26953125"
"2180","0.357421875","0.357421875","0.357421875"
"2200","0.39453125","0.39453125","0.39453125"
"2220","0.279296875","0.279296875","0.279296875"
"2240","0.267578125","0.267578125","0.267578125"
"2260","-0.04833984375","-0.04833984375","-0.04833984375"
"2280","0.328125","0.328125","0.328125"
"2300","0.34765625","0.34765625","0.34765625"
"2320","0.216796875","0.216796875","0.216796875"
"2340","0.232421875","0.232421875","0.232421875"
"2360","0.220703125","0.220703125","0.220703125"
"2380","0.0966796875","0.0966796875","0.0966796875"
"2400","0.37890625","0.37890625","0.37890625"
"2420","0.333984375","0.333984375","0.333984375"
"2440","0.31640625","0.31640625","0.31640625"
"2460","0.333984375","0.333984375","0.333984375"
"2480","0.1552734375","0.1552734375","0.1552734375"
"2500","0.07666015625","0.07666015625","0.07666015625"
"2520","0.287109375","0.287109375","0.287109375"
"2540","0.2578125","0.2578125","0.2578125"
"2560","0.388671875","0.388671875","0.388671875"
"2580","0.45703125","0.45703125","0.45703125"
"2600","0.1328125","0.1328125","0.1328125"
"2620","0.029052734375","0.029052734375","0.029052734375"
"2640","0.1884765625","0.1884765625","0.1884765625"
"2660","0.1748046875","0.1748046875","0.1748046875"
"2680","0.294921875","0.294921875","0.294921875"
"2700","0.255859375","0.255859375","0.255859375"
"2720","0.16796875","0.16796875","0.16796875"
"2740","0.28515625","0.28515625","0.28515625"
"2760","0.2578125","0.2578125","0.2578125"
"2780","0.54296875","0.54296875","0.54296875"
"2800","0.203125","0.203125","0.203125"
"2820","0.49609375","0.49609375","0.49609375"
"2840","0.201171875","0.201171875","0.201171875"
"2860","0.2578125","0.2578125","0.2578125"
"2880","0.2421875","0.2421875","0.2421875"
"2900","0.45703125","0.45703125","0.45703125"
"2920","0.5625","0.5625","0.5625"
"2940","0.3828125","0.3828125","0.3828125"
"2960","0.578125","0.578125","0.578125"
"2980","0.35546875","0.35546875","0.35546875"
"3000","0.10791015625","0.10791015625","0.10791015625"
"3020","0.408203125","0.408203125","0.408203125"
"3040","0.4140625","0.4140625","0.4140625"
"3060","0.59765625","0.59765625","0.59765625"
"3080","0.52734375","0.52734375","0.52734375"
"3100","0.1259765625","0.1259765625","0.1259765625"
"3120","0.49609375","0.49609375","0.49609375"
"3140","0.275390625","0.275390625","0.275390625"
"3160","0.400390625","0.400390625","0.400390625"
"3180","0.390625","0.390625","0.390625"
"3200","0.486328125","0.486328125","0.486328125"
"3220","0.48828125","0.48828125","0.48828125"
"3240","0.25390625","0.25390625","0.25390625"
"3260","0.34765625","0.34765625","0.34765625"
"3280","0.091796875","0.091796875","0.091796875"
"3300","0.51171875","0.51171875","0.51171875"
"3320","0.271484375","0.271484375","0.271484375"
"3340","0.421875","0.421875","0.421875"
"3360","0.578125","0.578125","0.578125"
"3380","0.380859375","0.380859375","0.380859375"
"3400","0.26171875","0.26171875","0.26171875"
"3420","0.5078125","0.5078125","0.5078125"
"3440","0.1630859375","0.1630859375","0.1630859375"
"3460","0.40625","0.40625","0.40625"
"3480","0.578125","0.578125","0.578125"
"3500","0.46875","0.46875","0.46875"
"3520","0.1015625","0.1015625","0.1015625"
"3540","0.6171875","0.6171875","0.6171875"
"3560","0.34375","0.34375","0.34375"
"3580","0.4375","0.4375","0.4375"
"3600","0.265625","0.265625","0.265625"
"3620","0.24609375","0.24609375","0.24609375"
"3640","0.361328125","0.361328125","0.361328125"
"3660","0.3828125","0.3828125","0.3828125"
"3680","0.2275390625","0.2275390625","0.2275390625"
"3700","0.53125","0.53125","0.53125"
"3720","0.25","0.25","0.25"
"3740","0.212890625","0.212890625","0.212890625"
"3760","0.1845703125","0.1845703125","0.1845703125"
"3780","0.625","0.625","0.625"
"3800","0.15234375","0.15234375","0.15234375"
"3820","0.3828125","0.3828125","0.3828125"
"3840","0.197265625","0.197265625","0.197265625"
"3860","0.375","0.375","0.375"
"3880","0.47265625","0.47265625","0.47265625"
"3900","0.423828125","0.423828125","0.423828125"
"3920","0.431640625","0.431640625","0.431640625"
"3940","0.203125","0.203125","0.203125"
"3960","0.55859375","0.55859375","0.55859375"
"3980","0.17578125","0.17578125","0.17578125"
"4000","0.52734375","0.52734375","0.52734375"
"4020","-0.05322265625","-0.05322265625","-0.05322265625"
"4040","0.47265625","0.47265625","0.47265625"
"4060","0.2578125","0.2578125","0.2578125"
"4080","0.4765625","0.4765625","0.4765625"
"4100","0.5546875","0.5546875","0.5546875"
"4120","0.267578125","0.267578125","0.267578125"
"4140","0.2109375","0.2109375","0.2109375"
"4160","0.41015625","0.41015625","0.41015625"
"4180","0.3046875","0.3046875","0.3046875"
"4200","0.59765625","0.59765625","0.59765625"
"4220","0.49609375","0.49609375","0.49609375"
"4240","0.1630859375","0.1630859375","0.1630859375"
"4260","0.2275390625","0.2275390625","0.2275390625"
"4280","0.4296875","0.4296875","0.4296875"
"4300","0.3125","0.3125","0.3125"
"4320","0.423828125","0.423828125","0.423828125"
"4340","0.458984375","0.458984375","0.458984375"
"4360","0.0859375","0.0859375","0.0859375"
"4380","0.234375","0.234375","0.234375"
"4400","0.33203125","0.33203125","0.33203125"
"4420","0.1845703125","0.1845703125","0.1845703125"
"4440","0.28125","0.28125","0.28125"
"4460","0.5625","0.5625","0.5625"
"4480","0.2158203125","0.2158203125","0.2158203125"
"4500","0.2392578125","0.2392578125","0.2392578125"
"4520","0.40234375","0.40234375","0.40234375"
"4540","0.40625","0.40625","0.40625"
"4560","0.5625","0.5625","0.5625"
"4580","0.189453125","0.189453125","0.189453125"
"4600","0.49609375","0.49609375","0.49609375"
"4620","-0.0155029296875","-0.0155029296875","-0.0155029296875"
"4640","0.59375","0.59375","0.59375"
"4660","0.50390625","0.50390625","0.50390625"
"4680","0.6484375","0.6484375","0.6484375"
"4700","0.53125","0.53125","0.53125"
"4720","0.1923828125","0.1923828125","0.1923828125"
"4740","0.484375","0.484375","0.484375"
"4760","0.24609375","0.24609375","0.24609375"
"4780","0.248046875","0.248046875","0.248046875"
"4800","0.47265625","0.47265625","0.47265625"
"4820","0.515625","0.515625","0.515625"
"4840","0.6953125","0.6953125","0.6953125"
"4860","0.6015625","0.6015625","0.6015625"
"4880","0.234375","0.234375","0.234375"
"4900","0.46484375","0.46484375","0.46484375"
"4920","0.216796875","0.216796875","0.216796875"
"4940","0.6484375","0.6484375","0.6484375"
"4960","0.35546875","0.35546875","0.35546875"
"4980","0.302734375","0.302734375","0.302734375"
"5000","0.5234375","0.5234375","0.5234375"
"5020","0.435546875","0.435546875","0.435546875"
"5040","0.07421875","0.07421875","0.07421875"
"5060","0.5234375","0.5234375","0.5234375"
"5080","0.6875","0.6875","0.6875"
"5100","0.6171875","0.6171875","0.6171875"
"5120","0.59375","0.59375","0.59375"
"5140","0.2890625","0.2890625","0.2890625"
"5160","0.6171875","0.6171875","0.6171875"
"5180","0.337890625","0.337890625","0.337890625"
"5200","0.35546875","0.35546875","0.35546875"
"5220","0.25390625","0.25390625","0.25390625"
"5240","0.55078125","0.55078125","0.55078125"
"5260","-0.00506591796875","-0.00506591796875","-0.00506591796875"
"5280","0.0439453125","0.0439453125","0.0439453125"
