"Step","tpu-v4-spmd-resumed-0 - val/l40_rank1_ratio","tpu-v4-spmd-resumed-0 - val/l40_rank1_ratio__MIN","tpu-v4-spmd-resumed-0 - val/l40_rank1_ratio__MAX"
"40","0.7659969329833984","0.7659969329833984","0.7659969329833984"
"90","0.7602314949035645","0.7602314949035645","0.7602314949035645"
"140","0.8108597993850708","0.8108597993850708","0.8108597993850708"
"190","0.8559448719024658","0.8559448719024658","0.8559448719024658"
"240","0.8804391622543335","0.8804391622543335","0.8804391622543335"
"290","0.8987844586372375","0.8987844586372375","0.8987844586372375"
"340","0.9035566449165344","0.9035566449165344","0.9035566449165344"
"390","0.9095772504806519","0.9095772504806519","0.9095772504806519"
"440","0.9097497463226318","0.9097497463226318","0.9097497463226318"
"490","0.8947005867958069","0.8947005867958069","0.8947005867958069"
"540","0.8881441950798035","0.8881441950798035","0.8881441950798035"
"590","0.9043401479721069","0.9043401479721069","0.9043401479721069"
"640","0.8720860481262207","0.8720860481262207","0.8720860481262207"
"690","0.8617789149284363","0.8617789149284363","0.8617789149284363"
"740","0.8473328948020935","0.8473328948020935","0.8473328948020935"
"790","0.821232795715332","0.821232795715332","0.821232795715332"
"840","0.7827505469322205","0.7827505469322205","0.7827505469322205"
"890","0.8026528358459473","0.8026528358459473","0.8026528358459473"
"940","0.8019169569015503","0.8019169569015503","0.8019169569015503"
"990","0.7651781439781189","0.7651781439781189","0.7651781439781189"
"1040","0.7802602648735046","0.7802602648735046","0.7802602648735046"
"1090","0.7844672203063965","0.7844672203063965","0.7844672203063965"
"1140","0.7739434242248535","0.7739434242248535","0.7739434242248535"
"1190","0.7741323113441467","0.7741323113441467","0.7741323113441467"
"1240","0.7738409042358398","0.7738409042358398","0.7738409042358398"
"1290","0.770223081111908","0.770223081111908","0.770223081111908"
"1340","0.7694079279899597","0.7694079279899597","0.7694079279899597"
"1390","0.7696887254714966","0.7696887254714966","0.7696887254714966"
"1440","0.7669665217399597","0.7669665217399597","0.7669665217399597"
"1490","0.767754077911377","0.767754077911377","0.767754077911377"
"1540","0.7664118409156799","0.7664118409156799","0.7664118409156799"
"1590","0.7669203281402588","0.7669203281402588","0.7669203281402588"
"1640","0.7650430798530579","0.7650430798530579","0.7650430798530579"
"1690","0.7659905552864075","0.7659905552864075","0.7659905552864075"
"1740","0.76521235704422","0.76521235704422","0.76521235704422"
"1790","0.7650222182273865","0.7650222182273865","0.7650222182273865"
"1840","0.7653258442878723","0.7653258442878723","0.7653258442878723"
"1890","0.7645590305328369","0.7645590305328369","0.7645590305328369"
"1940","0.7659485936164856","0.7659485936164856","0.7659485936164856"
"1990","0.7651098966598511","0.7651098966598511","0.7651098966598511"
"2040","0.764656662940979","0.764656662940979","0.764656662940979"
"2090","0.7618265151977539","0.7618265151977539","0.7618265151977539"
"2140","0.755494236946106","0.755494236946106","0.755494236946106"
"2190","0.7737133502960205","0.7737133502960205","0.7737133502960205"
"2240","0.7683596611022949","0.7683596611022949","0.7683596611022949"
"2290","0.7755639553070068","0.7755639553070068","0.7755639553070068"
"2340","0.7920141220092773","0.7920141220092773","0.7920141220092773"
"2390","0.7752147912979126","0.7752147912979126","0.7752147912979126"
"2440","0.797983705997467","0.797983705997467","0.797983705997467"
"2490","0.79023677110672","0.79023677110672","0.79023677110672"
"2540","0.7928466796875","0.7928466796875","0.7928466796875"
"2590","0.7952098250389099","0.7952098250389099","0.7952098250389099"
"2640","0.8313844203948975","0.8313844203948975","0.8313844203948975"
"2690","0.8360477089881897","0.8360477089881897","0.8360477089881897"
"2740","0.8227137923240662","0.8227137923240662","0.8227137923240662"
"2790","0.8225025534629822","0.8225025534629822","0.8225025534629822"
"2840","0.8135240077972412","0.8135240077972412","0.8135240077972412"
"2890","0.8220299482345581","0.8220299482345581","0.8220299482345581"
"2940","0.812716007232666","0.812716007232666","0.812716007232666"
"2990","0.8155134320259094","0.8155134320259094","0.8155134320259094"
"3040","0.8091447949409485","0.8091447949409485","0.8091447949409485"
"3090","0.8128745555877686","0.8128745555877686","0.8128745555877686"
"3140","0.8221850395202637","0.8221850395202637","0.8221850395202637"
"3190","0.8219290375709534","0.8219290375709534","0.8219290375709534"
"3240","0.8265376091003418","0.8265376091003418","0.8265376091003418"
"3290","0.8200075626373291","0.8200075626373291","0.8200075626373291"
"3340","0.8215718269348145","0.8215718269348145","0.8215718269348145"
"3390","0.8224116563796997","0.8224116563796997","0.8224116563796997"
"3440","0.8242291808128357","0.8242291808128357","0.8242291808128357"
"3490","0.8241678476333618","0.8241678476333618","0.8241678476333618"
"3540","0.8260148167610168","0.8260148167610168","0.8260148167610168"
"3590","0.824494481086731","0.824494481086731","0.824494481086731"
"3640","0.8255568742752075","0.8255568742752075","0.8255568742752075"
"3690","0.8246491551399231","0.8246491551399231","0.8246491551399231"
"3740","0.8261140584945679","0.8261140584945679","0.8261140584945679"
"3790","0.8257529139518738","0.8257529139518738","0.8257529139518738"
"3840","0.8265883922576904","0.8265883922576904","0.8265883922576904"
"3890","0.8257448673248291","0.8257448673248291","0.8257448673248291"
"3940","0.8247974514961243","0.8247974514961243","0.8247974514961243"
"3990","0.8246381282806396","0.8246381282806396","0.8246381282806396"
"4040","0.8255876898765564","0.8255876898765564","0.8255876898765564"
"4090","0.8239558935165405","0.8239558935165405","0.8239558935165405"
"4140","0.8332731127738953","0.8332731127738953","0.8332731127738953"
"4190","0.8079996705055237","0.8079996705055237","0.8079996705055237"
"4240","0.7888453602790833","0.7888453602790833","0.7888453602790833"
"4290","0.8189852833747864","0.8189852833747864","0.8189852833747864"
"4340","0.8170369267463684","0.8170369267463684","0.8170369267463684"
"4390","0.8128918409347534","0.8128918409347534","0.8128918409347534"
"4440","0.8263129591941833","0.8263129591941833","0.8263129591941833"
"4490","0.8196009993553162","0.8196009993553162","0.8196009993553162"
"4540","0.8209051489830017","0.8209051489830017","0.8209051489830017"
"4590","0.8301541805267334","0.8301541805267334","0.8301541805267334"
"4640","0.8021667003631592","0.8021667003631592","0.8021667003631592"
"4690","0.8008573651313782","0.8008573651313782","0.8008573651313782"
"4740","0.8110771179199219","0.8110771179199219","0.8110771179199219"
"4790","0.8180316686630249","0.8180316686630249","0.8180316686630249"
"4840","0.8073405623435974","0.8073405623435974","0.8073405623435974"
"4890","0.797995924949646","0.797995924949646","0.797995924949646"
"4940","0.8136069178581238","0.8136069178581238","0.8136069178581238"
"4990","0.8150283694267273","0.8150283694267273","0.8150283694267273"
"5040","0.8229357004165649","0.8229357004165649","0.8229357004165649"
"5090","0.8173843026161194","0.8173843026161194","0.8173843026161194"
"5140","0.8228546977043152","0.8228546977043152","0.8228546977043152"
"5190","0.8185297846794128","0.8185297846794128","0.8185297846794128"
"5240","0.822753369808197","0.822753369808197","0.822753369808197"
"5290","0.8238158226013184","0.8238158226013184","0.8238158226013184"
"5340","0.8228919506072998","0.8228919506072998","0.8228919506072998"
"5390","0.819778561592102","0.819778561592102","0.819778561592102"
"5440","0.8208659291267395","0.8208659291267395","0.8208659291267395"
"5490","0.8193890452384949","0.8193890452384949","0.8193890452384949"
"5540","0.8197805881500244","0.8197805881500244","0.8197805881500244"
"5590","0.8231741786003113","0.8231741786003113","0.8231741786003113"
"5640","0.8232054710388184","0.8232054710388184","0.8232054710388184"
"5690","0.8233901858329773","0.8233901858329773","0.8233901858329773"
"5740","0.823424756526947","0.823424756526947","0.823424756526947"
"5790","0.8235095143318176","0.8235095143318176","0.8235095143318176"
"5840","0.8229238390922546","0.8229238390922546","0.8229238390922546"
"5890","0.823628306388855","0.823628306388855","0.823628306388855"
"5940","0.8232676386833191","0.8232676386833191","0.8232676386833191"
"5990","0.8234448432922363","0.8234448432922363","0.8234448432922363"
"6040","0.8229688405990601","0.8229688405990601","0.8229688405990601"
"6090","0.8258885741233826","0.8258885741233826","0.8258885741233826"
"6140","0.807277262210846","0.807277262210846","0.807277262210846"
"6190","0.8097666501998901","0.8097666501998901","0.8097666501998901"
"6240","0.7999802827835083","0.7999802827835083","0.7999802827835083"
"6290","0.7854312062263489","0.7854312062263489","0.7854312062263489"
"6340","0.7882781624794006","0.7882781624794006","0.7882781624794006"
"6390","0.7954074740409851","0.7954074740409851","0.7954074740409851"
"6440","0.7912982702255249","0.7912982702255249","0.7912982702255249"
"6490","0.8019333481788635","0.8019333481788635","0.8019333481788635"
"6540","0.7725932002067566","0.7725932002067566","0.7725932002067566"
