"Step","tpu-v4-spmd-resumed-18000 - train/full_l40_prior","tpu-v4-spmd-resumed-18000 - train/full_l40_prior__MIN","tpu-v4-spmd-resumed-18000 - train/full_l40_prior__MAX"
"19140","1.0078125","1.0078125","1.0078125"
"19160","1.0234375","1.0234375","1.0234375"
"19180","0.98046875","0.98046875","0.98046875"
"19200","0.9765625","0.9765625","0.9765625"
"19220","1.0546875","1.0546875","1.0546875"
"19240","0.953125","0.953125","0.953125"
"19260","0.96875","0.96875","0.96875"
"19280","1.078125","1.078125","1.078125"
"19300","1.0234375","1.0234375","1.0234375"
"19320","0.9609375","0.9609375","0.9609375"
"19340","0.9140625","0.9140625","0.9140625"
"19360","1.0625","1.0625","1.0625"
"19380","1.0078125","1.0078125","1.0078125"
"19400","1.0078125","1.0078125","1.0078125"
"19420","1.109375","1.109375","1.109375"
"19440","0.9375","0.9375","0.9375"
"19460","0.953125","0.953125","0.953125"
"19480","0.9921875","0.9921875","0.9921875"
"19500","1.015625","1.015625","1.015625"
"19520","1.0859375","1.0859375","1.0859375"
"19540","0.90234375","0.90234375","0.90234375"
"19560","1.0859375","1.0859375","1.0859375"
"19580","1.0625","1.0625","1.0625"
"19600","1.21875","1.21875","1.21875"
"19620","0.953125","0.953125","0.953125"
"19640","1.0625","1.0625","1.0625"
"19660","0.921875","0.921875","0.921875"
"19680","0.98046875","0.98046875","0.98046875"
"19700","0.9609375","0.9609375","0.9609375"
"19720","0.953125","0.953125","0.953125"
"19740","0.96875","0.96875","0.96875"
"19760","1.0234375","1.0234375","1.0234375"
"19780","1.0546875","1.0546875","1.0546875"
"19800","0.9609375","0.9609375","0.9609375"
"19820","1.265625","1.265625","1.265625"
"19840","1.0703125","1.0703125","1.0703125"
"19860","0.91796875","0.91796875","0.91796875"
"19880","0.8984375","0.8984375","0.8984375"
"19900","1.046875","1.046875","1.046875"
"19920","0.9921875","0.9921875","0.9921875"
"19940","0.98046875","0.98046875","0.98046875"
"19960","1.1875","1.1875","1.1875"
"19980","0.95703125","0.95703125","0.95703125"
"20000","1.0234375","1.0234375","1.0234375"
"20020","1.0078125","1.0078125","1.0078125"
"20040","1.265625","1.265625","1.265625"
"20060","1.2109375","1.2109375","1.2109375"
"20080","0.9609375","0.9609375","0.9609375"
"20100","1.015625","1.015625","1.015625"
"20120","1.1015625","1.1015625","1.1015625"
"20140","1.265625","1.265625","1.265625"
"20160","1.09375","1.09375","1.09375"
"20180","1.046875","1.046875","1.046875"
"20200","1.234375","1.234375","1.234375"
"20220","1.359375","1.359375","1.359375"
"20240","1.359375","1.359375","1.359375"
"20260","1.46875","1.46875","1.46875"
"20280","1.2421875","1.2421875","1.2421875"
"20300","1.0703125","1.0703125","1.0703125"
"20320","1.625","1.625","1.625"
"20340","1.9375","1.9375","1.9375"
"20360","0.9921875","0.9921875","0.9921875"
"20380","2.09375","2.09375","2.09375"
"20400","1.4140625","1.4140625","1.4140625"
"20420","0.94921875","0.94921875","0.94921875"
"20440","1.1484375","1.1484375","1.1484375"
"20460","1.0078125","1.0078125","1.0078125"
"20480","0.97265625","0.97265625","0.97265625"
"20500","1.15625","1.15625","1.15625"
"20520","1.109375","1.109375","1.109375"
"20540","1.1875","1.1875","1.1875"
"20560","0.95703125","0.95703125","0.95703125"
"20580","1.1171875","1.1171875","1.1171875"
"20600","1.0625","1.0625","1.0625"
"20620","0.9453125","0.9453125","0.9453125"
"20640","0.953125","0.953125","0.953125"
"20660","0.97265625","0.97265625","0.97265625"
"20680","0.89453125","0.89453125","0.89453125"
"20700","0.91796875","0.91796875","0.91796875"
"20720","1.1015625","1.1015625","1.1015625"
"20740","1.109375","1.109375","1.109375"
"20760","0.89453125","0.89453125","0.89453125"
"20780","0.94921875","0.94921875","0.94921875"
"20800","0.94140625","0.94140625","0.94140625"
"20820","0.94921875","0.94921875","0.94921875"
"20840","1.03125","1.03125","1.03125"
"20860","0.90234375","0.90234375","0.90234375"
"20880","0.92578125","0.92578125","0.92578125"
"20900","0.921875","0.921875","0.921875"
"20920","0.9375","0.9375","0.9375"
"20940","0.87890625","0.87890625","0.87890625"
"20960","0.88671875","0.88671875","0.88671875"
"20980","1.03125","1.03125","1.03125"
"21000","0.8359375","0.8359375","0.8359375"
"21020","0.8828125","0.8828125","0.8828125"
"21040","0.8828125","0.8828125","0.8828125"
"21060","0.88671875","0.88671875","0.88671875"
"21080","0.8984375","0.8984375","0.8984375"
"21100","1.1171875","1.1171875","1.1171875"
"21120","0.92578125","0.92578125","0.92578125"
"21140","0.9375","0.9375","0.9375"
"21160","0.890625","0.890625","0.890625"
"21180","0.953125","0.953125","0.953125"
"21200","0.859375","0.859375","0.859375"
"21220","0.89453125","0.89453125","0.89453125"
"21240","0.8359375","0.8359375","0.8359375"
"21260","0.9609375","0.9609375","0.9609375"
"21280","0.953125","0.953125","0.953125"
"21300","0.91796875","0.91796875","0.91796875"
"21320","0.8828125","0.8828125","0.8828125"
"21340","0.89453125","0.89453125","0.89453125"
"21360","0.90234375","0.90234375","0.90234375"
"21380","0.9140625","0.9140625","0.9140625"
"21400","0.9765625","0.9765625","0.9765625"
"21420","0.8828125","0.8828125","0.8828125"
"21440","0.8515625","0.8515625","0.8515625"
"21460","0.94921875","0.94921875","0.94921875"
"21480","0.890625","0.890625","0.890625"
"21500","0.92578125","0.92578125","0.92578125"
"21520","0.86328125","0.86328125","0.86328125"
"21540","0.8984375","0.8984375","0.8984375"
"21560","1.015625","1.015625","1.015625"
"21580","0.87109375","0.87109375","0.87109375"
"21600","0.859375","0.859375","0.859375"
"21620","0.8671875","0.8671875","0.8671875"
"21640","0.84375","0.84375","0.84375"
"21660","0.8984375","0.8984375","0.8984375"
"21680","0.9375","0.9375","0.9375"
"21700","0.81640625","0.81640625","0.81640625"
"21720","1","1","1"
"21740","0.859375","0.859375","0.859375"
"21760","0.94921875","0.94921875","0.94921875"
"21780","0.90234375","0.90234375","0.90234375"
"21800","0.9375","0.9375","0.9375"
"21820","0.90234375","0.90234375","0.90234375"
"21840","0.95703125","0.95703125","0.95703125"
"21860","0.88671875","0.88671875","0.88671875"
"21880","0.86328125","0.86328125","0.86328125"
"21900","0.9921875","0.9921875","0.9921875"
"21920","0.91796875","0.91796875","0.91796875"
"21940","1.078125","1.078125","1.078125"
"21960","0.8984375","0.8984375","0.8984375"
"21980","0.87890625","0.87890625","0.87890625"
"22000","0.9140625","0.9140625","0.9140625"
"22020","0.84375","0.84375","0.84375"
"22040","0.9609375","0.9609375","0.9609375"
"22060","1","1","1"
"22080","0.9375","0.9375","0.9375"
"22100","0.99609375","0.99609375","0.99609375"
"22120","0.921875","0.921875","0.921875"
"22140","0.953125","0.953125","0.953125"
"22160","1.015625","1.015625","1.015625"
"22180","1.1328125","1.1328125","1.1328125"
"22200","1.2109375","1.2109375","1.2109375"
"22220","1.0390625","1.0390625","1.0390625"
"22240","1.015625","1.015625","1.015625"
"22260","1.1484375","1.1484375","1.1484375"
"22280","1.265625","1.265625","1.265625"
"22300","1.0234375","1.0234375","1.0234375"
"22320","1.03125","1.03125","1.03125"
"22340","1.0703125","1.0703125","1.0703125"
"22360","1.125","1.125","1.125"
"22380","1.671875","1.671875","1.671875"
"22400","0.84375","0.84375","0.84375"
"22420","0.875","0.875","0.875"
"22440","0.96875","0.96875","0.96875"
"22460","0.98046875","0.98046875","0.98046875"
"22480","0.9453125","0.9453125","0.9453125"
"22500","0.90234375","0.90234375","0.90234375"
"22520","0.9921875","0.9921875","0.9921875"
"22540","1.046875","1.046875","1.046875"
"22560","0.9296875","0.9296875","0.9296875"
"22580","0.9453125","0.9453125","0.9453125"
"22600","0.87890625","0.87890625","0.87890625"
"22620","0.9609375","0.9609375","0.9609375"
"22640","0.8984375","0.8984375","0.8984375"
"22660","0.9765625","0.9765625","0.9765625"
"22680","0.90234375","0.90234375","0.90234375"
"22700","0.8515625","0.8515625","0.8515625"
"22720","0.95703125","0.95703125","0.95703125"
"22740","0.8515625","0.8515625","0.8515625"
"22760","0.8359375","0.8359375","0.8359375"
"22780","1.203125","1.203125","1.203125"
"22800","0.90625","0.90625","0.90625"
"22820","0.8359375","0.8359375","0.8359375"
"22840","0.8671875","0.8671875","0.8671875"
"22860","0.82421875","0.82421875","0.82421875"
"22880","0.8984375","0.8984375","0.8984375"
"22900","1.0078125","1.0078125","1.0078125"
"22920","0.921875","0.921875","0.921875"
"22940","0.9140625","0.9140625","0.9140625"
"22960","0.88671875","0.88671875","0.88671875"
"22980","0.9921875","0.9921875","0.9921875"
"23000","0.8359375","0.8359375","0.8359375"
"23020","0.859375","0.859375","0.859375"
"23040","0.9140625","0.9140625","0.9140625"
"23060","0.8515625","0.8515625","0.8515625"
"23080","0.8828125","0.8828125","0.8828125"
"23100","0.859375","0.859375","0.859375"
"23120","0.80859375","0.80859375","0.80859375"
"23140","0.90625","0.90625","0.90625"
"23160","0.9453125","0.9453125","0.9453125"
"23180","0.8046875","0.8046875","0.8046875"
"23200","0.81640625","0.81640625","0.81640625"
"23220","0.86328125","0.86328125","0.86328125"
"23240","0.9296875","0.9296875","0.9296875"
"23260","0.828125","0.828125","0.828125"
"23280","0.90625","0.90625","0.90625"
"23300","0.93359375","0.93359375","0.93359375"
"23320","0.80859375","0.80859375","0.80859375"
"23340","1.046875","1.046875","1.046875"
"23360","0.8203125","0.8203125","0.8203125"
"23380","0.8984375","0.8984375","0.8984375"
"23400","0.8203125","0.8203125","0.8203125"
"23420","0.8203125","0.8203125","0.8203125"
"23440","0.890625","0.890625","0.890625"
"23460","0.828125","0.828125","0.828125"
"23480","0.8671875","0.8671875","0.8671875"
"23500","0.83984375","0.83984375","0.83984375"
"23520","0.89453125","0.89453125","0.89453125"
"23540","0.9375","0.9375","0.9375"
"23560","0.91015625","0.91015625","0.91015625"
"23580","0.8515625","0.8515625","0.8515625"
"23600","0.83984375","0.83984375","0.83984375"
"23620","0.8359375","0.8359375","0.8359375"
"23640","0.87890625","0.87890625","0.87890625"
"23660","0.8046875","0.8046875","0.8046875"
"23680","0.90625","0.90625","0.90625"
"23700","0.85546875","0.85546875","0.85546875"
"23720","0.92578125","0.92578125","0.92578125"
"23740","0.84375","0.84375","0.84375"
"23760","0.78515625","0.78515625","0.78515625"
"23780","0.8671875","0.8671875","0.8671875"
"23800","0.8125","0.8125","0.8125"
"23820","0.91015625","0.91015625","0.91015625"
"23840","0.8359375","0.8359375","0.8359375"
"23860","0.828125","0.828125","0.828125"
"23880","0.8515625","0.8515625","0.8515625"
"23900","0.9375","0.9375","0.9375"
"23920","0.859375","0.859375","0.859375"
"23940","0.87890625","0.87890625","0.87890625"
"23960","0.8984375","0.8984375","0.8984375"
"23980","0.8828125","0.8828125","0.8828125"
"24000","0.828125","0.828125","0.828125"
"24020","0.87890625","0.87890625","0.87890625"
"24040","0.859375","0.859375","0.859375"
"24060","0.87109375","0.87109375","0.87109375"
"24080","0.8671875","0.8671875","0.8671875"
"24100","0.984375","0.984375","0.984375"
"24120","1.0078125","1.0078125","1.0078125"
"24140","0.859375","0.859375","0.859375"
"24160","0.953125","0.953125","0.953125"
"24180","0.9140625","0.9140625","0.9140625"
"24200","1.21875","1.21875","1.21875"
"24220","1.5","1.5","1.5"
"24240","1.046875","1.046875","1.046875"
"24260","1.1171875","1.1171875","1.1171875"
"24280","1.140625","1.140625","1.140625"
"24300","1.1640625","1.1640625","1.1640625"
"24320","1.4140625","1.4140625","1.4140625"
"24340","0.953125","0.953125","0.953125"
"24360","0.88671875","0.88671875","0.88671875"
"24380","1.1875","1.1875","1.1875"
"24400","1.0078125","1.0078125","1.0078125"
"24420","1.015625","1.015625","1.015625"
"24440","1.03125","1.03125","1.03125"
"24460","1.0703125","1.0703125","1.0703125"
"24480","0.98828125","0.98828125","0.98828125"
"24500","1.2734375","1.2734375","1.2734375"
"24520","1.078125","1.078125","1.078125"
"24540","0.9140625","0.9140625","0.9140625"
"24560","0.953125","0.953125","0.953125"
"24580","0.94140625","0.94140625","0.94140625"
"24600","0.828125","0.828125","0.828125"
"24620","1.0078125","1.0078125","1.0078125"
"24640","0.91796875","0.91796875","0.91796875"
"24660","0.90625","0.90625","0.90625"
"24680","1.046875","1.046875","1.046875"
"24700","1.2109375","1.2109375","1.2109375"
"24720","0.8828125","0.8828125","0.8828125"
"24740","0.88671875","0.88671875","0.88671875"
"24760","0.99609375","0.99609375","0.99609375"
"24780","1.6015625","1.6015625","1.6015625"
"24800","1.0234375","1.0234375","1.0234375"
"24820","1.25","1.25","1.25"
"24840","0.83984375","0.83984375","0.83984375"
"24860","0.828125","0.828125","0.828125"
"24880","0.8203125","0.8203125","0.8203125"
"24900","0.82421875","0.82421875","0.82421875"
"24920","0.90625","0.90625","0.90625"
"24940","0.8125","0.8125","0.8125"
"24960","0.84375","0.84375","0.84375"
"24980","0.90625","0.90625","0.90625"
"25000","0.86328125","0.86328125","0.86328125"
"25020","0.80078125","0.80078125","0.80078125"
"25040","0.859375","0.859375","0.859375"
"25060","0.84375","0.84375","0.84375"
"25080","0.796875","0.796875","0.796875"
"25100","7.375","7.375","7.375"
"25120","0.8125","0.8125","0.8125"
"25140","0.9453125","0.9453125","0.9453125"
"25160","0.90234375","0.90234375","0.90234375"
"25180","0.796875","0.796875","0.796875"
"25200","0.78125","0.78125","0.78125"
"25220","0.88671875","0.88671875","0.88671875"
"25240","0.8203125","0.8203125","0.8203125"
"25260","0.80078125","0.80078125","0.80078125"
"25280","0.9765625","0.9765625","0.9765625"
"25300","0.83203125","0.83203125","0.83203125"
"25320","0.953125","0.953125","0.953125"
"25340","0.859375","0.859375","0.859375"
"25360","0.84375","0.84375","0.84375"
"25380","0.828125","0.828125","0.828125"
"25400","0.8046875","0.8046875","0.8046875"
"25420","1.140625","1.140625","1.140625"
"25440","0.79296875","0.79296875","0.79296875"
"25460","0.921875","0.921875","0.921875"
"25480","0.9296875","0.9296875","0.9296875"
"25500","0.9296875","0.9296875","0.9296875"
"25520","0.83984375","0.83984375","0.83984375"
"25540","0.8046875","0.8046875","0.8046875"
"25560","0.765625","0.765625","0.765625"
"25580","0.765625","0.765625","0.765625"
"25600","0.84765625","0.84765625","0.84765625"
"25620","0.7890625","0.7890625","0.7890625"
"25640","0.7890625","0.7890625","0.7890625"
"25660","0.90625","0.90625","0.90625"
"25680","0.80859375","0.80859375","0.80859375"
"25700","0.765625","0.765625","0.765625"
"25720","0.86328125","0.86328125","0.86328125"
"25740","0.84765625","0.84765625","0.84765625"
"25760","0.796875","0.796875","0.796875"
"25780","0.80078125","0.80078125","0.80078125"
"25800","0.7890625","0.7890625","0.7890625"
"25820","0.76171875","0.76171875","0.76171875"
"25840","0.84375","0.84375","0.84375"
"25860","0.828125","0.828125","0.828125"
"25880","0.890625","0.890625","0.890625"
"25900","0.828125","0.828125","0.828125"
"25920","0.87109375","0.87109375","0.87109375"
"25940","0.796875","0.796875","0.796875"
"25960","0.8203125","0.8203125","0.8203125"
"25980","0.90625","0.90625","0.90625"
"26000","1.0234375","1.0234375","1.0234375"
"26020","0.7890625","0.7890625","0.7890625"
"26040","0.8125","0.8125","0.8125"
"26060","0.87890625","0.87890625","0.87890625"
"26080","0.78125","0.78125","0.78125"
"26100","0.83984375","0.83984375","0.83984375"
"26120","0.7734375","0.7734375","0.7734375"
"26140","0.8046875","0.8046875","0.8046875"
"26160","1","1","1"
"26180","1.1015625","1.1015625","1.1015625"
"26200","0.9140625","0.9140625","0.9140625"
"26220","1.0234375","1.0234375","1.0234375"
"26240","1.0234375","1.0234375","1.0234375"
"26260","1.296875","1.296875","1.296875"
"26280","0.9453125","0.9453125","0.9453125"
"26300","1.171875","1.171875","1.171875"
"26320","1.0234375","1.0234375","1.0234375"
"26340","1.59375","1.59375","1.59375"
"26360","0.95703125","0.95703125","0.95703125"
"26380","0.90625","0.90625","0.90625"
"26400","1.09375","1.09375","1.09375"
"26420","0.8828125","0.8828125","0.8828125"
"26440","1.03125","1.03125","1.03125"
"26460","1.0546875","1.0546875","1.0546875"
"26480","1.125","1.125","1.125"
"26500","0.85546875","0.85546875","0.85546875"
"26520","0.84375","0.84375","0.84375"
"26540","0.85546875","0.85546875","0.85546875"
"26560","0.83984375","0.83984375","0.83984375"
"26580","1.078125","1.078125","1.078125"
"26600","0.86328125","0.86328125","0.86328125"
"26620","0.83203125","0.83203125","0.83203125"
"26640","0.87890625","0.87890625","0.87890625"
"26660","1.09375","1.09375","1.09375"
"26680","0.8359375","0.8359375","0.8359375"
"26700","0.8203125","0.8203125","0.8203125"
"26720","0.875","0.875","0.875"
"26740","0.8203125","0.8203125","0.8203125"
"26760","0.8359375","0.8359375","0.8359375"
"26780","0.80078125","0.80078125","0.80078125"
"26800","0.83203125","0.83203125","0.83203125"
"26820","0.91796875","0.91796875","0.91796875"
"26840","0.96484375","0.96484375","0.96484375"
"26860","0.8515625","0.8515625","0.8515625"
"26880","0.875","0.875","0.875"
"26900","1.0078125","1.0078125","1.0078125"
"26920","0.91015625","0.91015625","0.91015625"
"26940","0.8125","0.8125","0.8125"
"26960","0.890625","0.890625","0.890625"
"26980","0.78125","0.78125","0.78125"
"27000","0.8203125","0.8203125","0.8203125"
"27020","0.7890625","0.7890625","0.7890625"
"27040","0.78515625","0.78515625","0.78515625"
"27060","0.84375","0.84375","0.84375"
"27080","0.828125","0.828125","0.828125"
"27100","0.76953125","0.76953125","0.76953125"
"27120","0.875","0.875","0.875"
"27140","0.7578125","0.7578125","0.7578125"
"27160","0.8046875","0.8046875","0.8046875"
"27180","0.8671875","0.8671875","0.8671875"
"27200","0.921875","0.921875","0.921875"
"27220","0.79296875","0.79296875","0.79296875"
"27240","0.875","0.875","0.875"
"27260","0.8203125","0.8203125","0.8203125"
"27280","0.8046875","0.8046875","0.8046875"
"27300","0.828125","0.828125","0.828125"
"27320","0.796875","0.796875","0.796875"
"27340","0.8125","0.8125","0.8125"
"27360","0.82421875","0.82421875","0.82421875"
"27380","0.88671875","0.88671875","0.88671875"
"27400","0.8359375","0.8359375","0.8359375"
"27420","0.7890625","0.7890625","0.7890625"
"27440","0.7734375","0.7734375","0.7734375"
"27460","0.83203125","0.83203125","0.83203125"
"27480","0.890625","0.890625","0.890625"
"27500","0.79296875","0.79296875","0.79296875"
"27520","0.828125","0.828125","0.828125"
"27540","0.890625","0.890625","0.890625"
"27560","1.1328125","1.1328125","1.1328125"
"27580","0.8203125","0.8203125","0.8203125"
"27600","1.0390625","1.0390625","1.0390625"
"27620","0.765625","0.765625","0.765625"
"27640","0.87890625","0.87890625","0.87890625"
"27660","0.93359375","0.93359375","0.93359375"
"27680","0.73828125","0.73828125","0.73828125"
"27700","0.7578125","0.7578125","0.7578125"
"27720","0.83203125","0.83203125","0.83203125"
"27740","0.79296875","0.79296875","0.79296875"
"27760","0.93359375","0.93359375","0.93359375"
"27780","0.93359375","0.93359375","0.93359375"
"27800","0.9140625","0.9140625","0.9140625"
"27820","0.76953125","0.76953125","0.76953125"
"27840","0.76171875","0.76171875","0.76171875"
"27860","0.8515625","0.8515625","0.8515625"
"27880","0.9140625","0.9140625","0.9140625"
"27900","0.80859375","0.80859375","0.80859375"
"27920","0.80078125","0.80078125","0.80078125"
"27940","0.84375","0.84375","0.84375"
"27960","0.78515625","0.78515625","0.78515625"
"27980","0.765625","0.765625","0.765625"
"28000","0.80859375","0.80859375","0.80859375"
"28020","0.83984375","0.83984375","0.83984375"
"28040","0.84765625","0.84765625","0.84765625"
"28060","0.75","0.75","0.75"
"28080","0.8671875","0.8671875","0.8671875"
"28100","0.859375","0.859375","0.859375"
"28120","0.83984375","0.83984375","0.83984375"
"28140","0.85546875","0.85546875","0.85546875"
"28160","0.79296875","0.79296875","0.79296875"
"28180","1.109375","1.109375","1.109375"
"28200","2.390625","2.390625","2.390625"
"28220","1.0625","1.0625","1.0625"
"28240","1.125","1.125","1.125"
"28260","1.6484375","1.6484375","1.6484375"
"28280","1.09375","1.09375","1.09375"
"28300","0.91796875","0.91796875","0.91796875"
"28320","1","1","1"
"28340","0.9921875","0.9921875","0.9921875"
"28360","0.984375","0.984375","0.984375"
"28380","0.99609375","0.99609375","0.99609375"
"28400","1.125","1.125","1.125"
"28420","0.96875","0.96875","0.96875"
"28440","0.9453125","0.9453125","0.9453125"
"28460","0.7734375","0.7734375","0.7734375"
"28480","0.7890625","0.7890625","0.7890625"
"28500","0.8046875","0.8046875","0.8046875"
"28520","0.9765625","0.9765625","0.9765625"
"28540","0.8046875","0.8046875","0.8046875"
"28560","1.046875","1.046875","1.046875"
"28580","0.765625","0.765625","0.765625"
"28600","0.91015625","0.91015625","0.91015625"
"28620","0.984375","0.984375","0.984375"
"28640","0.8359375","0.8359375","0.8359375"
"28660","0.765625","0.765625","0.765625"
"28680","0.828125","0.828125","0.828125"
"28700","0.76953125","0.76953125","0.76953125"
"28720","0.921875","0.921875","0.921875"
"28740","0.8515625","0.8515625","0.8515625"
"28760","0.87890625","0.87890625","0.87890625"
"28780","0.890625","0.890625","0.890625"
"28800","0.80078125","0.80078125","0.80078125"
"28820","0.79296875","0.79296875","0.79296875"
"28840","0.87109375","0.87109375","0.87109375"
"28860","0.78515625","0.78515625","0.78515625"
"28880","0.77734375","0.77734375","0.77734375"
"28900","0.828125","0.828125","0.828125"
"28920","0.8359375","0.8359375","0.8359375"
"28940","0.7578125","0.7578125","0.7578125"
"28960","0.8046875","0.8046875","0.8046875"
"28980","0.80859375","0.80859375","0.80859375"
"29000","0.84375","0.84375","0.84375"
"29020","0.8359375","0.8359375","0.8359375"
"29040","0.765625","0.765625","0.765625"
"29060","0.8203125","0.8203125","0.8203125"
"29080","0.90234375","0.90234375","0.90234375"
"29100","0.8046875","0.8046875","0.8046875"
"29120","0.828125","0.828125","0.828125"
"29140","0.796875","0.796875","0.796875"
"29160","0.8046875","0.8046875","0.8046875"
"29180","0.8359375","0.8359375","0.8359375"
"29200","0.90234375","0.90234375","0.90234375"
"29220","0.82421875","0.82421875","0.82421875"
"29240","1.0625","1.0625","1.0625"
"29260","0.7734375","0.7734375","0.7734375"
"29280","0.8203125","0.8203125","0.8203125"
"29300","0.76953125","0.76953125","0.76953125"
"29320","0.76953125","0.76953125","0.76953125"
"29340","0.7578125","0.7578125","0.7578125"
"29360","0.8046875","0.8046875","0.8046875"
"29380","0.859375","0.859375","0.859375"
"29400","0.8359375","0.8359375","0.8359375"
"29420","0.765625","0.765625","0.765625"
"29440","0.72265625","0.72265625","0.72265625"
"29460","0.78515625","0.78515625","0.78515625"
"29480","0.78515625","0.78515625","0.78515625"
"29500","0.88671875","0.88671875","0.88671875"
"29520","0.7890625","0.7890625","0.7890625"
"29540","0.8984375","0.8984375","0.8984375"
"29560","0.8046875","0.8046875","0.8046875"
"29580","0.8125","0.8125","0.8125"
"29600","0.8046875","0.8046875","0.8046875"
"29620","0.765625","0.765625","0.765625"
"29640","0.76171875","0.76171875","0.76171875"
"29660","0.80859375","0.80859375","0.80859375"
"29680","0.87890625","0.87890625","0.87890625"
"29700","0.7421875","0.7421875","0.7421875"
"29720","0.765625","0.765625","0.765625"
"29740","0.78515625","0.78515625","0.78515625"
"29760","0.7578125","0.7578125","0.7578125"
"29780","0.84765625","0.84765625","0.84765625"
"29800","0.91015625","0.91015625","0.91015625"
"29820","0.83984375","0.83984375","0.83984375"
"29840","0.78125","0.78125","0.78125"
"29860","0.76171875","0.76171875","0.76171875"
"29880","0.7265625","0.7265625","0.7265625"
"29900","0.78515625","0.78515625","0.78515625"
"29920","0.82421875","0.82421875","0.82421875"
"29940","0.76171875","0.76171875","0.76171875"
"29960","0.7578125","0.7578125","0.7578125"
"29980","0.75","0.75","0.75"
"30000","0.7421875","0.7421875","0.7421875"
"30020","0.7890625","0.7890625","0.7890625"
"30040","0.875","0.875","0.875"
"30060","0.79296875","0.79296875","0.79296875"
"30080","0.8125","0.8125","0.8125"
"30100","0.84375","0.84375","0.84375"
"30120","0.78125","0.78125","0.78125"
"30140","0.7734375","0.7734375","0.7734375"
"30160","0.91015625","0.91015625","0.91015625"
"30180","0.88671875","0.88671875","0.88671875"
"30200","0.80078125","0.80078125","0.80078125"
"30220","0.875","0.875","0.875"
"30240","1.046875","1.046875","1.046875"
"30260","1.84375","1.84375","1.84375"
"30280","0.83984375","0.83984375","0.83984375"
"30300","0.90625","0.90625","0.90625"
"30320","0.8515625","0.8515625","0.8515625"
"30340","1.1640625","1.1640625","1.1640625"
"30360","0.95703125","0.95703125","0.95703125"
"30380","1.078125","1.078125","1.078125"
"30400","0.78125","0.78125","0.78125"
"30420","0.80859375","0.80859375","0.80859375"
"30440","0.921875","0.921875","0.921875"
"30460","0.9453125","0.9453125","0.9453125"
"30480","0.9453125","0.9453125","0.9453125"
"30500","0.796875","0.796875","0.796875"
"30520","0.81640625","0.81640625","0.81640625"
"30540","1.0390625","1.0390625","1.0390625"
"30560","0.80078125","0.80078125","0.80078125"
"30580","0.859375","0.859375","0.859375"
"30600","0.859375","0.859375","0.859375"
"30620","0.83203125","0.83203125","0.83203125"
"30640","0.7578125","0.7578125","0.7578125"
"30660","0.8203125","0.8203125","0.8203125"
"30680","0.8203125","0.8203125","0.8203125"
"30700","0.8671875","0.8671875","0.8671875"
"30720","0.8203125","0.8203125","0.8203125"
"30740","0.796875","0.796875","0.796875"
