"Step","tpu-v4-spmd-resumed-0 - train/delta_cos_l40_t12","tpu-v4-spmd-resumed-0 - train/delta_cos_l40_t12__MIN","tpu-v4-spmd-resumed-0 - train/delta_cos_l40_t12__MAX"
"20","-0.033447265625","-0.033447265625","-0.033447265625"
"40","0.06201171875","0.06201171875","0.06201171875"
"60","0.1484375","0.1484375","0.1484375"
"80","0.1279296875","0.1279296875","0.1279296875"
"100","-0.061279296875","-0.061279296875","-0.061279296875"
"120","-0.046875","-0.046875","-0.046875"
"140","-0.09765625","-0.09765625","-0.09765625"
"160","0.0162353515625","0.0162353515625","0.0162353515625"
"180","-0.0322265625","-0.0322265625","-0.0322265625"
"200","0.007781982421875","0.007781982421875","0.007781982421875"
"220","-0.064453125","-0.064453125","-0.064453125"
"240","-0.0174560546875","-0.0174560546875","-0.0174560546875"
"260","0.00927734375","0.00927734375","0.00927734375"
"280","0.0322265625","0.0322265625","0.0322265625"
"300","0.00152587890625","0.00152587890625","0.00152587890625"
"320","0.0341796875","0.0341796875","0.0341796875"
"340","0.00579833984375","0.00579833984375","0.00579833984375"
"360","0.0019989013671875","0.0019989013671875","0.0019989013671875"
"380","0.013671875","0.013671875","0.013671875"
"400","0.07568359375","0.07568359375","0.07568359375"
"420","0.02587890625","0.02587890625","0.02587890625"
"440","-0.00128173828125","-0.00128173828125","-0.00128173828125"
"460","0.0252685546875","0.0252685546875","0.0252685546875"
"480","-0.00946044921875","-0.00946044921875","-0.00946044921875"
"500","-0.001220703125","-0.001220703125","-0.001220703125"
"520","0.0040283203125","0.0040283203125","0.0040283203125"
"540","0.02001953125","0.02001953125","0.02001953125"
"560","0.02587890625","0.02587890625","0.02587890625"
"580","0.0291748046875","0.0291748046875","0.0291748046875"
"600","0.02490234375","0.02490234375","0.02490234375"
"620","0.060546875","0.060546875","0.060546875"
"640","0.06640625","0.06640625","0.06640625"
"660","0.030517578125","0.030517578125","0.030517578125"
"680","0.06201171875","0.06201171875","0.06201171875"
"700","-0.00128173828125","-0.00128173828125","-0.00128173828125"
"720","0.0966796875","0.0966796875","0.0966796875"
"740","0.01611328125","0.01611328125","0.01611328125"
"760","0.09765625","0.09765625","0.09765625"
"780","0.002685546875","0.002685546875","0.002685546875"
"800","0.0947265625","0.0947265625","0.0947265625"
"820","0.05810546875","0.05810546875","0.05810546875"
"840","0.095703125","0.095703125","0.095703125"
"860","0.06640625","0.06640625","0.06640625"
"880","0.169921875","0.169921875","0.169921875"
"900","0.150390625","0.150390625","0.150390625"
"920","0.03515625","0.03515625","0.03515625"
"940","0.173828125","0.173828125","0.173828125"
"960","0.1494140625","0.1494140625","0.1494140625"
"980","0.169921875","0.169921875","0.169921875"
"1000","0.0634765625","0.0634765625","0.0634765625"
"1020","0.203125","0.203125","0.203125"
"1040","0.265625","0.265625","0.265625"
"1060","0.0546875","0.0546875","0.0546875"
"1080","0.150390625","0.150390625","0.150390625"
"1100","0.26953125","0.26953125","0.26953125"
"1120","0.1376953125","0.1376953125","0.1376953125"
"1140","0.1474609375","0.1474609375","0.1474609375"
"1160","0.1396484375","0.1396484375","0.1396484375"
"1180","0.31640625","0.31640625","0.31640625"
"1200","-0.03369140625","-0.03369140625","-0.03369140625"
"1220","0.2216796875","0.2216796875","0.2216796875"
"1240","0.1494140625","0.1494140625","0.1494140625"
"1260","0.314453125","0.314453125","0.314453125"
"1280","0.177734375","0.177734375","0.177734375"
"1300","0.2109375","0.2109375","0.2109375"
"1320","0.30078125","0.30078125","0.30078125"
"1340","-0.0400390625","-0.0400390625","-0.0400390625"
"1360","0.1298828125","0.1298828125","0.1298828125"
"1380","0.294921875","0.294921875","0.294921875"
"1400","0.16015625","0.16015625","0.16015625"
"1420","0.0703125","0.0703125","0.0703125"
"1440","0.29296875","0.29296875","0.29296875"
"1460","0.306640625","0.306640625","0.306640625"
"1480","0.248046875","0.248046875","0.248046875"
"1500","0.2255859375","0.2255859375","0.2255859375"
"1520","0.1650390625","0.1650390625","0.1650390625"
"1540","0.28125","0.28125","0.28125"
"1560","0.2578125","0.2578125","0.2578125"
"1580","0.216796875","0.216796875","0.216796875"
"1600","0.166015625","0.166015625","0.166015625"
"1620","0.125","0.125","0.125"
"1640","0.16015625","0.16015625","0.16015625"
"1660","0.173828125","0.173828125","0.173828125"
"1680","0.21484375","0.21484375","0.21484375"
"1700","0.33203125","0.33203125","0.33203125"
"1720","0.40234375","0.40234375","0.40234375"
"1740","0.33203125","0.33203125","0.33203125"
"1760","0.310546875","0.310546875","0.310546875"
"1780","0.2353515625","0.2353515625","0.2353515625"
"1800","0.244140625","0.244140625","0.244140625"
"1820","0.09228515625","0.09228515625","0.09228515625"
"1840","0.107421875","0.107421875","0.107421875"
"1860","0.20703125","0.20703125","0.20703125"
"1880","0.3203125","0.3203125","0.3203125"
"1900","0.30859375","0.30859375","0.30859375"
"1920","0.2265625","0.2265625","0.2265625"
"1940","0.005126953125","0.005126953125","0.005126953125"
"1960","0.3203125","0.3203125","0.3203125"
"1980","0.265625","0.265625","0.265625"
"2000","0.2158203125","0.2158203125","0.2158203125"
"2020","0.043212890625","0.043212890625","0.043212890625"
"2040","0.240234375","0.240234375","0.240234375"
"2060","0.26953125","0.26953125","0.26953125"
"2080","0.2734375","0.2734375","0.2734375"
"2100","0.31640625","0.31640625","0.31640625"
"2120","0.296875","0.296875","0.296875"
"2140","0.3125","0.3125","0.3125"
"2160","0.3515625","0.3515625","0.3515625"
"2180","0.310546875","0.310546875","0.310546875"
"2200","0.34375","0.34375","0.34375"
"2220","0.2578125","0.2578125","0.2578125"
"2240","0.318359375","0.318359375","0.318359375"
"2260","0.03759765625","0.03759765625","0.03759765625"
"2280","0.31640625","0.31640625","0.31640625"
"2300","0.3984375","0.3984375","0.3984375"
"2320","0.3046875","0.3046875","0.3046875"
"2340","0.26953125","0.26953125","0.26953125"
"2360","0.22265625","0.22265625","0.22265625"
"2380","0.1328125","0.1328125","0.1328125"
"2400","0.359375","0.359375","0.359375"
"2420","0.302734375","0.302734375","0.302734375"
"2440","0.33203125","0.33203125","0.33203125"
"2460","0.2734375","0.2734375","0.2734375"
"2480","0.255859375","0.255859375","0.255859375"
"2500","0.1572265625","0.1572265625","0.1572265625"
"2520","0.33203125","0.33203125","0.33203125"
"2540","0.271484375","0.271484375","0.271484375"
"2560","0.41015625","0.41015625","0.41015625"
"2580","0.32421875","0.32421875","0.32421875"
"2600","0.28125","0.28125","0.28125"
"2620","0.171875","0.171875","0.171875"
"2640","0.1806640625","0.1806640625","0.1806640625"
"2660","0.26171875","0.26171875","0.26171875"
