"Step","tpu-v4-spmd-resumed-18000 - val/l40_rank1_ratio","tpu-v4-spmd-resumed-18000 - val/l40_rank1_ratio__MIN","tpu-v4-spmd-resumed-18000 - val/l40_rank1_ratio__MAX"
"19540","0.7855033874511719","0.7855033874511719","0.7855033874511719"
"19590","0.7813223004341125","0.7813223004341125","0.7813223004341125"
"19640","0.7826570868492126","0.7826570868492126","0.7826570868492126"
"19690","0.7836525440216064","0.7836525440216064","0.7836525440216064"
"19740","0.7843692302703857","0.7843692302703857","0.7843692302703857"
"19790","0.7854999303817749","0.7854999303817749","0.7854999303817749"
"19840","0.7853651642799377","0.7853651642799377","0.7853651642799377"
"19890","0.7858855724334717","0.7858855724334717","0.7858855724334717"
"19940","0.7858748435974121","0.7858748435974121","0.7858748435974121"
"19990","0.786104142665863","0.786104142665863","0.786104142665863"
"20040","0.7854999899864197","0.7854999899864197","0.7854999899864197"
"20090","0.7662163376808167","0.7662163376808167","0.7662163376808167"
"20140","0.6912547945976257","0.6912547945976257","0.6912547945976257"
"20190","0.6446738839149475","0.6446738839149475","0.6446738839149475"
"20240","0.6030866503715515","0.6030866503715515","0.6030866503715515"
"20290","0.6426270604133606","0.6426270604133606","0.6426270604133606"
"20340","0.4736320972442627","0.4736320972442627","0.4736320972442627"
"20390","0.5890922546386719","0.5890922546386719","0.5890922546386719"
"20440","0.6650431156158447","0.6650431156158447","0.6650431156158447"
"20490","0.6517093777656555","0.6517093777656555","0.6517093777656555"
"20540","0.5114919543266296","0.5114919543266296","0.5114919543266296"
"20590","0.5763339996337891","0.5763339996337891","0.5763339996337891"
"20640","0.6683558225631714","0.6683558225631714","0.6683558225631714"
"20690","0.6589919328689575","0.6589919328689575","0.6589919328689575"
"20740","0.6595157980918884","0.6595157980918884","0.6595157980918884"
"20790","0.70476233959198","0.70476233959198","0.70476233959198"
"20840","0.6676008701324463","0.6676008701324463","0.6676008701324463"
"20890","0.6875525712966919","0.6875525712966919","0.6875525712966919"
"20940","0.710314929485321","0.710314929485321","0.710314929485321"
"20990","0.6983788013458252","0.6983788013458252","0.6983788013458252"
"21040","0.7149093747138977","0.7149093747138977","0.7149093747138977"
"21090","0.714616596698761","0.714616596698761","0.714616596698761"
"21140","0.7275998592376709","0.7275998592376709","0.7275998592376709"
"21190","0.715580403804779","0.715580403804779","0.715580403804779"
"21240","0.7081101536750793","0.7081101536750793","0.7081101536750793"
"21290","0.723985493183136","0.723985493183136","0.723985493183136"
"21340","0.7162230014801025","0.7162230014801025","0.7162230014801025"
"21390","0.7203101515769958","0.7203101515769958","0.7203101515769958"
"21440","0.725811779499054","0.725811779499054","0.725811779499054"
"21490","0.7253289222717285","0.7253289222717285","0.7253289222717285"
"21540","0.7252229452133179","0.7252229452133179","0.7252229452133179"
"21590","0.7259562015533447","0.7259562015533447","0.7259562015533447"
"21640","0.7229333519935608","0.7229333519935608","0.7229333519935608"
"21690","0.7252132296562195","0.7252132296562195","0.7252132296562195"
"21740","0.7242559790611267","0.7242559790611267","0.7242559790611267"
"21790","0.7266803979873657","0.7266803979873657","0.7266803979873657"
"21840","0.7250284552574158","0.7250284552574158","0.7250284552574158"
"21890","0.7259863018989563","0.7259863018989563","0.7259863018989563"
"21940","0.7262107133865356","0.7262107133865356","0.7262107133865356"
"21990","0.7252469658851624","0.7252469658851624","0.7252469658851624"
"22040","0.724003791809082","0.724003791809082","0.724003791809082"
"22090","0.723711371421814","0.723711371421814","0.723711371421814"
"22140","0.7427918910980225","0.7427918910980225","0.7427918910980225"
"22190","0.6936678290367126","0.6936678290367126","0.6936678290367126"
"22240","0.6244417428970337","0.6244417428970337","0.6244417428970337"
"22290","0.6512182950973511","0.6512182950973511","0.6512182950973511"
"22340","0.7375966310501099","0.7375966310501099","0.7375966310501099"
"22390","0.7049096822738647","0.7049096822738647","0.7049096822738647"
"22440","0.6991986036300659","0.6991986036300659","0.6991986036300659"
"22490","0.7102110981941223","0.7102110981941223","0.7102110981941223"
"22540","0.6976072192192078","0.6976072192192078","0.6976072192192078"
"22590","0.7043460011482239","0.7043460011482239","0.7043460011482239"
"22640","0.7096117734909058","0.7096117734909058","0.7096117734909058"
"22690","0.7439766526222229","0.7439766526222229","0.7439766526222229"
"22740","0.7016203999519348","0.7016203999519348","0.7016203999519348"
"22790","0.7231507301330566","0.7231507301330566","0.7231507301330566"
"22840","0.7142205834388733","0.7142205834388733","0.7142205834388733"
"22890","0.7055481672286987","0.7055481672286987","0.7055481672286987"
"22940","0.709306538105011","0.709306538105011","0.709306538105011"
"22990","0.7079837918281555","0.7079837918281555","0.7079837918281555"
"23040","0.7079814672470093","0.7079814672470093","0.7079814672470093"
"23090","0.7025182247161865","0.7025182247161865","0.7025182247161865"
"23140","0.7071895599365234","0.7071895599365234","0.7071895599365234"
"23190","0.7038004398345947","0.7038004398345947","0.7038004398345947"
"23240","0.7009415626525879","0.7009415626525879","0.7009415626525879"
"23290","0.7123119235038757","0.7123119235038757","0.7123119235038757"
"23340","0.7086952328681946","0.7086952328681946","0.7086952328681946"
"23390","0.703568160533905","0.703568160533905","0.703568160533905"
"23440","0.7000064849853516","0.7000064849853516","0.7000064849853516"
"23490","0.6985548138618469","0.6985548138618469","0.6985548138618469"
"23540","0.6981595754623413","0.6981595754623413","0.6981595754623413"
"23590","0.6971704363822937","0.6971704363822937","0.6971704363822937"
"23640","0.6988677382469177","0.6988677382469177","0.6988677382469177"
"23690","0.697485089302063","0.697485089302063","0.697485089302063"
"23740","0.6967171430587769","0.6967171430587769","0.6967171430587769"
"23790","0.6973583102226257","0.6973583102226257","0.6973583102226257"
"23840","0.6975570917129517","0.6975570917129517","0.6975570917129517"
"23890","0.6984264254570007","0.6984264254570007","0.6984264254570007"
"23940","0.6973562836647034","0.6973562836647034","0.6973562836647034"
"23990","0.6976184844970703","0.6976184844970703","0.6976184844970703"
"24040","0.6976695656776428","0.6976695656776428","0.6976695656776428"
"24090","0.7107203602790833","0.7107203602790833","0.7107203602790833"
"24140","0.7349569201469421","0.7349569201469421","0.7349569201469421"
"24190","0.6758790612220764","0.6758790612220764","0.6758790612220764"
"24240","0.6306308507919312","0.6306308507919312","0.6306308507919312"
"24290","0.6573816537857056","0.6573816537857056","0.6573816537857056"
"24340","0.6545572876930237","0.6545572876930237","0.6545572876930237"
"24390","0.6810896992683411","0.6810896992683411","0.6810896992683411"
"24440","0.6963590979576111","0.6963590979576111","0.6963590979576111"
"24490","0.7234558463096619","0.7234558463096619","0.7234558463096619"
"24540","0.6915302872657776","0.6915302872657776","0.6915302872657776"
"24590","0.6507427096366882","0.6507427096366882","0.6507427096366882"
"24640","0.6665298342704773","0.6665298342704773","0.6665298342704773"
"24690","0.6425763964653015","0.6425763964653015","0.6425763964653015"
"24740","0.6552252769470215","0.6552252769470215","0.6552252769470215"
"24790","0.6318685412406921","0.6318685412406921","0.6318685412406921"
"24840","0.6667560338973999","0.6667560338973999","0.6667560338973999"
"24890","0.6507357358932495","0.6507357358932495","0.6507357358932495"
"24940","0.6860623359680176","0.6860623359680176","0.6860623359680176"
"24990","0.6817691326141357","0.6817691326141357","0.6817691326141357"
"25040","0.7057289481163025","0.7057289481163025","0.7057289481163025"
"25090","0.6538728475570679","0.6538728475570679","0.6538728475570679"
"25140","0.6620275974273682","0.6620275974273682","0.6620275974273682"
"25190","0.6997412443161011","0.6997412443161011","0.6997412443161011"
"25240","0.6945690512657166","0.6945690512657166","0.6945690512657166"
"25290","0.7075397968292236","0.7075397968292236","0.7075397968292236"
"25340","0.7153500914573669","0.7153500914573669","0.7153500914573669"
"25390","0.705793023109436","0.705793023109436","0.705793023109436"
"25440","0.6935127973556519","0.6935127973556519","0.6935127973556519"
"25490","0.7196312546730042","0.7196312546730042","0.7196312546730042"
"25540","0.7193469405174255","0.7193469405174255","0.7193469405174255"
"25590","0.7179921865463257","0.7179921865463257","0.7179921865463257"
"25640","0.7157848477363586","0.7157848477363586","0.7157848477363586"
"25690","0.7171072363853455","0.7171072363853455","0.7171072363853455"
"25740","0.7165113091468811","0.7165113091468811","0.7165113091468811"
"25790","0.7178924083709717","0.7178924083709717","0.7178924083709717"
"25840","0.7142753601074219","0.7142753601074219","0.7142753601074219"
"25890","0.7149158716201782","0.7149158716201782","0.7149158716201782"
"25940","0.7150753140449524","0.7150753140449524","0.7150753140449524"
"25990","0.7169291973114014","0.7169291973114014","0.7169291973114014"
"26040","0.7060741782188416","0.7060741782188416","0.7060741782188416"
"26090","0.692191481590271","0.692191481590271","0.692191481590271"
