"Step","tpu-v4-spmd-resumed-0 - train/full_l40_prior","tpu-v4-spmd-resumed-0 - train/full_l40_prior__MIN","tpu-v4-spmd-resumed-0 - train/full_l40_prior__MAX"
"12400","0.5078125","0.5078125","0.5078125"
"12420","0.5","0.5","0.5"
"12440","0.5703125","0.5703125","0.5703125"
"12460","0.65234375","0.65234375","0.65234375"
"12480","0.5625","0.5625","0.5625"
"12500","0.5859375","0.5859375","0.5859375"
"12520","0.54296875","0.54296875","0.54296875"
"12540","0.6171875","0.6171875","0.6171875"
"12560","0.515625","0.515625","0.515625"
"12580","0.46484375","0.46484375","0.46484375"
"12600","0.53515625","0.53515625","0.53515625"
"12620","0.4921875","0.4921875","0.4921875"
"12640","0.49609375","0.49609375","0.49609375"
"12660","0.484375","0.484375","0.484375"
"12680","0.474609375","0.474609375","0.474609375"
"12700","0.48828125","0.48828125","0.48828125"
"12720","0.5078125","0.5078125","0.5078125"
"12740","0.44921875","0.44921875","0.44921875"
"12760","0.51953125","0.51953125","0.51953125"
"12780","0.5859375","0.5859375","0.5859375"
"12800","0.53125","0.53125","0.53125"
"12820","0.60546875","0.60546875","0.60546875"
"12840","0.69140625","0.69140625","0.69140625"
"12860","0.5546875","0.5546875","0.5546875"
"12880","0.515625","0.515625","0.515625"
"12900","0.4609375","0.4609375","0.4609375"
"12920","0.4453125","0.4453125","0.4453125"
"12940","0.5234375","0.5234375","0.5234375"
"12960","0.484375","0.484375","0.484375"
"12980","0.46875","0.46875","0.46875"
"13000","0.53125","0.53125","0.53125"
"13020","0.48828125","0.48828125","0.48828125"
"13040","0.48046875","0.48046875","0.48046875"
"13060","0.46875","0.46875","0.46875"
"13080","0.7109375","0.7109375","0.7109375"
"13100","0.45703125","0.45703125","0.45703125"
"13120","0.4921875","0.4921875","0.4921875"
"13140","0.4765625","0.4765625","0.4765625"
"13160","0.5390625","0.5390625","0.5390625"
"13180","0.455078125","0.455078125","0.455078125"
"13200","0.4921875","0.4921875","0.4921875"
"13220","0.435546875","0.435546875","0.435546875"
"13240","0.42578125","0.42578125","0.42578125"
"13260","0.46484375","0.46484375","0.46484375"
"13280","0.46875","0.46875","0.46875"
"13300","0.474609375","0.474609375","0.474609375"
"13320","0.48828125","0.48828125","0.48828125"
"13340","0.4375","0.4375","0.4375"
"13360","0.4375","0.4375","0.4375"
"13380","0.4375","0.4375","0.4375"
"13400","0.4765625","0.4765625","0.4765625"
"13420","0.4140625","0.4140625","0.4140625"
"13440","0.4375","0.4375","0.4375"
"13460","0.42578125","0.42578125","0.42578125"
"13480","0.4140625","0.4140625","0.4140625"
"13500","0.515625","0.515625","0.515625"
"13520","0.44140625","0.44140625","0.44140625"
"13540","0.494140625","0.494140625","0.494140625"
"13560","0.439453125","0.439453125","0.439453125"
"13580","0.4765625","0.4765625","0.4765625"
"13600","0.44140625","0.44140625","0.44140625"
"13620","0.419921875","0.419921875","0.419921875"
"13640","0.45703125","0.45703125","0.45703125"
"13660","0.453125","0.453125","0.453125"
"13680","0.5546875","0.5546875","0.5546875"
"13700","0.4453125","0.4453125","0.4453125"
"13720","0.484375","0.484375","0.484375"
"13740","0.42578125","0.42578125","0.42578125"
"13760","0.42578125","0.42578125","0.42578125"
"13780","0.421875","0.421875","0.421875"
"13800","0.4921875","0.4921875","0.4921875"
"13820","0.40234375","0.40234375","0.40234375"
"13840","0.546875","0.546875","0.546875"
"13860","0.44921875","0.44921875","0.44921875"
"13880","0.54296875","0.54296875","0.54296875"
"13900","0.494140625","0.494140625","0.494140625"
"13920","0.4765625","0.4765625","0.4765625"
"13940","0.4765625","0.4765625","0.4765625"
"13960","0.453125","0.453125","0.453125"
"13980","0.45703125","0.45703125","0.45703125"
"14000","0.43359375","0.43359375","0.43359375"
"14020","0.53125","0.53125","0.53125"
"14040","0.451171875","0.451171875","0.451171875"
"14060","0.46875","0.46875","0.46875"
"14080","0.46484375","0.46484375","0.46484375"
"14100","0.46875","0.46875","0.46875"
"14120","0.53125","0.53125","0.53125"
"14140","0.7421875","0.7421875","0.7421875"
"14160","0.53515625","0.53515625","0.53515625"
"14180","0.66015625","0.66015625","0.66015625"
"14200","0.478515625","0.478515625","0.478515625"
"14220","0.6015625","0.6015625","0.6015625"
"14240","0.8203125","0.8203125","0.8203125"
"14260","1.25","1.25","1.25"
"14280","0.6640625","0.6640625","0.6640625"
"14300","0.83984375","0.83984375","0.83984375"
"14320","0.90625","0.90625","0.90625"
"14340","1.1171875","1.1171875","1.1171875"
"14360","0.5390625","0.5390625","0.5390625"
"14380","0.65625","0.65625","0.65625"
"14400","0.640625","0.640625","0.640625"
"14420","1.703125","1.703125","1.703125"
"14440","0.46484375","0.46484375","0.46484375"
"14460","0.734375","0.734375","0.734375"
"14480","0.515625","0.515625","0.515625"
"14500","0.44921875","0.44921875","0.44921875"
"14520","0.4609375","0.4609375","0.4609375"
"14540","0.44140625","0.44140625","0.44140625"
"14560","0.58203125","0.58203125","0.58203125"
"14580","0.431640625","0.431640625","0.431640625"
"14600","0.625","0.625","0.625"
"14620","0.5234375","0.5234375","0.5234375"
"14640","0.62109375","0.62109375","0.62109375"
"14660","0.45703125","0.45703125","0.45703125"
"14680","0.453125","0.453125","0.453125"
"14700","0.4296875","0.4296875","0.4296875"
"14720","0.45703125","0.45703125","0.45703125"
"14740","0.46484375","0.46484375","0.46484375"
"14760","0.44140625","0.44140625","0.44140625"
"14780","0.41015625","0.41015625","0.41015625"
"14800","0.45703125","0.45703125","0.45703125"
"14820","0.59375","0.59375","0.59375"
"14840","0.5","0.5","0.5"
"14860","0.52734375","0.52734375","0.52734375"
"14880","0.41015625","0.41015625","0.41015625"
"14900","0.44140625","0.44140625","0.44140625"
"14920","0.4453125","0.4453125","0.4453125"
"14940","0.48046875","0.48046875","0.48046875"
"14960","0.44921875","0.44921875","0.44921875"
"14980","0.421875","0.421875","0.421875"
"15000","0.4140625","0.4140625","0.4140625"
"15020","0.45703125","0.45703125","0.45703125"
"15040","0.41015625","0.41015625","0.41015625"
"15060","0.416015625","0.416015625","0.416015625"
"15080","0.421875","0.421875","0.421875"
"15100","0.42578125","0.42578125","0.42578125"
"15120","0.427734375","0.427734375","0.427734375"
"15140","0.4375","0.4375","0.4375"
"15160","0.404296875","0.404296875","0.404296875"
"15180","0.5625","0.5625","0.5625"
"15200","0.390625","0.390625","0.390625"
"15220","0.427734375","0.427734375","0.427734375"
"15240","0.46484375","0.46484375","0.46484375"
"15260","0.48828125","0.48828125","0.48828125"
"15280","0.404296875","0.404296875","0.404296875"
"15300","0.48046875","0.48046875","0.48046875"
"15320","0.435546875","0.435546875","0.435546875"
"15340","0.482421875","0.482421875","0.482421875"
"15360","0.466796875","0.466796875","0.466796875"
"15380","0.42578125","0.42578125","0.42578125"
"15400","0.41796875","0.41796875","0.41796875"
"15420","0.41015625","0.41015625","0.41015625"
"15440","0.419921875","0.419921875","0.419921875"
"15460","0.421875","0.421875","0.421875"
"15480","0.49609375","0.49609375","0.49609375"
"15500","0.390625","0.390625","0.390625"
"15520","0.478515625","0.478515625","0.478515625"
"15540","0.42578125","0.42578125","0.42578125"
"15560","0.41015625","0.41015625","0.41015625"
"15580","0.54296875","0.54296875","0.54296875"
"15600","0.4140625","0.4140625","0.4140625"
"15620","0.40625","0.40625","0.40625"
"15640","0.462890625","0.462890625","0.462890625"
"15660","0.4296875","0.4296875","0.4296875"
"15680","0.404296875","0.404296875","0.404296875"
"15700","0.55859375","0.55859375","0.55859375"
"15720","0.39453125","0.39453125","0.39453125"
"15740","0.5078125","0.5078125","0.5078125"
"15760","0.4296875","0.4296875","0.4296875"
"15780","0.462890625","0.462890625","0.462890625"
"15800","0.39453125","0.39453125","0.39453125"
"15820","0.390625","0.390625","0.390625"
"15840","0.390625","0.390625","0.390625"
"15860","0.42578125","0.42578125","0.42578125"
"15880","0.486328125","0.486328125","0.486328125"
"15900","0.453125","0.453125","0.453125"
"15920","0.48828125","0.48828125","0.48828125"
"15940","0.4140625","0.4140625","0.4140625"
"15960","0.470703125","0.470703125","0.470703125"
"15980","0.48046875","0.48046875","0.48046875"
"16000","0.42578125","0.42578125","0.42578125"
"16020","0.43359375","0.43359375","0.43359375"
"16040","0.39453125","0.39453125","0.39453125"
"16060","0.3984375","0.3984375","0.3984375"
"16080","0.42578125","0.42578125","0.42578125"
"16100","0.46484375","0.46484375","0.46484375"
"16120","0.44921875","0.44921875","0.44921875"
"16140","0.50390625","0.50390625","0.50390625"
"16160","0.439453125","0.439453125","0.439453125"
"16180","0.50390625","0.50390625","0.50390625"
"16200","1.015625","1.015625","1.015625"
"16220","0.765625","0.765625","0.765625"
"16240","0.65234375","0.65234375","0.65234375"
"16260","0.46484375","0.46484375","0.46484375"
"16280","1.078125","1.078125","1.078125"
"16300","0.5390625","0.5390625","0.5390625"
"16320","0.61328125","0.61328125","0.61328125"
"16340","0.431640625","0.431640625","0.431640625"
"16360","0.625","0.625","0.625"
"16380","0.95703125","0.95703125","0.95703125"
"16400","0.546875","0.546875","0.546875"
"16420","0.671875","0.671875","0.671875"
"16440","0.494140625","0.494140625","0.494140625"
"16460","0.462890625","0.462890625","0.462890625"
"16480","0.53125","0.53125","0.53125"
"16500","0.490234375","0.490234375","0.490234375"
"16520","0.671875","0.671875","0.671875"
"16540","0.46484375","0.46484375","0.46484375"
"16560","0.44140625","0.44140625","0.44140625"
"16580","0.71875","0.71875","0.71875"
"16600","0.5625","0.5625","0.5625"
"16620","0.44140625","0.44140625","0.44140625"
"16640","0.419921875","0.419921875","0.419921875"
"16660","1","1","1"
"16680","0.439453125","0.439453125","0.439453125"
"16700","12.25","12.25","12.25"
"16720","0.796875","0.796875","0.796875"
"16740","0.43359375","0.43359375","0.43359375"
"16760","0.46875","0.46875","0.46875"
"16780","0.4765625","0.4765625","0.4765625"
"16800","0.4296875","0.4296875","0.4296875"
"16820","0.48828125","0.48828125","0.48828125"
"16840","0.50390625","0.50390625","0.50390625"
"16860","0.46484375","0.46484375","0.46484375"
"16880","0.57421875","0.57421875","0.57421875"
"16900","0.46484375","0.46484375","0.46484375"
"16920","0.4375","0.4375","0.4375"
"16940","0.50390625","0.50390625","0.50390625"
"16960","0.44921875","0.44921875","0.44921875"
"16980","0.4609375","0.4609375","0.4609375"
"17000","0.48046875","0.48046875","0.48046875"
"17020","0.41015625","0.41015625","0.41015625"
"17040","0.46484375","0.46484375","0.46484375"
"17060","0.46875","0.46875","0.46875"
"17080","0.4453125","0.4453125","0.4453125"
"17100","0.423828125","0.423828125","0.423828125"
"17120","0.47265625","0.47265625","0.47265625"
"17140","0.46484375","0.46484375","0.46484375"
"17160","0.455078125","0.455078125","0.455078125"
"17180","0.5390625","0.5390625","0.5390625"
"17200","0.423828125","0.423828125","0.423828125"
"17220","0.43359375","0.43359375","0.43359375"
"17240","0.59375","0.59375","0.59375"
"17260","0.4375","0.4375","0.4375"
"17280","0.40625","0.40625","0.40625"
"17300","0.41796875","0.41796875","0.41796875"
"17320","0.498046875","0.498046875","0.498046875"
"17340","0.455078125","0.455078125","0.455078125"
"17360","0.43359375","0.43359375","0.43359375"
"17380","0.44140625","0.44140625","0.44140625"
"17400","0.44921875","0.44921875","0.44921875"
"17420","0.416015625","0.416015625","0.416015625"
"17440","0.4609375","0.4609375","0.4609375"
"17460","0.44921875","0.44921875","0.44921875"
"17480","0.4609375","0.4609375","0.4609375"
"17500","0.4140625","0.4140625","0.4140625"
"17520","0.439453125","0.439453125","0.439453125"
"17540","0.43359375","0.43359375","0.43359375"
"17560","0.421875","0.421875","0.421875"
"17580","0.419921875","0.419921875","0.419921875"
"17600","0.44140625","0.44140625","0.44140625"
"17620","0.494140625","0.494140625","0.494140625"
"17640","0.42578125","0.42578125","0.42578125"
"17660","0.423828125","0.423828125","0.423828125"
"17680","0.41015625","0.41015625","0.41015625"
"17700","0.40625","0.40625","0.40625"
"17720","0.400390625","0.400390625","0.400390625"
"17740","0.44140625","0.44140625","0.44140625"
"17760","0.5","0.5","0.5"
"17780","0.41015625","0.41015625","0.41015625"
"17800","0.48046875","0.48046875","0.48046875"
"17820","0.42578125","0.42578125","0.42578125"
"17840","0.5234375","0.5234375","0.5234375"
"17860","0.46875","0.46875","0.46875"
"17880","0.40625","0.40625","0.40625"
"17900","0.43359375","0.43359375","0.43359375"
"17920","0.41796875","0.41796875","0.41796875"
"17940","0.4296875","0.4296875","0.4296875"
"17960","0.478515625","0.478515625","0.478515625"
"17980","0.41015625","0.41015625","0.41015625"
"18000","0.43359375","0.43359375","0.43359375"
"18020","0.421875","0.421875","0.421875"
"18040","0.40625","0.40625","0.40625"
"18060","0.466796875","0.466796875","0.466796875"
"18080","0.46875","0.46875","0.46875"
"18100","0.5703125","0.5703125","0.5703125"
"18120","0.4375","0.4375","0.4375"
"18140","0.46875","0.46875","0.46875"
"18160","0.4609375","0.4609375","0.4609375"
"18180","0.5546875","0.5546875","0.5546875"
"18200","0.66015625","0.66015625","0.66015625"
"18220","0.66796875","0.66796875","0.66796875"
"18240","2.25","2.25","2.25"
"18260","1.3203125","1.3203125","1.3203125"
"18280","0.59765625","0.59765625","0.59765625"
"18300","0.6640625","0.6640625","0.6640625"
"18320","0.490234375","0.490234375","0.490234375"
"18340","0.5546875","0.5546875","0.5546875"
"18360","0.7265625","0.7265625","0.7265625"
"18380","0.56640625","0.56640625","0.56640625"
"18400","3.140625","3.140625","3.140625"
"18420","0.58984375","0.58984375","0.58984375"
"18440","0.48046875","0.48046875","0.48046875"
"18460","0.4609375","0.4609375","0.4609375"
"18480","0.6015625","0.6015625","0.6015625"
"18500","0.53125","0.53125","0.53125"
"18520","0.50390625","0.50390625","0.50390625"
"18540","0.4921875","0.4921875","0.4921875"
"18560","0.53125","0.53125","0.53125"
"18580","0.65625","0.65625","0.65625"
"18600","0.45703125","0.45703125","0.45703125"
"18620","0.5","0.5","0.5"
"18640","0.4765625","0.4765625","0.4765625"
"18660","0.71875","0.71875","0.71875"
"18680","0.423828125","0.423828125","0.423828125"
"18700","0.421875","0.421875","0.421875"
"18720","0.49609375","0.49609375","0.49609375"
"18740","0.49609375","0.49609375","0.49609375"
"18760","0.5078125","0.5078125","0.5078125"
"18780","0.6171875","0.6171875","0.6171875"
"18800","0.453125","0.453125","0.453125"
"18820","0.44140625","0.44140625","0.44140625"
"18840","0.5","0.5","0.5"
"18860","0.474609375","0.474609375","0.474609375"
"18880","0.4296875","0.4296875","0.4296875"
"18900","0.4375","0.4375","0.4375"
"18920","0.42578125","0.42578125","0.42578125"
"18940","0.3984375","0.3984375","0.3984375"
"18960","0.392578125","0.392578125","0.392578125"
"18980","0.400390625","0.400390625","0.400390625"
"19000","0.41796875","0.41796875","0.41796875"
"19020","0.44140625","0.44140625","0.44140625"
"19040","0.4453125","0.4453125","0.4453125"
"19060","0.412109375","0.412109375","0.412109375"
"19080","0.427734375","0.427734375","0.427734375"
"19100","0.42578125","0.42578125","0.42578125"
"19120","0.453125","0.453125","0.453125"
"19140","0.423828125","0.423828125","0.423828125"
"19160","0.41015625","0.41015625","0.41015625"
"19180","0.43359375","0.43359375","0.43359375"
"19200","0.453125","0.453125","0.453125"
"19220","0.380859375","0.380859375","0.380859375"
"19240","0.4296875","0.4296875","0.4296875"
"19260","0.423828125","0.423828125","0.423828125"
"19280","0.419921875","0.419921875","0.419921875"
"19300","0.6953125","0.6953125","0.6953125"
"19320","0.44921875","0.44921875","0.44921875"
"19340","0.3984375","0.3984375","0.3984375"
"19360","0.41015625","0.41015625","0.41015625"
"19380","0.40625","0.40625","0.40625"
"19400","0.484375","0.484375","0.484375"
"19420","0.4453125","0.4453125","0.4453125"
"19440","0.4453125","0.4453125","0.4453125"
"19460","0.4140625","0.4140625","0.4140625"
"19480","0.423828125","0.423828125","0.423828125"
"19500","0.40625","0.40625","0.40625"
"19520","0.4140625","0.4140625","0.4140625"
"19540","0.41015625","0.41015625","0.41015625"
"19560","0.40234375","0.40234375","0.40234375"
"19580","0.4375","0.4375","0.4375"
"19600","0.4296875","0.4296875","0.4296875"
"19620","0.390625","0.390625","0.390625"
"19640","0.37890625","0.37890625","0.37890625"
"19660","0.44921875","0.44921875","0.44921875"
"19680","0.42578125","0.42578125","0.42578125"
"19700","0.4296875","0.4296875","0.4296875"
"19720","0.39453125","0.39453125","0.39453125"
"19740","0.42578125","0.42578125","0.42578125"
"19760","0.4296875","0.4296875","0.4296875"
"19780","0.421875","0.421875","0.421875"
"19800","0.376953125","0.376953125","0.376953125"
"19820","0.404296875","0.404296875","0.404296875"
"19840","0.421875","0.421875","0.421875"
"19860","0.42578125","0.42578125","0.42578125"
"19880","0.40625","0.40625","0.40625"
"19900","0.375","0.375","0.375"
"19920","0.419921875","0.419921875","0.419921875"
"19940","0.453125","0.453125","0.453125"
"19960","0.40625","0.40625","0.40625"
"19980","0.4140625","0.4140625","0.4140625"
"20000","0.408203125","0.408203125","0.408203125"
"20020","0.41015625","0.41015625","0.41015625"
"20040","0.40625","0.40625","0.40625"
"20060","0.392578125","0.392578125","0.392578125"
"20080","0.4609375","0.4609375","0.4609375"
"20100","0.50390625","0.50390625","0.50390625"
"20120","0.4296875","0.4296875","0.4296875"
"20140","0.48046875","0.48046875","0.48046875"
"20160","0.45703125","0.45703125","0.45703125"
"20180","0.40234375","0.40234375","0.40234375"
"20200","0.9296875","0.9296875","0.9296875"
"20220","0.6875","0.6875","0.6875"
"20240","0.71875","0.71875","0.71875"
"20260","0.474609375","0.474609375","0.474609375"
"20280","0.6171875","0.6171875","0.6171875"
"20300","1.09375","1.09375","1.09375"
"20320","0.5078125","0.5078125","0.5078125"
"20340","0.46875","0.46875","0.46875"
"20360","0.421875","0.421875","0.421875"
"20380","1.2109375","1.2109375","1.2109375"
"20400","0.5703125","0.5703125","0.5703125"
"20420","0.5703125","0.5703125","0.5703125"
"20440","0.46484375","0.46484375","0.46484375"
"20460","0.6015625","0.6015625","0.6015625"
"20480","0.5390625","0.5390625","0.5390625"
"20500","0.4453125","0.4453125","0.4453125"
"20520","0.51171875","0.51171875","0.51171875"
"20540","0.5703125","0.5703125","0.5703125"
"20560","0.484375","0.484375","0.484375"
"20580","0.53515625","0.53515625","0.53515625"
"20600","0.515625","0.515625","0.515625"
"20620","0.5390625","0.5390625","0.5390625"
"20640","0.49609375","0.49609375","0.49609375"
"20660","0.609375","0.609375","0.609375"
"20680","0.42578125","0.42578125","0.42578125"
"20700","0.5703125","0.5703125","0.5703125"
"20720","0.4921875","0.4921875","0.4921875"
"20740","0.54296875","0.54296875","0.54296875"
"20760","0.51171875","0.51171875","0.51171875"
"20780","0.416015625","0.416015625","0.416015625"
"20800","0.443359375","0.443359375","0.443359375"
"20820","0.4296875","0.4296875","0.4296875"
"20840","0.6015625","0.6015625","0.6015625"
"20860","0.44140625","0.44140625","0.44140625"
"20880","0.421875","0.421875","0.421875"
"20900","0.427734375","0.427734375","0.427734375"
"20920","0.431640625","0.431640625","0.431640625"
"20940","0.48046875","0.48046875","0.48046875"
"20960","0.44921875","0.44921875","0.44921875"
"20980","0.423828125","0.423828125","0.423828125"
"21000","0.419921875","0.419921875","0.419921875"
"21020","0.40625","0.40625","0.40625"
"21040","0.380859375","0.380859375","0.380859375"
"21060","0.40625","0.40625","0.40625"
"21080","0.390625","0.390625","0.390625"
"21100","0.40625","0.40625","0.40625"
"21120","0.41015625","0.41015625","0.41015625"
"21140","0.40625","0.40625","0.40625"
"21160","0.4296875","0.4296875","0.4296875"
"21180","0.421875","0.421875","0.421875"
"21200","0.38671875","0.38671875","0.38671875"
"21220","0.39453125","0.39453125","0.39453125"
"21240","0.40625","0.40625","0.40625"
"21260","0.3984375","0.3984375","0.3984375"
"21280","0.44921875","0.44921875","0.44921875"
"21300","0.39453125","0.39453125","0.39453125"
"21320","0.41796875","0.41796875","0.41796875"
"21340","0.3984375","0.3984375","0.3984375"
"21360","0.41015625","0.41015625","0.41015625"
"21380","0.4765625","0.4765625","0.4765625"
"21400","0.4375","0.4375","0.4375"
"21420","0.4453125","0.4453125","0.4453125"
"21440","0.419921875","0.419921875","0.419921875"
"21460","0.45703125","0.45703125","0.45703125"
"21480","0.4140625","0.4140625","0.4140625"
"21500","0.453125","0.453125","0.453125"
"21520","0.375","0.375","0.375"
"21540","0.419921875","0.419921875","0.419921875"
"21560","8.0625","8.0625","8.0625"
"21580","0.46484375","0.46484375","0.46484375"
"21600","0.40234375","0.40234375","0.40234375"
"21620","0.4140625","0.4140625","0.4140625"
"21640","0.421875","0.421875","0.421875"
"21660","0.3984375","0.3984375","0.3984375"
"21680","0.400390625","0.400390625","0.400390625"
"21700","0.453125","0.453125","0.453125"
"21720","0.447265625","0.447265625","0.447265625"
"21740","0.466796875","0.466796875","0.466796875"
"21760","0.4453125","0.4453125","0.4453125"
"21780","0.458984375","0.458984375","0.458984375"
"21800","0.447265625","0.447265625","0.447265625"
"21820","0.38671875","0.38671875","0.38671875"
"21840","0.41015625","0.41015625","0.41015625"
"21860","0.486328125","0.486328125","0.486328125"
"21880","0.44140625","0.44140625","0.44140625"
"21900","0.39453125","0.39453125","0.39453125"
"21920","0.46484375","0.46484375","0.46484375"
"21940","0.375","0.375","0.375"
"21960","0.45703125","0.45703125","0.45703125"
"21980","0.4375","0.4375","0.4375"
"22000","0.404296875","0.404296875","0.404296875"
"22020","0.421875","0.421875","0.421875"
"22040","0.375","0.375","0.375"
"22060","0.396484375","0.396484375","0.396484375"
"22080","0.46875","0.46875","0.46875"
"22100","0.4609375","0.4609375","0.4609375"
"22120","0.5234375","0.5234375","0.5234375"
"22140","0.453125","0.453125","0.453125"
"22160","0.65234375","0.65234375","0.65234375"
"22180","0.46484375","0.46484375","0.46484375"
"22200","0.625","0.625","0.625"
"22220","0.4375","0.4375","0.4375"
"22240","0.4765625","0.4765625","0.4765625"
"22260","1.1328125","1.1328125","1.1328125"
"22280","1.7734375","1.7734375","1.7734375"
"22300","0.3984375","0.3984375","0.3984375"
"22320","0.703125","0.703125","0.703125"
"22340","0.494140625","0.494140625","0.494140625"
"22360","0.58203125","0.58203125","0.58203125"
"22380","0.5390625","0.5390625","0.5390625"
"22400","0.443359375","0.443359375","0.443359375"
"22420","0.7421875","0.7421875","0.7421875"
"22440","0.466796875","0.466796875","0.466796875"
"22460","0.5703125","0.5703125","0.5703125"
"22480","0.5390625","0.5390625","0.5390625"
"22500","0.5234375","0.5234375","0.5234375"
"22520","0.40625","0.40625","0.40625"
"22540","0.4765625","0.4765625","0.4765625"
"22560","0.52734375","0.52734375","0.52734375"
"22580","0.482421875","0.482421875","0.482421875"
"22600","0.44140625","0.44140625","0.44140625"
"22620","0.3984375","0.3984375","0.3984375"
"22640","0.59375","0.59375","0.59375"
"22660","0.5234375","0.5234375","0.5234375"
"22680","0.47265625","0.47265625","0.47265625"
"22700","0.458984375","0.458984375","0.458984375"
"22720","0.43359375","0.43359375","0.43359375"
"22740","0.578125","0.578125","0.578125"
"22760","0.44140625","0.44140625","0.44140625"
"22780","0.5078125","0.5078125","0.5078125"
"22800","0.421875","0.421875","0.421875"
"22820","0.412109375","0.412109375","0.412109375"
"22840","0.4140625","0.4140625","0.4140625"
"22860","0.44140625","0.44140625","0.44140625"
"22880","0.45703125","0.45703125","0.45703125"
"22900","0.4609375","0.4609375","0.4609375"
"22920","1.453125","1.453125","1.453125"
"22940","0.4140625","0.4140625","0.4140625"
"22960","0.45703125","0.45703125","0.45703125"
"22980","0.44921875","0.44921875","0.44921875"
"23000","0.49609375","0.49609375","0.49609375"
"23020","0.4140625","0.4140625","0.4140625"
"23040","0.421875","0.421875","0.421875"
"23060","0.5703125","0.5703125","0.5703125"
"23080","0.416015625","0.416015625","0.416015625"
"23100","0.41796875","0.41796875","0.41796875"
"23120","0.423828125","0.423828125","0.423828125"
"23140","0.5703125","0.5703125","0.5703125"
"23160","0.41015625","0.41015625","0.41015625"
"23180","0.3984375","0.3984375","0.3984375"
"23200","0.53515625","0.53515625","0.53515625"
"23220","0.4375","0.4375","0.4375"
"23240","0.38671875","0.38671875","0.38671875"
"23260","0.42578125","0.42578125","0.42578125"
"23280","0.447265625","0.447265625","0.447265625"
"23300","0.42578125","0.42578125","0.42578125"
"23320","0.421875","0.421875","0.421875"
"23340","0.421875","0.421875","0.421875"
"23360","0.4140625","0.4140625","0.4140625"
"23380","0.53515625","0.53515625","0.53515625"
"23400","0.453125","0.453125","0.453125"
"23420","0.390625","0.390625","0.390625"
"23440","0.416015625","0.416015625","0.416015625"
"23460","0.45703125","0.45703125","0.45703125"
"23480","0.4296875","0.4296875","0.4296875"
"23500","0.39453125","0.39453125","0.39453125"
"23520","0.41015625","0.41015625","0.41015625"
"23540","0.49609375","0.49609375","0.49609375"
"23560","0.404296875","0.404296875","0.404296875"
"23580","0.390625","0.390625","0.390625"
"23600","0.4140625","0.4140625","0.4140625"
"23620","0.4453125","0.4453125","0.4453125"
"23640","0.447265625","0.447265625","0.447265625"
"23660","0.43359375","0.43359375","0.43359375"
"23680","0.396484375","0.396484375","0.396484375"
"23700","0.38671875","0.38671875","0.38671875"
"23720","0.47265625","0.47265625","0.47265625"
"23740","0.5078125","0.5078125","0.5078125"
"23760","0.41796875","0.41796875","0.41796875"
"23780","0.39453125","0.39453125","0.39453125"
"23800","0.39453125","0.39453125","0.39453125"
"23820","0.40234375","0.40234375","0.40234375"
"23840","0.38671875","0.38671875","0.38671875"
"23860","0.490234375","0.490234375","0.490234375"
"23880","0.392578125","0.392578125","0.392578125"
"23900","0.3984375","0.3984375","0.3984375"
"23920","0.40625","0.40625","0.40625"
"23940","0.39453125","0.39453125","0.39453125"
"23960","0.423828125","0.423828125","0.423828125"
"23980","0.41796875","0.41796875","0.41796875"
"24000","0.3984375","0.3984375","0.3984375"
"24020","0.42578125","0.42578125","0.42578125"
"24040","0.421875","0.421875","0.421875"
"24060","0.412109375","0.412109375","0.412109375"
"24080","0.390625","0.390625","0.390625"
"24100","0.453125","0.453125","0.453125"
"24120","0.515625","0.515625","0.515625"
"24140","0.53125","0.53125","0.53125"
"24160","0.7421875","0.7421875","0.7421875"
"24180","0.55078125","0.55078125","0.55078125"
"24200","0.45703125","0.45703125","0.45703125"
"24220","0.53125","0.53125","0.53125"
"24240","0.65625","0.65625","0.65625"
"24260","0.65234375","0.65234375","0.65234375"
"24280","0.61328125","0.61328125","0.61328125"
"24300","1.0078125","1.0078125","1.0078125"
"24320","0.6171875","0.6171875","0.6171875"
"24340","0.7421875","0.7421875","0.7421875"
"24360","0.5234375","0.5234375","0.5234375"
"24380","0.546875","0.546875","0.546875"
"24400","0.57421875","0.57421875","0.57421875"
"24420","0.71875","0.71875","0.71875"
"24440","0.51953125","0.51953125","0.51953125"
"24460","0.546875","0.546875","0.546875"
"24480","0.4375","0.4375","0.4375"
"24500","0.4296875","0.4296875","0.4296875"
"24520","0.62890625","0.62890625","0.62890625"
"24540","0.46875","0.46875","0.46875"
"24560","0.671875","0.671875","0.671875"
"24580","0.453125","0.453125","0.453125"
"24600","0.50390625","0.50390625","0.50390625"
"24620","0.5859375","0.5859375","0.5859375"
"24640","0.4921875","0.4921875","0.4921875"
"24660","0.447265625","0.447265625","0.447265625"
"24680","0.53515625","0.53515625","0.53515625"
"24700","0.58203125","0.58203125","0.58203125"
"24720","0.44921875","0.44921875","0.44921875"
"24740","0.42578125","0.42578125","0.42578125"
"24760","0.42578125","0.42578125","0.42578125"
"24780","0.458984375","0.458984375","0.458984375"
"24800","0.466796875","0.466796875","0.466796875"
"24820","0.48046875","0.48046875","0.48046875"
"24840","0.400390625","0.400390625","0.400390625"
"24860","0.44140625","0.44140625","0.44140625"
"24880","0.419921875","0.419921875","0.419921875"
"24900","0.5234375","0.5234375","0.5234375"
"24920","0.48046875","0.48046875","0.48046875"
