"Step","tpu-v4-spmd-resumed-18000 - train/delta_cos_l40_t01","tpu-v4-spmd-resumed-18000 - train/delta_cos_l40_t01__MIN","tpu-v4-spmd-resumed-18000 - train/delta_cos_l40_t01__MAX"
"19240","0.2109375","0.2109375","0.2109375"
"19260","0.51171875","0.51171875","0.51171875"
"19280","0.71484375","0.71484375","0.71484375"
"19300","0.361328125","0.361328125","0.361328125"
"19320","0.6796875","0.6796875","0.6796875"
"19340","0.7734375","0.7734375","0.7734375"
"19360","0.625","0.625","0.625"
"19380","0.609375","0.609375","0.609375"
"19400","0.53125","0.53125","0.53125"
"19420","0.451171875","0.451171875","0.451171875"
"19440","0.7734375","0.7734375","0.7734375"
"19460","0.78125","0.78125","0.78125"
"19480","0.369140625","0.369140625","0.369140625"
"19500","0.40625","0.40625","0.40625"
"19520","0.26171875","0.26171875","0.26171875"
"19540","0.73046875","0.73046875","0.73046875"
"19560","0.421875","0.421875","0.421875"
"19580","0.482421875","0.482421875","0.482421875"
"19600","0.32421875","0.32421875","0.32421875"
"19620","0.423828125","0.423828125","0.423828125"
"19640","0.55078125","0.55078125","0.55078125"
"19660","0.7109375","0.7109375","0.7109375"
"19680","0.435546875","0.435546875","0.435546875"
"19700","0.7265625","0.7265625","0.7265625"
"19720","0.4375","0.4375","0.4375"
"19740","0.75","0.75","0.75"
"19760","0.2265625","0.2265625","0.2265625"
"19780","0.0439453125","0.0439453125","0.0439453125"
"19800","0.76171875","0.76171875","0.76171875"
"19820","0.6171875","0.6171875","0.6171875"
"19840","0.443359375","0.443359375","0.443359375"
"19860","0.39453125","0.39453125","0.39453125"
"19880","0.224609375","0.224609375","0.224609375"
"19900","0.3515625","0.3515625","0.3515625"
"19920","0.29296875","0.29296875","0.29296875"
"19940","0.640625","0.640625","0.640625"
"19960","0.16015625","0.16015625","0.16015625"
"19980","0.8046875","0.8046875","0.8046875"
"20000","0.5703125","0.5703125","0.5703125"
"20020","0.39453125","0.39453125","0.39453125"
"20040","0.46875","0.46875","0.46875"
"20060","0.46875","0.46875","0.46875"
"20080","0.296875","0.296875","0.296875"
"20100","0.73046875","0.73046875","0.73046875"
"20120","0.408203125","0.408203125","0.408203125"
"20140","0.6796875","0.6796875","0.6796875"
"20160","0.6875","0.6875","0.6875"
"20180","0.390625","0.390625","0.390625"
"20200","0.7734375","0.7734375","0.7734375"
"20220","0.6796875","0.6796875","0.6796875"
"20240","0.7421875","0.7421875","0.7421875"
"20260","0.546875","0.546875","0.546875"
"20280","0.6171875","0.6171875","0.6171875"
"20300","0.7734375","0.7734375","0.7734375"
"20320","0.6328125","0.6328125","0.6328125"
"20340","0.232421875","0.232421875","0.232421875"
"20360","0.703125","0.703125","0.703125"
"20380","0.3125","0.3125","0.3125"
"20400","0.609375","0.609375","0.609375"
"20420","0.71484375","0.71484375","0.71484375"
"20440","0.0986328125","0.0986328125","0.0986328125"
"20460","0.609375","0.609375","0.609375"
"20480","0.1240234375","0.1240234375","0.1240234375"
"20500","0.6484375","0.6484375","0.6484375"
"20520","0.53515625","0.53515625","0.53515625"
"20540","0.390625","0.390625","0.390625"
"20560","0.71875","0.71875","0.71875"
"20580","0.193359375","0.193359375","0.193359375"
"20600","0.68359375","0.68359375","0.68359375"
"20620","0.7109375","0.7109375","0.7109375"
"20640","0.78125","0.78125","0.78125"
"20660","0.6171875","0.6171875","0.6171875"
"20680","0.6875","0.6875","0.6875"
"20700","0.75","0.75","0.75"
"20720","0.337890625","0.337890625","0.337890625"
"20740","0.6875","0.6875","0.6875"
"20760","0.490234375","0.490234375","0.490234375"
"20780","0.375","0.375","0.375"
"20800","0.78515625","0.78515625","0.78515625"
"20820","0.337890625","0.337890625","0.337890625"
"20840","0.3828125","0.3828125","0.3828125"
"20860","0.7734375","0.7734375","0.7734375"
"20880","0.6875","0.6875","0.6875"
"20900","0.66796875","0.66796875","0.66796875"
"20920","0.7734375","0.7734375","0.7734375"
"20940","0.37890625","0.37890625","0.37890625"
"20960","0.80078125","0.80078125","0.80078125"
"20980","0.375","0.375","0.375"
"21000","0.21875","0.21875","0.21875"
"21020","0.46484375","0.46484375","0.46484375"
"21040","0.7578125","0.7578125","0.7578125"
"21060","0.7890625","0.7890625","0.7890625"
"21080","0.68359375","0.68359375","0.68359375"
"21100","0.419921875","0.419921875","0.419921875"
"21120","0.400390625","0.400390625","0.400390625"
"21140","0.59375","0.59375","0.59375"
"21160","0.228515625","0.228515625","0.228515625"
"21180","0.59375","0.59375","0.59375"
"21200","0.201171875","0.201171875","0.201171875"
"21220","0.66015625","0.66015625","0.66015625"
"21240","-0.01708984375","-0.01708984375","-0.01708984375"
"21260","0.7734375","0.7734375","0.7734375"
"21280","0.68359375","0.68359375","0.68359375"
"21300","0.5","0.5","0.5"
"21320","0.52734375","0.52734375","0.52734375"
"21340","0.7578125","0.7578125","0.7578125"
"21360","0.6640625","0.6640625","0.6640625"
"21380","0.515625","0.515625","0.515625"
"21400","0.515625","0.515625","0.515625"
"21420","0.29296875","0.29296875","0.29296875"
"21440","0.8125","0.8125","0.8125"
"21460","0.6953125","0.6953125","0.6953125"
"21480","0.7890625","0.7890625","0.7890625"
"21500","0.30078125","0.30078125","0.30078125"
"21520","0.44921875","0.44921875","0.44921875"
"21540","0.390625","0.390625","0.390625"
"21560","0.58203125","0.58203125","0.58203125"
"21580","0.51953125","0.51953125","0.51953125"
"21600","0.5","0.5","0.5"
"21620","0.77734375","0.77734375","0.77734375"
"21640","0.765625","0.765625","0.765625"
"21660","0.66796875","0.66796875","0.66796875"
"21680","0.28515625","0.28515625","0.28515625"
"21700","0.828125","0.828125","0.828125"
"21720","0.57421875","0.57421875","0.57421875"
"21740","0.375","0.375","0.375"
"21760","0.76953125","0.76953125","0.76953125"
"21780","0.7421875","0.7421875","0.7421875"
"21800","0.6015625","0.6015625","0.6015625"
"21820","0.6875","0.6875","0.6875"
"21840","0.291015625","0.291015625","0.291015625"
"21860","0.455078125","0.455078125","0.455078125"
"21880","0.640625","0.640625","0.640625"
"21900","0.00341796875","0.00341796875","0.00341796875"
"21920","0.326171875","0.326171875","0.326171875"
"21940","0.1279296875","0.1279296875","0.1279296875"
"21960","0.73828125","0.73828125","0.73828125"
"21980","0.8203125","0.8203125","0.8203125"
"22000","0.47265625","0.47265625","0.47265625"
"22020","0.46875","0.46875","0.46875"
"22040","0.58984375","0.58984375","0.58984375"
"22060","0.34765625","0.34765625","0.34765625"
"22080","0.734375","0.734375","0.734375"
"22100","0.66015625","0.66015625","0.66015625"
"22120","0.447265625","0.447265625","0.447265625"
"22140","0.28515625","0.28515625","0.28515625"
"22160","0.3828125","0.3828125","0.3828125"
"22180","0.1904296875","0.1904296875","0.1904296875"
"22200","0.62890625","0.62890625","0.62890625"
"22220","0.6875","0.6875","0.6875"
"22240","0.734375","0.734375","0.734375"
"22260","0.380859375","0.380859375","0.380859375"
"22280","0.451171875","0.451171875","0.451171875"
"22300","0.5","0.5","0.5"
"22320","0.76953125","0.76953125","0.76953125"
"22340","0.45703125","0.45703125","0.45703125"
"22360","0.3828125","0.3828125","0.3828125"
"22380","0.765625","0.765625","0.765625"
"22400","0.2021484375","0.2021484375","0.2021484375"
"22420","0.05908203125","0.05908203125","0.05908203125"
"22440","0.73046875","0.73046875","0.73046875"
"22460","0.390625","0.390625","0.390625"
"22480","0.7421875","0.7421875","0.7421875"
"22500","0.65625","0.65625","0.65625"
"22520","0.40625","0.40625","0.40625"
"22540","0.6328125","0.6328125","0.6328125"
"22560","0.35546875","0.35546875","0.35546875"
"22580","0.671875","0.671875","0.671875"
"22600","0.78125","0.78125","0.78125"
"22620","0.42578125","0.42578125","0.42578125"
"22640","0.73828125","0.73828125","0.73828125"
"22660","0.51171875","0.51171875","0.51171875"
"22680","0.765625","0.765625","0.765625"
"22700","0.37109375","0.37109375","0.37109375"
"22720","0.365234375","0.365234375","0.365234375"
"22740","0.75390625","0.75390625","0.75390625"
"22760","0.796875","0.796875","0.796875"
"22780","0.42578125","0.42578125","0.42578125"
"22800","0.4765625","0.4765625","0.4765625"
"22820","0.349609375","0.349609375","0.349609375"
"22840","0.72265625","0.72265625","0.72265625"
"22860","0.4765625","0.4765625","0.4765625"
"22880","0.462890625","0.462890625","0.462890625"
"22900","0.439453125","0.439453125","0.439453125"
"22920","0.24609375","0.24609375","0.24609375"
"22940","0.408203125","0.408203125","0.408203125"
"22960","0.74609375","0.74609375","0.74609375"
"22980","0.8046875","0.8046875","0.8046875"
"23000","0.78125","0.78125","0.78125"
"23020","0.6015625","0.6015625","0.6015625"
"23040","0.5703125","0.5703125","0.5703125"
"23060","0.318359375","0.318359375","0.318359375"
"23080","0.72265625","0.72265625","0.72265625"
"23100","0.73046875","0.73046875","0.73046875"
"23120","0.7265625","0.7265625","0.7265625"
"23140","0.34765625","0.34765625","0.34765625"
"23160","0.408203125","0.408203125","0.408203125"
"23180","0.25","0.25","0.25"
"23200","0.7265625","0.7265625","0.7265625"
"23220","0.71484375","0.71484375","0.71484375"
"23240","0.294921875","0.294921875","0.294921875"
"23260","0.75","0.75","0.75"
"23280","0.7109375","0.7109375","0.7109375"
"23300","0.625","0.625","0.625"
"23320","0.2216796875","0.2216796875","0.2216796875"
"23340","0.7421875","0.7421875","0.7421875"
"23360","0.7578125","0.7578125","0.7578125"
"23380","0.2021484375","0.2021484375","0.2021484375"
"23400","0.462890625","0.462890625","0.462890625"
"23420","0.314453125","0.314453125","0.314453125"
"23440","0.51171875","0.51171875","0.51171875"
"23460","0.78515625","0.78515625","0.78515625"
"23480","0.8125","0.8125","0.8125"
"23500","0.78125","0.78125","0.78125"
"23520","0.515625","0.515625","0.515625"
"23540","0.59375","0.59375","0.59375"
"23560","0.50390625","0.50390625","0.50390625"
"23580","0.6328125","0.6328125","0.6328125"
"23600","0.79296875","0.79296875","0.79296875"
"23620","0.5390625","0.5390625","0.5390625"
"23640","0.40234375","0.40234375","0.40234375"
"23660","0.259765625","0.259765625","0.259765625"
"23680","0.236328125","0.236328125","0.236328125"
"23700","0.79296875","0.79296875","0.79296875"
"23720","0.373046875","0.373046875","0.373046875"
"23740","0.703125","0.703125","0.703125"
"23760","0.7265625","0.7265625","0.7265625"
"23780","0.47265625","0.47265625","0.47265625"
"23800","0.44921875","0.44921875","0.44921875"
"23820","0.412109375","0.412109375","0.412109375"
"23840","0.78125","0.78125","0.78125"
"23860","0.54296875","0.54296875","0.54296875"
"23880","0.77734375","0.77734375","0.77734375"
"23900","0.78125","0.78125","0.78125"
"23920","0.35546875","0.35546875","0.35546875"
"23940","0.40625","0.40625","0.40625"
"23960","0.56640625","0.56640625","0.56640625"
"23980","0.484375","0.484375","0.484375"
"24000","0.404296875","0.404296875","0.404296875"
"24020","0.408203125","0.408203125","0.408203125"
"24040","0.80859375","0.80859375","0.80859375"
"24060","0.4375","0.4375","0.4375"
"24080","0.765625","0.765625","0.765625"
"24100","0.6484375","0.6484375","0.6484375"
"24120","0.5546875","0.5546875","0.5546875"
"24140","0.68359375","0.68359375","0.68359375"
"24160","0.765625","0.765625","0.765625"
"24180","0.36328125","0.36328125","0.36328125"
"24200","0.197265625","0.197265625","0.197265625"
"24220","0.50390625","0.50390625","0.50390625"
"24240","0.625","0.625","0.625"
"24260","0.76171875","0.76171875","0.76171875"
"24280","0.54296875","0.54296875","0.54296875"
"24300","0.326171875","0.326171875","0.326171875"
"24320","0.1669921875","0.1669921875","0.1669921875"
"24340","0.73828125","0.73828125","0.73828125"
"24360","0.6796875","0.6796875","0.6796875"
"24380","0.6953125","0.6953125","0.6953125"
"24400","0.5390625","0.5390625","0.5390625"
"24420","0.1953125","0.1953125","0.1953125"
"24440","0.671875","0.671875","0.671875"
"24460","0.4296875","0.4296875","0.4296875"
"24480","0.5625","0.5625","0.5625"
"24500","0.412109375","0.412109375","0.412109375"
"24520","0.40234375","0.40234375","0.40234375"
"24540","0.39453125","0.39453125","0.39453125"
"24560","0.3828125","0.3828125","0.3828125"
"24580","0.357421875","0.357421875","0.357421875"
"24600","0.390625","0.390625","0.390625"
"24620","0.52734375","0.52734375","0.52734375"
"24640","0.330078125","0.330078125","0.330078125"
"24660","0.63671875","0.63671875","0.63671875"
"24680","0.140625","0.140625","0.140625"
"24700","0.56640625","0.56640625","0.56640625"
"24720","0.796875","0.796875","0.796875"
"24740","0.71875","0.71875","0.71875"
"24760","0.453125","0.453125","0.453125"
"24780","0.60546875","0.60546875","0.60546875"
"24800","0.5","0.5","0.5"
"24820","0.41796875","0.41796875","0.41796875"
"24840","0.47265625","0.47265625","0.47265625"
"24860","0.0439453125","0.0439453125","0.0439453125"
"24880","0.7421875","0.7421875","0.7421875"
"24900","0.765625","0.765625","0.765625"
"24920","0.68359375","0.68359375","0.68359375"
"24940","0.40234375","0.40234375","0.40234375"
"24960","0.56640625","0.56640625","0.56640625"
"24980","0.75","0.75","0.75"
"25000","0.7109375","0.7109375","0.7109375"
"25020","0.7109375","0.7109375","0.7109375"
"25040","0.78125","0.78125","0.78125"
"25060","0.65234375","0.65234375","0.65234375"
"25080","0.7890625","0.7890625","0.7890625"
"25100","0.439453125","0.439453125","0.439453125"
"25120","0.82421875","0.82421875","0.82421875"
"25140","0.66015625","0.66015625","0.66015625"
"25160","0.78125","0.78125","0.78125"
"25180","0.4453125","0.4453125","0.4453125"
"25200","0.7734375","0.7734375","0.7734375"
"25220","0.45703125","0.45703125","0.45703125"
"25240","0.80078125","0.80078125","0.80078125"
"25260","0.330078125","0.330078125","0.330078125"
"25280","0.5078125","0.5078125","0.5078125"
"25300","0.7734375","0.7734375","0.7734375"
"25320","0.8203125","0.8203125","0.8203125"
"25340","0.68359375","0.68359375","0.68359375"
"25360","0.369140625","0.369140625","0.369140625"
"25380","0.5625","0.5625","0.5625"
"25400","0.6796875","0.6796875","0.6796875"
"25420","0.5625","0.5625","0.5625"
"25440","0.7578125","0.7578125","0.7578125"
"25460","0.7109375","0.7109375","0.7109375"
"25480","0.52734375","0.52734375","0.52734375"
"25500","0.4609375","0.4609375","0.4609375"
"25520","0.671875","0.671875","0.671875"
"25540","0.5078125","0.5078125","0.5078125"
"25560","0.80078125","0.80078125","0.80078125"
"25580","0.828125","0.828125","0.828125"
"25600","0.73828125","0.73828125","0.73828125"
"25620","0.8046875","0.8046875","0.8046875"
"25640","0.8046875","0.8046875","0.8046875"
"25660","0.173828125","0.173828125","0.173828125"
"25680","0.8671875","0.8671875","0.8671875"
"25700","0.162109375","0.162109375","0.162109375"
"25720","0.09765625","0.09765625","0.09765625"
"25740","0.7734375","0.7734375","0.7734375"
"25760","0.55078125","0.55078125","0.55078125"
"25780","0.7734375","0.7734375","0.7734375"
"25800","0.205078125","0.205078125","0.205078125"
"25820","0.2353515625","0.2353515625","0.2353515625"
"25840","0.734375","0.734375","0.734375"
"25860","0.76171875","0.76171875","0.76171875"
"25880","0.5625","0.5625","0.5625"
"25900","0.7265625","0.7265625","0.7265625"
"25920","0.6328125","0.6328125","0.6328125"
"25940","0.27734375","0.27734375","0.27734375"
"25960","0.8125","0.8125","0.8125"
"25980","0.6171875","0.6171875","0.6171875"
"26000","0.216796875","0.216796875","0.216796875"
"26020","0.8046875","0.8046875","0.8046875"
"26040","0.7421875","0.7421875","0.7421875"
"26060","0.2734375","0.2734375","0.2734375"
"26080","0.7890625","0.7890625","0.7890625"
"26100","0.69140625","0.69140625","0.69140625"
"26120","0.2392578125","0.2392578125","0.2392578125"
"26140","0.2041015625","0.2041015625","0.2041015625"
"26160","0.58984375","0.58984375","0.58984375"
"26180","0.62890625","0.62890625","0.62890625"
"26200","0.13671875","0.13671875","0.13671875"
"26220","0.4921875","0.4921875","0.4921875"
"26240","0.75","0.75","0.75"
"26260","0.39453125","0.39453125","0.39453125"
"26280","0.625","0.625","0.625"
"26300","0.67578125","0.67578125","0.67578125"
"26320","0.5078125","0.5078125","0.5078125"
"26340","0.515625","0.515625","0.515625"
"26360","0.6640625","0.6640625","0.6640625"
"26380","0.8203125","0.8203125","0.8203125"
"26400","0.3359375","0.3359375","0.3359375"
"26420","0.7890625","0.7890625","0.7890625"
"26440","0.734375","0.734375","0.734375"
"26460","0.70703125","0.70703125","0.70703125"
"26480","0.279296875","0.279296875","0.279296875"
"26500","0.5","0.5","0.5"
"26520","0.78125","0.78125","0.78125"
"26540","0.734375","0.734375","0.734375"
"26560","0.76171875","0.76171875","0.76171875"
"26580","0.30078125","0.30078125","0.30078125"
"26600","0.71875","0.71875","0.71875"
"26620","0.796875","0.796875","0.796875"
"26640","0.375","0.375","0.375"
"26660","0.71484375","0.71484375","0.71484375"
"26680","0.45703125","0.45703125","0.45703125"
"26700","0.7890625","0.7890625","0.7890625"
"26720","0.60546875","0.60546875","0.60546875"
"26740","0.7734375","0.7734375","0.7734375"
"26760","0.77734375","0.77734375","0.77734375"
"26780","0.3828125","0.3828125","0.3828125"
"26800","0.75","0.75","0.75"
"26820","0.48046875","0.48046875","0.48046875"
"26840","0.53125","0.53125","0.53125"
"26860","0.796875","0.796875","0.796875"
"26880","0.640625","0.640625","0.640625"
"26900","0.50390625","0.50390625","0.50390625"
"26920","0.53515625","0.53515625","0.53515625"
"26940","0.74609375","0.74609375","0.74609375"
"26960","0.63671875","0.63671875","0.63671875"
"26980","0.384765625","0.384765625","0.384765625"
"27000","0.69921875","0.69921875","0.69921875"
"27020","0.447265625","0.447265625","0.447265625"
"27040","0.71484375","0.71484375","0.71484375"
"27060","0.71875","0.71875","0.71875"
"27080","0.7578125","0.7578125","0.7578125"
"27100","0.8046875","0.8046875","0.8046875"
"27120","0.328125","0.328125","0.328125"
"27140","0.482421875","0.482421875","0.482421875"
"27160","0.37109375","0.37109375","0.37109375"
"27180","0.7734375","0.7734375","0.7734375"
"27200","0.31640625","0.31640625","0.31640625"
"27220","0.796875","0.796875","0.796875"
"27240","0.5390625","0.5390625","0.5390625"
"27260","0.48046875","0.48046875","0.48046875"
"27280","0.4453125","0.4453125","0.4453125"
"27300","0.6875","0.6875","0.6875"
"27320","0.765625","0.765625","0.765625"
"27340","0.734375","0.734375","0.734375"
"27360","0.4296875","0.4296875","0.4296875"
"27380","0.7109375","0.7109375","0.7109375"
"27400","0.671875","0.671875","0.671875"
"27420","0.734375","0.734375","0.734375"
"27440","0.78125","0.78125","0.78125"
"27460","0.71875","0.71875","0.71875"
"27480","0.5234375","0.5234375","0.5234375"
"27500","0.42578125","0.42578125","0.42578125"
"27520","0.328125","0.328125","0.328125"
"27540","0.44140625","0.44140625","0.44140625"
"27560","0.6875","0.6875","0.6875"
"27580","0.7890625","0.7890625","0.7890625"
"27600","0.60546875","0.60546875","0.60546875"
"27620","0.796875","0.796875","0.796875"
"27640","0.46484375","0.46484375","0.46484375"
"27660","0.5234375","0.5234375","0.5234375"
"27680","0.8046875","0.8046875","0.8046875"
"27700","0.6171875","0.6171875","0.6171875"
"27720","0.7890625","0.7890625","0.7890625"
"27740","0.7421875","0.7421875","0.7421875"
"27760","0.4296875","0.4296875","0.4296875"
"27780","0.4765625","0.4765625","0.4765625"
"27800","0.56640625","0.56640625","0.56640625"
"27820","0.765625","0.765625","0.765625"
"27840","0.796875","0.796875","0.796875"
"27860","0.515625","0.515625","0.515625"
"27880","0.25","0.25","0.25"
"27900","0.58984375","0.58984375","0.58984375"
"27920","0.703125","0.703125","0.703125"
"27940","0.62890625","0.62890625","0.62890625"
"27960","0.76171875","0.76171875","0.76171875"
"27980","0.81640625","0.81640625","0.81640625"
"28000","0.4296875","0.4296875","0.4296875"
"28020","0.62109375","0.62109375","0.62109375"
"28040","0.58203125","0.58203125","0.58203125"
"28060","0.7421875","0.7421875","0.7421875"
"28080","0.515625","0.515625","0.515625"
"28100","0.6953125","0.6953125","0.6953125"
"28120","0.40625","0.40625","0.40625"
"28140","0.55078125","0.55078125","0.55078125"
"28160","0.1181640625","0.1181640625","0.1181640625"
"28180","0.376953125","0.376953125","0.376953125"
"28200","0.578125","0.578125","0.578125"
"28220","0.7109375","0.7109375","0.7109375"
"28240","0.3828125","0.3828125","0.3828125"
"28260","0.53515625","0.53515625","0.53515625"
"28280","0.3125","0.3125","0.3125"
"28300","0.7421875","0.7421875","0.7421875"
"28320","0.8125","0.8125","0.8125"
"28340","0.75390625","0.75390625","0.75390625"
"28360","0.48828125","0.48828125","0.48828125"
"28380","0.8359375","0.8359375","0.8359375"
"28400","0.75","0.75","0.75"
"28420","0.44140625","0.44140625","0.44140625"
"28440","0.52734375","0.52734375","0.52734375"
"28460","0.154296875","0.154296875","0.154296875"
"28480","0.7109375","0.7109375","0.7109375"
"28500","0.65234375","0.65234375","0.65234375"
"28520","0.53125","0.53125","0.53125"
"28540","0.71484375","0.71484375","0.71484375"
"28560","0.294921875","0.294921875","0.294921875"
"28580","0.1201171875","0.1201171875","0.1201171875"
"28600","0.640625","0.640625","0.640625"
"28620","0.384765625","0.384765625","0.384765625"
"28640","0.484375","0.484375","0.484375"
"28660","0.80859375","0.80859375","0.80859375"
"28680","0.8515625","0.8515625","0.8515625"
"28700","0.8203125","0.8203125","0.8203125"
"28720","0.36328125","0.36328125","0.36328125"
"28740","0.60546875","0.60546875","0.60546875"
"28760","0.48046875","0.48046875","0.48046875"
"28780","0.66796875","0.66796875","0.66796875"
"28800","0.7890625","0.7890625","0.7890625"
"28820","0.828125","0.828125","0.828125"
"28840","0.306640625","0.306640625","0.306640625"
"28860","0.46875","0.46875","0.46875"
"28880","0.48046875","0.48046875","0.48046875"
"28900","0.484375","0.484375","0.484375"
"28920","0.83203125","0.83203125","0.83203125"
"28940","0.70703125","0.70703125","0.70703125"
"28960","0.5625","0.5625","0.5625"
"28980","0.6328125","0.6328125","0.6328125"
"29000","0.625","0.625","0.625"
"29020","0.75","0.75","0.75"
"29040","0.013671875","0.013671875","0.013671875"
"29060","0.30859375","0.30859375","0.30859375"
"29080","0.306640625","0.306640625","0.306640625"
"29100","0.72265625","0.72265625","0.72265625"
"29120","0.42578125","0.42578125","0.42578125"
"29140","0.341796875","0.341796875","0.341796875"
"29160","0.6875","0.6875","0.6875"
"29180","0.53125","0.53125","0.53125"
"29200","0.55859375","0.55859375","0.55859375"
"29220","0.365234375","0.365234375","0.365234375"
"29240","0.56640625","0.56640625","0.56640625"
"29260","0.55078125","0.55078125","0.55078125"
"29280","0.291015625","0.291015625","0.291015625"
"29300","0.76171875","0.76171875","0.76171875"
"29320","0.7421875","0.7421875","0.7421875"
"29340","0.8125","0.8125","0.8125"
"29360","0.35546875","0.35546875","0.35546875"
"29380","0.6796875","0.6796875","0.6796875"
"29400","0.146484375","0.146484375","0.146484375"
"29420","0.8203125","0.8203125","0.8203125"
"29440","0.8046875","0.8046875","0.8046875"
"29460","0.5703125","0.5703125","0.5703125"
"29480","0.5234375","0.5234375","0.5234375"
"29500","0.396484375","0.396484375","0.396484375"
"29520","0.7890625","0.7890625","0.7890625"
"29540","0.416015625","0.416015625","0.416015625"
"29560","0.8125","0.8125","0.8125"
"29580","0.703125","0.703125","0.703125"
"29600","0.392578125","0.392578125","0.392578125"
"29620","0.86328125","0.86328125","0.86328125"
"29640","0.7421875","0.7421875","0.7421875"
"29660","0.5078125","0.5078125","0.5078125"
"29680","0.3359375","0.3359375","0.3359375"
"29700","0.7421875","0.7421875","0.7421875"
"29720","0.4921875","0.4921875","0.4921875"
"29740","0.5546875","0.5546875","0.5546875"
"29760","0.71875","0.71875","0.71875"
"29780","0.765625","0.765625","0.765625"
"29800","0.5703125","0.5703125","0.5703125"
"29820","0.6015625","0.6015625","0.6015625"
"29840","0.7421875","0.7421875","0.7421875"
"29860","0.72265625","0.72265625","0.72265625"
"29880","0.79296875","0.79296875","0.79296875"
"29900","0.369140625","0.369140625","0.369140625"
"29920","0.61328125","0.61328125","0.61328125"
"29940","0.79296875","0.79296875","0.79296875"
"29960","0.78125","0.78125","0.78125"
"29980","0.859375","0.859375","0.859375"
"30000","0.474609375","0.474609375","0.474609375"
"30020","0.71875","0.71875","0.71875"
"30040","0.578125","0.578125","0.578125"
"30060","0.46484375","0.46484375","0.46484375"
"30080","0.5390625","0.5390625","0.5390625"
"30100","0.6640625","0.6640625","0.6640625"
"30120","0.5078125","0.5078125","0.5078125"
"30140","0.7734375","0.7734375","0.7734375"
"30160","0.59765625","0.59765625","0.59765625"
"30180","0.765625","0.765625","0.765625"
"30200","0.7578125","0.7578125","0.7578125"
"30220","0.6640625","0.6640625","0.6640625"
"30240","0.369140625","0.369140625","0.369140625"
"30260","0.337890625","0.337890625","0.337890625"
"30280","0.7265625","0.7265625","0.7265625"
"30300","0.57421875","0.57421875","0.57421875"
"30320","0.55859375","0.55859375","0.55859375"
"30340","0.44921875","0.44921875","0.44921875"
"30360","0.3515625","0.3515625","0.3515625"
"30380","0.6484375","0.6484375","0.6484375"
"30400","0.796875","0.796875","0.796875"
