"Step","smart-paper-27 - train/ce_loss","smart-paper-27 - train/ce_loss__MIN","smart-paper-27 - train/ce_loss__MAX"
"980","0.10302734375","0.10302734375","0.10302734375"
"990","0.0595703125","0.0595703125","0.0595703125"
"1000","0.09521484375","0.09521484375","0.09521484375"
"1010","0.1923828125","0.1923828125","0.1923828125"
"1020","0.1279296875","0.1279296875","0.1279296875"
"1030","0.09619140625","0.09619140625","0.09619140625"
"1040","0.050537109375","0.050537109375","0.050537109375"
"1050","0.189453125","0.189453125","0.189453125"
"1060","0.15234375","0.15234375","0.15234375"
"1070","0.12255859375","0.12255859375","0.12255859375"
"1080","0.109375","0.109375","0.109375"
"1090","0.10107421875","0.10107421875","0.10107421875"
"1100","0.091796875","0.091796875","0.091796875"
"1110","0.185546875","0.185546875","0.185546875"
"1120","0.06494140625","0.06494140625","0.06494140625"
"1130","0.134765625","0.134765625","0.134765625"
"1140","0.052490234375","0.052490234375","0.052490234375"
"1150","0.04443359375","0.04443359375","0.04443359375"
"1160","0.06689453125","0.06689453125","0.06689453125"
"1170","0.09814453125","0.09814453125","0.09814453125"
"1180","0.11181640625","0.11181640625","0.11181640625"
"1190","0.12109375","0.12109375","0.12109375"
"1200","0.11083984375","0.11083984375","0.11083984375"
"1210","0.20703125","0.20703125","0.20703125"
"1220","0.10009765625","0.10009765625","0.10009765625"
"1230","0.0311279296875","0.0311279296875","0.0311279296875"
"1240","0.12451171875","0.12451171875","0.12451171875"
"1250","0.095703125","0.095703125","0.095703125"
"1260","0.0966796875","0.0966796875","0.0966796875"
"1270","0.056640625","0.056640625","0.056640625"
"1280","0.0771484375","0.0771484375","0.0771484375"
"1290","0.05029296875","0.05029296875","0.05029296875"
"1300","0.07568359375","0.07568359375","0.07568359375"
"1310","0.06494140625","0.06494140625","0.06494140625"
"1320","0.12060546875","0.12060546875","0.12060546875"
"1330","0.08447265625","0.08447265625","0.08447265625"
"1340","0.08642578125","0.08642578125","0.08642578125"
"1350","0.1416015625","0.1416015625","0.1416015625"
"1360","0.11474609375","0.11474609375","0.11474609375"
"1370","0.05126953125","0.05126953125","0.05126953125"
"1380","0.04052734375","0.04052734375","0.04052734375"
"1390","0.0966796875","0.0966796875","0.0966796875"
"1400","0.06103515625","0.06103515625","0.06103515625"
"1410","0.041015625","0.041015625","0.041015625"
"1420","0.0556640625","0.0556640625","0.0556640625"
"1430","0.06494140625","0.06494140625","0.06494140625"
"1440","0.0625","0.0625","0.0625"
"1450","0.0498046875","0.0498046875","0.0498046875"
"1460","0.051513671875","0.051513671875","0.051513671875"
"1470","0.0927734375","0.0927734375","0.0927734375"
"1480","0.09375","0.09375","0.09375"
"1490","0.0791015625","0.0791015625","0.0791015625"
"1500","0.09375","0.09375","0.09375"
"1510","0.15234375","0.15234375","0.15234375"
"1520","0.07470703125","0.07470703125","0.07470703125"
"1530","0.05615234375","0.05615234375","0.05615234375"
"1540","0.04248046875","0.04248046875","0.04248046875"
"1550","0.045654296875","0.045654296875","0.045654296875"
"1560","0.08642578125","0.08642578125","0.08642578125"
"1570","0.0673828125","0.0673828125","0.0673828125"
"1580","0.06396484375","0.06396484375","0.06396484375"
"1590","0.055908203125","0.055908203125","0.055908203125"
"1600","0.0537109375","0.0537109375","0.0537109375"
"1610","0.05908203125","0.05908203125","0.05908203125"
"1620","0.060546875","0.060546875","0.060546875"
"1630","0.07666015625","0.07666015625","0.07666015625"
"1640","0.1142578125","0.1142578125","0.1142578125"
"1650","0.07373046875","0.07373046875","0.07373046875"
"1660","0.0927734375","0.0927734375","0.0927734375"
"1670","0.0576171875","0.0576171875","0.0576171875"
"1680","0.09130859375","0.09130859375","0.09130859375"
"1690","0.08642578125","0.08642578125","0.08642578125"
"1700","0.09130859375","0.09130859375","0.09130859375"
"1710","0.0859375","0.0859375","0.0859375"
"1720","0.09326171875","0.09326171875","0.09326171875"
"1730","0.05908203125","0.05908203125","0.05908203125"
"1740","0.0791015625","0.0791015625","0.0791015625"
"1750","0.30859375","0.30859375","0.30859375"
"1760","0.06884765625","0.06884765625","0.06884765625"
"1770","0.06298828125","0.06298828125","0.06298828125"
"1780","0.060302734375","0.060302734375","0.060302734375"
"1790","0.03173828125","0.03173828125","0.03173828125"
"1800","0.04638671875","0.04638671875","0.04638671875"
"1810","0.052734375","0.052734375","0.052734375"
"1820","0.0654296875","0.0654296875","0.0654296875"
"1830","0.06787109375","0.06787109375","0.06787109375"
"1840","0.10205078125","0.10205078125","0.10205078125"
"1850","0.087890625","0.087890625","0.087890625"
"1860","0.07666015625","0.07666015625","0.07666015625"
"1870","0.10791015625","0.10791015625","0.10791015625"
"1880","0.036376953125","0.036376953125","0.036376953125"
"1890","0.03564453125","0.03564453125","0.03564453125"
"1900","0.0712890625","0.0712890625","0.0712890625"
"1910","0.0986328125","0.0986328125","0.0986328125"
"1920","0.1416015625","0.1416015625","0.1416015625"
"1930","0.05859375","0.05859375","0.05859375"
"1940","0.0947265625","0.0947265625","0.0947265625"
"1950","0.06689453125","0.06689453125","0.06689453125"
"1960","0.053466796875","0.053466796875","0.053466796875"
"1970","0.12060546875","0.12060546875","0.12060546875"
"1980","0.041015625","0.041015625","0.041015625"
"1990","0.0654296875","0.0654296875","0.0654296875"
"2000","0.0693359375","0.0693359375","0.0693359375"
"2010","0.0537109375","0.0537109375","0.0537109375"
"2020","0.07958984375","0.07958984375","0.07958984375"
"2030","0.0712890625","0.0712890625","0.0712890625"
"2040","0.08642578125","0.08642578125","0.08642578125"
"2050","0.061279296875","0.061279296875","0.061279296875"
"2060","0.03173828125","0.03173828125","0.03173828125"
"2070","0.06982421875","0.06982421875","0.06982421875"
"2080","0.05517578125","0.05517578125","0.05517578125"
"2090","0.0859375","0.0859375","0.0859375"
"2100","0.03857421875","0.03857421875","0.03857421875"
"2110","0.10986328125","0.10986328125","0.10986328125"
"2120","0.1337890625","0.1337890625","0.1337890625"
"2130","0.0693359375","0.0693359375","0.0693359375"
"2140","0.11767578125","0.11767578125","0.11767578125"
"2150","0.044189453125","0.044189453125","0.044189453125"
"2160","0.034423828125","0.034423828125","0.034423828125"
"2170","0.021484375","0.021484375","0.021484375"
"2180","0.0771484375","0.0771484375","0.0771484375"
"2190","0.041259765625","0.041259765625","0.041259765625"
"2200","0.051025390625","0.051025390625","0.051025390625"
"2210","0.09326171875","0.09326171875","0.09326171875"
"2220","0.08447265625","0.08447265625","0.08447265625"
"2230","0.03662109375","0.03662109375","0.03662109375"
"2240","0.054443359375","0.054443359375","0.054443359375"
"2250","0.0693359375","0.0693359375","0.0693359375"
"2260","0.09326171875","0.09326171875","0.09326171875"
"2270","0.072265625","0.072265625","0.072265625"
"2280","0.053466796875","0.053466796875","0.053466796875"
"2290","0.04541015625","0.04541015625","0.04541015625"
"2300","0.044189453125","0.044189453125","0.044189453125"
"2310","0.03955078125","0.03955078125","0.03955078125"
"2320","0.023681640625","0.023681640625","0.023681640625"
"2330","0.03955078125","0.03955078125","0.03955078125"
"2340","0.1435546875","0.1435546875","0.1435546875"
"2350","0.06591796875","0.06591796875","0.06591796875"
"2360","0.049560546875","0.049560546875","0.049560546875"
"2370","0.058837890625","0.058837890625","0.058837890625"
"2380","0.027099609375","0.027099609375","0.027099609375"
"2390","0.0517578125","0.0517578125","0.0517578125"
"2400","0.053466796875","0.053466796875","0.053466796875"
"2410","0.02880859375","0.02880859375","0.02880859375"
"2420","0.041015625","0.041015625","0.041015625"
"2430","0.050537109375","0.050537109375","0.050537109375"
"2440","0.052490234375","0.052490234375","0.052490234375"
"2450","0.0306396484375","0.0306396484375","0.0306396484375"
"2460","0.042236328125","0.042236328125","0.042236328125"
"2470","0.05810546875","0.05810546875","0.05810546875"
"2480","0.03173828125","0.03173828125","0.03173828125"
"2490","0.048583984375","0.048583984375","0.048583984375"
"2500","0.0458984375","0.0458984375","0.0458984375"
"2510","0.04931640625","0.04931640625","0.04931640625"
"2520","0.04638671875","0.04638671875","0.04638671875"
"2530","0.058837890625","0.058837890625","0.058837890625"
"2540","0.09521484375","0.09521484375","0.09521484375"
"2550","0.05810546875","0.05810546875","0.05810546875"
"2560","0.10400390625","0.10400390625","0.10400390625"
"2570","0.08056640625","0.08056640625","0.08056640625"
"2580","0.057861328125","0.057861328125","0.057861328125"
"2590","0.091796875","0.091796875","0.091796875"
"2600","0.0615234375","0.0615234375","0.0615234375"
"2610","0.044677734375","0.044677734375","0.044677734375"
"2620","0.09423828125","0.09423828125","0.09423828125"
"2630","0.03662109375","0.03662109375","0.03662109375"
"2640","0.038330078125","0.038330078125","0.038330078125"
"2650","0.03173828125","0.03173828125","0.03173828125"
"2660","0.06201171875","0.06201171875","0.06201171875"
"2670","0.033447265625","0.033447265625","0.033447265625"
"2680","0.0517578125","0.0517578125","0.0517578125"
"2690","0.0556640625","0.0556640625","0.0556640625"
"2700","0.109375","0.109375","0.109375"
"2710","0.047119140625","0.047119140625","0.047119140625"
"2720","0.06689453125","0.06689453125","0.06689453125"
"2730","0.078125","0.078125","0.078125"
"2740","0.04443359375","0.04443359375","0.04443359375"
"2750","0.0439453125","0.0439453125","0.0439453125"
"2760","0.05126953125","0.05126953125","0.05126953125"
"2770","0.0120849609375","0.0120849609375","0.0120849609375"
"2780","0.056396484375","0.056396484375","0.056396484375"
"2790","0.0247802734375","0.0247802734375","0.0247802734375"
"2800","0.042236328125","0.042236328125","0.042236328125"
"2810","0.0458984375","0.0458984375","0.0458984375"
"2820","0.052490234375","0.052490234375","0.052490234375"
"2830","0.05078125","0.05078125","0.05078125"
"2840","0.0174560546875","0.0174560546875","0.0174560546875"
"2850","0.059326171875","0.059326171875","0.059326171875"
"2860","0.047119140625","0.047119140625","0.047119140625"
"2870","0.07275390625","0.07275390625","0.07275390625"
"2880","0.040771484375","0.040771484375","0.040771484375"
"2890","0.06787109375","0.06787109375","0.06787109375"
"2900","0.08642578125","0.08642578125","0.08642578125"
"2910","0.11181640625","0.11181640625","0.11181640625"
"2920","0.0654296875","0.0654296875","0.0654296875"
"2930","0.033935546875","0.033935546875","0.033935546875"
"2940","0.0380859375","0.0380859375","0.0380859375"
"2950","0.0791015625","0.0791015625","0.0791015625"
"2960","0.0400390625","0.0400390625","0.0400390625"
"2970","0.0291748046875","0.0291748046875","0.0291748046875"
"2980","0.0859375","0.0859375","0.0859375"
"2990","0.052490234375","0.052490234375","0.052490234375"
"3000","0.054443359375","0.054443359375","0.054443359375"
"3010","0.051513671875","0.051513671875","0.051513671875"
"3020","0.044189453125","0.044189453125","0.044189453125"
"3030","0.047607421875","0.047607421875","0.047607421875"
"3040","0.0380859375","0.0380859375","0.0380859375"
"3050","0.09912109375","0.09912109375","0.09912109375"
"3060","0.03564453125","0.03564453125","0.03564453125"
"3070","0.0390625","0.0390625","0.0390625"
"3080","0.0419921875","0.0419921875","0.0419921875"
"3090","0.0238037109375","0.0238037109375","0.0238037109375"
"3100","0.0286865234375","0.0286865234375","0.0286865234375"
"3110","0.06689453125","0.06689453125","0.06689453125"
"3120","0.03857421875","0.03857421875","0.03857421875"
"3130","0.042724609375","0.042724609375","0.042724609375"
"3140","0.05029296875","0.05029296875","0.05029296875"
"3150","0.04638671875","0.04638671875","0.04638671875"
"3160","0.0244140625","0.0244140625","0.0244140625"
"3170","0.061279296875","0.061279296875","0.061279296875"
"3180","0.05517578125","0.05517578125","0.05517578125"
"3190","0.03857421875","0.03857421875","0.03857421875"
"3200","0.0308837890625","0.0308837890625","0.0308837890625"
"3210","0.0732421875","0.0732421875","0.0732421875"
"3220","0.0218505859375","0.0218505859375","0.0218505859375"
"3230","0.055908203125","0.055908203125","0.055908203125"
"3240","0.05615234375","0.05615234375","0.05615234375"
"3250","0.028564453125","0.028564453125","0.028564453125"
"3260","0.0186767578125","0.0186767578125","0.0186767578125"
"3270","0.0308837890625","0.0308837890625","0.0308837890625"
"3280","0.083984375","0.083984375","0.083984375"
"3290","0.109375","0.109375","0.109375"
"3300","0.060791015625","0.060791015625","0.060791015625"
"3310","0.04931640625","0.04931640625","0.04931640625"
"3320","0.053466796875","0.053466796875","0.053466796875"
"3330","0.032470703125","0.032470703125","0.032470703125"
"3340","0.037841796875","0.037841796875","0.037841796875"
"3350","0.057373046875","0.057373046875","0.057373046875"
"3360","0.06787109375","0.06787109375","0.06787109375"
"3370","0.0703125","0.0703125","0.0703125"
"3380","0.0556640625","0.0556640625","0.0556640625"
"3390","0.052978515625","0.052978515625","0.052978515625"
"3400","0.041015625","0.041015625","0.041015625"
"3410","0.0771484375","0.0771484375","0.0771484375"
"3420","0.052978515625","0.052978515625","0.052978515625"
"3430","0.0205078125","0.0205078125","0.0205078125"
"3440","0.05029296875","0.05029296875","0.05029296875"
"3450","0.07958984375","0.07958984375","0.07958984375"
"3460","0.0289306640625","0.0289306640625","0.0289306640625"
"3470","0.046875","0.046875","0.046875"
"3480","0.0546875","0.0546875","0.0546875"
"3490","0.039306640625","0.039306640625","0.039306640625"
"3500","0.02880859375","0.02880859375","0.02880859375"
"3510","0.032470703125","0.032470703125","0.032470703125"
"3520","0.052490234375","0.052490234375","0.052490234375"
"3530","0.049072265625","0.049072265625","0.049072265625"
"3540","0.044189453125","0.044189453125","0.044189453125"
"3550","0.03515625","0.03515625","0.03515625"
"3560","0.0478515625","0.0478515625","0.0478515625"
"3570","0.05859375","0.05859375","0.05859375"
"3580","0.034423828125","0.034423828125","0.034423828125"
"3590","0.052978515625","0.052978515625","0.052978515625"
"3600","0.05078125","0.05078125","0.05078125"
"3610","0.02490234375","0.02490234375","0.02490234375"
"3620","0.0244140625","0.0244140625","0.0244140625"
"3630","0.024169921875","0.024169921875","0.024169921875"
"3640","0.0546875","0.0546875","0.0546875"
"3650","0.056396484375","0.056396484375","0.056396484375"
"3660","0.0283203125","0.0283203125","0.0283203125"
"3670","0.0439453125","0.0439453125","0.0439453125"
"3680","0.04345703125","0.04345703125","0.04345703125"
"3690","0.0546875","0.0546875","0.0546875"
"3700","0.068359375","0.068359375","0.068359375"
"3710","0.0517578125","0.0517578125","0.0517578125"
"3720","0.03564453125","0.03564453125","0.03564453125"
"3730","0.028076171875","0.028076171875","0.028076171875"
"3740","0.0625","0.0625","0.0625"
"3750","0.031494140625","0.031494140625","0.031494140625"
"3760","0.041015625","0.041015625","0.041015625"
"3770","0.05078125","0.05078125","0.05078125"
"3780","0.031494140625","0.031494140625","0.031494140625"
"3790","0.0294189453125","0.0294189453125","0.0294189453125"
"3800","0.0400390625","0.0400390625","0.0400390625"
"3810","0.0341796875","0.0341796875","0.0341796875"
"3820","0.0361328125","0.0361328125","0.0361328125"
"3830","0.049560546875","0.049560546875","0.049560546875"
"3840","0.047119140625","0.047119140625","0.047119140625"
"3850","0.03466796875","0.03466796875","0.03466796875"
"3860","0.0220947265625","0.0220947265625","0.0220947265625"
"3870","0.0322265625","0.0322265625","0.0322265625"
"3880","0.0196533203125","0.0196533203125","0.0196533203125"
"3890","0.07568359375","0.07568359375","0.07568359375"
"3900","0.039306640625","0.039306640625","0.039306640625"
"3910","0.04052734375","0.04052734375","0.04052734375"
"3920","0.031982421875","0.031982421875","0.031982421875"
"3930","0.048095703125","0.048095703125","0.048095703125"
"3940","0.09716796875","0.09716796875","0.09716796875"
"3950","0.040771484375","0.040771484375","0.040771484375"
"3960","0.026123046875","0.026123046875","0.026123046875"
"3970","0.03564453125","0.03564453125","0.03564453125"
"3980","0.142578125","0.142578125","0.142578125"
"3990","0.0308837890625","0.0308837890625","0.0308837890625"
"4000","0.047119140625","0.047119140625","0.047119140625"
"4010","0.044189453125","0.044189453125","0.044189453125"
"4020","0.023681640625","0.023681640625","0.023681640625"
"4030","0.03515625","0.03515625","0.03515625"
"4040","0.034912109375","0.034912109375","0.034912109375"
"4050","0.05322265625","0.05322265625","0.05322265625"
"4060","0.05810546875","0.05810546875","0.05810546875"
"4070","0.03857421875","0.03857421875","0.03857421875"
"4080","0.042724609375","0.042724609375","0.042724609375"
"4090","0.0244140625","0.0244140625","0.0244140625"
"4100","0.0478515625","0.0478515625","0.0478515625"
"4110","0.05908203125","0.05908203125","0.05908203125"
"4120","0.0478515625","0.0478515625","0.0478515625"
"4130","0.033447265625","0.033447265625","0.033447265625"
"4140","0.0478515625","0.0478515625","0.0478515625"
"4150","0.024658203125","0.024658203125","0.024658203125"
"4160","0.047119140625","0.047119140625","0.047119140625"
"4170","0.029052734375","0.029052734375","0.029052734375"
"4180","0.0439453125","0.0439453125","0.0439453125"
"4190","0.0203857421875","0.0203857421875","0.0203857421875"
"4200","0.03564453125","0.03564453125","0.03564453125"
"4210","0.046630859375","0.046630859375","0.046630859375"
"4220","0.028076171875","0.028076171875","0.028076171875"
"4230","0.0233154296875","0.0233154296875","0.0233154296875"
"4240","0.05224609375","0.05224609375","0.05224609375"
"4250","0.04052734375","0.04052734375","0.04052734375"
"4260","0.05517578125","0.05517578125","0.05517578125"
"4270","0.0615234375","0.0615234375","0.0615234375"
"4280","0.045654296875","0.045654296875","0.045654296875"
"4290","0.044189453125","0.044189453125","0.044189453125"
"4300","0.0269775390625","0.0269775390625","0.0269775390625"
"4310","0.0220947265625","0.0220947265625","0.0220947265625"
"4320","0.09033203125","0.09033203125","0.09033203125"
"4330","0.027587890625","0.027587890625","0.027587890625"
"4340","0.046142578125","0.046142578125","0.046142578125"
"4350","0.0250244140625","0.0250244140625","0.0250244140625"
"4360","0.03466796875","0.03466796875","0.03466796875"
"4370","0.01953125","0.01953125","0.01953125"
"4380","0.04736328125","0.04736328125","0.04736328125"
"4390","0.0191650390625","0.0191650390625","0.0191650390625"
"4400","0.061767578125","0.061767578125","0.061767578125"
"4410","0.0296630859375","0.0296630859375","0.0296630859375"
"4420","0.10400390625","0.10400390625","0.10400390625"
"4430","0.028076171875","0.028076171875","0.028076171875"
"4440","0.023193359375","0.023193359375","0.023193359375"
"4450","0.03564453125","0.03564453125","0.03564453125"
"4460","0.02099609375","0.02099609375","0.02099609375"
"4470","0.0712890625","0.0712890625","0.0712890625"
"4480","0.044921875","0.044921875","0.044921875"
"4490","0.055419921875","0.055419921875","0.055419921875"
"4500","0.058349609375","0.058349609375","0.058349609375"
"4510","0.0245361328125","0.0245361328125","0.0245361328125"
"4520","0.034423828125","0.034423828125","0.034423828125"
"4530","0.03466796875","0.03466796875","0.03466796875"
"4540","0.044921875","0.044921875","0.044921875"
"4550","0.03369140625","0.03369140625","0.03369140625"
"4560","0.0546875","0.0546875","0.0546875"
"4570","0.048095703125","0.048095703125","0.048095703125"
"4580","0.029296875","0.029296875","0.029296875"
"4590","0.036376953125","0.036376953125","0.036376953125"
"4600","0.0286865234375","0.0286865234375","0.0286865234375"
"4610","0.06396484375","0.06396484375","0.06396484375"
"4620","0.04541015625","0.04541015625","0.04541015625"
"4630","0.06103515625","0.06103515625","0.06103515625"
"4640","0.028076171875","0.028076171875","0.028076171875"
"4650","0.03857421875","0.03857421875","0.03857421875"
"4660","0.07421875","0.07421875","0.07421875"
"4670","0.052490234375","0.052490234375","0.052490234375"
"4680","0.03076171875","0.03076171875","0.03076171875"
"4690","0.0498046875","0.0498046875","0.0498046875"
"4700","0.034912109375","0.034912109375","0.034912109375"
"4710","0.068359375","0.068359375","0.068359375"
"4720","0.037109375","0.037109375","0.037109375"
"4730","0.039794921875","0.039794921875","0.039794921875"
"4740","0.0439453125","0.0439453125","0.0439453125"
"4750","0.0439453125","0.0439453125","0.0439453125"
"4760","0.02587890625","0.02587890625","0.02587890625"
"4770","0.048828125","0.048828125","0.048828125"
"4780","0.04052734375","0.04052734375","0.04052734375"
"4790","0.0302734375","0.0302734375","0.0302734375"
"4800","0.0458984375","0.0458984375","0.0458984375"
"4810","0.0201416015625","0.0201416015625","0.0201416015625"
"4820","0.0257568359375","0.0257568359375","0.0257568359375"
"4830","0.025146484375","0.025146484375","0.025146484375"
"4840","0.03369140625","0.03369140625","0.03369140625"
"4850","0.027587890625","0.027587890625","0.027587890625"
"4860","0.044677734375","0.044677734375","0.044677734375"
"4870","0.03759765625","0.03759765625","0.03759765625"
"4880","0.0299072265625","0.0299072265625","0.0299072265625"
"4890","0.08740234375","0.08740234375","0.08740234375"
"4900","0.0439453125","0.0439453125","0.0439453125"
"4910","0.0439453125","0.0439453125","0.0439453125"
"4920","0.05615234375","0.05615234375","0.05615234375"
"4930","0.07763671875","0.07763671875","0.07763671875"
"4940","0.057861328125","0.057861328125","0.057861328125"
"4950","0.0703125","0.0703125","0.0703125"
"4960","0.061279296875","0.061279296875","0.061279296875"
"4970","0.06640625","0.06640625","0.06640625"
"4980","0.03271484375","0.03271484375","0.03271484375"
"4990","0.037841796875","0.037841796875","0.037841796875"
"5000","0.03173828125","0.03173828125","0.03173828125"
"5010","0.039794921875","0.039794921875","0.039794921875"
"5020","0.03125","0.03125","0.03125"
"5030","0.04345703125","0.04345703125","0.04345703125"
"5040","0.0439453125","0.0439453125","0.0439453125"
"5050","0.041015625","0.041015625","0.041015625"
"5060","0.0299072265625","0.0299072265625","0.0299072265625"
"5070","0.041015625","0.041015625","0.041015625"
"5080","0.054931640625","0.054931640625","0.054931640625"
"5090","0.03369140625","0.03369140625","0.03369140625"
"5100","0.0308837890625","0.0308837890625","0.0308837890625"
"5110","0.0203857421875","0.0203857421875","0.0203857421875"
"5120","0.018798828125","0.018798828125","0.018798828125"
"5130","0.037353515625","0.037353515625","0.037353515625"
"5140","0.044677734375","0.044677734375","0.044677734375"
"5150","0.048095703125","0.048095703125","0.048095703125"
"5160","0.05322265625","0.05322265625","0.05322265625"
"5170","0.04736328125","0.04736328125","0.04736328125"
"5180","0.0235595703125","0.0235595703125","0.0235595703125"
"5190","0.033203125","0.033203125","0.033203125"
"5200","0.048583984375","0.048583984375","0.048583984375"
"5210","0.0294189453125","0.0294189453125","0.0294189453125"
"5220","0.0341796875","0.0341796875","0.0341796875"
"5230","0.062255859375","0.062255859375","0.062255859375"
"5240","0.054931640625","0.054931640625","0.054931640625"
"5250","0.0264892578125","0.0264892578125","0.0264892578125"
"5260","0.04833984375","0.04833984375","0.04833984375"
"5270","0.04052734375","0.04052734375","0.04052734375"
"5280","0.02734375","0.02734375","0.02734375"
"5290","0.0216064453125","0.0216064453125","0.0216064453125"
"5300","0.04443359375","0.04443359375","0.04443359375"
"5310","0.0205078125","0.0205078125","0.0205078125"
"5320","0.024169921875","0.024169921875","0.024169921875"
"5330","0.0267333984375","0.0267333984375","0.0267333984375"
"5340","0.056640625","0.056640625","0.056640625"
"5350","0.037353515625","0.037353515625","0.037353515625"
"5360","0.048828125","0.048828125","0.048828125"
"5370","0.045654296875","0.045654296875","0.045654296875"
"5380","0.01312255859375","0.01312255859375","0.01312255859375"
"5390","0.036865234375","0.036865234375","0.036865234375"
"5400","0.0517578125","0.0517578125","0.0517578125"
"5410","0.03271484375","0.03271484375","0.03271484375"
"5420","0.0267333984375","0.0267333984375","0.0267333984375"
"5430","0.029541015625","0.029541015625","0.029541015625"
"5440","0.02880859375","0.02880859375","0.02880859375"
"5450","0.025634765625","0.025634765625","0.025634765625"
"5460","0.0225830078125","0.0225830078125","0.0225830078125"
"5470","0.0294189453125","0.0294189453125","0.0294189453125"
"5480","0.060791015625","0.060791015625","0.060791015625"
"5490","0.04052734375","0.04052734375","0.04052734375"
"5500","0.048828125","0.048828125","0.048828125"
"5510","0.07666015625","0.07666015625","0.07666015625"
