"Step","phase1-reasoning - val/layers/l30_mse","phase1-reasoning - val/layers/l30_mse__MIN","phase1-reasoning - val/layers/l30_mse__MAX"
"25","19.86557954788208","19.86557954788208","19.86557954788208"
"51","19.817259588241576","19.817259588241576","19.817259588241576"
"77","19.31368486404419","19.31368486404419","19.31368486404419"
"103","19.150884084701538","19.150884084701538","19.150884084701538"
"129","19.20231389045715","19.20231389045715","19.20231389045715"
"155","19.242524461746214","19.242524461746214","19.242524461746214"
"181","18.878180980682373","18.878180980682373","18.878180980682373"
"207","20.760945348739625","20.760945348739625","20.760945348739625"
"233","20.053382806777954","20.053382806777954","20.053382806777954"
