"Step","phase1-reasoning - tech/grad_norm","phase1-reasoning - tech/grad_norm__MIN","phase1-reasoning - tech/grad_norm__MAX"
"106","28.42730140686035","28.42730140686035","28.42730140686035"
"107","19.362600326538086","19.362600326538086","19.362600326538086"
"108","28.087020874023438","28.087020874023438","28.087020874023438"
"109","19.50373077392578","19.50373077392578","19.50373077392578"
"110","18.26097869873047","18.26097869873047","18.26097869873047"
"111","21.249828338623047","21.249828338623047","21.249828338623047"
"112","24.85496711730957","24.85496711730957","24.85496711730957"
"113","14.719259262084961","14.719259262084961","14.719259262084961"
"114","18.133291244506836","18.133291244506836","18.133291244506836"
"115","13.96706771850586","13.96706771850586","13.96706771850586"
"116","19.250202178955078","19.250202178955078","19.250202178955078"
"117","15.89777660369873","15.89777660369873","15.89777660369873"
"118","27.612653732299805","27.612653732299805","27.612653732299805"
"119","33.51405334472656","33.51405334472656","33.51405334472656"
"120","16.94554328918457","16.94554328918457","16.94554328918457"
"121","40.842308044433594","40.842308044433594","40.842308044433594"
"122","34.242103576660156","34.242103576660156","34.242103576660156"
"123","18.469018936157227","18.469018936157227","18.469018936157227"
"124","46.45096206665039","46.45096206665039","46.45096206665039"
"125","39.43633270263672","39.43633270263672","39.43633270263672"
"126","24.753808975219727","24.753808975219727","24.753808975219727"
"127","47.75926208496094","47.75926208496094","47.75926208496094"
"128","39.80966567993164","39.80966567993164","39.80966567993164"
"130","32.450374603271484","32.450374603271484","32.450374603271484"
"131","18.278263092041016","18.278263092041016","18.278263092041016"
"132","26.08709144592285","26.08709144592285","26.08709144592285"
"133","29.84769630432129","29.84769630432129","29.84769630432129"
"134","19.908573150634766","19.908573150634766","19.908573150634766"
"135","14.934171676635742","14.934171676635742","14.934171676635742"
"136","26.180099487304688","26.180099487304688","26.180099487304688"
"137","18.12257957458496","18.12257957458496","18.12257957458496"
"138","19.48383903503418","19.48383903503418","19.48383903503418"
"139","17.9818115234375","17.9818115234375","17.9818115234375"
"140","14.84125804901123","14.84125804901123","14.84125804901123"
"141","36.24612045288086","36.24612045288086","36.24612045288086"
"142","29.322174072265625","29.322174072265625","29.322174072265625"
"143","17.63692855834961","17.63692855834961","17.63692855834961"
"144","15.891412734985352","15.891412734985352","15.891412734985352"
"145","20.003320693969727","20.003320693969727","20.003320693969727"
"146","29.376853942871094","29.376853942871094","29.376853942871094"
"147","19.619735717773438","19.619735717773438","19.619735717773438"
"148","17.671541213989258","17.671541213989258","17.671541213989258"
"149","17.86089324951172","17.86089324951172","17.86089324951172"
"150","14.34931755065918","14.34931755065918","14.34931755065918"
"151","26.512922286987305","26.512922286987305","26.512922286987305"
"152","18.487762451171875","18.487762451171875","18.487762451171875"
"153","23.93772315979004","23.93772315979004","23.93772315979004"
"154","18.044692993164062","18.044692993164062","18.044692993164062"
"156","17.068815231323242","17.068815231323242","17.068815231323242"
"157","13.6849365234375","13.6849365234375","13.6849365234375"
"158","18.184843063354492","18.184843063354492","18.184843063354492"
"159","13.252583503723145","13.252583503723145","13.252583503723145"
"160","23.3697566986084","23.3697566986084","23.3697566986084"
"161","17.644901275634766","17.644901275634766","17.644901275634766"
"162","18.340349197387695","18.340349197387695","18.340349197387695"
"163","15.082802772521973","15.082802772521973","15.082802772521973"
"164","13.1757230758667","13.1757230758667","13.1757230758667"
"165","15.42260456085205","15.42260456085205","15.42260456085205"
"166","26.26670265197754","26.26670265197754","26.26670265197754"
"167","15.321706771850586","15.321706771850586","15.321706771850586"
"168","17.581714630126953","17.581714630126953","17.581714630126953"
"169","23.697383880615234","23.697383880615234","23.697383880615234"
"170","18.567628860473633","18.567628860473633","18.567628860473633"
"171","32.34864807128906","32.34864807128906","32.34864807128906"
"172","37.389686584472656","37.389686584472656","37.389686584472656"
"173","17.721492767333984","17.721492767333984","17.721492767333984"
"174","25.888137817382812","25.888137817382812","25.888137817382812"
"175","40.1259765625","40.1259765625","40.1259765625"
"176","20.957082748413086","20.957082748413086","20.957082748413086"
"177","26.172582626342773","26.172582626342773","26.172582626342773"
"178","21.719633102416992","21.719633102416992","21.719633102416992"
"179","21.117748260498047","21.117748260498047","21.117748260498047"
"180","29.481523513793945","29.481523513793945","29.481523513793945"
"182","33.58739471435547","33.58739471435547","33.58739471435547"
"183","16.700471878051758","16.700471878051758","16.700471878051758"
"184","27.527917861938477","27.527917861938477","27.527917861938477"
"185","29.474796295166016","29.474796295166016","29.474796295166016"
"186","22.898345947265625","22.898345947265625","22.898345947265625"
"187","24.30044937133789","24.30044937133789","24.30044937133789"
"188","23.837120056152344","23.837120056152344","23.837120056152344"
"189","16.15912437438965","16.15912437438965","16.15912437438965"
"190","13.726110458374023","13.726110458374023","13.726110458374023"
"191","21.720483779907227","21.720483779907227","21.720483779907227"
"192","10.126030921936035","10.126030921936035","10.126030921936035"
"193","17.110769271850586","17.110769271850586","17.110769271850586"
"194","21.596059799194336","21.596059799194336","21.596059799194336"
"195","13.080205917358398","13.080205917358398","13.080205917358398"
"196","13.325174331665039","13.325174331665039","13.325174331665039"
"197","12.943047523498535","12.943047523498535","12.943047523498535"
"198","16.897506713867188","16.897506713867188","16.897506713867188"
"199","12.243128776550293","12.243128776550293","12.243128776550293"
"200","15.04283618927002","15.04283618927002","15.04283618927002"
"201","13.917224884033203","13.917224884033203","13.917224884033203"
"202","16.037982940673828","16.037982940673828","16.037982940673828"
"203","11.621956825256348","11.621956825256348","11.621956825256348"
"204","27.973167419433594","27.973167419433594","27.973167419433594"
"205","12.643360137939453","12.643360137939453","12.643360137939453"
"206","12.1937837600708","12.1937837600708","12.1937837600708"
"208","14.348064422607422","14.348064422607422","14.348064422607422"
"209","13.795127868652344","13.795127868652344","13.795127868652344"
"210","18.166635513305664","18.166635513305664","18.166635513305664"
"211","16.24372673034668","16.24372673034668","16.24372673034668"
"212","13.152684211730957","13.152684211730957","13.152684211730957"
"213","19.346250534057617","19.346250534057617","19.346250534057617"
"214","16.6812801361084","16.6812801361084","16.6812801361084"
"215","20.252525329589844","20.252525329589844","20.252525329589844"
"216","22.431442260742188","22.431442260742188","22.431442260742188"
"217","13.739938735961914","13.739938735961914","13.739938735961914"
"218","13.148365020751953","13.148365020751953","13.148365020751953"
"219","15.721902847290039","15.721902847290039","15.721902847290039"
"220","12.774677276611328","12.774677276611328","12.774677276611328"
"221","13.542314529418945","13.542314529418945","13.542314529418945"
"222","15.020177841186523","15.020177841186523","15.020177841186523"
"223","14.662895202636719","14.662895202636719","14.662895202636719"
"224","18.946300506591797","18.946300506591797","18.946300506591797"
"225","13.646651268005371","13.646651268005371","13.646651268005371"
"226","17.666852951049805","17.666852951049805","17.666852951049805"
"227","15.665912628173828","15.665912628173828","15.665912628173828"
"228","18.033090591430664","18.033090591430664","18.033090591430664"
"229","15.585285186767578","15.585285186767578","15.585285186767578"
"230","22.136320114135742","22.136320114135742","22.136320114135742"
"231","31.660276412963867","31.660276412963867","31.660276412963867"
"232","23.973873138427734","23.973873138427734","23.973873138427734"
