"Step","phase1-reasoning - train/mse","phase1-reasoning - train/mse__MIN","phase1-reasoning - train/mse__MAX"
"90","22.150076150894165","22.150076150894165","22.150076150894165"
"91","20.760159015655518","20.760159015655518","20.760159015655518"
"92","18.90731382369995","18.90731382369995","18.90731382369995"
"93","20.80032753944397","20.80032753944397","20.80032753944397"
"94","21.219876289367676","21.219876289367676","21.219876289367676"
"95","20.733966827392578","20.733966827392578","20.733966827392578"
"96","20.112249851226807","20.112249851226807","20.112249851226807"
"97","20.6462881565094","20.6462881565094","20.6462881565094"
"98","20.72738480567932","20.72738480567932","20.72738480567932"
"99","19.515421152114868","19.515421152114868","19.515421152114868"
"100","19.806551694869995","19.806551694869995","19.806551694869995"
"101","19.895879983901978","19.895879983901978","19.895879983901978"
"102","20.038027048110962","20.038027048110962","20.038027048110962"
"104","19.838937997817993","19.838937997817993","19.838937997817993"
"105","19.92188811302185","19.92188811302185","19.92188811302185"
"106","20.30357575416565","20.30357575416565","20.30357575416565"
"107","19.218045949935913","19.218045949935913","19.218045949935913"
"108","21.00128984451294","21.00128984451294","21.00128984451294"
"109","21.370606660842896","21.370606660842896","21.370606660842896"
"110","20.341814160346985","20.341814160346985","20.341814160346985"
"111","20.377618551254272","20.377618551254272","20.377618551254272"
"112","20.409598350524902","20.409598350524902","20.409598350524902"
"113","19.307958245277405","19.307958245277405","19.307958245277405"
"114","20.254627227783203","20.254627227783203","20.254627227783203"
"115","20.349262952804565","20.349262952804565","20.349262952804565"
"116","20.709022283554077","20.709022283554077","20.709022283554077"
"117","19.288406372070312","19.288406372070312","19.288406372070312"
"118","19.794895887374878","19.794895887374878","19.794895887374878"
"119","21.841593265533447","21.841593265533447","21.841593265533447"
"120","20.71691346168518","20.71691346168518","20.71691346168518"
"121","21.069554090499878","21.069554090499878","21.069554090499878"
"122","20.02533793449402","20.02533793449402","20.02533793449402"
"123","19.457345008850098","19.457345008850098","19.457345008850098"
"124","20.67051601409912","20.67051601409912","20.67051601409912"
"125","20.807291746139526","20.807291746139526","20.807291746139526"
"126","19.734628677368164","19.734628677368164","19.734628677368164"
"127","21.506699562072754","21.506699562072754","21.506699562072754"
"128","20.131221294403076","20.131221294403076","20.131221294403076"
"130","20.79001474380493","20.79001474380493","20.79001474380493"
"131","19.841704607009888","19.841704607009888","19.841704607009888"
"132","19.608673095703125","19.608673095703125","19.608673095703125"
"133","20.323246955871582","20.323246955871582","20.323246955871582"
"134","20.455740451812744","20.455740451812744","20.455740451812744"
"135","18.726707935333252","18.726707935333252","18.726707935333252"
"136","21.580641984939575","21.580641984939575","21.580641984939575"
"137","21.16552472114563","21.16552472114563","21.16552472114563"
"138","19.347065687179565","19.347065687179565","19.347065687179565"
"139","19.492597341537476","19.492597341537476","19.492597341537476"
"140","19.799856424331665","19.799856424331665","19.799856424331665"
"141","20.361130475997925","20.361130475997925","20.361130475997925"
"142","19.93187713623047","19.93187713623047","19.93187713623047"
"143","20.727970123291016","20.727970123291016","20.727970123291016"
"144","20.784543991088867","20.784543991088867","20.784543991088867"
"145","19.47196674346924","19.47196674346924","19.47196674346924"
"146","21.267919540405273","21.267919540405273","21.267919540405273"
"147","21.121580362319946","21.121580362319946","21.121580362319946"
"148","19.79544186592102","19.79544186592102","19.79544186592102"
"149","19.716732025146484","19.716732025146484","19.716732025146484"
"150","18.624597549438477","18.624597549438477","18.624597549438477"
"151","19.45366668701172","19.45366668701172","19.45366668701172"
"152","19.668014526367188","19.668014526367188","19.668014526367188"
"153","21.94347381591797","21.94347381591797","21.94347381591797"
"154","19.65120530128479","19.65120530128479","19.65120530128479"
"156","24.02832531929016","24.02832531929016","24.02832531929016"
"157","20.89297103881836","20.89297103881836","20.89297103881836"
"158","20.08158230781555","20.08158230781555","20.08158230781555"
"159","19.762653589248657","19.762653589248657","19.762653589248657"
"160","20.393128395080566","20.393128395080566","20.393128395080566"
"161","19.77846598625183","19.77846598625183","19.77846598625183"
"162","19.461839199066162","19.461839199066162","19.461839199066162"
"163","20.107455730438232","20.107455730438232","20.107455730438232"
"164","19.584784030914307","19.584784030914307","19.584784030914307"
"165","20.060377836227417","20.060377836227417","20.060377836227417"
"166","19.993908166885376","19.993908166885376","19.993908166885376"
"167","19.022128582000732","19.022128582000732","19.022128582000732"
"168","19.44449782371521","19.44449782371521","19.44449782371521"
"169","21.303289890289307","21.303289890289307","21.303289890289307"
"170","21.235151529312134","21.235151529312134","21.235151529312134"
"171","20.137540578842163","20.137540578842163","20.137540578842163"
"172","20.15823793411255","20.15823793411255","20.15823793411255"
"173","20.11772108078003","20.11772108078003","20.11772108078003"
"174","18.71994125843048","18.71994125843048","18.71994125843048"
"175","21.742860078811646","21.742860078811646","21.742860078811646"
"176","20.07460355758667","20.07460355758667","20.07460355758667"
"177","20.24904203414917","20.24904203414917","20.24904203414917"
"178","20.21662187576294","20.21662187576294","20.21662187576294"
"179","19.402658820152283","19.402658820152283","19.402658820152283"
"180","19.576104998588562","19.576104998588562","19.576104998588562"
"182","20.243682146072388","20.243682146072388","20.243682146072388"
"183","18.478621244430542","18.478621244430542","18.478621244430542"
"184","19.802993297576904","19.802993297576904","19.802993297576904"
"185","19.53815484046936","19.53815484046936","19.53815484046936"
"186","19.72029399871826","19.72029399871826","19.72029399871826"
"187","21.563549995422363","21.563549995422363","21.563549995422363"
"188","20.2079439163208","20.2079439163208","20.2079439163208"
"189","20.988999843597412","20.988999843597412","20.988999843597412"
"190","19.2414870262146","19.2414870262146","19.2414870262146"
"191","19.212897062301636","19.212897062301636","19.212897062301636"
"192","18.618601322174072","18.618601322174072","18.618601322174072"
"193","19.289862394332886","19.289862394332886","19.289862394332886"
"194","20.556148529052734","20.556148529052734","20.556148529052734"
"195","18.806734800338745","18.806734800338745","18.806734800338745"
"196","18.97981095314026","18.97981095314026","18.97981095314026"
"197","19.882877588272095","19.882877588272095","19.882877588272095"
"198","21.48919701576233","21.48919701576233","21.48919701576233"
"199","18.97150230407715","18.97150230407715","18.97150230407715"
"200","19.75263524055481","19.75263524055481","19.75263524055481"
"201","19.751766681671143","19.751766681671143","19.751766681671143"
"202","19.595853567123413","19.595853567123413","19.595853567123413"
"203","20.489784479141235","20.489784479141235","20.489784479141235"
"204","20.447441697120667","20.447441697120667","20.447441697120667"
"205","18.728544116020203","18.728544116020203","18.728544116020203"
"206","19.635592460632324","19.635592460632324","19.635592460632324"
"208","18.788912534713745","18.788912534713745","18.788912534713745"
"209","19.823007583618164","19.823007583618164","19.823007583618164"
"210","20.031260013580322","20.031260013580322","20.031260013580322"
"211","20.553236484527588","20.553236484527588","20.553236484527588"
"212","19.556504249572754","19.556504249572754","19.556504249572754"
"213","19.096393823623657","19.096393823623657","19.096393823623657"
"214","17.988529086112976","17.988529086112976","17.988529086112976"
"215","19.356876850128174","19.356876850128174","19.356876850128174"
"216","20.8194260597229","20.8194260597229","20.8194260597229"
"217","19.68945813179016","19.68945813179016","19.68945813179016"
"218","20.660979509353638","20.660979509353638","20.660979509353638"
"219","19.11132836341858","19.11132836341858","19.11132836341858"
"220","18.129582047462463","18.129582047462463","18.129582047462463"
"221","18.79401206970215","18.79401206970215","18.79401206970215"
"222","19.556312322616577","19.556312322616577","19.556312322616577"
"223","20.236359357833862","20.236359357833862","20.236359357833862"
"224","18.513472199440002","18.513472199440002","18.513472199440002"
"225","19.331742644309998","19.331742644309998","19.331742644309998"
"226","19.911145210266113","19.911145210266113","19.911145210266113"
"227","19.845001697540283","19.845001697540283","19.845001697540283"
"228","19.660066604614258","19.660066604614258","19.660066604614258"
"229","19.411667108535767","19.411667108535767","19.411667108535767"
"230","20.01197052001953","20.01197052001953","20.01197052001953"
"231","20.35910129547119","20.35910129547119","20.35910129547119"
"232","19.741508960723877","19.741508960723877","19.741508960723877"
