"Step","phase1-reasoning - val/layers/l20_mse","phase1-reasoning - val/layers/l20_mse__MIN","phase1-reasoning - val/layers/l20_mse__MAX"
"25","6.709609484672546","6.709609484672546","6.709609484672546"
"51","7.022607414722443","7.022607414722443","7.022607414722443"
"77","6.540770394802093","6.540770394802093","6.540770394802093"
"103","6.5096461915969845","6.5096461915969845","6.5096461915969845"
"129","6.635838642120361","6.635838642120361","6.635838642120361"
"155","6.737438707351685","6.737438707351685","6.737438707351685"
"181","6.423029510974884","6.423029510974884","6.423029510974884"
"207","8.44941876411438","8.44941876411438","8.44941876411438"
"233","7.7936903810501095","7.7936903810501095","7.7936903810501095"
