"Step","phase1-reasoning - val/layers/l20_cos","phase1-reasoning - val/layers/l20_cos__MIN","phase1-reasoning - val/layers/l20_cos__MAX"
"25","0.37093804717063905","0.37093804717063905","0.37093804717063905"
"51","0.358916894197464","0.358916894197464","0.358916894197464"
"77","0.35526164472103117","0.35526164472103117","0.35526164472103117"
"103","0.3526673632860184","0.3526673632860184","0.3526673632860184"
"129","0.3497540891170502","0.3497540891170502","0.3497540891170502"
"155","0.3468078988790512","0.3468078988790512","0.3468078988790512"
"181","0.34491821348667145","0.34491821348667145","0.34491821348667145"
"207","0.34439290523529054","0.34439290523529054","0.34439290523529054"
"233","0.3390226089954376","0.3390226089954376","0.3390226089954376"
