"Step","phase1-reasoning - train/loss","phase1-reasoning - train/loss__MIN","phase1-reasoning - train/loss__MAX"
"0","34.29041361808777","34.29041361808777","34.29041361808777"
"1","44.25521230697632","44.25521230697632","44.25521230697632"
"2","45.90746331214905","45.90746331214905","45.90746331214905"
"3","41.3197135925293","41.3197135925293","41.3197135925293"
"4","45.505239486694336","45.505239486694336","45.505239486694336"
"5","50.120798110961914","50.120798110961914","50.120798110961914"
"6","41.61811137199402","41.61811137199402","41.61811137199402"
"7","41.65344715118408","41.65344715118408","41.65344715118408"
"8","40.070809841156006","40.070809841156006","40.070809841156006"
"9","38.959699630737305","38.959699630737305","38.959699630737305"
"10","35.65882349014282","35.65882349014282","35.65882349014282"
"11","38.382437229156494","38.382437229156494","38.382437229156494"
"12","34.317108154296875","34.317108154296875","34.317108154296875"
"13","35.964755058288574","35.964755058288574","35.964755058288574"
"14","36.18201446533203","36.18201446533203","36.18201446533203"
"15","35.74234580993652","35.74234580993652","35.74234580993652"
"16","35.960665702819824","35.960665702819824","35.960665702819824"
"17","36.434712409973145","36.434712409973145","36.434712409973145"
"18","36.23109579086304","36.23109579086304","36.23109579086304"
"19","33.93296718597412","33.93296718597412","33.93296718597412"
"20","36.641615867614746","36.641615867614746","36.641615867614746"
"21","35.87490439414978","35.87490439414978","35.87490439414978"
"22","36.72976207733154","36.72976207733154","36.72976207733154"
"23","32.71123027801514","32.71123027801514","32.71123027801514"
"24","38.37120056152344","38.37120056152344","38.37120056152344"
"26","33.93230080604553","33.93230080604553","33.93230080604553"
"27","34.91177845001221","34.91177845001221","34.91177845001221"
"28","34.50414323806763","34.50414323806763","34.50414323806763"
"29","35.285860538482666","35.285860538482666","35.285860538482666"
"30","35.19908094406128","35.19908094406128","35.19908094406128"
"31","34.13960313796997","34.13960313796997","34.13960313796997"
"32","33.430020809173584","33.430020809173584","33.430020809173584"
"33","33.106801986694336","33.106801986694336","33.106801986694336"
"34","33.82742691040039","33.82742691040039","33.82742691040039"
"35","34.047163009643555","34.047163009643555","34.047163009643555"
"36","32.498234033584595","32.498234033584595","32.498234033584595"
"37","35.31130051612854","35.31130051612854","35.31130051612854"
"38","34.089346408843994","34.089346408843994","34.089346408843994"
"39","32.53162169456482","32.53162169456482","32.53162169456482"
"40","33.03258776664734","33.03258776664734","33.03258776664734"
"41","33.183932065963745","33.183932065963745","33.183932065963745"
"42","32.04668569564819","32.04668569564819","32.04668569564819"
"43","32.67682385444641","32.67682385444641","32.67682385444641"
"44","33.89017605781555","33.89017605781555","33.89017605781555"
"45","34.663400411605835","34.663400411605835","34.663400411605835"
"46","35.609588861465454","35.609588861465454","35.609588861465454"
"47","33.52909207344055","33.52909207344055","33.52909207344055"
"48","34.53952479362488","34.53952479362488","34.53952479362488"
"49","33.07639694213867","33.07639694213867","33.07639694213867"
"50","32.827937602996826","32.827937602996826","32.827937602996826"
"52","33.618234395980835","33.618234395980835","33.618234395980835"
"53","31.395793676376343","31.395793676376343","31.395793676376343"
"54","33.68890571594238","33.68890571594238","33.68890571594238"
"55","32.63390493392944","32.63390493392944","32.63390493392944"
"56","33.05890989303589","33.05890989303589","33.05890989303589"
"57","35.85135507583618","35.85135507583618","35.85135507583618"
"58","33.920419216156006","33.920419216156006","33.920419216156006"
"59","32.21181535720825","32.21181535720825","32.21181535720825"
"60","32.05001711845398","32.05001711845398","32.05001711845398"
"61","32.44670653343201","32.44670653343201","32.44670653343201"
"62","32.46777963638306","32.46777963638306","32.46777963638306"
"63","32.596001386642456","32.596001386642456","32.596001386642456"
"64","32.805113792419434","32.805113792419434","32.805113792419434"
"65","31.797672748565674","31.797672748565674","31.797672748565674"
"66","31.927757740020752","31.927757740020752","31.927757740020752"
"67","35.284316062927246","35.284316062927246","35.284316062927246"
