"Step","phase1-reasoning - train/layers/l40_cos","phase1-reasoning - train/layers/l40_cos__MIN","phase1-reasoning - train/layers/l40_cos__MAX"
"0","0.24320753663778305","0.24320753663778305","0.24320753663778305"
"1","0.48164305835962296","0.48164305835962296","0.48164305835962296"
"2","0.5029905289411545","0.5029905289411545","0.5029905289411545"
"3","0.44484125077724457","0.44484125077724457","0.44484125077724457"
"4","0.40386658161878586","0.40386658161878586","0.40386658161878586"
"5","0.5385716781020164","0.5385716781020164","0.5385716781020164"
"6","0.40380360931158066","0.40380360931158066","0.40380360931158066"
"7","0.3662709444761276","0.3662709444761276","0.3662709444761276"
"8","0.30069786310195923","0.30069786310195923","0.30069786310195923"
"9","0.3170192986726761","0.3170192986726761","0.3170192986726761"
"10","0.3156348988413811","0.3156348988413811","0.3156348988413811"
"11","0.29108230769634247","0.29108230769634247","0.29108230769634247"
"12","0.2506908252835274","0.2506908252835274","0.2506908252835274"
"13","0.2886992320418358","0.2886992320418358","0.2886992320418358"
"14","0.28895431756973267","0.28895431756973267","0.28895431756973267"
"15","0.30041756480932236","0.30041756480932236","0.30041756480932236"
"16","0.2892663925886154","0.2892663925886154","0.2892663925886154"
"17","0.3099735379219055","0.3099735379219055","0.3099735379219055"
"18","0.2873682603240013","0.2873682603240013","0.2873682603240013"
"19","0.2637775391340256","0.2637775391340256","0.2637775391340256"
"20","0.28824371844530106","0.28824371844530106","0.28824371844530106"
"21","0.2781880870461464","0.2781880870461464","0.2781880870461464"
"22","0.2818138301372528","0.2818138301372528","0.2818138301372528"
"23","0.26488102227449417","0.26488102227449417","0.26488102227449417"
"24","0.30219802260398865","0.30219802260398865","0.30219802260398865"
"26","0.25612247735261917","0.25612247735261917","0.25612247735261917"
"27","0.2849442809820175","0.2849442809820175","0.2849442809820175"
"28","0.27428311109542847","0.27428311109542847","0.27428311109542847"
"29","0.27136431634426117","0.27136431634426117","0.27136431634426117"
"30","0.26031263917684555","0.26031263917684555","0.26031263917684555"
"31","0.23840592056512833","0.23840592056512833","0.23840592056512833"
"32","0.23239154368638992","0.23239154368638992","0.23239154368638992"
"33","0.2496720775961876","0.2496720775961876","0.2496720775961876"
"34","0.24822992086410522","0.24822992086410522","0.24822992086410522"
"35","0.275531530380249","0.275531530380249","0.275531530380249"
"36","0.25349776446819305","0.25349776446819305","0.25349776446819305"
"37","0.2993854731321335","0.2993854731321335","0.2993854731321335"
