"Step","phase1-reasoning - train/cosine","phase1-reasoning - train/cosine__MIN","phase1-reasoning - train/cosine__MAX"
"0","0.646643191576004","0.646643191576004","0.646643191576004"
"1","0.9551457092165947","0.9551457092165947","0.9551457092165947"
"2","0.9939135611057281","0.9939135611057281","0.9939135611057281"
"3","0.9015883654356003","0.9015883654356003","0.9015883654356003"
"4","0.8719551414251328","0.8719551414251328","0.8719551414251328"
"5","1.01074730604887","1.01074730604887","1.01074730604887"
"6","0.8502680361270905","0.8502680361270905","0.8502680361270905"
"7","0.829309843480587","0.829309843480587","0.829309843480587"
"8","0.7539222538471222","0.7539222538471222","0.7539222538471222"
"9","0.7693696841597557","0.7693696841597557","0.7693696841597557"
"10","0.7262336611747742","0.7262336611747742","0.7262336611747742"
"11","0.7173543199896812","0.7173543199896812","0.7173543199896812"
"12","0.6472443491220474","0.6472443491220474","0.6472443491220474"
"13","0.7042011246085167","0.7042011246085167","0.7042011246085167"
"14","0.6978121772408485","0.6978121772408485","0.6978121772408485"
"15","0.7249117121100426","0.7249117121100426","0.7249117121100426"
"16","0.7125009074807167","0.7125009074807167","0.7125009074807167"
"17","0.7255196645855904","0.7255196645855904","0.7255196645855904"
"18","0.7136336117982864","0.7136336117982864","0.7136336117982864"
"19","0.6550081670284271","0.6550081670284271","0.6550081670284271"
"20","0.7359360530972481","0.7359360530972481","0.7359360530972481"
"21","0.6957340613007545","0.6957340613007545","0.6957340613007545"
"22","0.6726992428302765","0.6726992428302765","0.6726992428302765"
"23","0.6496279835700989","0.6496279835700989","0.6496279835700989"
"24","0.7280841395258904","0.7280841395258904","0.7280841395258904"
"26","0.6616751253604889","0.6616751253604889","0.6616751253604889"
"27","0.6816772073507309","0.6816772073507309","0.6816772073507309"
"28","0.6785706952214241","0.6785706952214241","0.6785706952214241"
"29","0.6701924279332161","0.6701924279332161","0.6701924279332161"
"30","0.6717103496193886","0.6717103496193886","0.6717103496193886"
"31","0.6345476806163788","0.6345476806163788","0.6345476806163788"
"32","0.6166108027100563","0.6166108027100563","0.6166108027100563"
"33","0.6365728601813316","0.6365728601813316","0.6365728601813316"
"34","0.6536430194973946","0.6536430194973946","0.6536430194973946"
"35","0.6767983734607697","0.6767983734607697","0.6767983734607697"
"36","0.6358171254396439","0.6358171254396439","0.6358171254396439"
"37","0.7027818337082863","0.7027818337082863","0.7027818337082863"
"38","0.6886650770902634","0.6886650770902634","0.6886650770902634"
"39","0.6476982645690441","0.6476982645690441","0.6476982645690441"
"40","0.6278947666287422","0.6278947666287422","0.6278947666287422"
"41","0.6314837858080864","0.6314837858080864","0.6314837858080864"
"42","0.6588205471634865","0.6588205471634865","0.6588205471634865"
"43","0.6292378976941109","0.6292378976941109","0.6292378976941109"
"44","0.6277262270450592","0.6277262270450592","0.6277262270450592"
"45","0.6774835214018822","0.6774835214018822","0.6774835214018822"
"46","0.6786846593022346","0.6786846593022346","0.6786846593022346"
"47","0.6569596901535988","0.6569596901535988","0.6569596901535988"
"48","0.6706545501947403","0.6706545501947403","0.6706545501947403"
"49","0.6735595837235451","0.6735595837235451","0.6735595837235451"
"50","0.5881786569952965","0.5881786569952965","0.5881786569952965"
"52","0.6771221458911896","0.6771221458911896","0.6771221458911896"
"53","0.6256839483976364","0.6256839483976364","0.6256839483976364"
"54","0.6272951066493988","0.6272951066493988","0.6272951066493988"
"55","0.6263266280293465","0.6263266280293465","0.6263266280293465"
"56","0.6061943769454956","0.6061943769454956","0.6061943769454956"
"57","0.698069840669632","0.698069840669632","0.698069840669632"
"58","0.6487747728824615","0.6487747728824615","0.6487747728824615"
"59","0.6206487268209457","0.6206487268209457","0.6206487268209457"
"60","0.6155750751495361","0.6155750751495361","0.6155750751495361"
"61","0.6228718608617783","0.6228718608617783","0.6228718608617783"
"62","0.6471612229943275","0.6471612229943275","0.6471612229943275"
"63","0.5844154506921768","0.5844154506921768","0.5844154506921768"
"64","0.6056500747799873","0.6056500747799873","0.6056500747799873"
"65","0.604660801589489","0.604660801589489","0.604660801589489"
"66","0.6023524403572083","0.6023524403572083","0.6023524403572083"
"67","0.6970890983939171","0.6970890983939171","0.6970890983939171"
"68","0.5880790241062641","0.5880790241062641","0.5880790241062641"
"69","0.6188175305724144","0.6188175305724144","0.6188175305724144"
"70","0.6379226073622704","0.6379226073622704","0.6379226073622704"
"71","0.6057285740971565","0.6057285740971565","0.6057285740971565"
"72","0.6256450191140175","0.6256450191140175","0.6256450191140175"
"73","0.7496667355298996","0.7496667355298996","0.7496667355298996"
"74","0.6985685527324677","0.6985685527324677","0.6985685527324677"
"75","0.6283695325255394","0.6283695325255394","0.6283695325255394"
"76","0.7278564795851707","0.7278564795851707","0.7278564795851707"
"78","0.6783848851919174","0.6783848851919174","0.6783848851919174"
"79","0.5944054275751114","0.5944054275751114","0.5944054275751114"
"80","0.6320346891880035","0.6320346891880035","0.6320346891880035"
"81","0.6255317851901054","0.6255317851901054","0.6255317851901054"
"82","0.6692293956875801","0.6692293956875801","0.6692293956875801"
